cidade,uf,ano,secao,item,custo_rs_ha,custo_rs_60kg,participacao_pct,produtividade_kg_ha,participacao_ct_pct
Londrina,PR,2010,IV - DEPRECIAÇÕES,Total de Depreciações (E),106.83,1.62,0.07803962102739886,3966.0,
Londrina,PR,2010,V - OUTROS CUSTOS FIXOS,1 - Manutenção periódica de máquinas/implementos,19.5417297296,0.3,0.014275289547110718,3966.0,
Londrina,PR,2010,V - OUTROS CUSTOS FIXOS,2 - Encargos sociais,18.05,0.27,0.013185576706398482,3966.0,
Londrina,PR,2010,V - OUTROS CUSTOS FIXOS,3 - Seguro do capital fixo,3.38,0.05,0.0024690996824170007,3966.0,
Londrina,PR,2010,V - OUTROS CUSTOS FIXOS,Total de Outros Custos Fixos (F),40.97172972960001,0.62,0.0299299659359262,3966.0,
Londrina,PR,2010,V - OUTROS CUSTOS FIXOS,Custo Fixo  (E+F = G),147.8017297296,2.24,0.10796958696332506,3966.0,
Londrina,PR,2010,V - OUTROS CUSTOS FIXOS,CUSTO OPERACIONAL  (D+G = H),1101.910025412388,16.72,0.8049484301177029,3966.0,
Londrina,PR,2010,VI - RENDA DE FATORES,1 - Remuneração esperada sobre capital fixo,27.01,0.41,0.019730882373397395,3966.0,
Londrina,PR,2010,VI - RENDA DE FATORES,2 - Terra,240.0,3.63,0.17532068750889948,3966.0,
Londrina,PR,2010,VI - RENDA DE FATORES,Total de Renda de Fatores (I),267.01,4.04,0.19505156988229688,3966.0,
Londrina,PR,2010,VI - RENDA DE FATORES,CUSTO TOTAL  (H+I = J),1368.920025412388,20.76,1.0,3966.0,
Londrina,PR,2011,I - DESPESAS DE CUSTEIO DA LAVOURA,1 - Operação com animal,0.0,0.0,0.0,3966.0,0.0
Londrina,PR,2011,I - DESPESAS DE CUSTEIO DA LAVOURA,2 - Operação com Avião,0.0,0.0,0.0,3966.0,0.0
Londrina,PR,2011,3 - Operação com máquinas:,3.1 - Tratores e Colheitadeiras,108.62,1.64,10.2,3966.0,7.05
Londrina,PR,2011,3 - Operação com máquinas:,3.2 - Conjunto de Irrigação,0.0,0.0,0.0,3966.0,0.0
Londrina,PR,2011,3 - Operação com máquinas:,4 - Aluguel de Máquinas,153.81,2.33,14.44,3966.0,9.99
Londrina,PR,2011,3 - Operação com máquinas:,5 - Aluguel de Animais,0.0,0.0,0.0,3966.0,0.0
Londrina,PR,2011,3 - Operação com máquinas:,6 - Mão-de-obra,3.29,0.05,0.31,3966.0,0.21
Londrina,PR,2011,3 - Operação com máquinas:,7 - Administrador,32.72,0.48,3.07,3966.0,2.12
Londrina,PR,2011,3 - Operação com máquinas:,8 - Sementes,120.0,1.82,11.27,3966.0,7.79
Londrina,PR,2011,3 - Operação com máquinas:,8.1 - Royalties,0.0,0.0,0.0,3966.0,0.0
Londrina,PR,2011,3 - Operação com máquinas:,9 - Fertilizantes,231.84,3.51,21.77,3966.0,15.05
Londrina,PR,2011,3 - Operação com máquinas:,10 - Agrotóxicos,127.96,1.93,12.01,3966.0,8.31
Londrina,PR,2011,3 - Operação com máquinas:,11 - Água,0.0,0.0,0.0,3966.0,0.0
Londrina,PR,2011,3 - Operação com máquinas:,12 - Receita,0.0,0.0,0.0,3966.0,0.0
Londrina,PR,2011,13 - Outros:,13.1 - Análise Foliar,0.0,0.0,0.0,3966.0,0.0
Londrina,PR,2011,13 - Outros:,13.2 - Embalagens/Utensílios,0.0,0.0,0.0,3966.0,0.0
Londrina,PR,2011,13 - Outros:,13.3 - Vernalização(Alho),0.0,0.0,0.0,3966.0,0.0
Londrina,PR,2011,13 - Outros:,13.4 - Análise de Solo,0.0,0.0,0.0,3966.0,0.0
Londrina,PR,2011,13 - Outros:,13.5 - Mudas,0.0,0.0,0.0,3966.0,0.0
Londrina,PR,2011,13 - Outros:,13.6 - Taxas Ambientais,0.0,0.0,0.0,3966.0,0.0
Londrina,PR,2011,13 - Outros:,13.7 - Demais Despesas,0.0,0.0,0.0,3966.0,0.0
Londrina,PR,2011,13 - Outros:,13.8 - Implementos Manuais,0.0,0.0,0.0,3966.0,0.0
Londrina,PR,2011,13 - Outros:,14 - Serviços Diversos,0.0,0.0,0.0,3966.0,0.0
Londrina,PR,2011,13 - Outros:,TOTAL DAS DESPESAS DE CUSTEIO DA LAVOURA (A),778.24,11.76,73.07,3966.0,50.52
Londrina,PR,2011,II - OUTRAS DESPESAS,15 - Transporte Externo,63.46,0.96,5.96,3966.0,4.12
Londrina,PR,2011,16 - Despesas:,16.1 - Despesas Administrativas,38.91,0.59,3.65,3966.0,2.53
Londrina,PR,2011,16 - Despesas:,16.2 - Despesas de armazenagem,105.0,1.59,9.86,3966.0,6.82
Londrina,PR,2011,16 - Despesas:,16.3 - Beneficiamento,0.0,0.0,0.0,3966.0,0.0
Londrina,PR,2011,16 - Despesas:,17 - Seguro da Produção,30.35,0.46,2.85,3966.0,1.97
Londrina,PR,2011,16 - Despesas:,18 - Seguro do crédito,0.0,0.0,0.0,3966.0,0.0
Londrina,PR,2011,16 - Despesas:,19 - Assistência Técnica,15.56,0.24,1.46,3966.0,1.01
Londrina,PR,2011,16 - Despesas:,20 - Classificação,0.0,0.0,0.0,3966.0,0.0
Londrina,PR,2011,16 - Despesas:,21 - Outros Impostos/Taxas,0.0,0.0,0.0,3966.0,0.0
Londrina,PR,2011,16 - Despesas:,22 - CDO,0.0,0.0,0.0,3966.0,0.0
Londrina,PR,2011,16 - Despesas:,23 - CESSR,0.0,0.0,0.0,3966.0,0.0
Londrina,PR,2011,16 - Despesas:,24 - FUNDECITRUS,0.0,0.0,0.0,3966.0,0.0
Londrina,PR,2011,16 - Despesas:,TOTAL DAS OUTRAS DESPESAS (B),253.28,3.84,23.78,3966.0,16.45
Londrina,PR,2011,III - DESPESAS FINANCEIRAS,25 - Juros do Financiamento,33.66,0.51,3.16,3966.0,2.19
Londrina,PR,2011,III - DESPESAS FINANCEIRAS,TOTAL DAS DESPESAS FINANCEIRAS (C),33.66,0.51,3.16,3966.0,2.19
Londrina,PR,2011,III - DESPESAS FINANCEIRAS,CUSTO VARIÁVEL (A+B+C=D),1065.18,16.11,100.01,3966.0,69.16
Londrina,PR,2011,IV - DEPRECIAÇÕES,26 - Depreciação de benfeitorias/instalações,40.6,0.61,3.81,3966.0,2.64
Londrina,PR,2011,IV - DEPRECIAÇÕES,27 - Depreciação de implementos,60.11,0.91,5.64,3966.0,3.9
Londrina,PR,2011,IV - DEPRECIAÇÕES,28 - Depreciação de Máquinas,17.12,0.26,1.61,3966.0,1.11
Londrina,PR,2011,IV - DEPRECIAÇÕES,TOTAL DE DEPRECIAÇÕES (E),117.83,1.78,11.06,3966.0,7.65
Londrina,PR,2011,V - OUTROS CUSTOS FIXOS,29 - Manutenção Periódica Benfeitorias/Instalações,24.45,0.37,2.3,3966.0,1.59
Londrina,PR,2011,V - OUTROS CUSTOS FIXOS,30 - Encargos Sociais,0.19,0.0,0.02,3966.0,0.01
Londrina,PR,2011,V - OUTROS CUSTOS FIXOS,31 - Seguro do capital fixo,3.84,0.06,0.36,3966.0,0.25
Londrina,PR,2011,V - OUTROS CUSTOS FIXOS,TOTAL DE OUTROS CUSTOS FIXOS (F),28.48,0.43,2.68,3966.0,1.85
Londrina,PR,2011,V - OUTROS CUSTOS FIXOS,CUSTO FIXO (E+F=G),146.31,2.21,13.74,3966.0,9.5
Londrina,PR,2011,V - OUTROS CUSTOS FIXOS,CUSTO OPERACIONAL (D+G=H),1211.49,18.32,113.75,3966.0,78.66
Londrina,PR,2011,VI - RENDA DE FATORES,32 - Remuneração esperada sobre o capital fixo,37.32,0.56,3.5,3966.0,2.42
Londrina,PR,2011,VI - RENDA DE FATORES,33 - Terra Própria,291.6,4.41,27.38,3966.0,18.93
Londrina,PR,2011,VI - RENDA DE FATORES,34 - Arrendamento,0.0,0.0,0.0,3966.0,0.0
Londrina,PR,2011,VI - RENDA DE FATORES,TOTAL DE RENDA DE FATORES (I),328.92,4.97,30.88,3966.0,21.35
Londrina,PR,2011,VI - RENDA DE FATORES,CUSTO TOTAL (H+I=J),1540.41,23.29,144.63,3966.0,
Londrina,PR,2012,I - DESPESAS DE CUSTEIO DA LAVOURA,1 - Operações com Animais,0.0,0.0,0.0,,0.0
Londrina,PR,2012,I - DESPESAS DE CUSTEIO DA LAVOURA,2 - Operação com Avião,0.0,0.0,0.0,,0.0
Londrina,PR,2012,3 - Operação com máquinas:,3.1 - Tratores e Colheitadeiras,111.01,1.66,10.08,,7.06
Londrina,PR,2012,3 - Operação com máquinas:,3.2 - Conjunto de Irrigação,0.0,0.0,0.0,,0.0
Londrina,PR,2012,3 - Operação com máquinas:,4 - Aluguel de Máquinas,130.87,1.98,11.88,,8.32
Londrina,PR,2012,3 - Operação com máquinas:,5 - Aluguel de Animais,0.0,0.0,0.0,,0.0
Londrina,PR,2012,3 - Operação com máquinas:,6 - Mão-de-obra,4.23,0.06,0.38,,0.27
Londrina,PR,2012,3 - Operação com máquinas:,7 - Administrador,37.32,0.56,3.39,,2.37
Londrina,PR,2012,3 - Operação com máquinas:,8 - Sementes,120.0,1.82,10.9,,7.63
Londrina,PR,2012,3 - Operação com máquinas:,8.1 - Royalties,0.0,0.0,0.0,,0.0
Londrina,PR,2012,3 - Operação com máquinas:,9 - Fertilizantes,254.18,3.85,23.08,,16.16
Londrina,PR,2012,3 - Operação com máquinas:,10 - Agrotóxicos,135.44,2.05,12.3,,8.61
Londrina,PR,2012,3 - Operação com máquinas:,11 - Água,0.0,0.0,0.0,,0.0
Londrina,PR,2012,3 - Operação com máquinas:,12 - Receita,0.0,0.0,0.0,,0.0
Londrina,PR,2012,13 - Outros:,13.1 - Análise Foliar,0.0,0.0,0.0,,0.0
Londrina,PR,2012,13 - Outros:,13.2 - Embalagens/Utensílios,0.0,0.0,0.0,,0.0
Londrina,PR,2012,13 - Outros:,13.3 - Vernalização(Alho),0.0,0.0,0.0,,0.0
Londrina,PR,2012,13 - Outros:,13.4 - Análise de Solo,0.0,0.0,0.0,,0.0
Londrina,PR,2012,13 - Outros:,13.5 - Mudas,0.0,0.0,0.0,,0.0
Londrina,PR,2012,13 - Outros:,13.6 - Taxas Ambientais,0.0,0.0,0.0,,0.0
Londrina,PR,2012,13 - Outros:,13.7 - Demais Despesas,0.0,0.0,0.0,,0.0
Londrina,PR,2012,13 - Outros:,14 - Serviços Diversos,0.0,0.0,0.0,,0.0
Londrina,PR,2012,13 - Outros:,TOTAL DAS DESPESAS DE CUSTEIO DA LAVOURA (A),793.05,11.98,72.01,,50.42
Londrina,PR,2012,II - OUTRAS DESPESAS,15 - Transporte Externo,71.39,1.08,6.48,,4.54
Londrina,PR,2012,16 - Despesas:,16.1 - Despesas Administrativas,23.79,0.36,2.16,,1.51
Londrina,PR,2012,16 - Despesas:,16.2 - Despesas de armazenagem,104.16,1.58,9.46,,6.62
Londrina,PR,2012,16 - Despesas:,16.3 - Beneficiamento,0.0,0.0,0.0,,0.0
Londrina,PR,2012,16 - Despesas:,17 - Seguro da Produção,30.93,0.47,2.81,,1.97
Londrina,PR,2012,16 - Despesas:,18 - Seguro do crédito,0.0,0.0,0.0,,0.0
Londrina,PR,2012,16 - Despesas:,19 - Assistência Técnica,15.86,0.24,1.44,,1.01
Londrina,PR,2012,16 - Despesas:,20 - Classificação,0.0,0.0,0.0,,0.0
Londrina,PR,2012,16 - Despesas:,21 - Outros Impostos/Taxas,0.0,0.0,0.0,,0.0
Londrina,PR,2012,16 - Despesas:,22 - CDO,0.0,0.0,0.0,,0.0
Londrina,PR,2012,16 - Despesas:,23 - CESSR,30.18,0.46,2.74,,1.92
Londrina,PR,2012,16 - Despesas:,24 - FUNDECITRUS,0.0,0.0,0.0,,0.0
Londrina,PR,2012,16 - Despesas:,TOTAL DAS OUTRAS DESPESAS (B),276.31,4.19,25.09,,17.57
Londrina,PR,2012,III - DESPESAS FINANCEIRAS,25 - Juros do Financiamento,31.83,0.48,2.89,,2.02
Londrina,PR,2012,III - DESPESAS FINANCEIRAS,TOTAL DAS DESPESAS FINANCEIRAS (C),31.83,0.48,2.89,,2.02
Londrina,PR,2012,III - DESPESAS FINANCEIRAS,CUSTO VARIÁVEL (A+B+C=D),1101.19,16.65,99.99,,70.01
Londrina,PR,2012,IV - DEPRECIAÇÕES,26 - Depreciação de benfeitorias/instalações,41.94,0.63,3.81,,2.67
Londrina,PR,2012,IV - DEPRECIAÇÕES,27 - Depreciação de implementos,57.5,0.87,5.22,,3.66
Londrina,PR,2012,IV - DEPRECIAÇÕES,28 - Depreciação de Máquinas,17.28,0.26,1.57,,1.1
Londrina,PR,2012,IV - DEPRECIAÇÕES,TOTAL DE DEPRECIAÇÕES (E),116.72,1.76,10.6,,7.43
Londrina,PR,2012,V - OUTROS CUSTOS FIXOS,"29 - Manutenção Periódica Benfeitorias/Instalações, Máquinas e Implementos",24.18,0.37,2.2,,1.54
Londrina,PR,2012,V - OUTROS CUSTOS FIXOS,30 - Encargos Sociais,0.22,0.0,0.02,,0.01
Londrina,PR,2012,V - OUTROS CUSTOS FIXOS,31 - Seguro do capital fixo,3.76,0.06,0.34,,0.24
Londrina,PR,2012,V - OUTROS CUSTOS FIXOS,TOTAL DE OUTROS CUSTOS FIXOS (F),28.16,0.43,2.56,,1.79
Londrina,PR,2012,V - OUTROS CUSTOS FIXOS,CUSTO FIXO (E+F=G),144.88,2.19,13.16,,9.22
Londrina,PR,2012,V - OUTROS CUSTOS FIXOS,CUSTO OPERACIONAL (D+G=H),1246.07,18.84,113.15,,79.23
Londrina,PR,2012,VI - RENDA DE FATORES,32 - Remuneração esperada sobre o capital fixo,36.44,0.55,3.31,,2.32
Londrina,PR,2012,VI - RENDA DE FATORES,33 - Terra Própria,290.4,4.39,26.37,,18.46
Londrina,PR,2012,VI - RENDA DE FATORES,34 - Arrendamento,0.0,0.0,0.0,,0.0
Londrina,PR,2012,VI - RENDA DE FATORES,TOTAL DE RENDA DE FATORES (I),326.84,4.94,29.68,,20.78
Londrina,PR,2012,VI - RENDA DE FATORES,CUSTO TOTAL (H+I=J),1572.91,23.78,142.83,,
Londrina,PR,2013,I - DESPESAS DE CUSTEIO DA LAVOURA,1 - Operação com animal,0.0,0.0,0.0,,0.0
Londrina,PR,2013,I - DESPESAS DE CUSTEIO DA LAVOURA,2 - Operação com Avião,0.0,0.0,0.0,,0.0
Londrina,PR,2013,3 - Operação com máquinas:,3.1 - Tratores e Colheitadeiras,102.41,1.54,8.18,,6.24
Londrina,PR,2013,3 - Operação com máquinas:,3.2 - Conjunto de Irrigação,0.0,0.0,0.0,,0.0
Londrina,PR,2013,3 - Operação com máquinas:,4 - Aluguel de Máquinas,128.85,1.95,10.3,,7.85
Londrina,PR,2013,3 - Operação com máquinas:,5 - Aluguel de Animais,0.0,0.0,0.0,,0.0
Londrina,PR,2013,3 - Operação com máquinas:,6 - Mão-de-obra,4.38,0.07,0.35,,0.27
Londrina,PR,2013,3 - Operação com máquinas:,7 - Administrador,162.72,2.48,13.0,,9.91
Londrina,PR,2013,3 - Operação com máquinas:,8 - Sementes,125.51,1.9,10.03,,7.65
Londrina,PR,2013,3 - Operação com máquinas:,8.1 - Royalties,0.0,0.0,0.0,,0.0
Londrina,PR,2013,3 - Operação com máquinas:,9 - Fertilizantes,244.52,3.7,19.54,,14.9
Londrina,PR,2013,3 - Operação com máquinas:,10 - Agrotóxicos,159.25,2.41,12.73,,9.7
Londrina,PR,2013,3 - Operação com máquinas:,11 - Água,0.0,0.0,0.0,,0.0
Londrina,PR,2013,3 - Operação com máquinas:,12 - Receita,0.0,0.0,0.0,,0.0
Londrina,PR,2013,13 - Outros:,13.1 - Análise Foliar,0.0,0.0,0.0,,0.0
Londrina,PR,2013,13 - Outros:,13.2 - Embalagens/Utensílios,0.0,0.0,0.0,,0.0
Londrina,PR,2013,13 - Outros:,13.3 - Vernalização(Alho),0.0,0.0,0.0,,0.0
Londrina,PR,2013,13 - Outros:,13.4 - Análise de Solo,0.0,0.0,0.0,,0.0
Londrina,PR,2013,13 - Outros:,13.5 - Mudas,0.0,0.0,0.0,,0.0
Londrina,PR,2013,13 - Outros:,13.6 - Taxas Ambientais,0.0,0.0,0.0,,0.0
Londrina,PR,2013,13 - Outros:,13.7 - Demais Despesas,0.0,0.0,0.0,,0.0
Londrina,PR,2013,13 - Outros:,13.8 - Implementos Manuais,0.0,0.0,0.0,,0.0
Londrina,PR,2013,13 - Outros:,14 - Serviços Diversos,0.0,0.0,0.0,,0.0
Londrina,PR,2013,13 - Outros:,TOTAL DAS DESPESAS DE CUSTEIO DA LAVOURA (A),927.64,14.05,74.13,,56.52
Londrina,PR,2013,II - OUTRAS DESPESAS,15 - Transporte Externo,79.32,1.2,6.34,,4.83
Londrina,PR,2013,16 - Despesas:,16.1 - Despesas Administrativas,27.83,0.42,2.22,,1.7
Londrina,PR,2013,16 - Despesas:,16.2 - Despesas de armazenagem,103.99,1.57,8.31,,6.34
Londrina,PR,2013,16 - Despesas:,16.3 - Beneficiamento,0.0,0.0,0.0,,0.0
Londrina,PR,2013,16 - Despesas:,17 - Seguro da Produção,36.18,0.55,2.89,,2.2
Londrina,PR,2013,16 - Despesas:,18 - Seguro do crédito,0.0,0.0,0.0,,0.0
Londrina,PR,2013,16 - Despesas:,19 - Assistência Técnica,18.55,0.28,1.48,,1.13
Londrina,PR,2013,16 - Despesas:,20 - Classificação,0.0,0.0,0.0,,0.0
Londrina,PR,2013,16 - Despesas:,21 - Outros Impostos/Taxas,0.0,0.0,0.0,,0.0
Londrina,PR,2013,16 - Despesas:,22 - CDO,0.0,0.0,0.0,,0.0
Londrina,PR,2013,16 - Despesas:,23 - CESSR,28.88,0.44,2.31,,1.76
Londrina,PR,2013,16 - Despesas:,24 - FUNDECITRUS,0.0,0.0,0.0,,0.0
Londrina,PR,2013,16 - Despesas:,TOTAL DAS OUTRAS DESPESAS (B),294.75,4.46,23.55,,17.96
Londrina,PR,2013,III - DESPESAS FINANCEIRAS,25 - Juros do Financiamento,28.97,0.43,2.32,,1.76
Londrina,PR,2013,III - DESPESAS FINANCEIRAS,TOTAL DAS DESPESAS FINANCEIRAS (C),28.97,0.43,2.32,,1.76
Londrina,PR,2013,III - DESPESAS FINANCEIRAS,CUSTO VARIÁVEL (A+B+C=D),1251.36,18.94,100.0,,76.24
Londrina,PR,2013,IV - DEPRECIAÇÕES,26 - Depreciação de benfeitorias/instalações,51.08,0.77,4.08,,3.11
Londrina,PR,2013,IV - DEPRECIAÇÕES,27 - Depreciação de implementos,65.36,0.99,5.22,,3.98
Londrina,PR,2013,IV - DEPRECIAÇÕES,28 - Depreciação de Máquinas,16.43,0.25,1.31,,1.0
Londrina,PR,2013,IV - DEPRECIAÇÕES,TOTAL DE DEPRECIAÇÕES (E),132.87,2.01,10.61,,8.09
Londrina,PR,2013,V - OUTROS CUSTOS FIXOS,29 - Manutenção Periódica Benfeitorias/Instalações,23.5,0.36,1.88,,1.43
Londrina,PR,2013,V - OUTROS CUSTOS FIXOS,30 - Encargos Sociais,74.18,1.12,5.93,,4.52
Londrina,PR,2013,V - OUTROS CUSTOS FIXOS,31 - Seguro do capital fixo,3.83,0.06,0.31,,0.23
Londrina,PR,2013,V - OUTROS CUSTOS FIXOS,TOTAL DE OUTROS CUSTOS FIXOS (F),101.51,1.54,8.12,,6.18
Londrina,PR,2013,V - OUTROS CUSTOS FIXOS,CUSTO FIXO (E+F=G),234.38,3.55,18.73,,14.27
Londrina,PR,2013,V - OUTROS CUSTOS FIXOS,CUSTO OPERACIONAL (D+G=H),1485.74,22.49,118.73,,90.51
Londrina,PR,2013,VI - RENDA DE FATORES,32 - Remuneração esperada sobre o capital fixo,31.65,0.48,2.53,,1.93
Londrina,PR,2013,VI - RENDA DE FATORES,33 - Terra Própria,124.0,1.88,9.91,,7.55
Londrina,PR,2013,VI - RENDA DE FATORES,34 - Arrendamento,0.0,0.0,0.0,,0.0
Londrina,PR,2013,VI - RENDA DE FATORES,TOTAL DE RENDA DE FATORES (I),155.65,2.36,12.44,,9.48
Londrina,PR,2013,VI - RENDA DE FATORES,CUSTO TOTAL (H+I=J),1641.39,24.85,131.17,,
Londrina,PR,2014,I - DESPESAS DE CUSTEIO DA LAVOURA,1 - Operação com animal,0.0,0.0,0.0,,0.0
Londrina,PR,2014,I - DESPESAS DE CUSTEIO DA LAVOURA,2 - Operação com Avião,0.0,0.0,0.0,,0.0
Londrina,PR,2014,3 - Operação com máquinas:,3.1 - Tratores e Colheitadeiras,108.77,1.65,8.32,,6.29
Londrina,PR,2014,3 - Operação com máquinas:,3.2 - Conjunto de Irrigação,0.0,0.0,0.0,,0.0
Londrina,PR,2014,3 - Operação com máquinas:,4 - Aluguel de Máquinas,152.79,2.31,11.69,,8.84
Londrina,PR,2014,3 - Operação com máquinas:,5 - Aluguel de Animais,0.0,0.0,0.0,,0.0
Londrina,PR,2014,3 - Operação com máquinas:,6 - Mão-de-obra,4.38,0.07,0.34,,0.25
Londrina,PR,2014,3 - Operação com máquinas:,7 - Administrador,162.72,2.48,12.45,,9.41
Londrina,PR,2014,3 - Operação com máquinas:,8 - Sementes,145.5,2.2,11.13,,8.42
Londrina,PR,2014,3 - Operação com máquinas:,8.1 - Royalties,0.0,0.0,0.0,,0.0
Londrina,PR,2014,3 - Operação com máquinas:,9 - Fertilizantes,232.61,3.52,17.8,,13.46
Londrina,PR,2014,3 - Operação com máquinas:,10 - Agrotóxicos,164.43,2.49,12.58,,9.51
Londrina,PR,2014,3 - Operação com máquinas:,11 - Água,0.0,0.0,0.0,,0.0
Londrina,PR,2014,3 - Operação com máquinas:,12 - Receita,0.0,0.0,0.0,,0.0
Londrina,PR,2014,13 - Outros:,13.1 - Análise Foliar,0.0,0.0,0.0,,0.0
Londrina,PR,2014,13 - Outros:,13.2 - Embalagens/Utensílios,0.0,0.0,0.0,,0.0
Londrina,PR,2014,13 - Outros:,13.3 - Vernalização(Alho),0.0,0.0,0.0,,0.0
Londrina,PR,2014,13 - Outros:,13.4 - Análise de Solo,0.0,0.0,0.0,,0.0
Londrina,PR,2014,13 - Outros:,13.5 - Mudas,0.0,0.0,0.0,,0.0
Londrina,PR,2014,13 - Outros:,13.6 - Taxas Ambientais,0.0,0.0,0.0,,0.0
Londrina,PR,2014,13 - Outros:,13.7 - Demais Despesas,0.0,0.0,0.0,,0.0
Londrina,PR,2014,13 - Outros:,13.8 - Implementos Manuais,0.0,0.0,0.0,,0.0
Londrina,PR,2014,13 - Outros:,14 - Serviços Diversos,0.0,0.0,0.0,,0.0
Londrina,PR,2014,13 - Outros:,TOTAL DAS DESPESAS DE CUSTEIO DA LAVOURA (A),971.2,14.72,74.31,,56.18
Londrina,PR,2014,II - OUTRAS DESPESAS,15 - Transporte Externo,79.32,1.2,6.07,,4.59
Londrina,PR,2014,16 - Despesas:,16.1 - Despesas Administrativas,29.14,0.44,2.23,,1.69
Londrina,PR,2014,16 - Despesas:,16.2 - Despesas de armazenagem,104.81,1.59,8.02,,6.06
Londrina,PR,2014,16 - Despesas:,16.3 - Beneficiamento,0.0,0.0,0.0,,0.0
Londrina,PR,2014,16 - Despesas:,17 - Seguro da Produção,37.88,0.57,2.9,,2.19
Londrina,PR,2014,16 - Despesas:,18 - Seguro do crédito,0.0,0.0,0.0,,0.0
Londrina,PR,2014,16 - Despesas:,19 - Assistência Técnica,19.42,0.29,1.49,,1.12
Londrina,PR,2014,16 - Despesas:,20 - Classificação,0.0,0.0,0.0,,0.0
Londrina,PR,2014,16 - Despesas:,21 - Outros Impostos/Taxas,0.0,0.0,0.0,,0.0
Londrina,PR,2014,16 - Despesas:,22 - CDO,0.0,0.0,0.0,,0.0
Londrina,PR,2014,16 - Despesas:,23 - CESSR,35.19,0.53,2.69,,2.04
Londrina,PR,2014,16 - Despesas:,24 - FUNDECITRUS,0.0,0.0,0.0,,0.0
Londrina,PR,2014,16 - Despesas:,TOTAL DAS OUTRAS DESPESAS (B),305.76,4.62,23.4,,17.69
Londrina,PR,2014,III - DESPESAS FINANCEIRAS,25 - Juros do Financiamento,29.97,0.45,2.29,,1.73
Londrina,PR,2014,III - DESPESAS FINANCEIRAS,TOTAL DAS DESPESAS FINANCEIRAS (C),29.97,0.45,2.29,,1.73
Londrina,PR,2014,III - DESPESAS FINANCEIRAS,CUSTO VARIÁVEL (A+B+C=D),1306.93,19.79,100.0,,75.6
Londrina,PR,2014,IV - DEPRECIAÇÕES,26 - Depreciação de benfeitorias/instalações,55.5,0.84,4.25,,3.21
Londrina,PR,2014,IV - DEPRECIAÇÕES,27 - Depreciação de implementos,74.16,1.12,5.67,,4.29
Londrina,PR,2014,IV - DEPRECIAÇÕES,28 - Depreciação de Máquinas,18.33,0.28,1.4,,1.06
Londrina,PR,2014,IV - DEPRECIAÇÕES,TOTAL DE DEPRECIAÇÕES (E),147.99,2.24,11.32,,8.56
Londrina,PR,2014,V - OUTROS CUSTOS FIXOS,29 - Manutenção Periódica Benfeitorias/Instalações,25.42,0.38,1.95,,1.47
Londrina,PR,2014,V - OUTROS CUSTOS FIXOS,30 - Encargos Sociais,74.18,1.12,5.68,,4.29
Londrina,PR,2014,V - OUTROS CUSTOS FIXOS,31 - Seguro do capital fixo,4.36,0.07,0.33,,0.25
Londrina,PR,2014,V - OUTROS CUSTOS FIXOS,TOTAL DE OUTROS CUSTOS FIXOS (F),103.96,1.57,7.96,,6.01
Londrina,PR,2014,V - OUTROS CUSTOS FIXOS,CUSTO FIXO (E+F=G),251.95,3.81,19.28,,14.57
Londrina,PR,2014,V - OUTROS CUSTOS FIXOS,CUSTO OPERACIONAL (D+G=H),1558.88,23.6,119.28,,90.17
Londrina,PR,2014,VI - RENDA DE FATORES,32 - Remuneração esperada sobre o capital fixo,38.26,0.58,2.93,,2.21
Londrina,PR,2014,VI - RENDA DE FATORES,33 - Terra Própria,131.6,1.99,10.07,,7.61
Londrina,PR,2014,VI - RENDA DE FATORES,34 - Arrendamento,0.0,0.0,0.0,,0.0
Londrina,PR,2014,VI - RENDA DE FATORES,TOTAL DE RENDA DE FATORES (I),169.86,2.57,13.0,,9.82
Londrina,PR,2014,VI - RENDA DE FATORES,CUSTO TOTAL (H+I=J),1728.74,26.17,132.28,,
Londrina,PR,2015,I - DESPESAS DE CUSTEIO DA LAVOURA,1 - Operação com animal,0.0,0.0,0.0,5200.0,0.0
Londrina,PR,2015,I - DESPESAS DE CUSTEIO DA LAVOURA,2 - Operação com Avião,0.0,0.0,0.0,5200.0,0.0
Londrina,PR,2015,3 - Operação com máquinas:,3.1 - Tratores e Colheitadeiras,201.81,2.3,11.47,5200.0,7.76
Londrina,PR,2015,3 - Operação com máquinas:,3.2 - Conjunto de Irrigação,0.0,0.0,0.0,5200.0,0.0
Londrina,PR,2015,3 - Operação com máquinas:,4 - Aluguel de Máquinas,0.0,0.0,0.0,5200.0,0.0
Londrina,PR,2015,3 - Operação com máquinas:,5 - Aluguel de Animais,0.0,0.0,0.0,5200.0,0.0
Londrina,PR,2015,3 - Operação com máquinas:,6 - Mão-de-obra,54.05,0.61,3.07,5200.0,2.08
Londrina,PR,2015,3 - Operação com máquinas:,7 - Administrador,93.8,1.08,5.33,5200.0,3.61
Londrina,PR,2015,3 - Operação com máquinas:,8 - Sementes,378.55,4.37,21.51,5200.0,14.56
Londrina,PR,2015,3 - Operação com máquinas:,8.1 - Royalties,0.0,0.0,0.0,5200.0,0.0
Londrina,PR,2015,3 - Operação com máquinas:,9 - Fertilizantes,386.46,4.46,21.96,5200.0,14.87
Londrina,PR,2015,3 - Operação com máquinas:,10 - Agrotóxicos,262.14,3.04,14.89,5200.0,10.09
Londrina,PR,2015,3 - Operação com máquinas:,11 - Água,0.0,0.0,0.0,5200.0,0.0
