cidade,uf,ano,secao,item,custo_rs_ha,custo_rs_60kg,participacao_pct,produtividade_kg_ha,participacao_ct_pct
Campo Mourão,PR,2018,16 - Despesas:,16.2 - Despesas de armazenagem,121.66,1.62,7.83,4500.0,4.25
Campo Mourão,PR,2018,16 - Despesas:,16.3 - Beneficiamento,0.0,0.0,0.0,4500.0,0.0
Campo Mourão,PR,2018,16 - Despesas:,17 - Seguro da Produção,0.0,0.0,0.0,4500.0,0.0
Campo Mourão,PR,2018,16 - Despesas:,18 - Seguro do crédito,0.0,0.0,0.0,4500.0,0.0
Campo Mourão,PR,2018,16 - Despesas:,19 - Assistência Técnica,0.0,0.0,0.0,4500.0,0.0
Campo Mourão,PR,2018,16 - Despesas:,20 - Classificação,0.0,0.0,0.0,4500.0,0.0
Campo Mourão,PR,2018,16 - Despesas:,21 - Outros Impostos/Taxas,0.0,0.0,0.0,4500.0,0.0
Campo Mourão,PR,2018,16 - Despesas:,22 - CDO,0.0,0.0,0.0,4500.0,0.0
Campo Mourão,PR,2018,16 - Despesas:,23 - CESSR,33.2,0.44,2.14,4500.0,1.16
Campo Mourão,PR,2018,16 - Despesas:,24 - FUNDECITRUS,0.0,0.0,0.0,4500.0,0.0
Campo Mourão,PR,2018,16 - Despesas:,TOTAL DAS OUTRAS DESPESAS (B),303.44,4.04,19.53,4500.0,10.6
Campo Mourão,PR,2018,III - DESPESAS FINANCEIRAS,25 - Juros do Financiamento,48.67,0.65,3.13,4500.0,1.7
Campo Mourão,PR,2018,III - DESPESAS FINANCEIRAS,TOTAL DAS DESPESAS FINANCEIRAS (C),48.67,0.65,3.13,4500.0,1.7
Campo Mourão,PR,2018,III - DESPESAS FINANCEIRAS,CUSTO VARIÁVEL (A+B+C=D),1554.64,20.75,100.02,4500.0,54.29
Campo Mourão,PR,2018,IV - DEPRECIAÇÕES,26 - Depreciação de benfeitorias/instalações,2.6,0.03,0.17,4500.0,0.09
Campo Mourão,PR,2018,IV - DEPRECIAÇÕES,27 - Depreciação de implementos,94.01,1.25,6.05,4500.0,3.28
Campo Mourão,PR,2018,IV - DEPRECIAÇÕES,28 - Depreciação de Máquinas,54.39,0.73,3.5,4500.0,1.9
Campo Mourão,PR,2018,IV - DEPRECIAÇÕES,TOTAL DE DEPRECIAÇÕES (E),151.0,2.01,9.72,4500.0,5.27
Campo Mourão,PR,2018,V - OUTROS CUSTOS FIXOS,29 - Manutenção Periódica Benfeitorias/Instalações,27.45,0.37,1.77,4500.0,0.96
Campo Mourão,PR,2018,V - OUTROS CUSTOS FIXOS,30 - Encargos Sociais,63.83,0.85,4.11,4500.0,2.23
Campo Mourão,PR,2018,V - OUTROS CUSTOS FIXOS,31 - Seguro do capital fixo,8.11,0.11,0.52,4500.0,0.28
Campo Mourão,PR,2018,V - OUTROS CUSTOS FIXOS,TOTAL DE OUTROS CUSTOS FIXOS (F),99.39,1.33,6.4,4500.0,3.47
Campo Mourão,PR,2018,V - OUTROS CUSTOS FIXOS,CUSTO FIXO (E+F=G),250.39,3.34,16.12,4500.0,8.74
Campo Mourão,PR,2018,V - OUTROS CUSTOS FIXOS,CUSTO OPERACIONAL (D+G=H),1805.03,24.09,116.14,4500.0,63.03
Campo Mourão,PR,2018,VI - RENDA DE FATORES,32 - Remuneração esperada sobre o capital fixo,87.48,1.17,5.63,4500.0,3.06
Campo Mourão,PR,2018,VI - RENDA DE FATORES,33 - Terra Própria,970.8,12.94,62.45,4500.0,33.9
Campo Mourão,PR,2018,VI - RENDA DE FATORES,34 - Arrendamento,0.0,0.0,0.0,4500.0,0.0
Campo Mourão,PR,2018,VI - RENDA DE FATORES,TOTAL DE RENDA DE FATORES (I),1058.28,14.11,68.08,4500.0,36.96
Campo Mourão,PR,2018,VI - RENDA DE FATORES,CUSTO TOTAL (H+I=J),2863.31,38.2,184.22,4500.0,
Campo Mourão,PR,2019,I - DESPESAS DE CUSTEIO DA LAVOURA,1 - Operação com animal,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2019,I - DESPESAS DE CUSTEIO DA LAVOURA,2 - Operação com Avião,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2019,3 - Operação com máquinas:,3.1 - Tratores e Colheitadeiras,130.86,1.21,4.79,6500.0,3.43
Campo Mourão,PR,2019,3 - Operação com máquinas:,3.2 - Conjunto de Irrigação,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2019,3 - Operação com máquinas:,4 - Aluguel de Máquinas,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2019,3 - Operação com máquinas:,5 - Aluguel de Animais,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2019,3 - Operação com máquinas:,6 - Mão-de-obra,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2019,3 - Operação com máquinas:,7 - Administrador,120.0,1.11,4.39,6500.0,3.15
Campo Mourão,PR,2019,3 - Operação com máquinas:,8 - Sementes,580.0,5.35,21.23,6500.0,15.2
Campo Mourão,PR,2019,3 - Operação com máquinas:,9 - Fertilizantes,663.14,6.12,24.27,6500.0,17.38
Campo Mourão,PR,2019,3 - Operação com máquinas:,10 - Agrotóxicos,574.85,5.31,21.04,6500.0,15.07
Campo Mourão,PR,2019,3 - Operação com máquinas:,11 - Água,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2019,3 - Operação com máquinas:,12 - Receita,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2019,13 - Outros:,13.1 - Análise Foliar,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2019,13 - Outros:,13.2 - Embalagens/Utensílios,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2019,13 - Outros:,13.3 - Vernalização(Alho),0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2019,13 - Outros:,13.4 - Análise de Solo,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2019,13 - Outros:,13.5 - Mudas,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2019,13 - Outros:,13.6 - Taxas Ambientais,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2019,13 - Outros:,13.7 - Demais Despesas,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2019,13 - Outros:,13.8 - Implementos Manuais,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2019,13 - Outros:,14 - Serviços Diversos,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2019,13 - Outros:,TOTAL DAS DESPESAS DE CUSTEIO DA LAVOURA (A),2068.85,19.1,75.72,6500.0,54.23
Campo Mourão,PR,2019,II - OUTRAS DESPESAS,15 - Transporte Externo,178.75,1.65,6.54,6500.0,4.68
Campo Mourão,PR,2019,16 - Despesas:,16.1 - Despesas Administrativas,62.07,0.57,2.27,6500.0,1.63
Campo Mourão,PR,2019,16 - Despesas:,16.2 - Despesas de armazenagem,175.7,1.62,6.43,6500.0,4.61
Campo Mourão,PR,2019,16 - Despesas:,16.3 - Beneficiamento,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2019,16 - Despesas:,17 - Seguro da Produção,82.75,0.76,3.03,6500.0,2.17
Campo Mourão,PR,2019,16 - Despesas:,18 - Seguro do crédito,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2019,16 - Despesas:,19 - Assistência Técnica,41.38,0.38,1.51,6500.0,1.08
Campo Mourão,PR,2019,16 - Despesas:,20 - Classificação,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2019,16 - Despesas:,21 - Outros Impostos/Taxas,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2019,16 - Despesas:,22 - CDO,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2019,16 - Despesas:,23 - CESSR,47.82,0.44,1.75,6500.0,1.25
Campo Mourão,PR,2019,16 - Despesas:,24 - FUNDECITRUS,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2019,16 - Despesas:,TOTAL DAS OUTRAS DESPESAS (B),588.47,5.43,21.53,6500.0,15.42
Campo Mourão,PR,2019,III - DESPESAS FINANCEIRAS,25 - Juros do Financiamento,74.81,0.69,2.74,6500.0,1.96
Campo Mourão,PR,2019,III - DESPESAS FINANCEIRAS,TOTAL DAS DESPESAS FINANCEIRAS (C),74.81,0.69,2.74,6500.0,1.96
Campo Mourão,PR,2019,III - DESPESAS FINANCEIRAS,CUSTO VARIÁVEL (A+B+C=D),2732.13,25.22,99.99,6500.0,71.61
Campo Mourão,PR,2019,IV - DEPRECIAÇÕES,26 - Depreciação de benfeitorias/instalações,8.02,0.07,0.29,6500.0,0.21
Campo Mourão,PR,2019,IV - DEPRECIAÇÕES,27 - Depreciação de implementos,25.07,0.23,0.92,6500.0,0.66
Campo Mourão,PR,2019,IV - DEPRECIAÇÕES,28 - Depreciação de Máquinas,53.13,0.49,1.94,6500.0,1.39
Campo Mourão,PR,2019,IV - DEPRECIAÇÕES,TOTAL DE DEPRECIAÇÕES (E),86.22,0.8,3.15,6500.0,2.26
Campo Mourão,PR,2019,V - OUTROS CUSTOS FIXOS,29 - Manutenção Periódica Benfeitorias/Instalações,118.25,1.09,4.33,6500.0,3.1
Campo Mourão,PR,2019,V - OUTROS CUSTOS FIXOS,30 - Encargos Sociais,54.71,0.5,2.0,6500.0,1.43
Campo Mourão,PR,2019,V - OUTROS CUSTOS FIXOS,31 - Seguro do capital fixo,5.73,0.05,0.21,6500.0,0.15
Campo Mourão,PR,2019,V - OUTROS CUSTOS FIXOS,TOTAL DE OUTROS CUSTOS FIXOS (F),178.69,1.65,6.54,6500.0,4.68
Campo Mourão,PR,2019,V - OUTROS CUSTOS FIXOS,CUSTO FIXO (E+F=G),264.91,2.45,9.69,6500.0,6.94
Campo Mourão,PR,2019,V - OUTROS CUSTOS FIXOS,CUSTO OPERACIONAL (D+G=H),2997.04,27.66,109.68,6500.0,78.55
Campo Mourão,PR,2019,VI - RENDA DE FATORES,32 - Remuneração esperada sobre o capital fixo,47.1,0.43,1.72,6500.0,1.23
Campo Mourão,PR,2019,VI - RENDA DE FATORES,33 - Terra Própria,771.25,7.12,28.23,6500.0,20.21
Campo Mourão,PR,2019,VI - RENDA DE FATORES,34 - Arrendamento,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2019,VI - RENDA DE FATORES,TOTAL DE RENDA DE FATORES (I),818.35,7.55,29.95,6500.0,21.44
Campo Mourão,PR,2019,VI - RENDA DE FATORES,CUSTO TOTAL (H+I=J),3815.39,35.22,139.63,6500.0,
Campo Mourão,PR,2020,I - DESPESAS DE CUSTEIO,1 - Operação com animal,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2020,I - DESPESAS DE CUSTEIO,2 - Operação com Avião,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2020,3 - Operação com máquinas:,3.1 - Tratores e Colheitadeiras,134.65,1.24,4.69,6500.0,3.13
Campo Mourão,PR,2020,3 - Operação com máquinas:,3.2 - Conjunto de Irrigação,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2020,3 - Operação com máquinas:,4 - Aluguel de Máquinas,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2020,3 - Operação com máquinas:,5 - Aluguel de Animais,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2020,3 - Operação com máquinas:,6 - Mão de obra,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2020,3 - Operação com máquinas:,7 - Administrador,180.44,1.67,6.29,6500.0,4.19
Campo Mourão,PR,2020,3 - Operação com máquinas:,8 - Sementes e mudas,605.0,5.58,21.09,6500.0,14.06
Campo Mourão,PR,2020,3 - Operação com máquinas:,9 - Fertilizantes,645.9,5.96,22.52,6500.0,15.01
Campo Mourão,PR,2020,3 - Operação com máquinas:,10 - Agrotóxicos,565.22,5.22,19.71,6500.0,13.14
Campo Mourão,PR,2020,3 - Operação com máquinas:,11 - Receita,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2020,12 - Outros:,12.1 - Embalagens/Utensílios,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2020,12 - Outros:,12.2 - Análise de Solo,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2020,12 - Outros:,12.3 - Demais Despesas,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2020,12 - Outros:,13 - Serviços Diversos,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2020,12 - Outros:,TOTAL DAS DESPESAS DE CUSTEIO (A),2131.21,19.67,74.3,6500.0,49.53
Campo Mourão,PR,2020,II - OUTRAS DESPESAS,14 - Transporte Externo,214.5,1.98,7.48,6500.0,4.99
Campo Mourão,PR,2020,II - OUTRAS DESPESAS,15 - Despesas Administrativas,63.94,0.59,2.23,6500.0,1.49
Campo Mourão,PR,2020,II - OUTRAS DESPESAS,16 - Despesas de armazenagem,180.07,1.66,6.28,6500.0,4.19
Campo Mourão,PR,2020,II - OUTRAS DESPESAS,17 - Beneficiamento,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2020,II - OUTRAS DESPESAS,18 - Seguro da Produção,85.25,0.79,2.97,6500.0,1.98
Campo Mourão,PR,2020,II - OUTRAS DESPESAS,19 - Seguro do crédito,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2020,II - OUTRAS DESPESAS,20 - Assistência Técnica,42.62,0.39,1.49,6500.0,0.99
Campo Mourão,PR,2020,II - OUTRAS DESPESAS,21 - Classificação,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2020,II - OUTRAS DESPESAS,22 - Outros Impostos/Taxas,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2020,II - OUTRAS DESPESAS,23 - CESSR,69.63,0.64,2.43,6500.0,1.62
Campo Mourão,PR,2020,II - OUTRAS DESPESAS,TOTAL DAS OUTRAS DESPESAS (B),656.01,6.06,22.88,6500.0,15.26
Campo Mourão,PR,2020,III - DESPESAS FINANCEIRAS,24 - Juros do Financiamento,81.13,0.75,2.83,6500.0,1.89
Campo Mourão,PR,2020,III - DESPESAS FINANCEIRAS,TOTAL DAS DESPESAS FINANCEIRAS (C),81.13,0.75,2.83,6500.0,1.89
Campo Mourão,PR,2020,III - DESPESAS FINANCEIRAS,CUSTO VARIÁVEL (A+B+C=D),2868.35,26.48,100.01,6500.0,66.68
Campo Mourão,PR,2020,IV - DEPRECIAÇÕES,25 - Depreciação de benfeitorias/instalações,9.84,0.09,0.34,6500.0,0.23
Campo Mourão,PR,2020,IV - DEPRECIAÇÕES,26 - Depreciação de implementos,30.06,0.28,1.05,6500.0,0.7
Campo Mourão,PR,2020,IV - DEPRECIAÇÕES,27 - Depreciação de Máquinas,58.45,0.54,2.04,6500.0,1.36
Campo Mourão,PR,2020,IV - DEPRECIAÇÕES,TOTAL DE DEPRECIAÇÕES (E),98.35,0.91,3.43,6500.0,2.29
Campo Mourão,PR,2020,V - OUTROS CUSTOS FIXOS,28 - Manutenção Periódica Benfeitorias/Instalações,145.0,1.34,5.06,6500.0,3.37
Campo Mourão,PR,2020,V - OUTROS CUSTOS FIXOS,29 - Encargos Sociais,82.26,0.76,2.87,6500.0,1.91
Campo Mourão,PR,2020,V - OUTROS CUSTOS FIXOS,30 - Seguro do capital fixo,6.67,0.06,0.23,6500.0,0.16
Campo Mourão,PR,2020,V - OUTROS CUSTOS FIXOS,31 - Arrendamento,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2020,V - OUTROS CUSTOS FIXOS,TOTAL DE OUTROS CUSTOS FIXOS (F),233.93,2.16,8.16,6500.0,5.44
Campo Mourão,PR,2020,V - OUTROS CUSTOS FIXOS,CUSTO FIXO (E+F=G),332.28,3.07,11.59,6500.0,7.73
Campo Mourão,PR,2020,V - OUTROS CUSTOS FIXOS,CUSTO OPERACIONAL (D+G=H),3200.63,29.55,111.6,6500.0,74.41
Campo Mourão,PR,2020,VI - RENDA DE FATORES,32 - Remuneração esperada sobre o capital fixo,54.83,0.51,1.91,6500.0,1.27
Campo Mourão,PR,2020,VI - RENDA DE FATORES,33 - Terra Própria,1046.32,9.66,36.48,6500.0,24.32
Campo Mourão,PR,2020,VI - RENDA DE FATORES,TOTAL DE RENDA DE FATORES (I),1101.15,10.16,38.39,6500.0,25.59
Campo Mourão,PR,2020,VI - RENDA DE FATORES,CUSTO TOTAL (H+I=J),4301.78,39.71,149.99,6500.0,
Campo Mourão,PR,2021,I - DESPESAS DO CUSTEIO,1 - Operação com animal,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2021,I - DESPESAS DO CUSTEIO,2 - Operação com Avião,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2021,3 - Operação com máquinas:,3.1 - Tratores e Colheitadeiras,140.04,1.29268,3.8,6500.0,3.13
Campo Mourão,PR,2021,3 - Operação com máquinas:,3.2 - Conjunto de Irrigação,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2021,3 - Operação com máquinas:,4 - Aluguel de Máquinas,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2021,3 - Operação com máquinas:,5 - Aluguel de Animais,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2021,3 - Operação com máquinas:,6 - Mão de obra,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2021,3 - Operação com máquinas:,7 - Administrador,184.84,1.7062,5.01,6500.0,4.14
Campo Mourão,PR,2021,3 - Operação com máquinas:,8 - Sementes e mudas,677.0,6.24923,18.35,6500.0,15.15
Campo Mourão,PR,2021,3 - Operação com máquinas:,9 - Fertilizantes,1182.85,10.91861,32.06,6500.0,26.47
Campo Mourão,PR,2021,3 - Operação com máquinas:,10 - Agrotóxicos,636.88,5.87891,17.26,6500.0,14.25
Campo Mourão,PR,2021,3 - Operação com máquinas:,11 - Receita,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2021,12 - Outros:,12.1 - Embalagens/Utensílios,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2021,12 - Outros:,12.2 - Análise de Solo,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2021,12 - Outros:,12.3 - Demais Despesas,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2021,12 - Outros:,13 - Serviços Diversos,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2021,12 - Outros:,TOTAL DAS DESPESAS DE CUSTEIO (A),2821.61,26.04563,76.48,6500.0,63.14
Campo Mourão,PR,2021,II - OUTRAS DESPESAS,14 - Transporte Externo,215.72,1.99126,5.85,6500.0,4.83
Campo Mourão,PR,2021,II - OUTRAS DESPESAS,15 - Despesas Administrativas,84.65,0.78138,2.29,6500.0,1.89
Campo Mourão,PR,2021,II - OUTRAS DESPESAS,16 - Despesas de armazenagem,191.7,1.76954,5.2,6500.0,4.29
Campo Mourão,PR,2021,II - OUTRAS DESPESAS,17 - Beneficiamento,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2021,II - OUTRAS DESPESAS,18 - Seguro da Produção,112.86,1.04178,3.06,6500.0,2.53
Campo Mourão,PR,2021,II - OUTRAS DESPESAS,19 - Seguro do crédito,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2021,II - OUTRAS DESPESAS,20 - Assistência Técnica,56.43,0.52089,1.53,6500.0,1.26
Campo Mourão,PR,2021,II - OUTRAS DESPESAS,21 - Classificação,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2021,II - OUTRAS DESPESAS,22 - Outros,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2021,II - OUTRAS DESPESAS,23 - CESSR,127.82,1.17988,3.46,6500.0,2.86
Campo Mourão,PR,2021,II - OUTRAS DESPESAS,TOTAL DAS OUTRAS DESPESAS (B),789.1800000000001,7.28473,21.39,6500.0,17.66
Campo Mourão,PR,2021,III - DESPESAS FINANCEIRAS,24 - Juros do Financiamento,78.64,0.72,2.13,6500.0,1.76
Campo Mourão,PR,2021,III - DESPESAS FINANCEIRAS,TOTAL DAS DESPESAS FINANCEIRAS (C),78.64,0.72,2.13,6500.0,1.76
Campo Mourão,PR,2021,III - DESPESAS FINANCEIRAS,CUSTO VARIÁVEL (A+B+C=D),3689.43,34.05036,100.0,6500.0,82.56
Campo Mourão,PR,2021,IV - DEPRECIAÇÕES,25 - Depreciação de benfeitorias/instalações,16.67,0.15387,0.45,6500.0,0.37
Campo Mourão,PR,2021,IV - DEPRECIAÇÕES,26 - Depreciação de implementos,30.06,0.27751,0.81,6500.0,0.67
Campo Mourão,PR,2021,IV - DEPRECIAÇÕES,27 - Depreciação de Máquinas,72.95,0.67343,1.98,6500.0,1.63
Campo Mourão,PR,2021,IV - DEPRECIAÇÕES,TOTAL DE DEPRECIAÇÕES (E),119.68,1.10481,3.24,6500.0,2.67
Campo Mourão,PR,2021,V - OUTROS CUSTOS FIXOS,28 - Manutenção Periódica Benfeitorias/Instalações,227.05,2.09586,6.15,6500.0,5.08
Campo Mourão,PR,2021,V - OUTROS CUSTOS FIXOS,29 - Encargos Sociais,84.27,0.77786,2.28,6500.0,1.89
Campo Mourão,PR,2021,V - OUTROS CUSTOS FIXOS,30 - Seguro do capital fixo,8.63,0.07963,0.23,6500.0,0.19
Campo Mourão,PR,2021,V - OUTROS CUSTOS FIXOS,31 - Arrendamento,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2021,V - OUTROS CUSTOS FIXOS,TOTAL DE OUTROS CUSTOS FIXOS (F),319.95,2.95335,8.66,6500.0,7.16
Campo Mourão,PR,2021,V - OUTROS CUSTOS FIXOS,CUSTO FIXO (E+F=G),439.63,4.05816,11.9,6500.0,9.83
Campo Mourão,PR,2021,V - OUTROS CUSTOS FIXOS,CUSTO OPERACIONAL (D+G=H),4129.0599999999995,38.10852,111.9,6500.0,92.39
Campo Mourão,PR,2021,VI - RENDA DE FATORES,32 - Remuneração esperada sobre o capital fixo,19.44,0.17944,0.53,6500.0,0.44
Campo Mourão,PR,2021,VI - RENDA DE FATORES,33 - Terra Própria,320.21,2.95581,8.68,6500.0,7.17
Campo Mourão,PR,2021,VI - RENDA DE FATORES,TOTAL DE RENDA DE FATORES (F),339.65,3.13525,9.21,6500.0,7.61
Campo Mourão,PR,2021,VI - RENDA DE FATORES,CUSTO TOTAL (H+I=J),4468.709999999999,41.24377,121.11,6500.0,100.0
Campo Mourão,PR,2022,I - DESPESAS DO CUSTEIO,1 - Operação com animal,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2022,I - DESPESAS DO CUSTEIO,2 - Operação com Avião,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2022,3 - Operação com máquinas:,3.1 - Tratores e Colheitadeiras,241.78,2.23181,4.4,6500.0,3.28
Campo Mourão,PR,2022,3 - Operação com máquinas:,3.2 - Conjunto de Irrigação,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2022,3 - Operação com máquinas:,4 - Aluguel de Máquinas,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2022,3 - Operação com máquinas:,5 - Aluguel de Animais,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2022,3 - Operação com máquinas:,6 - Mão de obra,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2022,3 - Operação com máquinas:,7 - Administrador,186.6,1.72248,3.39,6500.0,2.53
Campo Mourão,PR,2022,3 - Operação com máquinas:,8 - Sementes e mudas,820.4,7.57292,14.93,6500.0,11.12
Campo Mourão,PR,2022,3 - Operação com máquinas:,9 - Fertilizantes,2100.92,19.39311,38.22,6500.0,28.47
Campo Mourão,PR,2022,3 - Operação com máquinas:,10 - Agrotóxicos,925.72,8.54511,16.84,6500.0,12.55
Campo Mourão,PR,2022,3 - Operação com máquinas:,11 - Receita,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2022,12 - Outros:,12.1 - Embalagens/Utensílios,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2022,12 - Outros:,12.2 - Análise de Solo,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2022,12 - Outros:,12.3 - Demais Despesas,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2022,12 - Outros:,13 - Serviços Diversos,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2022,12 - Outros:,TOTAL DAS DESPESAS DE CUSTEIO (A),4275.42,39.46543,77.78,6500.0,57.95
Campo Mourão,PR,2022,II - OUTRAS DESPESAS,14 - Transporte Externo,321.75,2.97,5.85,6500.0,4.36
Campo Mourão,PR,2022,II - OUTRAS DESPESAS,15 - Despesas Administrativas,128.26,1.18394,2.33,6500.0,1.74
Campo Mourão,PR,2022,II - OUTRAS DESPESAS,16 - Despesas de armazenagem,195.88,1.80812,3.56,6500.0,2.65
Campo Mourão,PR,2022,II - OUTRAS DESPESAS,17 - Beneficiamento,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2022,II - OUTRAS DESPESAS,18 - Seguro da Produção,171.02,1.57865,3.11,6500.0,2.32
Campo Mourão,PR,2022,II - OUTRAS DESPESAS,19 - Seguro do crédito,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2022,II - OUTRAS DESPESAS,20 - Assistência Técnica,85.51,0.78932,1.56,6500.0,1.16
Campo Mourão,PR,2022,II - OUTRAS DESPESAS,21 - Classificação,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2022,II - OUTRAS DESPESAS,22 - Outros,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2022,II - OUTRAS DESPESAS,23 - CESSR,148.69,1.37252,2.71,6500.0,2.02
Campo Mourão,PR,2022,II - OUTRAS DESPESAS,TOTAL DAS OUTRAS DESPESAS (B),1051.11,9.70255,19.12,6500.0,14.25
Campo Mourão,PR,2022,III - DESPESAS FINANCEIRAS,24 - Juros do Financiamento,170.15,1.57061,3.1,6500.0,2.31
Campo Mourão,PR,2022,III - DESPESAS FINANCEIRAS,TOTAL DAS DESPESAS FINANCEIRAS (C),170.15,1.57061,3.1,6500.0,2.31
Campo Mourão,PR,2022,III - DESPESAS FINANCEIRAS,CUSTO VARIÁVEL (A+B+C=D),5496.679999999999,50.73859,100.0,6500.0,74.51
Campo Mourão,PR,2022,IV - DEPRECIAÇÕES,25 - Depreciação de benfeitorias/instalações,19.24,0.17761,0.35,6500.0,0.26
Campo Mourão,PR,2022,IV - DEPRECIAÇÕES,26 - Depreciação de implementos,102.43,0.9455,1.86,6500.0,1.39
Campo Mourão,PR,2022,IV - DEPRECIAÇÕES,27 - Depreciação de Máquinas,136.09,1.25622,2.48,6500.0,1.84
Campo Mourão,PR,2022,IV - DEPRECIAÇÕES,TOTAL DE DEPRECIAÇÕES (E),257.76,2.37933,4.69,6500.0,3.49
Campo Mourão,PR,2022,V - OUTROS CUSTOS FIXOS,28 - Manutenção Periódica Benfeitorias/Instalações,262.09,2.41926,4.77,6500.0,3.55
Campo Mourão,PR,2022,V - OUTROS CUSTOS FIXOS,29 - Encargos Sociais,85.07,0.78527,1.55,6500.0,1.15
Campo Mourão,PR,2022,V - OUTROS CUSTOS FIXOS,30 - Seguro do capital fixo,17.15,0.15832,0.31,6500.0,0.23
Campo Mourão,PR,2022,V - OUTROS CUSTOS FIXOS,31 - Arrendamento,0.0,0.0,0.0,6500.0,0.0
Campo Mourão,PR,2022,V - OUTROS CUSTOS FIXOS,TOTAL DE OUTROS CUSTOS FIXOS (F),364.30999999999995,3.36285,6.63,6500.0,4.93
Campo Mourão,PR,2022,V - OUTROS CUSTOS FIXOS,CUSTO FIXO (E+F=G),622.0699999999999,5.74218,11.32,6500.0,8.42
