municipio,ano,data_semeadura,produtividade_prevista_kg_ha
Diamante D'Oeste,2012,05/02/,1855.5904826862904
Diamante D'Oeste,2012,15/02/,1810.6939508932303
Diamante D'Oeste,2012,25/02/,1644.2885140608678
Diamante D'Oeste,2012,05/03/,1445.7604598263015
Diamante D'Oeste,2012,15/03/,1673.595653671648
Diamante D'Oeste,2012,25/03/,1594.8648882273683
Diamante D'Oeste,2013,05/02/,3007.603147606953
Diamante D'Oeste,2013,15/02/,3083.617446413376
Diamante D'Oeste,2013,25/02/,3066.916839514036
Diamante D'Oeste,2013,05/03/,3469.856454987103
Diamante D'Oeste,2013,15/03/,2871.0288836683344
Diamante D'Oeste,2013,25/03/,3256.436079572208
Diamante D'Oeste,2014,05/02/,2991.149910165472
Diamante D'Oeste,2014,15/02/,3143.010949044545
Diamante D'Oeste,2014,25/02/,3113.74348692242
Diamante D'Oeste,2014,05/03/,3187.3102483317175
Diamante D'Oeste,2014,15/03/,3253.8512090813288
Diamante D'Oeste,2014,25/03/,3087.904237044569
Diamante D'Oeste,2015,05/02/,2915.637365822214
Diamante D'Oeste,2015,15/02/,3042.7309264529204
Diamante D'Oeste,2015,25/02/,2985.2953358029195
Diamante D'Oeste,2015,05/03/,3072.724320822485
Diamante D'Oeste,2015,15/03/,3030.076397296539
Diamante D'Oeste,2015,25/03/,3012.7137476776606
Diamante D'Oeste,2016,05/02/,3165.2283526325255
Diamante D'Oeste,2016,15/02/,3281.7029632643803
Diamante D'Oeste,2016,25/02/,3306.936251418796
Diamante D'Oeste,2016,05/03/,3297.1016821065273
Diamante D'Oeste,2016,15/03/,3297.025958323199
Diamante D'Oeste,2016,25/03/,3294.1237291428547
Diamante D'Oeste,2017,05/02/,3400.6944446433035
Diamante D'Oeste,2017,15/02/,3424.5714738620172
Diamante D'Oeste,2017,25/02/,3449.019389452423
Diamante D'Oeste,2017,05/03/,3593.326365345579
Diamante D'Oeste,2017,15/03/,3436.92026932888
Diamante D'Oeste,2017,25/03/,3586.6116168881936
Diamante D'Oeste,2018,05/02/,3451.782234848933
Diamante D'Oeste,2018,15/02/,3458.648024814921
Diamante D'Oeste,2018,25/02/,3385.236711914681
Diamante D'Oeste,2018,05/03/,3367.495384013324
Diamante D'Oeste,2018,15/03/,3437.583954113682
Diamante D'Oeste,2018,25/03/,3352.810894741998
Diamante D'Oeste,2019,05/02/,1986.1176378712373
Diamante D'Oeste,2019,15/02/,2104.4303587998834
Diamante D'Oeste,2019,25/02/,2063.2572333377057
Diamante D'Oeste,2019,05/03/,2024.6631112895036
Diamante D'Oeste,2019,15/03/,2202.0323921246413
Diamante D'Oeste,2019,25/03/,2092.6375728845737
Diamante D'Oeste,2020,05/02/,3845.007800600173
Diamante D'Oeste,2020,15/02/,3819.447509629806
Diamante D'Oeste,2020,25/02/,3742.270124371878
Diamante D'Oeste,2020,05/03/,3740.6811900670373
Diamante D'Oeste,2020,15/03/,3516.058332171567
Diamante D'Oeste,2020,25/03/,3746.339135304183
Diamante D'Oeste,2021,05/02/,2994.688240584311
Diamante D'Oeste,2021,15/02/,3081.44456921744
Diamante D'Oeste,2021,25/02/,3384.293213272533
Diamante D'Oeste,2021,05/03/,3180.2256297265185
Diamante D'Oeste,2021,15/03/,2682.3825927905154
Diamante D'Oeste,2021,25/03/,2774.5951859799247
Diamante D'Oeste,2022,05/02/,2354.7988065611485
Diamante D'Oeste,2022,15/02/,2922.0427681965157
Diamante D'Oeste,2022,25/02/,3203.205754728297
Diamante D'Oeste,2022,05/03/,3293.8440710521336
Diamante D'Oeste,2022,15/03/,3381.520306701898
Diamante D'Oeste,2022,25/03/,3561.7357460369967
Diamante D'Oeste,2023,05/02/,2958.21441390272
Diamante D'Oeste,2023,15/02/,2956.873331312723
Diamante D'Oeste,2023,25/02/,3192.189625445117
Diamante D'Oeste,2023,05/03/,3381.463866679137
Diamante D'Oeste,2023,15/03/,3126.3498612312223
Diamante D'Oeste,2023,25/03/,3211.718465573215
Diamante D'Oeste,2024,05/02/,2470.860689928087
Diamante D'Oeste,2024,15/02/,2466.164953791433
Diamante D'Oeste,2024,25/02/,2668.1979331827756
Diamante D'Oeste,2024,05/03/,3027.011600556777
Diamante D'Oeste,2024,15/03/,3014.511545275885
Diamante D'Oeste,2024,25/03/,2755.4488598549337
Diamante D'Oeste,2025,05/02/,2790.946925055513
Diamante D'Oeste,2025,15/02/,2959.314829547372
Diamante D'Oeste,2025,25/02/,3075.6342723840858
Diamante D'Oeste,2025,05/03/,3012.8246287029347
Diamante D'Oeste,2025,15/03/,2990.8509650721467
Diamante D'Oeste,2025,25/03/,3040.008777845581
Diamante do Sul,1999,05/02/,3751.1086978849976
Diamante do Sul,1999,15/02/,3705.6615769751406
Diamante do Sul,1999,25/02/,3710.2224860951433
Diamante do Sul,1999,05/03/,3493.5731795401443
Diamante do Sul,1999,15/03/,3483.708526625207
Diamante do Sul,1999,25/03/,3488.009264684292
Diamante do Sul,2000,05/02/,3386.3134233132937
Diamante do Sul,2000,15/02/,3455.6233748606996
Diamante do Sul,2000,25/02/,3319.3318463908613
Diamante do Sul,2000,05/03/,3315.095605736945
Diamante do Sul,2000,15/03/,3380.4448408955063
Diamante do Sul,2000,25/03/,3264.274375894184
Diamante do Sul,2001,05/02/,3678.5672692664734
Diamante do Sul,2001,15/02/,3839.100911932589
Diamante do Sul,2001,25/02/,3771.840189603351
Diamante do Sul,2001,05/03/,3859.049116272704
Diamante do Sul,2001,15/03/,3483.744660495009
Diamante do Sul,2001,25/03/,3422.8483795698553
Diamante do Sul,2002,05/02/,3259.987800637758
Diamante do Sul,2002,15/02/,3335.911897850935
Diamante do Sul,2002,25/02/,3095.491098640419
Diamante do Sul,2002,05/03/,3172.792862813434
Diamante do Sul,2002,15/03/,3207.4629756291374
Diamante do Sul,2002,25/03/,3259.59289369319
Diamante do Sul,2003,05/02/,3694.9988006021904
Diamante do Sul,2003,15/02/,3643.724213497181
Diamante do Sul,2003,25/02/,3439.4708330302587
Diamante do Sul,2003,05/03/,3454.187689976095
Diamante do Sul,2003,15/03/,3463.223633580581
Diamante do Sul,2003,25/03/,3412.945771426982
Diamante do Sul,2004,05/02/,3095.0718870600595
Diamante do Sul,2004,15/02/,2867.0319046506143
Diamante do Sul,2004,25/02/,2912.930701660461
Diamante do Sul,2004,05/03/,3438.3093399058102
Diamante do Sul,2004,15/03/,3001.636450985892
Diamante do Sul,2004,25/03/,3322.533194843653
Diamante do Sul,2005,05/02/,3088.024927917852
Diamante do Sul,2005,15/02/,3112.5767105019913
Diamante do Sul,2005,25/02/,3194.3798737429424
Diamante do Sul,2005,05/03/,3019.355507342047
Diamante do Sul,2005,15/03/,3051.6250588493917
Diamante do Sul,2005,25/03/,3302.408177681117
Diamante do Sul,2006,05/02/,3500.779987241744
Diamante do Sul,2006,15/02/,3452.843827629283
Diamante do Sul,2006,25/02/,3421.782476836217
Diamante do Sul,2006,05/03/,3449.722006106102
Diamante do Sul,2006,15/03/,3279.9945938898995
Diamante do Sul,2006,25/03/,3359.216164102967
Diamante do Sul,2007,05/02/,3075.679296966336
Diamante do Sul,2007,15/02/,3127.2251516850233
Diamante do Sul,2007,25/02/,3165.421544106826
Diamante do Sul,2007,05/03/,3116.2278715799384
Diamante do Sul,2007,15/03/,3079.7032064374744
Diamante do Sul,2007,25/03/,3114.5468781795375
Diamante do Sul,2008,05/02/,3305.8757253297963
Diamante do Sul,2008,15/02/,3313.684660461289
Diamante do Sul,2008,25/02/,3268.662444758119
Diamante do Sul,2008,05/03/,3263.1885559765265
Diamante do Sul,2008,15/03/,3188.9552140060346
Diamante do Sul,2008,25/03/,3140.5218293365997
Diamante do Sul,2009,05/02/,2952.9101595147754
Diamante do Sul,2009,15/02/,2876.365219821812
Diamante do Sul,2009,25/02/,2828.0259065008668
Diamante do Sul,2009,05/03/,2818.26293003113
Diamante do Sul,2009,15/03/,2767.7887027306847
Diamante do Sul,2009,25/03/,2588.2226232546213
Diamante do Sul,2010,05/02/,3348.8589749677567
Diamante do Sul,2010,15/02/,3561.319589237883
Diamante do Sul,2010,25/02/,3330.5884135675756
Diamante do Sul,2010,05/03/,3380.0758444756248
Diamante do Sul,2010,15/03/,3388.652313682224
Diamante do Sul,2010,25/03/,3370.8802338283317
Diamante do Sul,2011,05/02/,3509.3888686871514
Diamante do Sul,2011,15/02/,3617.427476798363
Diamante do Sul,2011,25/02/,3449.503045546389
Diamante do Sul,2011,05/03/,3415.1694249865886
Diamante do Sul,2011,15/03/,3501.50541962501
Diamante do Sul,2011,25/03/,3499.184675449995
Diamante do Sul,2012,05/02/,3063.9890654500787
Diamante do Sul,2012,15/02/,2614.4761553192047
Diamante do Sul,2012,25/02/,2781.627194359234
Diamante do Sul,2012,05/03/,2322.3883955510623
Diamante do Sul,2012,15/03/,2603.1393077127113
Diamante do Sul,2012,25/03/,2641.405046645585
Diamante do Sul,2013,05/02/,3539.529725165219
Diamante do Sul,2013,15/02/,3555.2524971750813
Diamante do Sul,2013,25/02/,3569.694594155683
Diamante do Sul,2013,05/03/,3505.3263697453467
Diamante do Sul,2013,15/03/,3529.7882884924047
Diamante do Sul,2013,25/03/,3573.1275567932753
Diamante do Sul,2014,05/02/,3350.467015030374
Diamante do Sul,2014,15/02/,3696.61237122995
Diamante do Sul,2014,25/02/,3774.8795070099527
Diamante do Sul,2014,05/03/,3719.571106283416
Diamante do Sul,2014,15/03/,3721.710866094295
Diamante do Sul,2014,25/03/,3545.9091677297624
Diamante do Sul,2015,05/02/,3486.552196986432
Diamante do Sul,2015,15/02/,3312.8274729265686
Diamante do Sul,2015,25/02/,3470.3360710530465
Diamante do Sul,2015,05/03/,3508.3790140996325
Diamante do Sul,2015,15/03/,3503.7197333441254
Diamante do Sul,2015,25/03/,3419.5657499269464
Diamante do Sul,2016,05/02/,3471.807204100693
Diamante do Sul,2016,15/02/,3570.2683565144002
Diamante do Sul,2016,25/02/,3581.347651697522
Diamante do Sul,2016,05/03/,3581.0621797051294
Diamante do Sul,2016,15/03/,3609.58313582262
Diamante do Sul,2016,25/03/,3557.14700313899
Diamante do Sul,2017,05/02/,3966.5334987461065
Diamante do Sul,2017,15/02/,3995.538576076836
Diamante do Sul,2017,25/02/,3984.1888224392624
Diamante do Sul,2017,05/03/,3988.2303255824463
Diamante do Sul,2017,15/03/,3985.529192510425
Diamante do Sul,2017,25/03/,3883.308339632143
Diamante do Sul,2018,05/02/,3705.210726680516
Diamante do Sul,2018,15/02/,3619.990105280635
Diamante do Sul,2018,25/02/,3543.3216235973714
Diamante do Sul,2018,05/03/,3510.6819140157936
Diamante do Sul,2018,15/03/,3553.82774069812
Diamante do Sul,2018,25/03/,3508.5819254107896
Diamante do Sul,2019,05/02/,3319.242819469579
Diamante do Sul,2019,15/02/,3326.591805369439
Diamante do Sul,2019,25/02/,3269.3799182586845
Diamante do Sul,2019,05/03/,3233.230774299104
Diamante do Sul,2019,15/03/,3105.8702088287628
Diamante do Sul,2019,25/03/,3162.6098862664985
Diamante do Sul,2020,05/02/,3783.140390284573
Diamante do Sul,2020,15/02/,4023.8712013011886
Diamante do Sul,2020,25/02/,4017.0505900951903
Diamante do Sul,2020,05/03/,3726.3413118977983
Diamante do Sul,2020,15/03/,3780.1388600941536
Diamante do Sul,2020,25/03/,3837.071778923465
Diamante do Sul,2021,05/02/,3281.2763544837244
Diamante do Sul,2021,15/02/,3318.4484172352268
Diamante do Sul,2021,25/02/,3231.468804616068
Diamante do Sul,2021,05/03/,3276.0502786213333
Diamante do Sul,2021,15/03/,3364.113514375444
Diamante do Sul,2021,25/03/,3263.0405976242837
Diamante do Sul,2022,05/02/,3159.665913877623
Diamante do Sul,2022,15/02/,3400.6974586361175
Diamante do Sul,2022,25/02/,3911.9765953787696
Diamante do Sul,2022,05/03/,3927.1479020467837
Diamante do Sul,2022,15/03/,3538.823327669904
Diamante do Sul,2022,25/03/,3343.050254242849
Diamante do Sul,2023,05/02/,3645.726589550265
Diamante do Sul,2023,15/02/,3482.1378784536246
Diamante do Sul,2023,25/02/,3409.508754110015
Diamante do Sul,2023,05/03/,3459.0391000192544
Diamante do Sul,2023,15/03/,3458.9288319846937
Diamante do Sul,2023,25/03/,3476.1662646117297
Diamante do Sul,2024,05/02/,3335.853199939899
Diamante do Sul,2024,15/02/,3681.791343935924
Diamante do Sul,2024,25/02/,3209.2026457681814
Diamante do Sul,2024,05/03/,3242.9275867836427
Diamante do Sul,2024,15/03/,3404.9918913607185
Diamante do Sul,2024,25/03/,3020.494920144547
Diamante do Sul,2025,05/02/,3108.1638118674587
Diamante do Sul,2025,15/02/,3274.766497922545
Diamante do Sul,2025,25/02/,3101.3159088229204
Diamante do Sul,2025,05/03/,3235.3500289192593
Diamante do Sul,2025,15/03/,3320.3847528512397
Diamante do Sul,2025,25/03/,3412.69701090709
Entre Rios do Oeste,1999,05/02/,3071.8415292847176
Entre Rios do Oeste,1999,15/02/,3181.3821549462436
Entre Rios do Oeste,1999,25/02/,3156.0801786224406
Entre Rios do Oeste,1999,05/03/,3177.9404935726143
Entre Rios do Oeste,1999,15/03/,3146.9641290580334
Entre Rios do Oeste,1999,25/03/,2978.27245598623
Entre Rios do Oeste,2000,05/02/,2910.500689733754
Entre Rios do Oeste,2000,15/02/,3217.133028917709
Entre Rios do Oeste,2000,25/02/,3288.0781992273314
Entre Rios do Oeste,2000,05/03/,3102.1323382300634
Entre Rios do Oeste,2000,15/03/,2909.8595303620614
Entre Rios do Oeste,2000,25/03/,2705.216591702851
Entre Rios do Oeste,2001,05/02/,3330.4555543490064
Entre Rios do Oeste,2001,15/02/,3446.7083806383635
Entre Rios do Oeste,2001,25/02/,3453.3647644839416
Entre Rios do Oeste,2001,05/03/,3255.9130641179113
Entre Rios do Oeste,2001,15/03/,3240.48044856852
Entre Rios do Oeste,2001,25/03/,3284.4280639697854
Entre Rios do Oeste,2002,05/02/,2169.205215903223
Entre Rios do Oeste,2002,15/02/,2093.080334956196
Entre Rios do Oeste,2002,25/02/,1908.7633492117707
Entre Rios do Oeste,2002,05/03/,2231.743677005812
Entre Rios do Oeste,2002,15/03/,2133.9572854909898
Entre Rios do Oeste,2002,25/03/,2472.276078764544
Entre Rios do Oeste,2003,05/02/,3436.722462633886
Entre Rios do Oeste,2003,15/02/,3263.2391308657093
Entre Rios do Oeste,2003,25/02/,3352.2002361223576
Entre Rios do Oeste,2003,05/03/,3286.8365703089034
Entre Rios do Oeste,2003,15/03/,2905.402727835119
Entre Rios do Oeste,2003,25/03/,2824.3606029235502
Entre Rios do Oeste,2004,05/02/,2706.5137945573624
Entre Rios do Oeste,2004,15/02/,2261.4872826356323
Entre Rios do Oeste,2004,25/02/,2462.960161227512
Entre Rios do Oeste,2004,05/03/,2586.170494188705
Entre Rios do Oeste,2004,15/03/,1992.2009791839446
Entre Rios do Oeste,2004,25/03/,2489.262525685507
Entre Rios do Oeste,2005,05/02/,1934.100246945253
Entre Rios do Oeste,2005,15/02/,1813.8036164818034
Entre Rios do Oeste,2005,25/02/,1889.6654013660288
Entre Rios do Oeste,2005,05/03/,1807.9482144923174
Entre Rios do Oeste,2005,15/03/,1921.8204887382658
Entre Rios do Oeste,2005,25/03/,2504.1147638329458
Entre Rios do Oeste,2006,05/02/,3239.181479829955
Entre Rios do Oeste,2006,15/02/,3187.0083094984952
Entre Rios do Oeste,2006,25/02/,3218.9957299843754
Entre Rios do Oeste,2006,05/03/,3158.7434748571586
Entre Rios do Oeste,2006,15/03/,3285.2287542930594
Entre Rios do Oeste,2006,25/03/,3380.074016304128
Entre Rios do Oeste,2007,05/02/,2609.992256403381
Entre Rios do Oeste,2007,15/02/,2602.1446316193765
Entre Rios do Oeste,2007,25/02/,3029.73209218972
Entre Rios do Oeste,2007,05/03/,2635.906211727038
Entre Rios do Oeste,2007,15/03/,2568.3257220320543
Entre Rios do Oeste,2007,25/03/,2572.0981785016506
Entre Rios do Oeste,2008,05/02/,3235.6899428975303
Entre Rios do Oeste,2008,15/02/,3181.2968409585505
Entre Rios do Oeste,2008,25/02/,3169.4369720252394
Entre Rios do Oeste,2008,05/03/,3231.744220396808
Entre Rios do Oeste,2008,15/03/,3242.086596736044
Entre Rios do Oeste,2008,25/03/,3245.5752731928856
Entre Rios do Oeste,2009,05/02/,1745.2327104421395
Entre Rios do Oeste,2009,15/02/,1650.4336874413893
Entre Rios do Oeste,2009,25/02/,1750.512465405698
Entre Rios do Oeste,2009,05/03/,1780.1977051874098
Entre Rios do Oeste,2009,15/03/,1886.9895276192076
Entre Rios do Oeste,2009,25/03/,1725.3116999469166
Entre Rios do Oeste,2010,05/02/,3237.652270946293
Entre Rios do Oeste,2010,15/02/,3265.168770185738
Entre Rios do Oeste,2010,25/02/,3218.32187138419
Entre Rios do Oeste,2010,05/03/,3254.6792392099564
Entre Rios do Oeste,2010,15/03/,3244.614251123972
Entre Rios do Oeste,2010,25/03/,3151.6888558959977
Entre Rios do Oeste,2011,05/02/,3327.6963518161683
Entre Rios do Oeste,2011,15/02/,3345.3121513152764
Entre Rios do Oeste,2011,25/02/,3335.5686591597164
Entre Rios do Oeste,2011,05/03/,3324.891361888502
Entre Rios do Oeste,2011,15/03/,3327.246573472223
Entre Rios do Oeste,2011,25/03/,3363.7370692104846
Entre Rios do Oeste,2012,05/02/,1469.7397834857954
Entre Rios do Oeste,2012,15/02/,1516.3876330664486
Entre Rios do Oeste,2012,25/02/,1653.3196298178336
Entre Rios do Oeste,2012,05/03/,1441.4768114275341
Entre Rios do Oeste,2012,15/03/,1905.611487441515
Entre Rios do Oeste,2012,25/03/,1530.5913524854514
Entre Rios do Oeste,2013,05/02/,3435.0968184673366
Entre Rios do Oeste,2013,15/02/,3403.1874937092016
Entre Rios do Oeste,2013,25/02/,3408.687835167346
Entre Rios do Oeste,2013,05/03/,3464.868933331089
Entre Rios do Oeste,2013,15/03/,3049.782026189293
Entre Rios do Oeste,2013,25/03/,3534.2474710969814
Entre Rios do Oeste,2014,05/02/,3063.9610903003286
Entre Rios do Oeste,2014,15/02/,3189.9222138494406
Entre Rios do Oeste,2014,25/02/,3164.9758415137617
Entre Rios do Oeste,2014,05/03/,3190.6344043637255
Entre Rios do Oeste,2014,15/03/,3155.6429616190485
Entre Rios do Oeste,2014,25/03/,3023.6366744133334
Entre Rios do Oeste,2015,05/02/,2893.9562616992453
Entre Rios do Oeste,2015,15/02/,3027.619920923575
Entre Rios do Oeste,2015,25/02/,3016.759117398652
Entre Rios do Oeste,2015,05/03/,3019.030853694933
Entre Rios do Oeste,2015,15/03/,3017.4441738794285
Entre Rios do Oeste,2015,25/03/,3013.0558762102496
Entre Rios do Oeste,2016,05/02/,3300.814841551193
Entre Rios do Oeste,2016,15/02/,3308.8344720313758
Entre Rios do Oeste,2016,25/02/,3334.200175739573
Entre Rios do Oeste,2016,05/03/,3302.5034057953376
Entre Rios do Oeste,2016,15/03/,3334.304391981697
Entre Rios do Oeste,2016,25/03/,3179.318762237975
Entre Rios do Oeste,2017,05/02/,3621.21380391145
Entre Rios do Oeste,2017,15/02/,3629.728490769342
Entre Rios do Oeste,2017,25/02/,3441.9398477290442
Entre Rios do Oeste,2017,05/03/,3650.4657000139396
Entre Rios do Oeste,2017,15/03/,3460.590606330745
Entre Rios do Oeste,2017,25/03/,3743.407505490672
Entre Rios do Oeste,2018,05/02/,3603.147329896139
Entre Rios do Oeste,2018,15/02/,3587.609421224858
Entre Rios do Oeste,2018,25/02/,3583.5092264873515
Entre Rios do Oeste,2018,05/03/,3577.0887110680087
Entre Rios do Oeste,2018,15/03/,3573.807668288391
Entre Rios do Oeste,2018,25/03/,3644.349095157625
Entre Rios do Oeste,2019,05/02/,1858.4962246980274
Entre Rios do Oeste,2019,15/02/,1896.677946059329
Entre Rios do Oeste,2019,25/02/,2086.313081607849
Entre Rios do Oeste,2019,05/03/,1787.098696094652
Entre Rios do Oeste,2019,15/03/,2190.801545386037
Entre Rios do Oeste,2019,25/03/,1800.1814875606342
Entre Rios do Oeste,2020,05/02/,3838.8925251978935
Entre Rios do Oeste,2020,15/02/,3753.487264594399
Entre Rios do Oeste,2020,25/02/,3839.6670794172137
Entre Rios do Oeste,2020,05/03/,3590.711588094239
Entre Rios do Oeste,2020,15/03/,3411.520540194587
Entre Rios do Oeste,2020,25/03/,3799.0302493764348
Entre Rios do Oeste,2021,05/02/,3007.2653704225654
Entre Rios do Oeste,2021,15/02/,3128.8493587532403
Entre Rios do Oeste,2021,25/02/,3278.963477203754
Entre Rios do Oeste,2021,05/03/,3129.0302720239556
Entre Rios do Oeste,2021,15/03/,2690.3965522395506
Entre Rios do Oeste,2021,25/03/,2889.5607139910653
Entre Rios do Oeste,2022,05/02/,2505.128049616746
Entre Rios do Oeste,2022,15/02/,2993.2955745669087
Entre Rios do Oeste,2022,25/02/,3313.0224731794106
Entre Rios do Oeste,2022,05/03/,3363.9914386937085
Entre Rios do Oeste,2022,15/03/,3264.826253038623
Entre Rios do Oeste,2022,25/03/,3298.3422473440473
Entre Rios do Oeste,2023,05/02/,3120.514080015494
Entre Rios do Oeste,2023,15/02/,2996.4378795854964
Entre Rios do Oeste,2023,25/02/,3241.7501415992983
Entre Rios do Oeste,2023,05/03/,3509.136910194681
Entre Rios do Oeste,2023,15/03/,3290.514629958557
Entre Rios do Oeste,2023,25/03/,3389.104801663988
Entre Rios do Oeste,2024,05/02/,2650.6053098740467
Entre Rios do Oeste,2024,15/02/,2578.0221142741148
Entre Rios do Oeste,2024,25/02/,2805.508153062644
Entre Rios do Oeste,2024,05/03/,3084.1422558843356
Entre Rios do Oeste,2024,15/03/,3043.158443716063
Entre Rios do Oeste,2024,25/03/,3026.9096343179394
Entre Rios do Oeste,2025,05/02/,2760.207550603664
Entre Rios do Oeste,2025,15/02/,2979.5936245005796
Entre Rios do Oeste,2025,25/02/,2928.852227191736
Entre Rios do Oeste,2025,05/03/,3055.6756158095027
Entre Rios do Oeste,2025,15/03/,3046.8734797583243
Entre Rios do Oeste,2025,25/03/,3181.785201160871
Formosa do Oeste,1999,05/02/,3246.907243889995
Formosa do Oeste,1999,15/02/,3455.662468439799
Formosa do Oeste,1999,25/02/,3317.2131099460407
Formosa do Oeste,1999,05/03/,3305.506147430167
Formosa do Oeste,1999,15/03/,3297.1240621962247
Formosa do Oeste,1999,25/03/,3394.2196607379155
Formosa do Oeste,2000,05/02/,3190.281120488538
Formosa do Oeste,2000,15/02/,3430.61033395179
Formosa do Oeste,2000,25/02/,3280.750023197595
Formosa do Oeste,2000,05/03/,3265.810424553611
Formosa do Oeste,2000,15/03/,3326.469791979746
Formosa do Oeste,2000,25/03/,3236.8509310189024
Formosa do Oeste,2001,05/02/,3665.77667879847
Formosa do Oeste,2001,15/02/,3595.5190388044493
Formosa do Oeste,2001,25/02/,3541.227811222022
Formosa do Oeste,2001,05/03/,3407.555695436834
Formosa do Oeste,2001,15/03/,3288.739930908117
Formosa do Oeste,2001,25/03/,3271.068086376251
Formosa do Oeste,2002,05/02/,2763.21934450819
Formosa do Oeste,2002,15/02/,2772.7130359410667
Formosa do Oeste,2002,25/02/,2670.063967164565
Formosa do Oeste,2002,05/03/,2790.869332448267
Formosa do Oeste,2002,15/03/,2777.940980989801
Formosa do Oeste,2002,25/03/,2830.2192582007738
Formosa do Oeste,2003,05/02/,3553.7450758608757
Formosa do Oeste,2003,15/02/,3309.8592184548497
Formosa do Oeste,2003,25/02/,3326.6596023677257
Formosa do Oeste,2003,05/03/,3363.503071873901
Formosa do Oeste,2003,15/03/,3317.673900379817
Formosa do Oeste,2003,25/03/,3259.850998923316
Formosa do Oeste,2004,05/02/,2933.2957391400696
Formosa do Oeste,2004,15/02/,2690.9460089102354
Formosa do Oeste,2004,25/02/,2607.3688753490574
Formosa do Oeste,2004,05/03/,2914.105086214127
Formosa do Oeste,2004,15/03/,2721.731764567628
Formosa do Oeste,2004,25/03/,2897.3891555358805
Formosa do Oeste,2005,05/02/,2587.916768455417
Formosa do Oeste,2005,15/02/,2554.728865492971
Formosa do Oeste,2005,25/02/,3123.0109752678923
Formosa do Oeste,2005,05/03/,2559.6773789644226
Formosa do Oeste,2005,15/03/,2796.2202719578386
Formosa do Oeste,2005,25/03/,2813.462486689998
Formosa do Oeste,2006,05/02/,3413.5954585429026
Formosa do Oeste,2006,15/02/,3413.6809913306874
Formosa do Oeste,2006,25/02/,3386.771697757997
Formosa do Oeste,2006,05/03/,3395.651027723627
Formosa do Oeste,2006,15/03/,3254.787339920694
Formosa do Oeste,2006,25/03/,3364.8113306069645
Formosa do Oeste,2007,05/02/,3172.1204405410454
Formosa do Oeste,2007,15/02/,3124.8321454431466
Formosa do Oeste,2007,25/02/,3097.8988636970307
Formosa do Oeste,2007,05/03/,3088.7727057199454
Formosa do Oeste,2007,15/03/,3094.256375521679
Formosa do Oeste,2007,25/03/,3088.2405763088123
Formosa do Oeste,2008,05/02/,3183.9196215518914
Formosa do Oeste,2008,15/02/,3181.5387209044675
Formosa do Oeste,2008,25/02/,3154.433215211842
Formosa do Oeste,2008,05/03/,3164.2929578654976
Formosa do Oeste,2008,15/03/,3150.832425356542
Formosa do Oeste,2008,25/03/,3101.8817348152193
Formosa do Oeste,2009,05/02/,2648.4561167747534
Formosa do Oeste,2009,15/02/,2713.8971857930705
Formosa do Oeste,2009,25/02/,2471.6499849818356
Formosa do Oeste,2009,05/03/,2437.384418396094
Formosa do Oeste,2009,15/03/,2557.550993312417
Formosa do Oeste,2009,25/03/,2590.4315617746024
Formosa do Oeste,2010,05/02/,3287.106570570027
Formosa do Oeste,2010,15/02/,3379.6038583925133
Formosa do Oeste,2010,25/02/,3314.989945990736
Formosa do Oeste,2010,05/03/,3335.670296051427
Formosa do Oeste,2010,15/03/,3307.759870153178
Formosa do Oeste,2010,25/03/,3249.645157317701
Formosa do Oeste,2011,05/02/,3259.6425465433995
Formosa do Oeste,2011,15/02/,3316.8826608310214
Formosa do Oeste,2011,25/02/,3299.288998072048
Formosa do Oeste,2011,05/03/,3333.205266054077
Formosa do Oeste,2011,15/03/,3398.390582629704
Formosa do Oeste,2011,25/03/,3402.089130568042
Formosa do Oeste,2012,05/02/,2177.2050791854817
Formosa do Oeste,2012,15/02/,2083.5529488353195
Formosa do Oeste,2012,25/02/,2320.696722484471
Formosa do Oeste,2012,05/03/,1849.0396134566995
Formosa do Oeste,2012,15/03/,2272.512515824558
Formosa do Oeste,2012,25/03/,2328.036581193632
Formosa do Oeste,2013,05/02/,3512.8285214731204
Formosa do Oeste,2013,15/02/,3463.126303490476
Formosa do Oeste,2013,25/02/,3489.0999210057917
Formosa do Oeste,2013,05/03/,3415.9112059241634
Formosa do Oeste,2013,15/03/,3421.317845976305
Formosa do Oeste,2013,25/03/,3549.8756287152833
Formosa do Oeste,2014,05/02/,3281.125673783109
Formosa do Oeste,2014,15/02/,3394.604081942242
Formosa do Oeste,2014,25/02/,3204.8456355696208
Formosa do Oeste,2014,05/03/,3298.8301959792043
Formosa do Oeste,2014,15/03/,3360.0477942142247
Formosa do Oeste,2014,25/03/,3316.579597614653
Formosa do Oeste,2015,05/02/,3422.8016501636603
Formosa do Oeste,2015,15/02/,3333.842741007073
Formosa do Oeste,2015,25/02/,3296.8436234005453
Formosa do Oeste,2015,05/03/,3278.251795015135
Formosa do Oeste,2015,15/03/,3172.293948017983
Formosa do Oeste,2015,25/03/,3247.231327003231
Formosa do Oeste,2016,05/02/,3370.3015792227698
Formosa do Oeste,2016,15/02/,3414.4028037966223
Formosa do Oeste,2016,25/02/,3416.586398497503
Formosa do Oeste,2016,05/03/,3391.6705747577835
Formosa do Oeste,2016,15/03/,3418.732486823272
Formosa do Oeste,2016,25/03/,3450.5570339201286
Formosa do Oeste,2017,05/02/,3889.8206811519867
