municipio,ano,data_semeadura,produtividade_prevista_kg_ha
Matelândia,2010,25/02/,3198.818735586979
Matelândia,2010,05/03/,3371.0033134625683
Matelândia,2010,15/03/,3191.2618034577426
Matelândia,2010,25/03/,3189.5606699109203
Matelândia,2011,05/02/,3411.5354595750446
Matelândia,2011,15/02/,3638.7274122478707
Matelândia,2011,25/02/,3434.051360271782
Matelândia,2011,05/03/,3329.6514813287313
Matelândia,2011,15/03/,3436.2716270545443
Matelândia,2011,25/03/,3434.2431238096956
Matelândia,2012,05/02/,1527.3094102065934
Matelândia,2012,15/02/,1521.769495306927
Matelândia,2012,25/02/,2413.9465602111995
Matelândia,2012,05/03/,1524.1101278085694
Matelândia,2012,15/03/,1527.342318326539
Matelândia,2012,25/03/,1527.821871835016
Matelândia,2013,05/02/,3532.558455192301
Matelândia,2013,15/02/,3531.1419774065857
Matelândia,2013,25/02/,3532.8107183859424
Matelândia,2013,05/03/,3557.012146535419
Matelândia,2013,15/03/,3529.0336869979574
Matelândia,2013,25/03/,3531.966510069915
Matelândia,2014,05/02/,3571.56124506738
Matelândia,2014,15/02/,3569.819560791239
Matelândia,2014,25/02/,3565.79857131264
Matelândia,2014,05/03/,3571.703150841765
Matelândia,2014,15/03/,3570.8238699158906
Matelândia,2014,25/03/,3569.157757736426
Matelândia,2015,05/02/,3012.8267457321713
Matelândia,2015,15/02/,3022.1271246598653
Matelândia,2015,25/02/,3023.5231368712425
Matelândia,2015,05/03/,3022.24770609785
Matelândia,2015,15/03/,3013.5658257601135
Matelândia,2015,25/03/,3012.2346365944895
Matelândia,2016,05/02/,3475.1705044054406
Matelândia,2016,15/02/,3483.217014020167
Matelândia,2016,25/02/,3477.04533090192
Matelândia,2016,05/03/,3482.1925739207745
Matelândia,2016,15/03/,3476.2796170688953
Matelândia,2016,25/03/,3488.161436658793
Matelândia,2017,05/02/,4223.531905859822
Matelândia,2017,15/02/,4218.81273568705
Matelândia,2017,25/02/,4226.045739571991
Matelândia,2017,05/03/,4225.89316052563
Matelândia,2017,15/03/,4224.28680359334
Matelândia,2017,25/03/,4224.911692891196
Matelândia,2018,05/02/,4142.8601427421245
Matelândia,2018,15/02/,4142.888215188586
Matelândia,2018,25/02/,4147.056087643027
Matelândia,2018,05/03/,3564.511871196638
Matelândia,2018,15/03/,4139.676949306053
Matelândia,2018,25/03/,4141.768258755501
Matelândia,2019,05/02/,2458.442873353131
Matelândia,2019,15/02/,2465.7244962157547
Matelândia,2019,25/02/,2464.348103792333
Matelândia,2019,05/03/,2455.567134994293
Matelândia,2019,15/03/,2458.6588292084753
Matelândia,2019,25/03/,2456.213306023383
Matelândia,2020,05/02/,4144.295523151217
Matelândia,2020,15/02/,4144.080030506334
Matelândia,2020,25/02/,4144.396900742722
Matelândia,2020,05/03/,3837.3490360335572
Matelândia,2020,15/03/,4144.107478284902
Matelândia,2020,25/03/,4144.074784947805
Matelândia,2021,05/02/,3150.881523703718
Matelândia,2021,15/02/,3463.1068395182574
Matelândia,2021,25/02/,3540.505488314693
Matelândia,2021,05/03/,3406.1165775091317
Matelândia,2021,15/03/,3184.4623389640437
Matelândia,2021,25/03/,3413.1583462014473
Matelândia,2022,05/02/,2812.5664892937757
Matelândia,2022,15/02/,3128.008503177726
Matelândia,2022,25/02/,3793.1710018718472
Matelândia,2022,05/03/,3833.8538858292095
Matelândia,2022,15/03/,3616.316133847712
Matelândia,2022,25/03/,3544.1363884821376
Matelândia,2023,05/02/,3302.6662744314635
Matelândia,2023,15/02/,3329.7292772120154
Matelândia,2023,25/02/,3313.8727874744486
Matelândia,2023,05/03/,3488.390361153611
Matelândia,2023,15/03/,3291.712494834482
Matelândia,2023,25/03/,3435.876024637995
Matelândia,2024,05/02/,2861.4113482128237
Matelândia,2024,15/02/,3326.8038296197574
Matelândia,2024,25/02/,3296.215106726061
Matelândia,2024,05/03/,3464.6697529655685
Matelândia,2024,15/03/,3285.196401443166
Matelândia,2024,25/03/,2784.6681866169256
Matelândia,2025,05/02/,3001.456931806705
Matelândia,2025,15/02/,3101.211620340805
Matelândia,2025,25/02/,3082.064251291859
Matelândia,2025,05/03/,3151.4663452428686
Matelândia,2025,15/03/,3116.927973353886
Matelândia,2025,25/03/,3365.52657047474
Medianeira,1999,05/02/,3108.0136110906456
Medianeira,1999,15/02/,3344.2967319105196
Medianeira,1999,25/02/,3085.8314617580077
Medianeira,1999,05/03/,3146.8944576646227
Medianeira,1999,15/03/,3250.8096796792206
Medianeira,1999,25/03/,3347.6200862776673
Medianeira,2000,05/02/,2958.9369730840563
Medianeira,2000,15/02/,3213.4854564545103
Medianeira,2000,25/02/,2794.461430648138
Medianeira,2000,05/03/,3024.561675564895
Medianeira,2000,15/03/,2883.255352298258
Medianeira,2000,25/03/,2873.42389430724
Medianeira,2001,05/02/,3601.0533595945235
Medianeira,2001,15/02/,3675.725236931481
Medianeira,2001,25/02/,3588.1867798730973
Medianeira,2001,05/03/,3492.0714778366437
Medianeira,2001,15/03/,3538.6038194247967
Medianeira,2001,25/03/,3468.064361243334
Medianeira,2002,05/02/,2332.6871379094327
Medianeira,2002,15/02/,2360.629883109499
Medianeira,2002,25/02/,2032.310395875971
Medianeira,2002,05/03/,2715.315334100009
Medianeira,2002,15/03/,2551.6086114088343
Medianeira,2002,25/03/,2615.7338922647255
Medianeira,2003,05/02/,3564.7013510086704
Medianeira,2003,15/02/,3527.17115571027
Medianeira,2003,25/02/,3509.9492171609136
Medianeira,2003,05/03/,3374.105097259894
Medianeira,2003,15/03/,3303.084646365369
Medianeira,2003,25/03/,3179.299919648602
Medianeira,2004,05/02/,2439.2247264822786
Medianeira,2004,15/02/,2178.8760335189368
Medianeira,2004,25/02/,2019.9650029215215
Medianeira,2004,05/03/,2185.910226889188
Medianeira,2004,15/03/,1987.4971297901893
Medianeira,2004,25/03/,2532.6763067568318
Medianeira,2005,05/02/,1818.0657233419615
Medianeira,2005,15/02/,1750.5471061859214
Medianeira,2005,25/02/,2416.8253787486233
Medianeira,2005,05/03/,2362.116733759355
Medianeira,2005,15/03/,2602.64054643254
Medianeira,2005,25/03/,2673.889267834497
Medianeira,2006,05/02/,3330.1992052108503
Medianeira,2006,15/02/,3343.262084807501
Medianeira,2006,25/02/,3409.4856262562153
Medianeira,2006,05/03/,3365.879663949023
Medianeira,2006,15/03/,3371.898550065831
Medianeira,2006,25/03/,3452.3629700437314
Medianeira,2007,05/02/,3270.0482973553358
Medianeira,2007,15/02/,3416.4176164757873
Medianeira,2007,25/02/,3267.843690336224
Medianeira,2007,05/03/,3402.789275134425
Medianeira,2007,15/03/,3403.4181174989935
Medianeira,2007,25/03/,3407.2713928108287
Medianeira,2008,05/02/,3454.127712119061
Medianeira,2008,15/02/,3446.1526875513778
Medianeira,2008,25/02/,3453.367426427707
Medianeira,2008,05/03/,3151.4065085985108
Medianeira,2008,15/03/,3455.9849722596664
Medianeira,2008,25/03/,3192.477797694255
Medianeira,2009,05/02/,1255.1817382561653
Medianeira,2009,15/02/,1255.260766782443
Medianeira,2009,25/02/,1458.6926009404337
Medianeira,2009,05/03/,1256.1699396495092
Medianeira,2009,15/03/,1255.7448216169594
Medianeira,2009,25/03/,1254.4776933651362
Medianeira,2010,05/02/,3619.9285841476385
Medianeira,2010,15/02/,3438.6647597965352
Medianeira,2010,25/02/,3469.282838332338
Medianeira,2010,05/03/,3616.0464753963065
Medianeira,2010,15/03/,3614.697911902621
Medianeira,2010,25/03/,3478.829519343818
Medianeira,2011,05/02/,3738.814499935229
Medianeira,2011,15/02/,3739.3256209838155
Medianeira,2011,25/02/,3730.5665436133063
Medianeira,2011,05/03/,3495.8464502608754
Medianeira,2011,15/03/,3624.7780043242556
Medianeira,2011,25/03/,3736.9303507233517
Medianeira,2012,05/02/,1624.7082543780195
Medianeira,2012,15/02/,1632.7020389149134
Medianeira,2012,25/02/,1637.5083771583431
Medianeira,2012,05/03/,1573.426576621955
Medianeira,2012,15/03/,1628.00169197992
Medianeira,2012,25/03/,1632.7724529024172
Medianeira,2013,05/02/,3659.438509787633
Medianeira,2013,15/02/,3624.5415366896286
Medianeira,2013,25/02/,3661.5376187075794
Medianeira,2013,05/03/,3659.0280510927228
Medianeira,2013,15/03/,3655.6450214545234
Medianeira,2013,25/03/,3656.1946328164154
Medianeira,2014,05/02/,3411.370842959862
Medianeira,2014,15/02/,3708.0718041658506
Medianeira,2014,25/02/,3426.801179097263
Medianeira,2014,05/03/,3699.88509497582
Medianeira,2014,15/03/,3714.6165813723906
Medianeira,2014,25/03/,3491.49666051635
Medianeira,2015,05/02/,3110.467113936498
Medianeira,2015,15/02/,3104.331791361741
Medianeira,2015,25/02/,3102.6937378321745
Medianeira,2015,05/03/,3105.4008180375704
Medianeira,2015,15/03/,3106.846976067727
Medianeira,2015,25/03/,3112.491451233345
Medianeira,2016,05/02/,3311.4885657724076
Medianeira,2016,15/02/,3305.652610815853
Medianeira,2016,25/02/,3315.5724432118677
Medianeira,2016,05/03/,3497.269835573677
Medianeira,2016,15/03/,3316.367606371977
Medianeira,2016,25/03/,3523.219755924485
Medianeira,2017,05/02/,3827.597028509133
Medianeira,2017,15/02/,3829.108504655204
Medianeira,2017,25/02/,3631.547545893969
Medianeira,2017,05/03/,3837.8538724601103
Medianeira,2017,15/03/,3831.336537496835
Medianeira,2017,25/03/,3828.7330407256595
Medianeira,2018,05/02/,3856.590221362803
Medianeira,2018,15/02/,3855.2742736707737
Medianeira,2018,25/02/,3854.5099386112033
Medianeira,2018,05/03/,3853.4885892150974
Medianeira,2018,15/03/,3854.804698024351
Medianeira,2018,25/03/,3859.5908949657855
Medianeira,2019,05/02/,1975.6507960360645
Medianeira,2019,15/02/,1770.5081919496818
Medianeira,2019,25/02/,1836.335131336491
Medianeira,2019,05/03/,1980.2412564265717
Medianeira,2019,15/03/,1946.113739400887
Medianeira,2019,25/03/,1946.7893707757275
Medianeira,2020,05/02/,4402.114547859189
Medianeira,2020,15/02/,4401.885680266244
Medianeira,2020,25/02/,4398.478819742609
Medianeira,2020,05/03/,4401.890288338585
Medianeira,2020,15/03/,4400.700377291185
Medianeira,2020,25/03/,4402.401784368451
Medianeira,2021,05/02/,2951.0999477645287
Medianeira,2021,15/02/,3134.9519149537273
Medianeira,2021,25/02/,3509.7566705467048
Medianeira,2021,05/03/,3314.5527356680286
Medianeira,2021,15/03/,2754.8263551754135
Medianeira,2021,25/03/,3053.995176550951
Medianeira,2022,05/02/,2324.1883250351043
Medianeira,2022,15/02/,3022.161549751285
Medianeira,2022,25/02/,3474.8683191761497
Medianeira,2022,05/03/,3599.007808530151
Medianeira,2022,15/03/,3693.5996011229527
Medianeira,2022,25/03/,3631.066509272662
Medianeira,2023,05/02/,3107.7948262549203
Medianeira,2023,15/02/,3386.56790654766
Medianeira,2023,25/02/,3358.7445341069424
Medianeira,2023,05/03/,3421.1268279771903
Medianeira,2023,15/03/,3017.6042482205653
Medianeira,2023,25/03/,3216.33096204672
Medianeira,2024,05/02/,2565.3379984961753
Medianeira,2024,15/02/,2915.7907593642976
Medianeira,2024,25/02/,2880.920865276629
Medianeira,2024,05/03/,3155.639270243298
Medianeira,2024,15/03/,3034.8645410863282
Medianeira,2024,25/03/,2680.0181984856727
Medianeira,2025,05/02/,2800.248388809972
Medianeira,2025,15/02/,2924.5346939433234
Medianeira,2025,25/02/,3128.9047873569234
Medianeira,2025,05/03/,3170.2208422479503
Medianeira,2025,15/03/,2987.2300580612427
Medianeira,2025,25/03/,3104.7693452264243
Mercedes,1999,05/02/,3028.4057139102015
Mercedes,1999,15/02/,3172.1443716069634
Mercedes,1999,25/02/,3086.9189194825904
Mercedes,1999,05/03/,3139.7038249302286
Mercedes,1999,15/03/,3065.1149353531573
Mercedes,1999,25/03/,2903.4373263929488
Mercedes,2000,05/02/,2899.790988520628
Mercedes,2000,15/02/,3206.119629663878
Mercedes,2000,25/02/,3232.883299247781
Mercedes,2000,05/03/,3063.5053679202324
Mercedes,2000,15/03/,2865.9860500683917
Mercedes,2000,25/03/,2650.785696232654
Mercedes,2001,05/02/,3354.277466519303
Mercedes,2001,15/02/,3483.567223311128
Mercedes,2001,25/02/,3504.500488427124
Mercedes,2001,05/03/,3294.140225403143
Mercedes,2001,15/03/,3212.434667786084
Mercedes,2001,25/03/,3242.2234790745315
Mercedes,2002,05/02/,2180.264231439196
Mercedes,2002,15/02/,2091.350732114764
Mercedes,2002,25/02/,1825.096901509211
Mercedes,2002,05/03/,2138.1545410238173
Mercedes,2002,15/03/,2094.8402491540496
Mercedes,2002,25/03/,2433.9776572753494
Mercedes,2003,05/02/,3458.110879818908
Mercedes,2003,15/02/,3229.0749875081656
Mercedes,2003,25/02/,3320.5113170065533
Mercedes,2003,05/03/,3243.086441660123
Mercedes,2003,15/03/,2918.5704621281816
Mercedes,2003,25/03/,2804.138637410242
Mercedes,2004,05/02/,2705.199233955601
Mercedes,2004,15/02/,2267.340329484716
Mercedes,2004,25/02/,2476.314050476878
Mercedes,2004,05/03/,2545.8258754626295
Mercedes,2004,15/03/,1945.2217746229321
Mercedes,2004,25/03/,2476.4551109802096
Mercedes,2005,05/02/,1941.6152147175285
Mercedes,2005,15/02/,1827.8396634646117
Mercedes,2005,25/02/,1848.653037034059
Mercedes,2005,05/03/,1744.5031420004495
Mercedes,2005,15/03/,1959.4071277535027
Mercedes,2005,25/03/,2504.824448631462
Mercedes,2006,05/02/,3236.647084287093
Mercedes,2006,15/02/,3204.4485858288813
Mercedes,2006,25/02/,3190.866033667554
Mercedes,2006,05/03/,3131.463014616259
Mercedes,2006,15/03/,3276.9223802232377
Mercedes,2006,25/03/,3352.703341601092
Mercedes,2007,05/02/,2454.6070723294797
Mercedes,2007,15/02/,2439.651456195723
Mercedes,2007,25/02/,3006.0412468236455
Mercedes,2007,05/03/,2464.7729555153132
Mercedes,2007,15/03/,2447.004887664767
Mercedes,2007,25/03/,2452.756249836394
Mercedes,2008,05/02/,3213.1693215325263
Mercedes,2008,15/02/,3140.733499251731
Mercedes,2008,25/02/,3195.290680921818
Mercedes,2008,05/03/,3201.5190105393463
Mercedes,2008,15/03/,3199.2102692325807
Mercedes,2008,25/03/,3236.526496453468
Mercedes,2009,05/02/,1702.6068851086839
Mercedes,2009,15/02/,1687.400753610661
Mercedes,2009,25/02/,1692.9976662829704
Mercedes,2009,05/03/,1683.7599435356096
Mercedes,2009,15/03/,1699.6977669340627
Mercedes,2009,25/03/,1694.8357645649196
Mercedes,2010,05/02/,3174.3999442790637
Mercedes,2010,15/02/,3194.987431640549
Mercedes,2010,25/02/,3168.684980351319
Mercedes,2010,05/03/,3166.888857398604
Mercedes,2010,15/03/,3175.1601023194316
Mercedes,2010,25/03/,3154.8819463785144
Mercedes,2011,05/02/,3337.1598196090363
Mercedes,2011,15/02/,3342.783979054109
Mercedes,2011,25/02/,3337.6519099750226
Mercedes,2011,05/03/,3310.085632967381
Mercedes,2011,15/03/,3320.7964593606002
Mercedes,2011,25/03/,3351.926805155162
Mercedes,2012,05/02/,1399.573137553206
Mercedes,2012,15/02/,1402.4970752671961
Mercedes,2012,25/02/,1404.2077015155883
Mercedes,2012,05/03/,1403.0076300557062
Mercedes,2012,15/03/,1924.6842976062596
Mercedes,2012,25/03/,1417.8861551148748
Mercedes,2013,05/02/,3533.3049045449347
Mercedes,2013,15/02/,3534.274081665688
Mercedes,2013,25/02/,3521.587438992213
Mercedes,2013,05/03/,3493.7053549714497
