Fase,Tmin,Tmax,Tmed,Chuva,UR,ETc,ETR,ARM,DEF,EXC,N,PP,Data semeadura,Data maturação,ISNA,PA,Municipio,Ano
2,17.226785714285715,28.08642857142857,22.656607142857144,45.61,79.96464285714285,66.48487171950978,40.65478288148063,15.562461023798095,25.830088838029155,9.986036375452354,11.642316505322091,2470.2496087384093,2019-03-05,2019-06-12,0.61148922800058,3181.0215800695114,São Pedro do Iguaçu,2019
3,16.607272727272726,25.904545454545456,21.255909090909093,166.72,85.12454545454545,85.19696649247652,72.71123401035574,31.76838729540739,12.485732482120785,77.80283971803497,10.96462759771103,2456.9665217152483,2019-03-05,2019-06-12,0.8534486262110826,2947.930038763822,São Pedro do Iguaçu,2019
4,13.03,22.174545454545456,17.602272727272727,172.69,88.19818181818182,30.141539414025782,28.169809249961354,35.429336125865035,1.97173016406443,140.859241919581,10.550091549299294,1127.9465364490368,2019-03-05,2019-06-12,0.9345842912340794,2909.361852188205,São Pedro do Iguaçu,2019
1,18.152352941176474,28.173529411764704,23.162941176470586,43.949999999999996,82.33058823529412,16.32890296442234,10.408633339999705,5.81521023546567,5.920269624422636,34.57282309120129,11.95013593367606,1672.1534724310627,2019-03-15,2019-06-22,0.6374361684112027,6337.883489705866,São Pedro do Iguaçu,2019
2,17.670714285714286,27.786785714285713,22.728749999999998,111.89,81.27357142857143,57.976572156114294,40.16886644449527,47.39999999999998,17.807705711619025,30.13634379097043,11.403564040083774,2421.991343826383,2019-03-15,2019-06-22,0.6928465231840892,3417.8290654298944,São Pedro do Iguaçu,2019
3,15.406969696969696,24.006666666666668,19.706818181818182,263.38,88.05272727272727,71.83660479138885,67.45296849772559,47.400000000000006,4.383636293663262,195.92703150227436,10.78673248831125,2158.4626766109423,2019-03-15,2019-06-22,0.9389776798834912,3313.547135762809,São Pedro do Iguaçu,2019
4,13.075,23.365,18.22,9.36,86.04772727272727,34.234638250750415,25.356031376283052,23.979848129296798,8.878606874467366,7.424120494420156,10.48083106872467,1160.3431058118715,2019-03-15,2019-06-22,0.7406542809234228,3141.676282839101,São Pedro do Iguaçu,2019
1,17.58764705882353,27.894117647058824,22.740882352941178,43.160000000000004,81.36882352941177,15.781734242697526,8.418019188514727,15.083655251976714,7.363715054182799,24.63057978915729,11.70214457289423,1548.558399740575,2019-03-25,2019-07-02,0.5334026703947246,5623.147342016698,São Pedro do Iguaçu,2019
2,17.634642857142858,27.771785714285716,22.70321428571429,105.03999999999999,82.22214285714286,53.361123610882856,44.292704000103114,47.39999999999998,9.068419610779738,28.430951251873623,11.17764941044295,2291.6508819179026,2019-03-25,2019-07-02,0.8300556847920222,4189.714455487815,São Pedro do Iguaçu,2019
3,13.547878787878787,22.567878787878787,18.05787878787879,236.47,87.52333333333333,65.39791049627037,58.69813490606512,32.08066422722851,6.699775590205244,193.09120086670634,10.642954129220971,1833.2914720640906,2019-03-25,2019-07-02,0.8975536750430683,3975.104031195986,São Pedro do Iguaçu,2019
