,Year,PlantingDate,YieldFresh_ton_ha,Municipio,WP,HI0,CCx,CGC,CDC
34,2019,03/15,12.527382164491979,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.006
35,2020,03/15,12.000441533175012,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.006
36,2021,03/15,12.262970754834143,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.006
37,2022,03/15,11.295803959612359,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.006
38,2023,03/15,12.421386650210538,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.006
39,2024,03/15,12.21075664056722,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.006
40,2015,03/15,11.772540817399676,Matelândia,30.0,0.45,0.9,0.012,0.006
41,2016,03/15,9.09592034571207,Matelândia,30.0,0.45,0.9,0.012,0.006
42,2017,03/15,11.424130037131897,Matelândia,30.0,0.45,0.9,0.012,0.006
43,2018,03/15,10.783928999783543,Matelândia,30.0,0.45,0.9,0.012,0.006
44,2019,03/15,11.836889058385223,Matelândia,30.0,0.45,0.9,0.012,0.006
45,2020,03/15,10.708947451369564,Matelândia,30.0,0.45,0.9,0.012,0.006
46,2021,03/15,11.532075973349315,Matelândia,30.0,0.45,0.9,0.012,0.006
47,2022,03/15,10.286516450840612,Matelândia,30.0,0.45,0.9,0.012,0.006
48,2023,03/15,11.788455836127213,Matelândia,30.0,0.45,0.9,0.012,0.006
49,2024,03/15,11.239122168601972,Matelândia,30.0,0.45,0.9,0.012,0.006
50,2015,03/15,12.184837928142663,Medianeira,30.0,0.45,0.9,0.012,0.006
51,2016,03/15,9.86336477580094,Medianeira,30.0,0.45,0.9,0.012,0.006
52,2017,03/15,11.845743828100929,Medianeira,30.0,0.45,0.9,0.012,0.006
53,2018,03/15,11.270558560216637,Medianeira,30.0,0.45,0.9,0.012,0.006
54,2019,03/15,12.166937610615058,Medianeira,30.0,0.45,0.9,0.012,0.006
55,2020,03/15,11.073483211169897,Medianeira,30.0,0.45,0.9,0.012,0.006
56,2021,03/15,11.820826622416746,Medianeira,30.0,0.45,0.9,0.012,0.006
57,2022,03/15,10.749334305158621,Medianeira,30.0,0.45,0.9,0.012,0.006
58,2023,03/15,12.24848614715969,Medianeira,30.0,0.45,0.9,0.012,0.006
59,2024,03/15,11.237916196696661,Medianeira,30.0,0.45,0.9,0.012,0.006
60,2015,03/15,12.45717026632836,Santa Helena,30.0,0.45,0.9,0.012,0.006
61,2016,03/15,10.488677499206545,Santa Helena,30.0,0.45,0.9,0.012,0.006
62,2017,03/15,12.166831389071483,Santa Helena,30.0,0.45,0.9,0.012,0.006
63,2018,03/15,11.78776673657074,Santa Helena,30.0,0.45,0.9,0.012,0.006
64,2019,03/15,12.419752377799291,Santa Helena,30.0,0.45,0.9,0.012,0.006
65,2020,03/15,11.735207227726638,Santa Helena,30.0,0.45,0.9,0.012,0.006
66,2021,03/15,12.147134531189486,Santa Helena,30.0,0.45,0.9,0.012,0.006
67,2022,03/15,11.291185807501328,Santa Helena,30.0,0.45,0.9,0.012,0.006
68,2023,03/15,12.472317706582452,Santa Helena,30.0,0.45,0.9,0.012,0.006
69,2024,03/15,11.79443262542535,Santa Helena,30.0,0.45,0.9,0.012,0.006
70,2015,03/15,12.184980085406558,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
71,2016,03/15,9.863535795590037,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
72,2017,03/15,11.846040395254835,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
73,2018,03/15,11.27066251366816,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
74,2019,03/15,12.167306824228344,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
75,2020,03/15,11.07386346075052,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
76,2021,03/15,11.82116308572754,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
77,2022,03/15,10.749334305158621,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
78,2023,03/15,12.248938558809089,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
79,2024,03/15,11.238134033701755,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
80,2015,03/15,11.499981104751871,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
81,2016,03/15,8.750118415469286,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
82,2017,03/15,11.085468051349013,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
83,2018,03/15,10.745821623973667,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
84,2019,03/15,11.65901328900281,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
85,2020,03/15,8.68566676164448,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
86,2021,03/15,11.323759014062045,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
87,2022,03/15,9.94160419493432,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
88,2023,03/15,11.53631374481657,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
89,2024,03/15,9.406158887659513,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
90,2015,03/15,11.98978134537541,Toledo,30.0,0.45,0.9,0.012,0.006
91,2016,03/15,9.440845673806619,Toledo,30.0,0.45,0.9,0.012,0.006
92,2017,03/15,11.48803143146709,Toledo,30.0,0.45,0.9,0.012,0.006
93,2018,03/15,11.433251367093748,Toledo,30.0,0.45,0.9,0.012,0.006
94,2019,03/15,12.063269009319725,Toledo,30.0,0.45,0.9,0.012,0.006
95,2020,03/15,11.549951081487821,Toledo,30.0,0.45,0.9,0.012,0.006
96,2021,03/15,11.766930952810311,Toledo,30.0,0.45,0.9,0.012,0.006
97,2022,03/15,10.487005490781645,Toledo,30.0,0.45,0.9,0.012,0.006
98,2023,03/15,11.930690723386286,Toledo,30.0,0.45,0.9,0.012,0.006
99,2024,03/15,12.061104927966255,Toledo,30.0,0.45,0.9,0.012,0.006
100,2015,03/15,11.468250559407513,Cascavel,30.0,0.45,0.9,0.012,0.007
101,2016,03/15,8.388777746675778,Cascavel,30.0,0.45,0.9,0.012,0.007
102,2017,03/15,10.824815977097877,Cascavel,30.0,0.45,0.9,0.012,0.007
103,2018,03/15,10.489938004753297,Cascavel,30.0,0.45,0.9,0.012,0.007
104,2019,03/15,11.50697323661982,Cascavel,30.0,0.45,0.9,0.012,0.007
105,2020,03/15,7.218556737395263,Cascavel,30.0,0.45,0.9,0.012,0.007
106,2021,03/15,10.925131448651765,Cascavel,30.0,0.45,0.9,0.012,0.007
107,2022,03/15,9.83495314381866,Cascavel,30.0,0.45,0.9,0.012,0.007
108,2023,03/15,11.01829216410718,Cascavel,30.0,0.45,0.9,0.012,0.007
109,2024,03/15,11.424806758024415,Cascavel,30.0,0.45,0.9,0.012,0.007
110,2015,03/15,12.185017132864449,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
111,2016,03/15,9.863584408602991,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
112,2017,03/15,11.84609733526933,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
113,2018,03/15,11.270684318021551,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
114,2019,03/15,12.167378146019377,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
115,2020,03/15,11.0739564266045,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
116,2021,03/15,11.821242432378835,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
117,2022,03/15,10.749334305158621,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
118,2023,03/15,12.249027124545922,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
119,2024,03/15,11.238193419158188,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
120,2015,03/15,12.480501340037268,Guaíra,30.0,0.45,0.9,0.012,0.007
121,2016,03/15,10.38712823101136,Guaíra,30.0,0.45,0.9,0.012,0.007
122,2017,03/15,12.072387628525753,Guaíra,30.0,0.45,0.9,0.012,0.007
123,2018,03/15,11.913790393654914,Guaíra,30.0,0.45,0.9,0.012,0.007
124,2019,03/15,12.504647893937815,Guaíra,30.0,0.45,0.9,0.012,0.007
125,2020,03/15,12.115794934022032,Guaíra,30.0,0.45,0.9,0.012,0.007
126,2021,03/15,12.053214517451622,Guaíra,30.0,0.45,0.9,0.012,0.007
127,2022,03/15,11.263908724023782,Guaíra,30.0,0.45,0.9,0.012,0.007
128,2023,03/15,12.297728374178236,Guaíra,30.0,0.45,0.9,0.012,0.007
129,2024,03/15,12.471371260189386,Guaíra,30.0,0.45,0.9,0.012,0.007
130,2015,03/15,12.496979361434152,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
131,2016,03/15,10.486191451376113,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
132,2017,03/15,12.167695986556653,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
133,2018,03/15,11.986195613239751,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
134,2019,03/15,12.527382164491979,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
135,2020,03/15,12.000441533175012,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
136,2021,03/15,12.262970754834143,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
137,2022,03/15,11.295803959612359,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
138,2023,03/15,12.421386650210538,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
139,2024,03/15,12.21075664056722,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
140,2015,03/15,11.772540817399676,Matelândia,30.0,0.45,0.9,0.012,0.007
141,2016,03/15,9.09592034571207,Matelândia,30.0,0.45,0.9,0.012,0.007
142,2017,03/15,11.424130037131897,Matelândia,30.0,0.45,0.9,0.012,0.007
143,2018,03/15,10.783928999783543,Matelândia,30.0,0.45,0.9,0.012,0.007
144,2019,03/15,11.836889058385223,Matelândia,30.0,0.45,0.9,0.012,0.007
145,2020,03/15,10.708947451369564,Matelândia,30.0,0.45,0.9,0.012,0.007
146,2021,03/15,11.532075973349315,Matelândia,30.0,0.45,0.9,0.012,0.007
147,2022,03/15,10.286516450840612,Matelândia,30.0,0.45,0.9,0.012,0.007
148,2023,03/15,11.788455836127213,Matelândia,30.0,0.45,0.9,0.012,0.007
149,2024,03/15,11.239122168601972,Matelândia,30.0,0.45,0.9,0.012,0.007
150,2015,03/15,12.184837928142663,Medianeira,30.0,0.45,0.9,0.012,0.007
151,2016,03/15,9.86336477580094,Medianeira,30.0,0.45,0.9,0.012,0.007
152,2017,03/15,11.845743828100929,Medianeira,30.0,0.45,0.9,0.012,0.007
153,2018,03/15,11.270558560216637,Medianeira,30.0,0.45,0.9,0.012,0.007
154,2019,03/15,12.166937610615058,Medianeira,30.0,0.45,0.9,0.012,0.007
155,2020,03/15,11.073483211169897,Medianeira,30.0,0.45,0.9,0.012,0.007
156,2021,03/15,11.820826622416746,Medianeira,30.0,0.45,0.9,0.012,0.007
157,2022,03/15,10.749334305158621,Medianeira,30.0,0.45,0.9,0.012,0.007
158,2023,03/15,12.24848614715969,Medianeira,30.0,0.45,0.9,0.012,0.007
159,2024,03/15,11.237916196696661,Medianeira,30.0,0.45,0.9,0.012,0.007
160,2015,03/15,12.45717026632836,Santa Helena,30.0,0.45,0.9,0.012,0.007
161,2016,03/15,10.488677499206545,Santa Helena,30.0,0.45,0.9,0.012,0.007
162,2017,03/15,12.166831389071483,Santa Helena,30.0,0.45,0.9,0.012,0.007
163,2018,03/15,11.78776673657074,Santa Helena,30.0,0.45,0.9,0.012,0.007
164,2019,03/15,12.419752377799291,Santa Helena,30.0,0.45,0.9,0.012,0.007
165,2020,03/15,11.735207227726638,Santa Helena,30.0,0.45,0.9,0.012,0.007
166,2021,03/15,12.147134531189486,Santa Helena,30.0,0.45,0.9,0.012,0.007
167,2022,03/15,11.291185807501328,Santa Helena,30.0,0.45,0.9,0.012,0.007
168,2023,03/15,12.472317706582452,Santa Helena,30.0,0.45,0.9,0.012,0.007
169,2024,03/15,11.79443262542535,Santa Helena,30.0,0.45,0.9,0.012,0.007
170,2015,03/15,12.184980085406558,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
171,2016,03/15,9.863535795590037,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
172,2017,03/15,11.846040395254835,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
173,2018,03/15,11.27066251366816,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
174,2019,03/15,12.167306824228344,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
175,2020,03/15,11.07386346075052,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
176,2021,03/15,11.82116308572754,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
177,2022,03/15,10.749334305158621,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
178,2023,03/15,12.248938558809089,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
179,2024,03/15,11.238134033701755,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
180,2015,03/15,11.499981104751871,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
181,2016,03/15,8.750118415469286,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
182,2017,03/15,11.085468051349013,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
183,2018,03/15,10.745821623973667,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
184,2019,03/15,11.65901328900281,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
185,2020,03/15,8.68566676164448,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
186,2021,03/15,11.323759014062045,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
187,2022,03/15,9.94160419493432,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
188,2023,03/15,11.53631374481657,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
189,2024,03/15,9.406158887659513,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
190,2015,03/15,11.98978134537541,Toledo,30.0,0.45,0.9,0.012,0.007
191,2016,03/15,9.440845673806619,Toledo,30.0,0.45,0.9,0.012,0.007
192,2017,03/15,11.48803143146709,Toledo,30.0,0.45,0.9,0.012,0.007
193,2018,03/15,11.433251367093748,Toledo,30.0,0.45,0.9,0.012,0.007
194,2019,03/15,12.063269009319725,Toledo,30.0,0.45,0.9,0.012,0.007
195,2020,03/15,11.549951081487821,Toledo,30.0,0.45,0.9,0.012,0.007
196,2021,03/15,11.766930952810311,Toledo,30.0,0.45,0.9,0.012,0.007
197,2022,03/15,10.487005490781645,Toledo,30.0,0.45,0.9,0.012,0.007
198,2023,03/15,11.930690723386286,Toledo,30.0,0.45,0.9,0.012,0.007
199,2024,03/15,12.061104927966255,Toledo,30.0,0.45,0.9,0.012,0.007
200,2015,03/15,11.468250559407513,Cascavel,30.0,0.45,0.9,0.013,0.006
201,2016,03/15,8.388777746675778,Cascavel,30.0,0.45,0.9,0.013,0.006
202,2017,03/15,10.824815977097877,Cascavel,30.0,0.45,0.9,0.013,0.006
203,2018,03/15,10.489938004753297,Cascavel,30.0,0.45,0.9,0.013,0.006
204,2019,03/15,11.50697323661982,Cascavel,30.0,0.45,0.9,0.013,0.006
205,2020,03/15,7.218556737395263,Cascavel,30.0,0.45,0.9,0.013,0.006
206,2021,03/15,10.925131448651765,Cascavel,30.0,0.45,0.9,0.013,0.006
207,2022,03/15,9.83495314381866,Cascavel,30.0,0.45,0.9,0.013,0.006
208,2023,03/15,11.01829216410718,Cascavel,30.0,0.45,0.9,0.013,0.006
209,2024,03/15,11.424806758024415,Cascavel,30.0,0.45,0.9,0.013,0.006
210,2015,03/15,12.185017132864449,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
211,2016,03/15,9.863584408602991,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
212,2017,03/15,11.84609733526933,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
213,2018,03/15,11.270684318021551,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
214,2019,03/15,12.167378146019377,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
215,2020,03/15,11.0739564266045,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
216,2021,03/15,11.821242432378835,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
217,2022,03/15,10.749334305158621,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
218,2023,03/15,12.249027124545922,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
219,2024,03/15,11.238193419158188,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
220,2015,03/15,12.480501340037268,Guaíra,30.0,0.45,0.9,0.013,0.006
221,2016,03/15,10.38712823101136,Guaíra,30.0,0.45,0.9,0.013,0.006
222,2017,03/15,12.072387628525753,Guaíra,30.0,0.45,0.9,0.013,0.006
223,2018,03/15,11.913790393654914,Guaíra,30.0,0.45,0.9,0.013,0.006
224,2019,03/15,12.504647893937815,Guaíra,30.0,0.45,0.9,0.013,0.006
225,2020,03/15,12.115794934022032,Guaíra,30.0,0.45,0.9,0.013,0.006
226,2021,03/15,12.053214517451622,Guaíra,30.0,0.45,0.9,0.013,0.006
227,2022,03/15,11.263908724023782,Guaíra,30.0,0.45,0.9,0.013,0.006
228,2023,03/15,12.297728374178236,Guaíra,30.0,0.45,0.9,0.013,0.006
229,2024,03/15,12.471371260189386,Guaíra,30.0,0.45,0.9,0.013,0.006
230,2015,03/15,12.496979361434152,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
231,2016,03/15,10.486191451376113,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
232,2017,03/15,12.167695986556653,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
233,2018,03/15,11.986195613239751,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
234,2019,03/15,12.527382164491979,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
235,2020,03/15,12.000441533175012,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
236,2021,03/15,12.262970754834143,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
237,2022,03/15,11.295803959612359,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
238,2023,03/15,12.421386650210538,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
239,2024,03/15,12.21075664056722,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
240,2015,03/15,11.772540817399676,Matelândia,30.0,0.45,0.9,0.013,0.006
241,2016,03/15,9.09592034571207,Matelândia,30.0,0.45,0.9,0.013,0.006
242,2017,03/15,11.424130037131897,Matelândia,30.0,0.45,0.9,0.013,0.006
243,2018,03/15,10.783928999783543,Matelândia,30.0,0.45,0.9,0.013,0.006
244,2019,03/15,11.836889058385223,Matelândia,30.0,0.45,0.9,0.013,0.006
245,2020,03/15,10.708947451369564,Matelândia,30.0,0.45,0.9,0.013,0.006
246,2021,03/15,11.532075973349315,Matelândia,30.0,0.45,0.9,0.013,0.006
247,2022,03/15,10.286516450840612,Matelândia,30.0,0.45,0.9,0.013,0.006
248,2023,03/15,11.788455836127213,Matelândia,30.0,0.45,0.9,0.013,0.006
249,2024,03/15,11.239122168601972,Matelândia,30.0,0.45,0.9,0.013,0.006
250,2015,03/15,12.184837928142663,Medianeira,30.0,0.45,0.9,0.013,0.006
251,2016,03/15,9.86336477580094,Medianeira,30.0,0.45,0.9,0.013,0.006
252,2017,03/15,11.845743828100929,Medianeira,30.0,0.45,0.9,0.013,0.006
253,2018,03/15,11.270558560216637,Medianeira,30.0,0.45,0.9,0.013,0.006
254,2019,03/15,12.166937610615058,Medianeira,30.0,0.45,0.9,0.013,0.006
255,2020,03/15,11.073483211169897,Medianeira,30.0,0.45,0.9,0.013,0.006
256,2021,03/15,11.820826622416746,Medianeira,30.0,0.45,0.9,0.013,0.006
257,2022,03/15,10.749334305158621,Medianeira,30.0,0.45,0.9,0.013,0.006
258,2023,03/15,12.24848614715969,Medianeira,30.0,0.45,0.9,0.013,0.006
259,2024,03/15,11.237916196696661,Medianeira,30.0,0.45,0.9,0.013,0.006
260,2015,03/15,12.45717026632836,Santa Helena,30.0,0.45,0.9,0.013,0.006
261,2016,03/15,10.488677499206545,Santa Helena,30.0,0.45,0.9,0.013,0.006
262,2017,03/15,12.166831389071483,Santa Helena,30.0,0.45,0.9,0.013,0.006
263,2018,03/15,11.78776673657074,Santa Helena,30.0,0.45,0.9,0.013,0.006
264,2019,03/15,12.419752377799291,Santa Helena,30.0,0.45,0.9,0.013,0.006
265,2020,03/15,11.735207227726638,Santa Helena,30.0,0.45,0.9,0.013,0.006
266,2021,03/15,12.147134531189486,Santa Helena,30.0,0.45,0.9,0.013,0.006
267,2022,03/15,11.291185807501328,Santa Helena,30.0,0.45,0.9,0.013,0.006
268,2023,03/15,12.472317706582452,Santa Helena,30.0,0.45,0.9,0.013,0.006
269,2024,03/15,11.79443262542535,Santa Helena,30.0,0.45,0.9,0.013,0.006
270,2015,03/15,12.184980085406558,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
271,2016,03/15,9.863535795590037,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
272,2017,03/15,11.846040395254835,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
273,2018,03/15,11.27066251366816,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
274,2019,03/15,12.167306824228344,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
275,2020,03/15,11.07386346075052,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
276,2021,03/15,11.82116308572754,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
277,2022,03/15,10.749334305158621,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
278,2023,03/15,12.248938558809089,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
279,2024,03/15,11.238134033701755,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
280,2015,03/15,11.499981104751871,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
281,2016,03/15,8.750118415469286,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
282,2017,03/15,11.085468051349013,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
283,2018,03/15,10.745821623973667,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
284,2019,03/15,11.65901328900281,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
285,2020,03/15,8.68566676164448,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
286,2021,03/15,11.323759014062045,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
287,2022,03/15,9.94160419493432,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
288,2023,03/15,11.53631374481657,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
289,2024,03/15,9.406158887659513,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
290,2015,03/15,11.98978134537541,Toledo,30.0,0.45,0.9,0.013,0.006
291,2016,03/15,9.440845673806619,Toledo,30.0,0.45,0.9,0.013,0.006
292,2017,03/15,11.48803143146709,Toledo,30.0,0.45,0.9,0.013,0.006
293,2018,03/15,11.433251367093748,Toledo,30.0,0.45,0.9,0.013,0.006
294,2019,03/15,12.063269009319725,Toledo,30.0,0.45,0.9,0.013,0.006
295,2020,03/15,11.549951081487821,Toledo,30.0,0.45,0.9,0.013,0.006
296,2021,03/15,11.766930952810311,Toledo,30.0,0.45,0.9,0.013,0.006
297,2022,03/15,10.487005490781645,Toledo,30.0,0.45,0.9,0.013,0.006
298,2023,03/15,11.930690723386286,Toledo,30.0,0.45,0.9,0.013,0.006
299,2024,03/15,12.061104927966255,Toledo,30.0,0.45,0.9,0.013,0.006
300,2015,03/15,11.468250559407513,Cascavel,30.0,0.45,0.9,0.013,0.007
301,2016,03/15,8.388777746675778,Cascavel,30.0,0.45,0.9,0.013,0.007
302,2017,03/15,10.824815977097877,Cascavel,30.0,0.45,0.9,0.013,0.007
303,2018,03/15,10.489938004753297,Cascavel,30.0,0.45,0.9,0.013,0.007
304,2019,03/15,11.50697323661982,Cascavel,30.0,0.45,0.9,0.013,0.007
