municipio,data_semeadura,isna_medio,isna_desvio,n_anos,freq_evento_adverso,freq_deficit_faseI,freq_deficit_faseIII,freq_frio_floracao,freq_geada,freq_excesso_faseIV,risco_climatico
Capitão Leônidas Marques,15/03/,0.757396610128263,0.0912038283209195,27,0.48148148148148145,0.37037037037037035,0.1111111111111111,1.0,0.037037037037037035,0.48148148148148145,Inapto (risco > 40%)
Capitão Leônidas Marques,25/02/,0.7328525414600455,0.09291308709271831,27,0.25925925925925924,0.2222222222222222,0.1111111111111111,0.9629629629629629,0.0,0.5185185185185185,Risco climático 30%
Capitão Leônidas Marques,25/03/,0.7584358204781867,0.10775191705727866,27,0.5185185185185185,0.48148148148148145,0.07407407407407407,1.0,0.18518518518518517,0.5925925925925926,Inapto (risco > 40%)
Cascavel,05/02/,0.7693786822379942,0.10161732436039646,27,0.3333333333333333,0.14814814814814814,0.2222222222222222,0.5185185185185185,0.0,0.2962962962962963,Risco climático 40%
Cascavel,05/03/,0.7469445789893377,0.0963326827484882,27,0.3333333333333333,0.2222222222222222,0.1111111111111111,1.0,0.0,0.5925925925925926,Risco climático 40%
Cascavel,15/02/,0.7584233851814239,0.09101958840396415,27,0.2962962962962963,0.037037037037037035,0.25925925925925924,0.8518518518518519,0.0,0.3333333333333333,Risco climático 30%
Cascavel,15/03/,0.7538578906509842,0.09798989376587328,27,0.3333333333333333,0.2222222222222222,0.1111111111111111,1.0,0.037037037037037035,0.5925925925925926,Risco climático 40%
Cascavel,25/02/,0.7400430828606211,0.09584726048385345,27,0.25925925925925924,0.14814814814814814,0.14814814814814814,0.9629629629629629,0.0,0.4444444444444444,Risco climático 30%
Cascavel,25/03/,0.7488311875001863,0.11420150135566601,27,0.4074074074074074,0.37037037037037035,0.07407407407407407,1.0,0.14814814814814814,0.5555555555555556,Inapto (risco > 40%)
Catanduvas,05/02/,0.7784912185788306,0.10164975171877279,27,0.3333333333333333,0.14814814814814814,0.2222222222222222,0.5185185185185185,0.0,0.2962962962962963,Risco climático 40%
Catanduvas,05/03/,0.7542836333084773,0.09690219916875017,27,0.3333333333333333,0.2222222222222222,0.1111111111111111,1.0,0.0,0.6296296296296297,Risco climático 40%
Catanduvas,15/02/,0.7678353843316913,0.09132293572389737,27,0.2962962962962963,0.037037037037037035,0.25925925925925924,0.8518518518518519,0.0,0.3333333333333333,Risco climático 30%
Catanduvas,15/03/,0.7622109327481338,0.09811483104587751,27,0.3333333333333333,0.2222222222222222,0.1111111111111111,1.0,0.037037037037037035,0.5925925925925926,Risco climático 40%
