municipio,data_semeadura,isna_medio,isna_desvio,n_anos,freq_evento_adverso,freq_deficit_faseI,freq_deficit_faseIII,freq_frio_floracao,freq_geada,freq_excesso_faseIV,risco_climatico
Marechal Cândido Rondon,15/02/,0.685796734504561,0.12110774052332936,27,0.3333333333333333,0.07407407407407407,0.2962962962962963,0.48148148148148145,0.0,0.25925925925925924,Risco climático 40%
Marechal Cândido Rondon,15/03/,0.6879052330312744,0.11850605868690071,27,0.7037037037037037,0.5925925925925926,0.14814814814814814,1.0,0.0,0.3333333333333333,Inapto (risco > 40%)
Marechal Cândido Rondon,25/02/,0.6725215759785079,0.1219589405174011,27,0.4074074074074074,0.25925925925925924,0.2222222222222222,0.7777777777777778,0.0,0.3333333333333333,Inapto (risco > 40%)
Marechal Cândido Rondon,25/03/,0.6952316067111695,0.12482611225793991,27,0.7407407407407407,0.6666666666666666,0.14814814814814814,1.0,0.0,0.37037037037037035,Inapto (risco > 40%)
Maripá,05/02/,0.7137829130995229,0.12516257079300308,27,0.48148148148148145,0.18518518518518517,0.37037037037037035,0.4074074074074074,0.0,0.18518518518518517,Inapto (risco > 40%)
Maripá,05/03/,0.6934528294598468,0.11207893168867479,27,0.4074074074074074,0.25925925925925924,0.25925925925925924,1.0,0.0,0.4444444444444444,Inapto (risco > 40%)
Maripá,15/02/,0.7094359496225356,0.10786079308628223,27,0.2962962962962963,0.07407407407407407,0.25925925925925924,0.7407407407407407,0.0,0.2222222222222222,Risco climático 30%
Maripá,15/03/,0.6999660604332886,0.11221486569462415,27,0.6296296296296297,0.5185185185185185,0.18518518518518517,1.0,0.037037037037037035,0.4074074074074074,Inapto (risco > 40%)
Maripá,25/02/,0.6910159898322649,0.11026277893644278,27,0.37037037037037035,0.2222222222222222,0.18518518518518517,0.8888888888888888,0.0,0.2962962962962963,Risco climático 40%
Maripá,25/03/,0.7007160600511575,0.12227085747156403,27,0.7037037037037037,0.6296296296296297,0.14814814814814814,1.0,0.14814814814814814,0.4074074074074074,Inapto (risco > 40%)
Matelândia,05/02/,0.7386598020164937,0.11522752499217336,27,0.2962962962962963,0.18518518518518517,0.14814814814814814,0.5185185185185185,0.0,0.37037037037037035,Risco climático 30%
Matelândia,05/03/,0.7458854476460262,0.08854992375498547,27,0.3333333333333333,0.25925925925925924,0.1111111111111111,1.0,0.0,0.5555555555555556,Risco climático 40%
Matelândia,15/02/,0.7387061217364095,0.09434985125110766,27,0.2962962962962963,0.1111111111111111,0.2222222222222222,0.8148148148148148,0.0,0.4074074074074074,Risco climático 30%
Matelândia,15/03/,0.7586001221402721,0.09123011301538814,27,0.48148148148148145,0.37037037037037035,0.1111111111111111,1.0,0.037037037037037035,0.48148148148148145,Inapto (risco > 40%)
Matelândia,25/02/,0.7337103562779154,0.09307421145414342,27,0.25925925925925924,0.2222222222222222,0.1111111111111111,0.9629629629629629,0.0,0.5185185185185185,Risco climático 30%
Matelândia,25/03/,0.7595208577917512,0.10787917498850752,27,0.4444444444444444,0.4074074074074074,0.07407407407407407,1.0,0.18518518518518517,0.5925925925925926,Inapto (risco > 40%)
Medianeira,05/02/,0.6800880911271748,0.13787540371259058,27,0.4444444444444444,0.25925925925925924,0.37037037037037035,0.4444444444444444,0.0,0.25925925925925924,Inapto (risco > 40%)
Medianeira,05/03/,0.7004610624608203,0.09805850684361091,27,0.5555555555555556,0.48148148148148145,0.18518518518518517,0.9629629629629629,0.0,0.5555555555555556,Inapto (risco > 40%)
Medianeira,15/02/,0.6829891100579876,0.11458780323513952,27,0.37037037037037035,0.14814814814814814,0.25925925925925924,0.7407407407407407,0.0,0.4074074074074074,Risco climático 40%
Medianeira,15/03/,0.7256315062492221,0.09863361290099211,27,0.6666666666666666,0.5185185185185185,0.14814814814814814,1.0,0.037037037037037035,0.48148148148148145,Inapto (risco > 40%)
Medianeira,25/02/,0.6831994954505907,0.10394257552131521,27,0.3333333333333333,0.2962962962962963,0.14814814814814814,0.8888888888888888,0.0,0.4444444444444444,Risco climático 40%
Medianeira,25/03/,0.732883334046447,0.11756606026748703,27,0.7037037037037037,0.6296296296296297,0.1111111111111111,1.0,0.1111111111111111,0.48148148148148145,Inapto (risco > 40%)
Mercedes,05/02/,0.6806028907325431,0.13573474323343415,27,0.5185185185185185,0.2222222222222222,0.4074074074074074,0.14814814814814814,0.0,0.18518518518518517,Inapto (risco > 40%)
Mercedes,05/03/,0.6766378040844496,0.12134561632809412,27,0.48148148148148145,0.37037037037037035,0.2222222222222222,0.9259259259259259,0.0,0.37037037037037035,Inapto (risco > 40%)
Mercedes,15/02/,0.685495188587388,0.12104786284246781,27,0.3333333333333333,0.07407407407407407,0.2962962962962963,0.48148148148148145,0.0,0.25925925925925924,Risco climático 40%
Mercedes,15/03/,0.6875929339668806,0.11848222409029666,27,0.7037037037037037,0.5925925925925926,0.14814814814814814,1.0,0.0,0.3333333333333333,Inapto (risco > 40%)
Mercedes,25/02/,0.6722181198867996,0.1218958763534619,27,0.4074074074074074,0.25925925925925924,0.2222222222222222,0.7777777777777778,0.0,0.3333333333333333,Inapto (risco > 40%)
Mercedes,25/03/,0.6949196814823874,0.12480684182813057,27,0.7407407407407407,0.6666666666666666,0.14814814814814814,1.0,0.0,0.37037037037037035,Inapto (risco > 40%)
Missal,05/02/,0.6553575600967221,0.13744095113972055,27,0.5185185185185185,0.25925925925925924,0.4444444444444444,0.2222222222222222,0.0,0.2222222222222222,Inapto (risco > 40%)
Missal,05/03/,0.6682049498238489,0.11113072105303147,27,0.5555555555555556,0.4074074074074074,0.25925925925925924,0.9259259259259259,0.0,0.37037037037037035,Inapto (risco > 40%)
Missal,15/02/,0.6587328402550285,0.11482809434532347,27,0.4074074074074074,0.14814814814814814,0.2962962962962963,0.48148148148148145,0.0,0.2222222222222222,Inapto (risco > 40%)
Missal,15/03/,0.6873291400200265,0.10907349373410463,27,0.7037037037037037,0.5555555555555556,0.18518518518518517,1.0,0.0,0.4074074074074074,Inapto (risco > 40%)
Missal,25/02/,0.6568292198253602,0.11130439707828381,27,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.7777777777777778,0.0,0.2962962962962963,Inapto (risco > 40%)
Missal,25/03/,0.6977633018150117,0.122432838851554,27,0.7777777777777778,0.7407407407407407,0.1111111111111111,1.0,0.0,0.3333333333333333,Inapto (risco > 40%)
Nova Aurora,05/02/,0.7383420498577367,0.11728852881254148,27,0.4444444444444444,0.18518518518518517,0.37037037037037035,0.4074074074074074,0.0,0.14814814814814814,Inapto (risco > 40%)
Nova Aurora,05/03/,0.699596913970643,0.11085523847409284,27,0.4074074074074074,0.25925925925925924,0.18518518518518517,1.0,0.0,0.4074074074074074,Inapto (risco > 40%)
Nova Aurora,15/02/,0.7240306107696058,0.10291285595333095,27,0.2962962962962963,0.07407407407407407,0.25925925925925924,0.7407407407407407,0.0,0.18518518518518517,Risco climático 30%
Nova Aurora,15/03/,0.7058749609075462,0.1080703533581802,27,0.48148148148148145,0.2962962962962963,0.25925925925925924,1.0,0.037037037037037035,0.5185185185185185,Inapto (risco > 40%)
Nova Aurora,25/02/,0.6994958532013464,0.108382331734004,27,0.4074074074074074,0.14814814814814814,0.2962962962962963,0.9259259259259259,0.0,0.3333333333333333,Inapto (risco > 40%)
Nova Aurora,25/03/,0.6978403109771207,0.12196195953719796,27,0.5555555555555556,0.48148148148148145,0.14814814814814814,1.0,0.14814814814814814,0.4074074074074074,Inapto (risco > 40%)
Nova Santa Rosa,05/02/,0.7139855439370277,0.1251725850879391,27,0.48148148148148145,0.18518518518518517,0.37037037037037035,0.4074074074074074,0.0,0.18518518518518517,Inapto (risco > 40%)
Nova Santa Rosa,05/03/,0.6936370754607348,0.11205464233779582,27,0.4074074074074074,0.25925925925925924,0.25925925925925924,1.0,0.0,0.4444444444444444,Inapto (risco > 40%)
Nova Santa Rosa,15/02/,0.7096246155441404,0.10783805141160671,27,0.2962962962962963,0.07407407407407407,0.25925925925925924,0.7407407407407407,0.0,0.2222222222222222,Risco climático 30%
Nova Santa Rosa,15/03/,0.700154959103425,0.11218945712220627,27,0.6296296296296297,0.5185185185185185,0.18518518518518517,1.0,0.037037037037037035,0.4074074074074074,Inapto (risco > 40%)
Nova Santa Rosa,25/02/,0.6912163536794037,0.11023529887510239,27,0.37037037037037035,0.2222222222222222,0.18518518518518517,0.8888888888888888,0.0,0.2962962962962963,Risco climático 40%
Nova Santa Rosa,25/03/,0.7009022120772305,0.12226521106494073,27,0.7037037037037037,0.6296296296296297,0.14814814814814814,1.0,0.14814814814814814,0.4074074074074074,Inapto (risco > 40%)
Ouro Verde do Oeste,05/02/,0.7288007483577702,0.11883729284143872,27,0.37037037037037035,0.18518518518518517,0.25925925925925924,0.5185185185185185,0.0,0.3333333333333333,Risco climático 40%
Ouro Verde do Oeste,05/03/,0.7248568321415673,0.0973365339050117,27,0.37037037037037035,0.25925925925925924,0.14814814814814814,1.0,0.0,0.5185185185185185,Risco climático 40%
Ouro Verde do Oeste,15/02/,0.7274588887491932,0.09874422751089613,27,0.2962962962962963,0.1111111111111111,0.2222222222222222,0.8518518518518519,0.0,0.37037037037037035,Risco climático 30%
Ouro Verde do Oeste,15/03/,0.7344679606334366,0.10030476429394417,27,0.5555555555555556,0.4444444444444444,0.1111111111111111,1.0,0.037037037037037035,0.4444444444444444,Inapto (risco > 40%)
Ouro Verde do Oeste,25/02/,0.7176936290410298,0.0999526589100476,27,0.2962962962962963,0.2222222222222222,0.14814814814814814,0.9629629629629629,0.0,0.4074074074074074,Risco climático 30%
Ouro Verde do Oeste,25/03/,0.7346310000958816,0.11739801658317339,27,0.6666666666666666,0.6296296296296297,0.1111111111111111,1.0,0.18518518518518517,0.5555555555555556,Inapto (risco > 40%)
Palotina,05/02/,0.712338661245097,0.12516846430373316,27,0.5185185185185185,0.18518518518518517,0.4074074074074074,0.4074074074074074,0.0,0.18518518518518517,Inapto (risco > 40%)
Palotina,05/03/,0.6918335368686812,0.11183885856723974,27,0.4074074074074074,0.25925925925925924,0.25925925925925924,1.0,0.0,0.4074074074074074,Inapto (risco > 40%)
Palotina,15/02/,0.7078154158667481,0.10742901438708523,27,0.2962962962962963,0.07407407407407407,0.25925925925925924,0.7407407407407407,0.0,0.2222222222222222,Risco climático 30%
Palotina,15/03/,0.6984177182159819,0.11208068891045256,27,0.6296296296296297,0.5185185185185185,0.18518518518518517,1.0,0.037037037037037035,0.4074074074074074,Inapto (risco > 40%)
Palotina,25/02/,0.6895305269554322,0.1098561470291722,27,0.37037037037037035,0.2222222222222222,0.18518518518518517,0.8888888888888888,0.0,0.2962962962962963,Risco climático 40%
Palotina,25/03/,0.6992151294415451,0.12220706164980935,27,0.7037037037037037,0.6296296296296297,0.14814814814814814,1.0,0.14814814814814814,0.4074074074074074,Inapto (risco > 40%)
Pato Bragado,05/02/,0.6614122516250295,0.13458194050084987,27,0.5555555555555556,0.25925925925925924,0.48148148148148145,0.14814814814814814,0.0,0.1111111111111111,Inapto (risco > 40%)
Pato Bragado,05/03/,0.653973043056836,0.12008894523646772,27,0.5925925925925926,0.48148148148148145,0.2962962962962963,0.9259259259259259,0.0,0.3333333333333333,Inapto (risco > 40%)
Pato Bragado,15/02/,0.6637647753007861,0.11643583145442593,27,0.4074074074074074,0.07407407407407407,0.37037037037037035,0.48148148148148145,0.0,0.18518518518518517,Inapto (risco > 40%)
Pato Bragado,15/03/,0.6646844862249336,0.11865709973571764,27,0.7037037037037037,0.5925925925925926,0.18518518518518517,1.0,0.0,0.25925925925925924,Inapto (risco > 40%)
Pato Bragado,25/02/,0.6492436018969505,0.11875919021709402,27,0.4444444444444444,0.25925925925925924,0.2962962962962963,0.7777777777777778,0.0,0.25925925925925924,Inapto (risco > 40%)
Pato Bragado,25/03/,0.673269592188785,0.12373811583307644,27,0.7777777777777778,0.7407407407407407,0.14814814814814814,1.0,0.0,0.3333333333333333,Inapto (risco > 40%)
Quatro Pontes,05/02/,0.7162465935721007,0.12515617200654938,27,0.4444444444444444,0.18518518518518517,0.3333333333333333,0.4074074074074074,0.0,0.18518518518518517,Inapto (risco > 40%)
Quatro Pontes,05/03/,0.696074124835031,0.11236665775771341,27,0.37037037037037035,0.25925925925925924,0.2222222222222222,1.0,0.0,0.4444444444444444,Risco climático 40%
Quatro Pontes,15/02/,0.7120983978237301,0.1083681855695127,27,0.2962962962962963,0.07407407407407407,0.25925925925925924,0.7407407407407407,0.0,0.25925925925925924,Risco climático 30%
Quatro Pontes,15/03/,0.7025039744586068,0.11244477434717927,27,0.6296296296296297,0.5185185185185185,0.18518518518518517,1.0,0.037037037037037035,0.4074074074074074,Inapto (risco > 40%)
Quatro Pontes,25/02/,0.6934623444484596,0.11077651522000367,27,0.3333333333333333,0.2222222222222222,0.14814814814814814,0.8888888888888888,0.0,0.2962962962962963,Risco climático 40%
Quatro Pontes,25/03/,0.7031286820829005,0.12228741456244555,27,0.7037037037037037,0.6296296296296297,0.14814814814814814,1.0,0.14814814814814814,0.4074074074074074,Inapto (risco > 40%)
Ramilândia,05/02/,0.6549348514244772,0.1373054595383687,27,0.5185185185185185,0.25925925925925924,0.4444444444444444,0.2222222222222222,0.0,0.2222222222222222,Inapto (risco > 40%)
Ramilândia,05/03/,0.6677578223845588,0.11107043589487238,27,0.5555555555555556,0.4074074074074074,0.25925925925925924,0.9259259259259259,0.0,0.37037037037037035,Inapto (risco > 40%)
Ramilândia,15/02/,0.6583032216234513,0.11466668799323843,27,0.4074074074074074,0.14814814814814814,0.2962962962962963,0.48148148148148145,0.0,0.2222222222222222,Inapto (risco > 40%)
Ramilândia,15/03/,0.686852340565663,0.10902234199034984,27,0.7037037037037037,0.5555555555555556,0.18518518518518517,1.0,0.0,0.37037037037037035,Inapto (risco > 40%)
Ramilândia,25/02/,0.6563997034909913,0.11117745758729923,27,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.7777777777777778,0.0,0.2962962962962963,Inapto (risco > 40%)
Ramilândia,25/03/,0.6972587929802398,0.12238507201670444,27,0.7777777777777778,0.7407407407407407,0.1111111111111111,1.0,0.0,0.3333333333333333,Inapto (risco > 40%)
Santa Helena,05/02/,0.6556869016440179,0.13785686545826664,27,0.5185185185185185,0.25925925925925924,0.4444444444444444,0.2222222222222222,0.0,0.18518518518518517,Inapto (risco > 40%)
Santa Helena,05/03/,0.6666508153652239,0.1121511856392142,27,0.5555555555555556,0.4074074074074074,0.25925925925925924,0.9259259259259259,0.0,0.37037037037037035,Inapto (risco > 40%)
Santa Helena,15/02/,0.6585580622638164,0.11580126381361323,27,0.4074074074074074,0.14814814814814814,0.2962962962962963,0.48148148148148145,0.0,0.2222222222222222,Inapto (risco > 40%)
Santa Helena,15/03/,0.6855020005870754,0.10986983202401136,27,0.7037037037037037,0.5185185185185185,0.18518518518518517,1.0,0.0,0.37037037037037035,Inapto (risco > 40%)
Santa Helena,25/02/,0.6550089604543274,0.11193531302319701,27,0.48148148148148145,0.3333333333333333,0.25925925925925924,0.7777777777777778,0.0,0.2962962962962963,Inapto (risco > 40%)
Santa Helena,25/03/,0.6947700192154924,0.12271750918206445,27,0.7777777777777778,0.7407407407407407,0.1111111111111111,1.0,0.0,0.3333333333333333,Inapto (risco > 40%)
Santa Lúcia,05/02/,0.7414236274522125,0.11633300236653742,27,0.2962962962962963,0.18518518518518517,0.14814814814814814,0.5185185185185185,0.0,0.37037037037037035,Risco climático 30%
Santa Lúcia,05/03/,0.7488996150186359,0.08837318662090225,27,0.3333333333333333,0.25925925925925924,0.1111111111111111,1.0,0.0,0.5555555555555556,Risco climático 40%
Santa Lúcia,15/02/,0.7420738872101222,0.09469656282520436,27,0.25925925925925924,0.1111111111111111,0.18518518518518517,0.8148148148148148,0.0,0.4074074074074074,Risco climático 30%
Santa Lúcia,15/03/,0.7616756587734085,0.09110063690065477,27,0.48148148148148145,0.37037037037037035,0.1111111111111111,1.0,0.037037037037037035,0.48148148148148145,Inapto (risco > 40%)
Santa Lúcia,25/02/,0.7361655600598944,0.09326881352410006,27,0.25925925925925924,0.2222222222222222,0.1111111111111111,0.9629629629629629,0.0,0.5185185185185185,Risco climático 30%
Santa Lúcia,25/03/,0.7624467070329765,0.10800468635647408,27,0.4444444444444444,0.4074074074074074,0.07407407407407407,1.0,0.18518518518518517,0.5555555555555556,Inapto (risco > 40%)
Santa Tereza do Oeste,05/02/,0.7260308758165017,0.11873660448981675,27,0.3333333333333333,0.18518518518518517,0.2222222222222222,0.5185185185185185,0.0,0.3333333333333333,Risco climático 40%
Santa Tereza do Oeste,05/03/,0.7245987603393343,0.09571900367208187,27,0.37037037037037035,0.2962962962962963,0.14814814814814814,1.0,0.0,0.5185185185185185,Risco climático 40%
Santa Tereza do Oeste,15/02/,0.7259555874105287,0.09682165151708878,27,0.2962962962962963,0.1111111111111111,0.2222222222222222,0.8518518518518519,0.0,0.3333333333333333,Risco climático 30%
Santa Tereza do Oeste,15/03/,0.7338530459477327,0.09866263682866686,27,0.5555555555555556,0.4444444444444444,0.1111111111111111,1.0,0.037037037037037035,0.48148148148148145,Inapto (risco > 40%)
Santa Tereza do Oeste,25/02/,0.71767175719789,0.09804122908368683,27,0.2962962962962963,0.2222222222222222,0.14814814814814814,0.9629629629629629,0.0,0.4074074074074074,Risco climático 30%
Santa Tereza do Oeste,25/03/,0.7350612753736546,0.11590676323108516,27,0.6296296296296297,0.5925925925925926,0.1111111111111111,1.0,0.18518518518518517,0.5185185185185185,Inapto (risco > 40%)
Santa Terezinha de Itaipu,05/02/,0.6680892962451869,0.13432809414557165,27,0.4444444444444444,0.25925925925925924,0.37037037037037035,0.4444444444444444,0.0,0.3333333333333333,Inapto (risco > 40%)
Santa Terezinha de Itaipu,05/03/,0.6889581567852093,0.09686177090058164,27,0.5555555555555556,0.5185185185185185,0.18518518518518517,0.9629629629629629,0.0,0.37037037037037035,Inapto (risco > 40%)
Santa Terezinha de Itaipu,15/02/,0.6697945697606977,0.11176019721106265,27,0.4074074074074074,0.14814814814814814,0.2962962962962963,0.7407407407407407,0.0,0.3333333333333333,Inapto (risco > 40%)
Santa Terezinha de Itaipu,15/03/,0.7130803073422144,0.09842842437872777,27,0.6666666666666666,0.5185185185185185,0.14814814814814814,1.0,0.037037037037037035,0.48148148148148145,Inapto (risco > 40%)
Santa Terezinha de Itaipu,25/02/,0.6723637534649567,0.10096602721427368,27,0.4444444444444444,0.37037037037037035,0.18518518518518517,0.8888888888888888,0.0,0.4074074074074074,Inapto (risco > 40%)
Santa Terezinha de Itaipu,25/03/,0.7203342171037883,0.11726666104637015,27,0.7037037037037037,0.6296296296296297,0.1111111111111111,1.0,0.1111111111111111,0.4074074074074074,Inapto (risco > 40%)
Serranópolis do Iguaçu,05/02/,0.7329073115968427,0.11463541116795604,27,0.3333333333333333,0.25925925925925924,0.14814814814814814,0.5185185185185185,0.0,0.37037037037037035,Risco climático 40%
Serranópolis do Iguaçu,05/03/,0.7411052224147255,0.08961214678993615,27,0.3333333333333333,0.25925925925925924,0.1111111111111111,1.0,0.0,0.5555555555555556,Risco climático 40%
Serranópolis do Iguaçu,15/02/,0.7334176536309888,0.09487362076242604,27,0.2962962962962963,0.1111111111111111,0.2222222222222222,0.8148148148148148,0.0,0.4444444444444444,Risco climático 30%
Serranópolis do Iguaçu,15/03/,0.754923071217524,0.09161365674406056,27,0.48148148148148145,0.37037037037037035,0.1111111111111111,1.0,0.037037037037037035,0.48148148148148145,Inapto (risco > 40%)
Serranópolis do Iguaçu,25/02/,0.7306288685363386,0.09327952047132117,27,0.25925925925925924,0.2222222222222222,0.1111111111111111,0.9629629629629629,0.0,0.48148148148148145,Risco climático 30%
Serranópolis do Iguaçu,25/03/,0.756643710116724,0.10774390254207238,27,0.5555555555555556,0.48148148148148145,0.1111111111111111,1.0,0.18518518518518517,0.5925925925925926,Inapto (risco > 40%)
São José das Palmeiras,05/02/,0.6733770103580988,0.14062047138594763,27,0.48148148148148145,0.25925925925925924,0.4074074074074074,0.2222222222222222,0.0,0.25925925925925924,Inapto (risco > 40%)
São José das Palmeiras,05/03/,0.6857583050377096,0.11403511219065282,27,0.4444444444444444,0.37037037037037035,0.18518518518518517,0.9259259259259259,0.0,0.4444444444444444,Inapto (risco > 40%)
São José das Palmeiras,15/02/,0.6761335423508418,0.11929051502551156,27,0.37037037037037035,0.1111111111111111,0.2962962962962963,0.48148148148148145,0.0,0.3333333333333333,Risco climático 40%
São José das Palmeiras,15/03/,0.7051712788679441,0.10983384867067256,27,0.7037037037037037,0.5185185185185185,0.18518518518518517,1.0,0.0,0.48148148148148145,Inapto (risco > 40%)
São José das Palmeiras,25/02/,0.6722383645449128,0.11491774189220913,27,0.4074074074074074,0.2962962962962963,0.18518518518518517,0.7777777777777778,0.0,0.37037037037037035,Inapto (risco > 40%)
São José das Palmeiras,25/03/,0.713115635435136,0.12409671215218661,27,0.7777777777777778,0.7407407407407407,0.1111111111111111,1.0,0.0,0.4444444444444444,Inapto (risco > 40%)
São Miguel do Iguaçu,05/02/,0.6716371005235521,0.13530731423800413,27,0.4444444444444444,0.25925925925925924,0.37037037037037035,0.4444444444444444,0.0,0.3333333333333333,Inapto (risco > 40%)
São Miguel do Iguaçu,05/03/,0.6928003570755796,0.09666258634837671,27,0.5555555555555556,0.5185185185185185,0.18518518518518517,0.9629629629629629,0.0,0.4444444444444444,Inapto (risco > 40%)
São Miguel do Iguaçu,15/02/,0.6736776003698409,0.11257474628118437,27,0.4074074074074074,0.14814814814814814,0.2962962962962963,0.7407407407407407,0.0,0.37037037037037035,Inapto (risco > 40%)
São Miguel do Iguaçu,15/03/,0.71692911731339,0.09854563554807295,27,0.6666666666666666,0.5185185185185185,0.14814814814814814,1.0,0.037037037037037035,0.48148148148148145,Inapto (risco > 40%)
São Miguel do Iguaçu,25/02/,0.675729527318358,0.10164780864111929,27,0.37037037037037035,0.3333333333333333,0.14814814814814814,0.8888888888888888,0.0,0.4074074074074074,Risco climático 40%
São Miguel do Iguaçu,25/03/,0.7241587957017254,0.11732201795642763,27,0.7037037037037037,0.6296296296296297,0.1111111111111111,1.0,0.1111111111111111,0.4444444444444444,Inapto (risco > 40%)
São Pedro do Iguaçu,05/02/,0.7281381832183518,0.11882897647500655,27,0.37037037037037035,0.18518518518518517,0.25925925925925924,0.5185185185185185,0.0,0.3333333333333333,Risco climático 40%
São Pedro do Iguaçu,05/03/,0.7241781374052939,0.09736976370144458,27,0.37037037037037035,0.25925925925925924,0.14814814814814814,1.0,0.0,0.5185185185185185,Risco climático 40%
São Pedro do Iguaçu,15/02/,0.7268197279293039,0.09871455155352486,27,0.2962962962962963,0.1111111111111111,0.2222222222222222,0.8518518518518519,0.0,0.37037037037037035,Risco climático 30%
São Pedro do Iguaçu,15/03/,0.7338109475267349,0.10034494110106827,27,0.5555555555555556,0.4444444444444444,0.1111111111111111,1.0,0.037037037037037035,0.4444444444444444,Inapto (risco > 40%)
São Pedro do Iguaçu,25/02/,0.7170564259323897,0.09994506214646585,27,0.2962962962962963,0.2222222222222222,0.14814814814814814,0.9629629629629629,0.0,0.4074074074074074,Risco climático 30%
São Pedro do Iguaçu,25/03/,0.734020047138187,0.11742324909924098,27,0.6666666666666666,0.6296296296296297,0.1111111111111111,1.0,0.18518518518518517,0.5555555555555556,Inapto (risco > 40%)
Terra Roxa,05/02/,0.6710074490662042,0.12842237744164467,27,0.5185185185185185,0.18518518518518517,0.4074074074074074,0.2962962962962963,0.0,0.14814814814814814,Inapto (risco > 40%)
Terra Roxa,05/03/,0.6518616354495171,0.13192467078284756,27,0.5555555555555556,0.4444444444444444,0.2962962962962963,0.9629629629629629,0.0,0.37037037037037035,Inapto (risco > 40%)
Terra Roxa,15/02/,0.6641770144463792,0.11919523334213618,27,0.4074074074074074,0.07407407407407407,0.4074074074074074,0.6296296296296297,0.0,0.18518518518518517,Inapto (risco > 40%)
Terra Roxa,15/03/,0.6559611189892308,0.129547861311253,27,0.6666666666666666,0.5925925925925926,0.18518518518518517,1.0,0.0,0.25925925925925924,Inapto (risco > 40%)
Terra Roxa,25/02/,0.6487231165293196,0.1280700836342502,27,0.4444444444444444,0.2962962962962963,0.25925925925925924,0.8148148148148148,0.0,0.3333333333333333,Inapto (risco > 40%)
Terra Roxa,25/03/,0.6612094557854067,0.1327027675730503,27,0.7407407407407407,0.6666666666666666,0.18518518518518517,1.0,0.0,0.3333333333333333,Inapto (risco > 40%)
Toledo,05/02/,0.711456115918854,0.12512440627950605,27,0.5185185185185185,0.18518518518518517,0.4074074074074074,0.4074074074074074,0.0,0.18518518518518517,Inapto (risco > 40%)
Toledo,05/03/,0.6910329412107458,0.11195037786896717,27,0.4074074074074074,0.25925925925925924,0.25925925925925924,1.0,0.0,0.4074074074074074,Inapto (risco > 40%)
Toledo,15/02/,0.7070027585536593,0.10754276105254071,27,0.2962962962962963,0.07407407407407407,0.25925925925925924,0.7407407407407407,0.0,0.2222222222222222,Risco climático 30%
Toledo,15/03/,0.6976167533640877,0.11213545487025506,27,0.6296296296296297,0.5185185185185185,0.18518518518518517,1.0,0.037037037037037035,0.4074074074074074,Inapto (risco > 40%)
Toledo,25/02/,0.6886692036236413,0.1099758108414028,27,0.37037037037037035,0.2222222222222222,0.18518518518518517,0.8888888888888888,0.0,0.2962962962962963,Risco climático 40%
Toledo,25/03/,0.6984315530288908,0.1222462142239157,27,0.7037037037037037,0.6296296296296297,0.14814814814814814,1.0,0.14814814814814814,0.4074074074074074,Inapto (risco > 40%)
Três Barras do Paraná,05/02/,0.7638841897538418,0.10398710553350073,27,0.2962962962962963,0.2222222222222222,0.1111111111111111,0.5555555555555556,0.0,0.37037037037037035,Risco climático 30%
Três Barras do Paraná,05/03/,0.7490680583886555,0.10038155619753297,27,0.3333333333333333,0.25925925925925924,0.1111111111111111,1.0,0.0,0.6296296296296297,Risco climático 40%
Três Barras do Paraná,15/02/,0.7546509958124629,0.09569866495090283,27,0.2222222222222222,0.037037037037037035,0.18518518518518517,0.8518518518518519,0.0,0.3333333333333333,Risco climático 30%
Três Barras do Paraná,15/03/,0.7578346788292323,0.10518119063354517,27,0.4444444444444444,0.3333333333333333,0.1111111111111111,1.0,0.037037037037037035,0.5555555555555556,Inapto (risco > 40%)
Três Barras do Paraná,25/02/,0.7410353523069971,0.09940196692393442,27,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.9629629629629629,0.0,0.4444444444444444,Risco climático 30%
Três Barras do Paraná,25/03/,0.7523693704060767,0.11973472888986268,27,0.48148148148148145,0.4074074074074074,0.1111111111111111,1.0,0.14814814814814814,0.5925925925925926,Inapto (risco > 40%)
Tupãssi,05/02/,0.7117754159987635,0.12511950411814968,27,0.5185185185185185,0.18518518518518517,0.4074074074074074,0.4074074074074074,0.0,0.18518518518518517,Inapto (risco > 40%)
Tupãssi,05/03/,0.6914119725590971,0.11203420907663884,27,0.4074074074074074,0.25925925925925924,0.25925925925925924,1.0,0.0,0.4074074074074074,Inapto (risco > 40%)
Tupãssi,15/02/,0.7073771874560774,0.10768189318346352,27,0.2962962962962963,0.07407407407407407,0.25925925925925924,0.7407407407407407,0.0,0.2222222222222222,Risco climático 30%
Tupãssi,15/03/,0.6979685499083607,0.1121990356739625,27,0.6296296296296297,0.5185185185185185,0.18518518518518517,1.0,0.037037037037037035,0.4074074074074074,Inapto (risco > 40%)
Tupãssi,25/02/,0.6890030589738807,0.11010557660241427,27,0.37037037037037035,0.2222222222222222,0.18518518518518517,0.8888888888888888,0.0,0.2962962962962963,Risco climático 40%
Tupãssi,25/03/,0.6987848343676104,0.12227322132801174,27,0.7037037037037037,0.6296296296296297,0.14814814814814814,1.0,0.14814814814814814,0.4074074074074074,Inapto (risco > 40%)
