,Unnamed: 0,Year,PlantingDate,YieldFresh_ton_ha,Municipio,WP,HI0,CCx,CGC,CDC
2826,2826,2021,03/25,12.532522172073500,Guaíra,32.0,0.45,0.95,12,6
2827,2827,2022,03/25,12.091396132753600,Guaíra,32.0,0.45,0.95,12,6
2828,2828,2023,03/25,1.323601233533630,Guaíra,32.0,0.45,0.95,12,6
2829,2829,2024,03/25,13.329842340769700,Guaíra,32.0,0.45,0.95,12,6
2830,2830,2015,03/25,13.465962921029700,Marechal Cândido Rondon,32.0,0.45,0.95,12,6
2831,2831,2016,03/25,11.100648181303800,Marechal Cândido Rondon,32.0,0.45,0.95,12,6
2832,2832,2017,03/25,12.945389227130700,Marechal Cândido Rondon,32.0,0.45,0.95,12,6
2833,2833,2018,03/25,12.826972360760100,Marechal Cândido Rondon,32.0,0.45,0.95,12,6
2834,2834,2019,03/25,13.370897350789600,Marechal Cândido Rondon,32.0,0.45,0.95,12,6
2835,2835,2020,03/25,1.291429880347880,Marechal Cândido Rondon,32.0,0.45,0.95,12,6
2836,2836,2021,03/25,12.802333727745900,Marechal Cândido Rondon,32.0,0.45,0.95,12,6
2837,2837,2022,03/25,12.132948732810000,Marechal Cândido Rondon,32.0,0.45,0.95,12,6
2838,2838,2023,03/25,13.377418673396500,Marechal Cândido Rondon,32.0,0.45,0.95,12,6
2839,2839,2024,03/25,13.005243262257900,Marechal Cândido Rondon,32.0,0.45,0.95,12,6
2840,2840,2015,03/25,12.472326614329500,Matelândia,32.0,0.45,0.95,12,6
2841,2841,2016,03/25,7.481060769535660,Matelândia,32.0,0.45,0.95,12,6
2842,2842,2017,03/25,12.105296640283700,Matelândia,32.0,0.45,0.95,12,6
2843,2843,2018,03/25,11.372027523009200,Matelândia,32.0,0.45,0.95,12,6
2844,2844,2019,03/25,12.478258039568800,Matelândia,32.0,0.45,0.95,12,6
2845,2845,2020,03/25,11.370827233289600,Matelândia,32.0,0.45,0.95,12,6
2846,2846,2021,03/25,11.933036620430200,Matelândia,32.0,0.45,0.95,12,6
2847,2847,2022,03/25,10.943898253838300,Matelândia,32.0,0.45,0.95,12,6
2848,2848,2023,03/25,12.635953934694600,Matelândia,32.0,0.45,0.95,12,6
2849,2849,2024,03/25,11.790216807701600,Matelândia,32.0,0.45,0.95,12,6
2850,2850,2015,03/25,13.016032711470600,Medianeira,32.0,0.45,0.95,12,6
2851,2851,2016,03/25,10.318447752221300,Medianeira,32.0,0.45,0.95,12,6
2852,2852,2017,03/25,12.600871478035400,Medianeira,32.0,0.45,0.95,12,6
2853,2853,2018,03/25,11.973233964022500,Medianeira,32.0,0.45,0.95,12,6
2854,2854,2019,03/25,12.892049725888700,Medianeira,32.0,0.45,0.95,12,6
2855,2855,2020,03/25,1.175284021403160,Medianeira,32.0,0.45,0.95,12,6
2856,2856,2021,03/25,12.286622229022500,Medianeira,32.0,0.45,0.95,12,6
2857,2857,2022,03/25,114.491918279453,Medianeira,32.0,0.45,0.95,12,6
2858,2858,2023,03/25,1.313942093253680,Medianeira,32.0,0.45,0.95,12,6
2859,2859,2024,03/25,11.780904808895100,Medianeira,32.0,0.45,0.95,12,6
2860,2860,2015,03/25,13.424753866876200,Santa Helena,32.0,0.45,0.95,12,6
2861,2861,2016,03/25,1.106168114971460,Santa Helena,32.0,0.45,0.95,12,6
2862,2862,2017,03/25,12.935753558165600,Santa Helena,32.0,0.45,0.95,12,6
2863,2863,2018,03/25,12.563230107708000,Santa Helena,32.0,0.45,0.95,12,6
2864,2864,2019,03/25,13.212482762519300,Santa Helena,32.0,0.45,0.95,12,6
2865,2865,2020,03/25,1.258706998927170,Santa Helena,32.0,0.45,0.95,12,6
2866,2866,2021,03/25,12.666180725687500,Santa Helena,32.0,0.45,0.95,12,6
2867,2867,2022,03/25,12.093794110593000,Santa Helena,32.0,0.45,0.95,12,6
2868,2868,2023,03/25,13.432681689649700,Santa Helena,32.0,0.45,0.95,12,6
2869,2869,2024,03/25,12.494102194725700,Santa Helena,32.0,0.45,0.95,12,6
2870,2870,2015,03/25,13.016032711470600,São Miguel do Iguaçu,32.0,0.45,0.95,12,6
2871,2871,2016,03/25,1.031877905858690,São Miguel do Iguaçu,32.0,0.45,0.95,12,6
2872,2872,2017,03/25,12.600897242615200,São Miguel do Iguaçu,32.0,0.45,0.95,12,6
2873,2873,2018,03/25,11.973491617818000,São Miguel do Iguaçu,32.0,0.45,0.95,12,6
2874,2874,2019,03/25,12.892083902763600,São Miguel do Iguaçu,32.0,0.45,0.95,12,6
2875,2875,2020,03/25,1.175308084449730,São Miguel do Iguaçu,32.0,0.45,0.95,12,6
2876,2876,2021,03/25,12.287387120204700,São Miguel do Iguaçu,32.0,0.45,0.95,12,6
2877,2877,2022,03/25,114.491918279453,São Miguel do Iguaçu,32.0,0.45,0.95,12,6
2878,2878,2023,03/25,13.139789375306800,São Miguel do Iguaçu,32.0,0.45,0.95,12,6
2879,2879,2024,03/25,11.780990917963300,São Miguel do Iguaçu,32.0,0.45,0.95,12,6
2880,2880,2015,03/25,12.119052521455300,São Pedro do Iguaçu,32.0,0.45,0.95,12,6
2881,2881,2016,03/25,6.116314209140690,São Pedro do Iguaçu,32.0,0.45,0.95,12,6
2882,2882,2017,03/25,11.679785524755200,São Pedro do Iguaçu,32.0,0.45,0.95,12,6
2883,2883,2018,03/25,11.302317103258300,São Pedro do Iguaçu,32.0,0.45,0.95,12,6
2884,2884,2019,03/25,12.248119902331900,São Pedro do Iguaçu,32.0,0.45,0.95,12,6
2885,2885,2020,03/25,11.284126257840900,São Pedro do Iguaçu,32.0,0.45,0.95,12,6
2886,2886,2021,03/25,11.671823835073000,São Pedro do Iguaçu,32.0,0.45,0.95,12,6
2887,2887,2022,03/25,10.559892171083300,São Pedro do Iguaçu,32.0,0.45,0.95,12,6
2888,2888,2023,03/25,12.387826718923100,São Pedro do Iguaçu,32.0,0.45,0.95,12,6
2889,2889,2024,03/25,1.184642290360310,São Pedro do Iguaçu,32.0,0.45,0.95,12,6
2890,2890,2015,03/25,12.765211990525400,Toledo,32.0,0.45,0.95,12,6
2891,2891,2016,03/25,8.885667390026330,Toledo,32.0,0.45,0.95,12,6
2892,2892,2017,03/25,1.214604855184730,Toledo,32.0,0.45,0.95,12,6
2893,2893,2018,03/25,12.189844296640600,Toledo,32.0,0.45,0.95,12,6
2894,2894,2019,03/25,1.280994370872610,Toledo,32.0,0.45,0.95,12,6
2895,2895,2020,03/25,12.352040700775000,Toledo,32.0,0.45,0.95,12,6
2896,2896,2021,03/25,12.165703669287100,Toledo,32.0,0.45,0.95,12,6
2897,2897,2022,03/25,11.195736957472400,Toledo,32.0,0.45,0.95,12,6
2898,2898,2023,03/25,12.836933301042300,Toledo,32.0,0.45,0.95,12,6
2899,2899,2024,03/25,12.833895622626600,Toledo,32.0,0.45,0.95,12,6
2900,2900,2015,03/25,12.051832344758800,Cascavel,32.0,0.45,0.95,12,7
2901,2901,2016,03/25,6.583928360762410,Cascavel,32.0,0.45,0.95,12,7
2902,2902,2017,03/25,1.133542616059270,Cascavel,32.0,0.45,0.95,12,7
2903,2903,2018,03/25,10.977958409826200,Cascavel,32.0,0.45,0.95,12,7
2904,2904,2019,03/25,12.083917574371500,Cascavel,32.0,0.45,0.95,12,7
2905,2905,2020,03/25,11.110161921886600,Cascavel,32.0,0.45,0.95,12,7
2906,2906,2021,03/25,11.181009551962300,Cascavel,32.0,0.45,0.95,12,7
2907,2907,2022,03/25,10.435406732543000,Cascavel,32.0,0.45,0.95,12,7
2908,2908,2023,03/25,1.179849966881660,Cascavel,32.0,0.45,0.95,12,7
2909,2909,2024,03/25,1.209674717402000,Cascavel,32.0,0.45,0.95,12,7
2910,2910,2015,03/25,13.016032711470600,Foz do Iguaçu,32.0,0.45,0.95,12,7
2911,2911,2016,03/25,10.318857260464900,Foz do Iguaçu,32.0,0.45,0.95,12,7
2912,2912,2017,03/25,12.600910470318900,Foz do Iguaçu,32.0,0.45,0.95,12,7
2913,2913,2018,03/25,11.973542586316100,Foz do Iguaçu,32.0,0.45,0.95,12,7
2914,2914,2019,03/25,1.289208727291960,Foz do Iguaçu,32.0,0.45,0.95,12,7
2915,2915,2020,03/25,11.753112997167000,Foz do Iguaçu,32.0,0.45,0.95,12,7
2916,2916,2021,03/25,12.287507035041300,Foz do Iguaçu,32.0,0.45,0.95,12,7
2917,2917,2022,03/25,114.491918279453,Foz do Iguaçu,32.0,0.45,0.95,12,7
2918,2918,2023,03/25,13.139819718036100,Foz do Iguaçu,32.0,0.45,0.95,12,7
2919,2919,2024,03/25,11.781017913519600,Foz do Iguaçu,32.0,0.45,0.95,12,7
2920,2920,2015,03/25,1.345548019242500,Guaíra,32.0,0.45,0.95,12,7
2921,2921,2016,03/25,11.013708941115600,Guaíra,32.0,0.45,0.95,12,7
2922,2922,2017,03/25,12.834646310125400,Guaíra,32.0,0.45,0.95,12,7
2923,2923,2018,03/25,12.773126586076900,Guaíra,32.0,0.45,0.95,12,7
2924,2924,2019,03/25,13.374171067387400,Guaíra,32.0,0.45,0.95,12,7
2925,2925,2020,03/25,13.031880343598700,Guaíra,32.0,0.45,0.95,12,7
2926,2926,2021,03/25,12.532522172073500,Guaíra,32.0,0.45,0.95,12,7
2927,2927,2022,03/25,12.091396132753600,Guaíra,32.0,0.45,0.95,12,7
2928,2928,2023,03/25,1.323601233533630,Guaíra,32.0,0.45,0.95,12,7
2929,2929,2024,03/25,13.329842340769700,Guaíra,32.0,0.45,0.95,12,7
2930,2930,2015,03/25,13.465962921029700,Marechal Cândido Rondon,32.0,0.45,0.95,12,7
2931,2931,2016,03/25,11.100648181303800,Marechal Cândido Rondon,32.0,0.45,0.95,12,7
2932,2932,2017,03/25,12.945389227130700,Marechal Cândido Rondon,32.0,0.45,0.95,12,7
2933,2933,2018,03/25,12.826972360760100,Marechal Cândido Rondon,32.0,0.45,0.95,12,7
2934,2934,2019,03/25,13.370897350789600,Marechal Cândido Rondon,32.0,0.45,0.95,12,7
2935,2935,2020,03/25,1.291429880347880,Marechal Cândido Rondon,32.0,0.45,0.95,12,7
2936,2936,2021,03/25,12.802333727745900,Marechal Cândido Rondon,32.0,0.45,0.95,12,7
2937,2937,2022,03/25,12.132948732810000,Marechal Cândido Rondon,32.0,0.45,0.95,12,7
2938,2938,2023,03/25,13.377418673396500,Marechal Cândido Rondon,32.0,0.45,0.95,12,7
2939,2939,2024,03/25,13.005243262257900,Marechal Cândido Rondon,32.0,0.45,0.95,12,7
2940,2940,2015,03/25,12.472326614329500,Matelândia,32.0,0.45,0.95,12,7
2941,2941,2016,03/25,7.481060769535660,Matelândia,32.0,0.45,0.95,12,7
2942,2942,2017,03/25,12.105296640283700,Matelândia,32.0,0.45,0.95,12,7
2943,2943,2018,03/25,11.372027523009200,Matelândia,32.0,0.45,0.95,12,7
2944,2944,2019,03/25,12.478258039568800,Matelândia,32.0,0.45,0.95,12,7
2945,2945,2020,03/25,11.370827233289600,Matelândia,32.0,0.45,0.95,12,7
2946,2946,2021,03/25,11.933036620430200,Matelândia,32.0,0.45,0.95,12,7
2947,2947,2022,03/25,10.943898253838300,Matelândia,32.0,0.45,0.95,12,7
2948,2948,2023,03/25,12.635953934694600,Matelândia,32.0,0.45,0.95,12,7
2949,2949,2024,03/25,11.790216807701600,Matelândia,32.0,0.45,0.95,12,7
2950,2950,2015,03/25,13.016032711470600,Medianeira,32.0,0.45,0.95,12,7
2951,2951,2016,03/25,10.318447752221300,Medianeira,32.0,0.45,0.95,12,7
2952,2952,2017,03/25,12.600871478035400,Medianeira,32.0,0.45,0.95,12,7
2953,2953,2018,03/25,11.973233964022500,Medianeira,32.0,0.45,0.95,12,7
2954,2954,2019,03/25,12.892049725888700,Medianeira,32.0,0.45,0.95,12,7
2955,2955,2020,03/25,1.175284021403160,Medianeira,32.0,0.45,0.95,12,7
2956,2956,2021,03/25,12.286622229022500,Medianeira,32.0,0.45,0.95,12,7
2957,2957,2022,03/25,114.491918279453,Medianeira,32.0,0.45,0.95,12,7
2958,2958,2023,03/25,1.313942093253680,Medianeira,32.0,0.45,0.95,12,7
2959,2959,2024,03/25,11.780904808895100,Medianeira,32.0,0.45,0.95,12,7
2960,2960,2015,03/25,13.424753866876200,Santa Helena,32.0,0.45,0.95,12,7
2961,2961,2016,03/25,1.106168114971460,Santa Helena,32.0,0.45,0.95,12,7
2962,2962,2017,03/25,12.935753558165600,Santa Helena,32.0,0.45,0.95,12,7
2963,2963,2018,03/25,12.563230107708000,Santa Helena,32.0,0.45,0.95,12,7
2964,2964,2019,03/25,13.212482762519300,Santa Helena,32.0,0.45,0.95,12,7
2965,2965,2020,03/25,1.258706998927170,Santa Helena,32.0,0.45,0.95,12,7
2966,2966,2021,03/25,12.666180725687500,Santa Helena,32.0,0.45,0.95,12,7
2967,2967,2022,03/25,12.093794110593000,Santa Helena,32.0,0.45,0.95,12,7
2968,2968,2023,03/25,13.432681689649700,Santa Helena,32.0,0.45,0.95,12,7
2969,2969,2024,03/25,12.494102194725700,Santa Helena,32.0,0.45,0.95,12,7
2970,2970,2015,03/25,13.016032711470600,São Miguel do Iguaçu,32.0,0.45,0.95,12,7
2971,2971,2016,03/25,1.031877905858690,São Miguel do Iguaçu,32.0,0.45,0.95,12,7
2972,2972,2017,03/25,12.600897242615200,São Miguel do Iguaçu,32.0,0.45,0.95,12,7
2973,2973,2018,03/25,11.973491617818000,São Miguel do Iguaçu,32.0,0.45,0.95,12,7
2974,2974,2019,03/25,12.892083902763600,São Miguel do Iguaçu,32.0,0.45,0.95,12,7
2975,2975,2020,03/25,1.175308084449730,São Miguel do Iguaçu,32.0,0.45,0.95,12,7
2976,2976,2021,03/25,12.287387120204700,São Miguel do Iguaçu,32.0,0.45,0.95,12,7
2977,2977,2022,03/25,114.491918279453,São Miguel do Iguaçu,32.0,0.45,0.95,12,7
2978,2978,2023,03/25,13.139789375306800,São Miguel do Iguaçu,32.0,0.45,0.95,12,7
2979,2979,2024,03/25,11.780990917963300,São Miguel do Iguaçu,32.0,0.45,0.95,12,7
2980,2980,2015,03/25,12.119052521455300,São Pedro do Iguaçu,32.0,0.45,0.95,12,7
2981,2981,2016,03/25,6.116314209140690,São Pedro do Iguaçu,32.0,0.45,0.95,12,7
2982,2982,2017,03/25,11.679785524755200,São Pedro do Iguaçu,32.0,0.45,0.95,12,7
2983,2983,2018,03/25,11.302317103258300,São Pedro do Iguaçu,32.0,0.45,0.95,12,7
2984,2984,2019,03/25,12.248119902331900,São Pedro do Iguaçu,32.0,0.45,0.95,12,7
2985,2985,2020,03/25,11.284126257840900,São Pedro do Iguaçu,32.0,0.45,0.95,12,7
2986,2986,2021,03/25,11.671823835073000,São Pedro do Iguaçu,32.0,0.45,0.95,12,7
2987,2987,2022,03/25,10.559892171083300,São Pedro do Iguaçu,32.0,0.45,0.95,12,7
2988,2988,2023,03/25,12.387826718923100,São Pedro do Iguaçu,32.0,0.45,0.95,12,7
2989,2989,2024,03/25,1.184642290360310,São Pedro do Iguaçu,32.0,0.45,0.95,12,7
2990,2990,2015,03/25,12.765211990525400,Toledo,32.0,0.45,0.95,12,7
2991,2991,2016,03/25,8.885667390026330,Toledo,32.0,0.45,0.95,12,7
2992,2992,2017,03/25,1.214604855184730,Toledo,32.0,0.45,0.95,12,7
2993,2993,2018,03/25,12.189844296640600,Toledo,32.0,0.45,0.95,12,7
2994,2994,2019,03/25,1.280994370872610,Toledo,32.0,0.45,0.95,12,7
2995,2995,2020,03/25,12.352040700775000,Toledo,32.0,0.45,0.95,12,7
2996,2996,2021,03/25,12.165703669287100,Toledo,32.0,0.45,0.95,12,7
2997,2997,2022,03/25,11.195736957472400,Toledo,32.0,0.45,0.95,12,7
2998,2998,2023,03/25,12.836933301042300,Toledo,32.0,0.45,0.95,12,7
2999,2999,2024,03/25,12.833895622626600,Toledo,32.0,0.45,0.95,12,7
3000,3000,2015,03/25,12.051832344758800,Cascavel,32.0,0.45,0.95,13,6
3001,3001,2016,03/25,6.583928360762410,Cascavel,32.0,0.45,0.95,13,6
3002,3002,2017,03/25,1.133542616059270,Cascavel,32.0,0.45,0.95,13,6
3003,3003,2018,03/25,10.977958409826200,Cascavel,32.0,0.45,0.95,13,6
3004,3004,2019,03/25,12.083917574371500,Cascavel,32.0,0.45,0.95,13,6
3005,3005,2020,03/25,11.110161921886600,Cascavel,32.0,0.45,0.95,13,6
3006,3006,2021,03/25,11.181009551962300,Cascavel,32.0,0.45,0.95,13,6
3007,3007,2022,03/25,10.435406732543000,Cascavel,32.0,0.45,0.95,13,6
3008,3008,2023,03/25,1.179849966881660,Cascavel,32.0,0.45,0.95,13,6
3009,3009,2024,03/25,1.209674717402000,Cascavel,32.0,0.45,0.95,13,6
3010,3010,2015,03/25,13.016032711470600,Foz do Iguaçu,32.0,0.45,0.95,13,6
3011,3011,2016,03/25,10.318857260464900,Foz do Iguaçu,32.0,0.45,0.95,13,6
3012,3012,2017,03/25,12.600910470318900,Foz do Iguaçu,32.0,0.45,0.95,13,6
3013,3013,2018,03/25,11.973542586316100,Foz do Iguaçu,32.0,0.45,0.95,13,6
3014,3014,2019,03/25,1.289208727291960,Foz do Iguaçu,32.0,0.45,0.95,13,6
3015,3015,2020,03/25,11.753112997167000,Foz do Iguaçu,32.0,0.45,0.95,13,6
3016,3016,2021,03/25,12.287507035041300,Foz do Iguaçu,32.0,0.45,0.95,13,6
3017,3017,2022,03/25,114.491918279453,Foz do Iguaçu,32.0,0.45,0.95,13,6
3018,3018,2023,03/25,13.139819718036100,Foz do Iguaçu,32.0,0.45,0.95,13,6
3019,3019,2024,03/25,11.781017913519600,Foz do Iguaçu,32.0,0.45,0.95,13,6
3020,3020,2015,03/25,1.345548019242500,Guaíra,32.0,0.45,0.95,13,6
3021,3021,2016,03/25,11.013708941115600,Guaíra,32.0,0.45,0.95,13,6
3022,3022,2017,03/25,12.834646310125400,Guaíra,32.0,0.45,0.95,13,6
3023,3023,2018,03/25,12.773126586076900,Guaíra,32.0,0.45,0.95,13,6
3024,3024,2019,03/25,13.374171067387400,Guaíra,32.0,0.45,0.95,13,6
3025,3025,2020,03/25,13.031880343598700,Guaíra,32.0,0.45,0.95,13,6
3026,3026,2021,03/25,12.532522172073500,Guaíra,32.0,0.45,0.95,13,6
3027,3027,2022,03/25,12.091396132753600,Guaíra,32.0,0.45,0.95,13,6
3028,3028,2023,03/25,1.323601233533630,Guaíra,32.0,0.45,0.95,13,6
3029,3029,2024,03/25,13.329842340769700,Guaíra,32.0,0.45,0.95,13,6
3030,3030,2015,03/25,13.465962921029700,Marechal Cândido Rondon,32.0,0.45,0.95,13,6
3031,3031,2016,03/25,11.100648181303800,Marechal Cândido Rondon,32.0,0.45,0.95,13,6
3032,3032,2017,03/25,12.945389227130700,Marechal Cândido Rondon,32.0,0.45,0.95,13,6
3033,3033,2018,03/25,12.826972360760100,Marechal Cândido Rondon,32.0,0.45,0.95,13,6
3034,3034,2019,03/25,13.370897350789600,Marechal Cândido Rondon,32.0,0.45,0.95,13,6
3035,3035,2020,03/25,1.291429880347880,Marechal Cândido Rondon,32.0,0.45,0.95,13,6
3036,3036,2021,03/25,12.802333727745900,Marechal Cândido Rondon,32.0,0.45,0.95,13,6
3037,3037,2022,03/25,12.132948732810000,Marechal Cândido Rondon,32.0,0.45,0.95,13,6
3038,3038,2023,03/25,13.377418673396500,Marechal Cândido Rondon,32.0,0.45,0.95,13,6
3039,3039,2024,03/25,13.005243262257900,Marechal Cândido Rondon,32.0,0.45,0.95,13,6
3040,3040,2015,03/25,12.472326614329500,Matelândia,32.0,0.45,0.95,13,6
3041,3041,2016,03/25,7.481060769535660,Matelândia,32.0,0.45,0.95,13,6
3042,3042,2017,03/25,12.105296640283700,Matelândia,32.0,0.45,0.95,13,6
3043,3043,2018,03/25,11.372027523009200,Matelândia,32.0,0.45,0.95,13,6
3044,3044,2019,03/25,12.478258039568800,Matelândia,32.0,0.45,0.95,13,6
3045,3045,2020,03/25,11.370827233289600,Matelândia,32.0,0.45,0.95,13,6
3046,3046,2021,03/25,11.933036620430200,Matelândia,32.0,0.45,0.95,13,6
3047,3047,2022,03/25,10.943898253838300,Matelândia,32.0,0.45,0.95,13,6
3048,3048,2023,03/25,12.635953934694600,Matelândia,32.0,0.45,0.95,13,6
3049,3049,2024,03/25,11.790216807701600,Matelândia,32.0,0.45,0.95,13,6
3050,3050,2015,03/25,13.016032711470600,Medianeira,32.0,0.45,0.95,13,6
3051,3051,2016,03/25,10.318447752221300,Medianeira,32.0,0.45,0.95,13,6
3052,3052,2017,03/25,12.600871478035400,Medianeira,32.0,0.45,0.95,13,6
3053,3053,2018,03/25,11.973233964022500,Medianeira,32.0,0.45,0.95,13,6
3054,3054,2019,03/25,12.892049725888700,Medianeira,32.0,0.45,0.95,13,6
3055,3055,2020,03/25,1.175284021403160,Medianeira,32.0,0.45,0.95,13,6
3056,3056,2021,03/25,12.286622229022500,Medianeira,32.0,0.45,0.95,13,6
3057,3057,2022,03/25,114.491918279453,Medianeira,32.0,0.45,0.95,13,6
3058,3058,2023,03/25,1.313942093253680,Medianeira,32.0,0.45,0.95,13,6
3059,3059,2024,03/25,11.780904808895100,Medianeira,32.0,0.45,0.95,13,6
3060,3060,2015,03/25,13.424753866876200,Santa Helena,32.0,0.45,0.95,13,6
3061,3061,2016,03/25,1.106168114971460,Santa Helena,32.0,0.45,0.95,13,6
3062,3062,2017,03/25,12.935753558165600,Santa Helena,32.0,0.45,0.95,13,6
3063,3063,2018,03/25,12.563230107708000,Santa Helena,32.0,0.45,0.95,13,6
3064,3064,2019,03/25,13.212482762519300,Santa Helena,32.0,0.45,0.95,13,6
3065,3065,2020,03/25,1.258706998927170,Santa Helena,32.0,0.45,0.95,13,6
3066,3066,2021,03/25,12.666180725687500,Santa Helena,32.0,0.45,0.95,13,6
3067,3067,2022,03/25,12.093794110593000,Santa Helena,32.0,0.45,0.95,13,6
3068,3068,2023,03/25,13.432681689649700,Santa Helena,32.0,0.45,0.95,13,6
3069,3069,2024,03/25,12.494102194725700,Santa Helena,32.0,0.45,0.95,13,6
3070,3070,2015,03/25,13.016032711470600,São Miguel do Iguaçu,32.0,0.45,0.95,13,6
3071,3071,2016,03/25,1.031877905858690,São Miguel do Iguaçu,32.0,0.45,0.95,13,6
3072,3072,2017,03/25,12.600897242615200,São Miguel do Iguaçu,32.0,0.45,0.95,13,6
3073,3073,2018,03/25,11.973491617818000,São Miguel do Iguaçu,32.0,0.45,0.95,13,6
3074,3074,2019,03/25,12.892083902763600,São Miguel do Iguaçu,32.0,0.45,0.95,13,6
3075,3075,2020,03/25,1.175308084449730,São Miguel do Iguaçu,32.0,0.45,0.95,13,6
3076,3076,2021,03/25,12.287387120204700,São Miguel do Iguaçu,32.0,0.45,0.95,13,6
3077,3077,2022,03/25,114.491918279453,São Miguel do Iguaçu,32.0,0.45,0.95,13,6
3078,3078,2023,03/25,13.139789375306800,São Miguel do Iguaçu,32.0,0.45,0.95,13,6
3079,3079,2024,03/25,11.780990917963300,São Miguel do Iguaçu,32.0,0.45,0.95,13,6
3080,3080,2015,03/25,12.119052521455300,São Pedro do Iguaçu,32.0,0.45,0.95,13,6
3081,3081,2016,03/25,6.116314209140690,São Pedro do Iguaçu,32.0,0.45,0.95,13,6
3082,3082,2017,03/25,11.679785524755200,São Pedro do Iguaçu,32.0,0.45,0.95,13,6
3083,3083,2018,03/25,11.302317103258300,São Pedro do Iguaçu,32.0,0.45,0.95,13,6
3084,3084,2019,03/25,12.248119902331900,São Pedro do Iguaçu,32.0,0.45,0.95,13,6
3085,3085,2020,03/25,11.284126257840900,São Pedro do Iguaçu,32.0,0.45,0.95,13,6
3086,3086,2021,03/25,11.671823835073000,São Pedro do Iguaçu,32.0,0.45,0.95,13,6
3087,3087,2022,03/25,10.559892171083300,São Pedro do Iguaçu,32.0,0.45,0.95,13,6
3088,3088,2023,03/25,12.387826718923100,São Pedro do Iguaçu,32.0,0.45,0.95,13,6
3089,3089,2024,03/25,1.184642290360310,São Pedro do Iguaçu,32.0,0.45,0.95,13,6
3090,3090,2015,03/25,12.765211990525400,Toledo,32.0,0.45,0.95,13,6
3091,3091,2016,03/25,8.885667390026330,Toledo,32.0,0.45,0.95,13,6
3092,3092,2017,03/25,1.214604855184730,Toledo,32.0,0.45,0.95,13,6
3093,3093,2018,03/25,12.189844296640600,Toledo,32.0,0.45,0.95,13,6
3094,3094,2019,03/25,1.280994370872610,Toledo,32.0,0.45,0.95,13,6
3095,3095,2020,03/25,12.352040700775000,Toledo,32.0,0.45,0.95,13,6
3096,3096,2021,03/25,12.165703669287100,Toledo,32.0,0.45,0.95,13,6
3097,3097,2022,03/25,11.195736957472400,Toledo,32.0,0.45,0.95,13,6
3098,3098,2023,03/25,12.836933301042300,Toledo,32.0,0.45,0.95,13,6
3099,3099,2024,03/25,12.833895622626600,Toledo,32.0,0.45,0.95,13,6
3100,3100,2015,03/25,12.051832344758800,Cascavel,32.0,0.45,0.95,13,7
3101,3101,2016,03/25,6.583928360762410,Cascavel,32.0,0.45,0.95,13,7
3102,3102,2017,03/25,1.133542616059270,Cascavel,32.0,0.45,0.95,13,7
3103,3103,2018,03/25,10.977958409826200,Cascavel,32.0,0.45,0.95,13,7
3104,3104,2019,03/25,12.083917574371500,Cascavel,32.0,0.45,0.95,13,7
3105,3105,2020,03/25,11.110161921886600,Cascavel,32.0,0.45,0.95,13,7
3106,3106,2021,03/25,11.181009551962300,Cascavel,32.0,0.45,0.95,13,7
3107,3107,2022,03/25,10.435406732543000,Cascavel,32.0,0.45,0.95,13,7
3108,3108,2023,03/25,1.179849966881660,Cascavel,32.0,0.45,0.95,13,7
3109,3109,2024,03/25,1.209674717402000,Cascavel,32.0,0.45,0.95,13,7
3110,3110,2015,03/25,13.016032711470600,Foz do Iguaçu,32.0,0.45,0.95,13,7
3111,3111,2016,03/25,10.318857260464900,Foz do Iguaçu,32.0,0.45,0.95,13,7
3112,3112,2017,03/25,12.600910470318900,Foz do Iguaçu,32.0,0.45,0.95,13,7
3113,3113,2018,03/25,11.973542586316100,Foz do Iguaçu,32.0,0.45,0.95,13,7
3114,3114,2019,03/25,1.289208727291960,Foz do Iguaçu,32.0,0.45,0.95,13,7
3115,3115,2020,03/25,11.753112997167000,Foz do Iguaçu,32.0,0.45,0.95,13,7
3116,3116,2021,03/25,12.287507035041300,Foz do Iguaçu,32.0,0.45,0.95,13,7
3117,3117,2022,03/25,114.491918279453,Foz do Iguaçu,32.0,0.45,0.95,13,7
3118,3118,2023,03/25,13.139819718036100,Foz do Iguaçu,32.0,0.45,0.95,13,7
3119,3119,2024,03/25,11.781017913519600,Foz do Iguaçu,32.0,0.45,0.95,13,7
3120,3120,2015,03/25,1.345548019242500,Guaíra,32.0,0.45,0.95,13,7
3121,3121,2016,03/25,11.013708941115600,Guaíra,32.0,0.45,0.95,13,7
3122,3122,2017,03/25,12.834646310125400,Guaíra,32.0,0.45,0.95,13,7
3123,3123,2018,03/25,12.773126586076900,Guaíra,32.0,0.45,0.95,13,7
3124,3124,2019,03/25,13.374171067387400,Guaíra,32.0,0.45,0.95,13,7
3125,3125,2020,03/25,13.031880343598700,Guaíra,32.0,0.45,0.95,13,7
3126,3126,2021,03/25,12.532522172073500,Guaíra,32.0,0.45,0.95,13,7
3127,3127,2022,03/25,12.091396132753600,Guaíra,32.0,0.45,0.95,13,7
3128,3128,2023,03/25,1.323601233533630,Guaíra,32.0,0.45,0.95,13,7
3129,3129,2024,03/25,13.329842340769700,Guaíra,32.0,0.45,0.95,13,7
3130,3130,2015,03/25,13.465962921029700,Marechal Cândido Rondon,32.0,0.45,0.95,13,7
3131,3131,2016,03/25,11.100648181303800,Marechal Cândido Rondon,32.0,0.45,0.95,13,7
