municipio,data_semeadura,isna_medio,isna_desvio,n_anos,freq_evento_adverso,freq_deficit_faseI,freq_deficit_faseIII,freq_frio_floracao,freq_geada,freq_excesso_faseIV,risco_climatico,produtividade_media_kg_ha,produtividade_desvio_kg_ha,classe_produtividade,pct_anos_cobre_custo,margem_media_rs_ha_100pct,risco_economico,margem_media_rs_ha_rateio50,margem_media_rs_ha_rateio_proporcional,score_clima,score_produtividade,score_economico,score_integrado,componente_agroclimatico,topsis_score,classe_risco_topsis,topsis_score_rateio50,topsis_score_rateio_proporcional
Nova Aurora,15/03/,0.7058749609075462,0.1080703533581802,27,0.4814814814814814,0.2962962962962963,0.2592592592592592,1.0,0.037037037037037,0.5185185185185185,Inapto (risco > 40%),3224.138914804407,402.6474770183797,Produtividade prevista intermediária,7.7,-878.265144347097,Viabilidade intermediária,22.831961014133096,189.7017953402868,3,1,1,5,0.17286666564956424,0.5376223883488308,Risco integrado intermediário,0.6052232500763073,0.5456614412670056
Nova Aurora,25/02/,0.6994958532013464,0.108382331734004,27,0.4074074074074074,0.1481481481481481,0.2962962962962963,0.925925925925926,0.0,0.3333333333333333,Inapto (risco > 40%),3223.2077617725176,400.52684009215716,Produtividade prevista intermediária,3.8,-879.3483619134157,Viabilidade intermediária,21.74874344781427,188.61857777396816,3,1,1,5,0.033612353859127746,0.5117537642839247,Risco integrado intermediário,0.5887178666714709,0.521001982490915
Nova Aurora,25/03/,0.6978403109771207,0.1219619595371979,27,0.5555555555555556,0.4814814814814814,0.1481481481481481,1.0,0.1481481481481481,0.4074074074074074,Inapto (risco > 40%),3213.795373579819,386.0344312753116,Produtividade prevista intermediária,3.8,-884.6063029051215,Viabilidade intermediária,16.490802456108597,183.3606367822624,3,1,1,5,-0.0425080163165324,0.49754979233992075,Risco integrado intermediário,0.5677768719842992,0.5059851007920246
Nova Santa Rosa,05/02/,0.7139855439370277,0.1251725850879391,27,0.4814814814814814,0.1851851851851851,0.3703703703703703,0.4074074074074074,0.0,0.1851851851851851,Inapto (risco > 40%),3125.136162284033,519.2526194817364,Produtividade prevista intermediária,7.7,-907.7743811525652,Viabilidade intermediária,-6.677275791335135,160.19255853481866,3,1,1,5,-0.08685054203734324,0.48899490787374844,Risco integrado intermediário,0.5006757147044755,0.4903743550617242
Nova Santa Rosa,05/03/,0.6936370754607348,0.1120546423377958,27,0.4074074074074074,0.2592592592592592,0.2592592592592592,1.0,0.0,0.4444444444444444,Inapto (risco > 40%),3120.0807427303994,621.9141653863262,Produtividade prevista intermediária,7.7,-902.6495351317684,Viabilidade intermediária,-1.5524297705379082,165.31740455561592,3,1,1,5,-0.5401428905895148,0.40491171615483473,Alto risco integrado,0.47207663391651533,0.4131384640090575
Nova Santa Rosa,15/02/,0.7096246155441404,0.1078380514116067,27,0.2962962962962963,0.074074074074074,0.2592592592592592,0.7407407407407407,0.0,0.2222222222222222,Risco climático 30%,3069.058757499535,601.4260832896773,Baixa produtividade prevista,3.8,-937.8054444543208,Menos viável,-36.70833909309076,130.16149523306302,1,2,2,5,-0.4237459096812636,0.4260264562809618,Risco integrado intermediário,0.38586017838771725,0.42131040030475736
Nova Santa Rosa,15/03/,0.700154959103425,0.1121894571222062,27,0.6296296296296297,0.5185185185185185,0.1851851851851851,1.0,0.037037037037037,0.4074074074074074,Inapto (risco > 40%),3104.3538730336522,591.338514303329,Produtividade prevista intermediária,7.7,-919.7765041352428,Menos viável,-18.679398774012864,148.1904355521409,3,1,2,6,-0.47056901104129967,0.41757654672726835,Risco integrado intermediário,0.4306621583389236,0.41912741627988453
Nova Santa Rosa,25/02/,0.6912163536794037,0.1102352988751023,27,0.3703703703703703,0.2222222222222222,0.1851851851851851,0.8888888888888888,0.0,0.2962962962962963,Risco climático 40%,3106.2799014140173,552.7095492796774,Produtividade prevista intermediária,7.7,-905.9163457490426,Viabilidade intermediária,-4.819240387812704,162.05059393834102,2,1,1,4,-0.6516117095878299,0.38417285960724834,Alto risco integrado,0.4527347274598584,0.392624974676677
Nova Santa Rosa,25/03/,0.7009022120772305,0.1222652110649407,27,0.7037037037037037,0.6296296296296297,0.1481481481481481,1.0,0.1481481481481481,0.4074074074074074,Inapto (risco > 40%),3126.134213525098,562.9167239864518,Produtividade prevista intermediária,7.7,-911.1967885956516,Viabilidade intermediária,-10.09968323442128,156.77015109173243,3,1,1,5,-0.3597795996786193,0.43826902136276397,Risco integrado intermediário,0.4651592575409598,0.44146819186512326
Ouro Verde do Oeste,05/02/,0.7288007483577702,0.1188372928414387,27,0.3703703703703703,0.1851851851851851,0.2592592592592592,0.5185185185185185,0.0,0.3333333333333333,Risco climático 40%,3198.572974562421,497.4014843825019,Produtividade prevista intermediária,3.8,-896.2958114524087,Viabilidade intermediária,4.801293908821558,171.67112823497524,2,1,1,4,0.5472856341966785,0.6069058357519831,Risco integrado intermediário,0.5931699937067408,0.6052753412531557
Ouro Verde do Oeste,05/03/,0.7248568321415673,0.0973365339050117,27,0.3703703703703703,0.2592592592592592,0.1481481481481481,1.0,0.0,0.5185185185185185,Risco climático 40%,3265.132946756686,495.59611798227843,Alta produtividade prevista,7.7,-855.045593819119,Mais viável,46.0515115421115,212.9213458682652,2,0,0,2,0.7538725431177807,0.645794455259299,Risco integrado intermediário,0.7197798875157051,0.6543961204391221
Ouro Verde do Oeste,15/02/,0.7274588887491932,0.0987442275108961,27,0.2962962962962963,0.1111111111111111,0.2222222222222222,0.8518518518518519,0.0,0.3703703703703703,Risco climático 30%,3202.4306925825786,518.1777390664503,Produtividade prevista intermediária,7.7,-891.6570300024704,Viabilidade intermediária,9.440075358759906,176.30990968491363,1,1,1,3,0.5356650175089966,0.6048130188282294,Risco integrado intermediário,0.605024909101988,0.604838017348817
Ouro Verde do Oeste,15/03/,0.7344679606334366,0.1003047642939441,27,0.5555555555555556,0.4444444444444444,0.1111111111111111,1.0,0.037037037037037,0.4444444444444444,Inapto (risco > 40%),3251.031018140714,466.9860547439962,Alta produtividade prevista,7.7,-874.9694008469663,Viabilidade intermediária,26.127704514263648,192.9975388404174,3,0,1,4,0.8960867780126827,0.6719691813430273,Baixo risco integrado,0.6857026852789869,0.6735754250206905
Ouro Verde do Oeste,25/02/,0.7176936290410298,0.0999526589100476,27,0.2962962962962963,0.2222222222222222,0.1481481481481481,0.9629629629629628,0.0,0.4074074074074074,Risco climático 30%,3237.5789581207364,481.188379261806,Alta produtividade prevista,7.7,-865.5195952091909,Mais viável,35.57751015203899,202.44734447819275,1,0,0,1,0.48193688105319743,0.595173351590131,Risco integrado intermediário,0.6676692164313749,0.6036999918224271
Ouro Verde do Oeste,25/03/,0.7346310000958816,0.1173980165831733,27,0.6666666666666666,0.6296296296296297,0.1111111111111111,1.0,0.1851851851851851,0.5555555555555556,Inapto (risco > 40%),3212.293107601396,454.41434345998954,Produtividade prevista intermediária,3.8,-884.004533188417,Viabilidade intermediária,17.092572172813334,183.96240649896708,3,1,1,5,0.7306620892704028,0.6411278811512116,Risco integrado intermediário,0.6449368124880304,0.6415763874745984
Palotina,05/02/,0.712338661245097,0.1251684643037331,27,0.5185185185185185,0.1851851851851851,0.4074074074074074,0.4074074074074074,0.0,0.1851851851851851,Inapto (risco > 40%),3112.437289861778,511.35581069466724,Produtividade prevista intermediária,7.7,-911.201381993682,Menos viável,-10.104276632451748,156.765557693702,3,1,2,6,-0.17711499577522385,0.47218631421208396,Risco integrado intermediário,0.48252478067834426,0.4734078053333252
Palotina,05/03/,0.6918335368686812,0.1118388585672397,27,0.4074074074074074,0.2592592592592592,0.2592592592592592,1.0,0.0,0.4074074074074074,Inapto (risco > 40%),3094.121744268731,602.4145663833239,Baixa produtividade prevista,7.7,-908.6978595186936,Viabilidade intermediária,-7.600754157463668,159.26908016869007,3,2,1,6,-0.6915356607325687,0.3767196502277004,Alto risco integrado,0.44128076092709184,0.3846674380115805
Palotina,15/02/,0.7078154158667481,0.1074290143870852,27,0.2962962962962963,0.074074074074074,0.2592592592592592,0.7407407407407407,0.0,0.2222222222222222,Risco climático 30%,3054.0594623239076,592.6625853856015,Baixa produtividade prevista,3.8,-941.5645139707522,Menos viável,-40.467408609522096,126.40242571663173,1,2,2,5,-0.527479229382186,0.4067139788154385,Alto risco integrado,0.3657188839844756,0.40191438386959594
Palotina,15/03/,0.6984177182159819,0.1120806889104525,27,0.6296296296296297,0.5185185185185185,0.1851851851851851,1.0,0.037037037037037,0.4074074074074074,Inapto (risco > 40%),3082.4695154810693,580.9909649779603,Baixa produtividade prevista,7.7,-924.592344828572,Menos viável,-23.49523946734196,143.37459485881178,3,2,2,7,-0.6027930875800622,0.39295720900947173,Alto risco integrado,0.4046346783269344,0.3943420147414861
Palotina,25/02/,0.6895305269554322,0.1098561470291722,27,0.3703703703703703,0.2222222222222222,0.1851851851851851,0.8888888888888888,0.0,0.2962962962962963,Risco climático 40%,3089.604489888614,539.9984442292168,Baixa produtividade prevista,7.7,-909.2745759904114,Viabilidade intermediária,-8.17747062918154,158.69236369697222,2,2,1,5,-0.7600374597508791,0.36399778945151157,Alto risco integrado,0.4334402951033237,0.37261295234384983
Palotina,25/03/,0.6992151294415451,0.1222070616498093,27,0.7037037037037037,0.6296296296296297,0.1481481481481481,1.0,0.1481481481481481,0.4074074074074074,Inapto (risco > 40%),3104.0520010289033,553.4467190930172,Produtividade prevista intermediária,7.7,-916.0674645447148,Menos viável,-14.970359183484648,151.89947514266908,3,1,2,6,-0.4918032124573098,0.41368659420022846,Risco integrado intermediário,0.4390533784225474,0.4167097707916312
Pato Bragado,05/02/,0.6614122516250295,0.1345819405008498,27,0.5555555555555556,0.2592592592592592,0.4814814814814814,0.1481481481481481,0.0,0.1111111111111111,Inapto (risco > 40%),2887.5875105196046,587.8506008841381,Baixa produtividade prevista,3.8,-977.0687079243556,Menos viável,-75.97160256312551,90.89823176302828,3,2,2,7,-2.2366630632843907,0.08884626002648993,Alto risco integrado,0.10327803785903268,0.09066006898070239
Pato Bragado,05/03/,0.653973043056836,0.1200889452364677,27,0.5925925925925926,0.4814814814814814,0.2962962962962963,0.925925925925926,0.0,0.3333333333333333,Inapto (risco > 40%),2964.0692407864494,581.8487669354088,Baixa produtividade prevista,3.8,-940.5772652618032,Menos viável,-39.48015990057287,127.38967442558092,3,2,2,7,-2.0608987893571813,0.12233288926197196,Alto risco integrado,0.2362073384264872,0.14069062666148446
Pato Bragado,15/02/,0.6637647753007861,0.1164358314544259,27,0.4074074074074074,0.074074074074074,0.3703703703703703,0.4814814814814814,0.0,0.1851851851851851,Inapto (risco > 40%),2902.6033329845345,582.5540703607235,Baixa produtividade prevista,3.8,-969.9973755495344,Menos viável,-68.90027018830422,97.96956413784952,3,2,2,7,-2.121342816134602,0.11036948226179166,Alto risco integrado,0.13485486023622112,0.11351120222510093
Pato Bragado,15/03/,0.6646844862249336,0.1186570997357176,27,0.7037037037037037,0.5925925925925926,0.1851851851851851,1.0,0.0,0.2592592592592592,Inapto (risco > 40%),2898.5945206587994,509.7795560475179,Baixa produtividade prevista,3.8,-979.5634419217944,Menos viável,-78.46633656056434,88.40349776558946,3,2,2,7,-2.119327663852634,0.11059075544263447,Alto risco integrado,0.10678991345823424,0.11014821565117855
Pato Bragado,25/02/,0.6492436018969505,0.118759190217094,27,0.4444444444444444,0.2592592592592592,0.2962962962962963,0.7777777777777778,0.0,0.2592592592592592,Inapto (risco > 40%),2970.877047909345,572.8532955032962,Baixa produtividade prevista,3.8,-933.2977962019268,Menos viável,-32.20069084069696,134.66914348545686,3,2,2,7,-2.1314526578683566,0.10962662110534015,Alto risco integrado,0.2561562796438584,0.13582096157617393
Pato Bragado,25/03/,0.673269592188785,0.1237381158330764,27,0.7777777777777778,0.7407407407407407,0.1481481481481481,1.0,0.0,0.3333333333333333,Inapto (risco > 40%),2950.4417258698077,553.0535429150084,Baixa produtividade prevista,3.8,-954.5631183648889,Menos viável,-53.466013003658695,113.40382132249508,3,2,2,7,-1.7113494529431623,0.1867109588118811,Alto risco integrado,0.21668443659402084,0.1904518295092832
Quatro Pontes,05/02/,0.7162465935721007,0.1251561720065493,27,0.4444444444444444,0.1851851851851851,0.3333333333333333,0.4074074074074074,0.0,0.1851851851851851,Inapto (risco > 40%),3139.3753889978493,522.2890500260421,Produtividade prevista intermediária,7.7,-904.889025297373,Viabilidade intermediária,-3.791919936142764,163.077914390011,3,1,1,5,0.02314544855603237,0.5094599315545824,Risco integrado intermediário,0.5192104558095196,0.5106103682721354
Quatro Pontes,05/03/,0.696074124835031,0.1123666577577134,27,0.3703703703703703,0.2592592592592592,0.2222222222222222,1.0,0.0,0.4444444444444444,Risco climático 40%,3148.765560292379,636.0028865983459,Produtividade prevista intermediária,7.7,-895.9040362220222,Viabilidade intermediária,5.193069139207637,172.0629034653615,2,1,1,4,-0.36344052322094805,0.4378114378191975,Risco integrado intermediário,0.5070507008753573,0.4462375714104563
Quatro Pontes,15/02/,0.7120983978237301,0.1083681855695127,27,0.2962962962962963,0.074074074074074,0.2592592592592592,0.7407407407407407,0.0,0.2592592592592592,Risco climático 30%,3089.8782979826665,603.6618515075478,Baixa produtividade prevista,3.8,-932.6153400970082,Menos viável,-31.518234735777977,135.35159959037577,1,2,2,5,-0.28055415475382023,0.4526854259122675,Risco integrado intermediário,0.41371139282592695,0.4480926155255233
Quatro Pontes,15/03/,0.7025039744586068,0.1124447743471792,27,0.6296296296296297,0.5185185185185185,0.1851851851851851,1.0,0.037037037037037,0.4074074074074074,Inapto (risco > 40%),3129.8844972465226,595.7883811343813,Produtividade prevista intermediária,7.7,-914.2573420819002,Menos viável,-13.16023672067018,153.7095976054836,3,1,2,6,-0.3094832617468144,0.44756480527973413,Risco integrado intermediário,0.46139153774254615,0.4492014504995288
Quatro Pontes,25/02/,0.6934623444484596,0.1107765152200036,27,0.3333333333333333,0.2222222222222222,0.1481481481481481,0.8888888888888888,0.0,0.2962962962962963,Risco climático 40%,3126.233995322816,561.3490684852705,Produtividade prevista intermediária,7.7,-902.1378588274616,Viabilidade intermediária,-1.0407534662313782,165.82908085992236,2,1,1,4,-0.5170205901658586,0.4092111679836794,Risco integrado intermediário,0.47563349684904677,0.41733384866882395
Quatro Pontes,25/03/,0.7031286820829005,0.1222874145624455,27,0.7037037037037037,0.6296296296296297,0.1481481481481481,1.0,0.1481481481481481,0.4074074074074074,Inapto (risco > 40%),3145.28471623286,568.7072534678376,Produtividade prevista intermediária,7.7,-907.5816103544128,Viabilidade intermediária,-6.484504993182816,160.38532933297105,3,1,1,5,-0.22910549129901003,0.4625830851671474,Risco integrado intermediário,0.4876336774977586,0.4655547273935013
Ramilândia,05/02/,0.6549348514244772,0.1373054595383687,27,0.5185185185185185,0.2592592592592592,0.4444444444444444,0.2222222222222222,0.0,0.2222222222222222,Inapto (risco > 40%),2852.8830074707007,596.2779299044075,Baixa produtividade prevista,3.8,-986.574731580058,Menos viável,-85.47762621882757,81.3922081073262,3,2,2,7,-2.5252372990576895,0.035144563809948966,Alto risco integrado,0.050212488441436685,0.03723576209275814
Ramilândia,05/03/,0.6677578223845588,0.1110704358948723,27,0.5555555555555556,0.4074074074074074,0.2592592592592592,0.925925925925926,0.0,0.3703703703703703,Inapto (risco > 40%),2936.511709622174,671.5141269121111,Baixa produtividade prevista,3.8,-948.4635637266416,Menos viável,-47.36645836541168,119.50337596074208,3,2,2,7,-1.8888911944721034,0.15391352063121594,Alto risco integrado,0.2217492988668811,0.1632858100435436
Ramilândia,15/02/,0.6583032216234513,0.1146666879932384,27,0.4074074074074074,0.1481481481481481,0.2962962962962963,0.4814814814814814,0.0,0.2222222222222222,Inapto (risco > 40%),2893.492177811726,615.7588962990061,Baixa produtividade prevista,3.8,-970.0980192297156,Menos viável,-69.0009138684856,97.86892045766818,3,2,2,7,-2.27681221850103,0.08155442371310782,Alto risco integrado,0.12301485548313605,0.08744201363303228
Ramilândia,15/03/,0.686852340565663,0.1090223419903498,27,0.7037037037037037,0.5555555555555556,0.1851851851851851,1.0,0.0,0.3703703703703703,Inapto (risco > 40%),2888.237548701645,601.3865466503204,Baixa produtividade prevista,3.8,-978.460640173452,Menos viável,-77.36353481222204,89.50629951393178,3,2,2,7,-1.6946675330946075,0.18949257104397468,Alto risco integrado,0.1547677086921212,0.1856139950527718
Ramilândia,25/02/,0.6563997034909913,0.1111774575872992,27,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.7777777777777778,0.0,0.2962962962962963,Inapto (risco > 40%),2898.338511226631,609.5292867782148,Baixa produtividade prevista,3.8,-955.303508619954,Menos viável,-54.20640325872369,112.66343106743012,3,2,2,7,-2.296026358634516,0.07849165820282579,Alto risco integrado,0.17307671927275703,0.09477468627334606
Ramilândia,25/03/,0.6972587929802398,0.1223850720167044,27,0.7777777777777778,0.7407407407407407,0.1111111111111111,1.0,0.0,0.3333333333333333,Inapto (risco > 40%),2948.2713687297137,587.9914705099872,Baixa produtividade prevista,3.8,-953.2446149313438,Menos viável,-52.14750957011382,114.72232475603992,3,2,2,7,-1.2123988251621276,0.27936410431487335,Alto risco integrado,0.2668393703904349,0.27790327022843897
Santa Helena,05/02/,0.6556869016440179,0.1378568654582666,27,0.5185185185185185,0.2592592592592592,0.4444444444444444,0.2222222222222222,0.0,0.1851851851851851,Inapto (risco > 40%),2806.0310532385656,596.3150954060815,Baixa produtividade prevista,3.8,-997.509751424862,Menos viável,-96.41264606363194,70.45718826252178,3,2,2,7,-2.7135524736425483,0.0,Alto risco integrado,0.0,0.0
Santa Helena,05/03/,0.6666508153652239,0.1121511856392142,27,0.5555555555555556,0.4074074074074074,0.2592592592592592,0.925925925925926,0.0,0.3703703703703703,Inapto (risco > 40%),2893.9938010244823,670.1103584834772,Baixa produtividade prevista,3.8,-958.538247731083,Menos viável,-57.441142369852585,109.42869195630117,3,2,2,7,-2.0977115789580174,0.11500175575777884,Alto risco integrado,0.17395419725067116,0.12336703716630511
Santa Helena,15/02/,0.6585580622638164,0.1158012638136132,27,0.4074074074074074,0.1481481481481481,0.2962962962962963,0.4814814814814814,0.0,0.2222222222222222,Inapto (risco > 40%),2847.9591112602857,617.1808714135498,Baixa produtividade prevista,3.8,-978.9506495789922,Menos viável,-77.85354421776205,89.01629010839169,3,2,2,7,-2.469915184939541,0.04559097867999176,Alto risco integrado,0.0802912236048765,0.05091972954043109
Santa Helena,15/03/,0.6855020005870754,0.1098698320240113,27,0.7037037037037037,0.5185185185185185,0.1851851851851851,1.0,0.0,0.3703703703703703,Inapto (risco > 40%),2828.9264080634252,624.8629031397253,Baixa produtividade prevista,3.8,-990.9652373280862,Menos viável,-89.86813196685635,77.00170235929737,3,2,2,7,-1.9818559839851353,0.13603256827958485,Alto risco integrado,0.0996565642013193,0.13208550959169243
Santa Helena,25/02/,0.6550089604543274,0.111935313023197,27,0.4814814814814814,0.3333333333333333,0.2592592592592592,0.7777777777777778,0.0,0.2962962962962963,Inapto (risco > 40%),2845.5903445258655,611.8587612936415,Baixa produtividade prevista,3.8,-967.6877413105292,Menos viável,-66.59063594929891,100.27919837685478,3,2,2,7,-2.555459442076361,0.03053994280949998,Alto risco integrado,0.11772809964000379,0.04977848024919682
Santa Helena,25/03/,0.6947700192154924,0.1227175091820644,27,0.7777777777777778,0.7407407407407407,0.1111111111111111,1.0,0.0,0.3333333333333333,Inapto (risco > 40%),2907.035623564633,604.2963879050652,Baixa produtividade prevista,3.8,-962.3596162698096,Menos viável,-61.26251090857958,105.60732341757418,3,2,2,7,-1.444913865322737,0.2360647237908425,Alto risco integrado,0.21956347982266758,0.23415676938930513
Santa Lúcia,05/02/,0.7414236274522125,0.1163330023665374,27,0.2962962962962963,0.1851851851851851,0.1481481481481481,0.5185185185185185,0.0,0.3703703703703703,Risco climático 30%,3153.838648214925,638.3145265774443,Produtividade prevista intermediária,7.7,-907.2801991763748,Viabilidade intermediária,-6.1830938151448525,160.68674051100896,1,1,1,3,0.6197854462781778,0.6202038425445604,Risco integrado intermediário,0.568894164894354,0.6139582762454427
Santa Lúcia,05/03/,0.7488996150186359,0.0883731866209022,27,0.3333333333333333,0.2592592592592592,0.1111111111111111,1.0,0.0,0.5555555555555556,Risco climático 40%,3244.1013094171767,576.8237763554782,Alta produtividade prevista,3.8,-858.5140782762056,Mais viável,42.58302708502438,209.4528614111781,2,0,0,2,1.1717319705225515,0.723369250638735,Baixo risco integrado,0.7561982768990194,0.7271371224840453
Santa Lúcia,15/02/,0.7420738872101222,0.0946965628252043,27,0.2592592592592592,0.1111111111111111,0.1851851851851851,0.8148148148148148,0.0,0.4074074074074074,Risco climático 30%,3229.97876833605,624.9288087306298,Produtividade prevista intermediária,7.7,-873.9247707487258,Mais viável,27.172334612504194,194.042168938658,1,1,0,2,0.9655036857825373,0.6848742669882909,Baixo risco integrado,0.6953158400520719,0.6860970459862616
Santa Lúcia,15/03/,0.7616756587734085,0.0911006369006547,27,0.4814814814814814,0.3703703703703703,0.1111111111111111,1.0,0.037037037037037,0.4814814814814814,Inapto (risco > 40%),3228.5594598639987,554.2135237552769,Produtividade prevista intermediária,7.7,-876.3307016732816,Viabilidade intermediária,24.766403687948102,191.6362380141019,3,1,1,5,1.3747440653996827,0.7608179969140832,Baixo risco integrado,0.726573057510713,0.7565860838849573
Santa Lúcia,25/02/,0.7361655600598944,0.0932688135241,27,0.2592592592592592,0.2222222222222222,0.1111111111111111,0.9629629629629628,0.0,0.5185185185185185,Risco climático 30%,3281.8996124653368,491.9395818929197,Alta produtividade prevista,7.7,-849.8042037650704,Mais viável,51.29290159615978,218.1627359223136,1,0,0,1,1.066637991044104,0.703941658344902,Baixo risco integrado,0.7647471991601393,0.7108870594927611
Santa Lúcia,25/03/,0.7624467070329765,0.108004686356474,27,0.4444444444444444,0.4074074074074074,0.074074074074074,1.0,0.1851851851851851,0.5555555555555556,Inapto (risco > 40%),3240.3190671711413,576.6134854339452,Alta produtividade prevista,7.7,-863.7747558806151,Mais viável,37.322349480615074,204.1921838067688,3,0,0,3,1.4423518431450646,0.7735615315107777,Baixo risco integrado,0.7692250318325422,0.7730467795868635
Santa Tereza do Oeste,05/02/,0.7260308758165017,0.1187366044898167,27,0.3333333333333333,0.1851851851851851,0.2222222222222222,0.5185185185185185,0.0,0.3333333333333333,Risco climático 40%,3202.066613461633,489.8580915722351,Produtividade prevista intermediária,3.8,-893.699226782196,Viabilidade intermediária,7.397878579034236,174.26771290518806,2,1,1,4,0.5038133637161782,0.5988701944077299,Risco integrado intermediário,0.5962998121889975,0.5985666296727804
Santa Tereza do Oeste,05/03/,0.7245987603393343,0.0957190036720818,27,0.3703703703703703,0.2962962962962963,0.1481481481481481,1.0,0.0,0.5185185185185185,Risco climático 40%,3281.5350380750806,481.6708617126977,Alta produtividade prevista,7.7,-851.154794303813,Mais viável,49.94231105741728,216.81214538357105,2,0,0,2,0.8199089448664524,0.6581002171283575,Baixo risco integrado,0.7349823830605103,0.6670228796595341
Santa Tereza do Oeste,15/02/,0.7259555874105287,0.0968216515170887,27,0.2962962962962963,0.1111111111111111,0.2222222222222222,0.8518518518518519,0.0,0.3333333333333333,Risco climático 30%,3211.9172496988344,514.6770499386881,Produtividade prevista intermediária,7.7,-888.8975480408556,Viabilidade intermediária,12.199557320374302,179.0693916465281,1,1,1,3,0.5451621367263867,0.606614485646103,Risco integrado intermediário,0.6135764620562981,0.6074338020868262
Santa Tereza do Oeste,15/03/,0.7338530459477327,0.0986626368286668,27,0.5555555555555556,0.4444444444444444,0.1111111111111111,1.0,0.037037037037037,0.4814814814814814,Inapto (risco > 40%),3272.113783654134,454.9089291097384,Alta produtividade prevista,7.7,-868.2119192743451,Mais viável,32.88518608688526,199.755020413039,3,0,0,3,0.9749661264531617,0.6867055303740632,Baixo risco integrado,0.7114893362970635,0.6895816150313037
Santa Tereza do Oeste,25/02/,0.71767175719789,0.0980412290836868,27,0.2962962962962963,0.2222222222222222,0.1481481481481481,0.9629629629629628,0.0,0.4074074074074074,Risco climático 30%,3256.7886503265204,463.49647341158,Alta produtividade prevista,7.7,-860.3558290951369,Mais viável,40.74127626609329,207.61111059224703,1,0,0,1,0.5652190501384721,0.6106998669241313,Risco integrado intermediário,0.6881659024315706,0.6197957578149847
Santa Tereza do Oeste,25/03/,0.7350612753736546,0.1159067632310851,27,0.6296296296296297,0.5925925925925926,0.1111111111111111,1.0,0.1851851851851851,0.5185185185185185,Inapto (risco > 40%),3241.5521294356877,431.79094705404316,Alta produtividade prevista,7.7,-872.6547955466921,Mais viável,28.442309814538262,195.312144140692,3,0,0,3,0.867337391408252,0.6666602054137799,Baixo risco integrado,0.6890671794413123,0.6692699688642245
Santa Terezinha de Itaipu,05/02/,0.6680892962451869,0.1343280941455716,27,0.4444444444444444,0.2592592592592592,0.3703703703703703,0.4444444444444444,0.0,0.3333333333333333,Inapto (risco > 40%),2941.9340208195695,742.7338694799837,Baixa produtividade prevista,7.7,-962.919577639418,Menos viável,-61.82247227818766,105.04736204796606,3,2,2,7,-1.8582272773499429,0.15931335139159827,Alto risco integrado,0.17876972896810972,0.161712574200567
Santa Terezinha de Itaipu,05/03/,0.6889581567852093,0.0968617709005816,27,0.5555555555555556,0.5185185185185185,0.1851851851851851,0.9629629629629628,0.0,0.3703703703703703,Inapto (risco > 40%),3112.439385053215,654.7238039528178,Produtividade prevista intermediária,7.7,-887.7174802776119,Viabilidade intermediária,13.379625083617944,180.24945940977173,3,1,1,5,-0.6726179435417828,0.3805758974405287,Alto risco integrado,0.5003404430737071,0.3961361137242659
Santa Terezinha de Itaipu,15/02/,0.6697945697606977,0.1117601972110626,27,0.4074074074074074,0.1481481481481481,0.2962962962962963,0.7407407407407407,0.0,0.3333333333333333,Inapto (risco > 40%),3026.6766143820687,745.1278756629605,Baixa produtividade prevista,7.7,-920.9167033288584,Menos viável,-19.81959796762824,147.0502363585255,3,2,2,7,-1.4526467677460477,0.2353442503977384,Alto risco integrado,0.3408248456163472,0.24988907799852694
Santa Terezinha de Itaipu,15/03/,0.7130803073422144,0.0984284243787277,27,0.6666666666666666,0.5185185185185185,0.1481481481481481,1.0,0.037037037037037,0.4814814814814814,Inapto (risco > 40%),3045.358308869503,676.4062843017045,Baixa produtividade prevista,7.7,-923.642703744784,Menos viável,-22.54559838355387,144.32423594259996,3,2,2,7,-0.45383150230556013,0.4206304785053989,Risco integrado intermediário,0.4214694732211374,0.4207294941288429
Santa Terezinha de Itaipu,25/02/,0.6723637534649567,0.1009660272142736,27,0.4444444444444444,0.3703703703703703,0.1851851851851851,0.8888888888888888,0.0,0.4074074074074074,Inapto (risco > 40%),3083.9332820706863,675.6398124408626,Baixa produtividade prevista,7.7,-892.9330080488614,Viabilidade intermediária,8.164097312368714,175.03393163852246,3,2,1,6,-1.1485834775361736,0.2922742723722409,Alto risco integrado,0.44551462995913327,0.3140983952891716
Santa Terezinha de Itaipu,25/03/,0.7203342171037883,0.1172666610463701,27,0.7037037037037037,0.6296296296296297,0.1111111111111111,1.0,0.1111111111111111,0.4074074074074074,Inapto (risco > 40%),3083.0102473096854,689.0295835544761,Baixa produtividade prevista,7.7,-904.581994920314,Viabilidade intermediária,-3.48488955908353,163.3849447670702,3,2,1,6,-0.13595089244747383,0.4799220447774583,Risco integrado intermediário,0.504835996415986,0.48287285440747235
Serranópolis do Iguaçu,05/02/,0.7329073115968427,0.114635411167956,27,0.3333333333333333,0.2592592592592592,0.1481481481481481,0.5185185185185185,0.0,0.3703703703703703,Risco climático 40%,3133.9713855283567,623.2714479700909,Produtividade prevista intermediária,7.7,-911.2516290032522,Menos viável,-10.15452364202224,156.71531068413157,2,1,2,5,0.3526834454693809,0.5705598798001301,Risco integrado intermediário,0.5328708091918032,0.5660496652942498
