municipio,data_semeadura,isna_medio,isna_desvio,n_anos,freq_evento_adverso,freq_deficit_faseI,freq_deficit_faseIII,freq_frio_floracao,freq_geada,freq_excesso_faseIV,risco_climatico,produtividade_media_kg_ha,produtividade_desvio_kg_ha,classe_produtividade,pct_anos_cobre_custo,margem_media_rs_ha_100pct,risco_economico,margem_media_rs_ha_rateio50,margem_media_rs_ha_rateio_proporcional,score_clima,score_produtividade,score_economico,score_integrado,componente_agroclimatico,topsis_score,classe_risco_topsis,topsis_score_rateio50,topsis_score_rateio_proporcional
Catanduvas,25/03/,0.7567560943570096,0.1141221678779873,27,0.4074074074074074,0.3333333333333333,0.1111111111111111,1.0,0.1481481481481481,0.5925925925925926,Inapto (risco > 40%),3367.5185790399564,344.2554323831227,Alta produtividade prevista,7.7,-838.1333281121705,Mais viável,62.96377724905957,229.8336115752133,3,0,0,3,1.8762817393319173,0.8544708570918009,Baixo risco integrado,0.8791055107866083,0.8572115314981494
Corbélia,05/02/,0.7473366087974344,0.1167847648290243,27,0.4444444444444444,0.1481481481481481,0.3703703703703703,0.4074074074074074,0.0,0.2222222222222222,Inapto (risco > 40%),3261.8048139187354,408.92589702468274,Alta produtividade prevista,7.7,-873.4944146161153,Mais viável,27.60269074511477,194.47252507126848,3,0,0,3,1.2157859741775776,0.7313548437503967,Baixo risco integrado,0.7204326493853362,0.7300509594756804
Corbélia,05/03/,0.7076953512032427,0.1116114609732139,27,0.3703703703703703,0.2222222222222222,0.1851851851851851,1.0,0.0,0.4444444444444444,Risco climático 40%,3249.4247725041705,470.3602152078763,Alta produtividade prevista,7.7,-867.4663066086038,Mais viável,33.63079875262633,200.50063307878008,2,0,0,2,0.32168198637354173,0.5653924941719499,Risco integrado intermediário,0.6466399234735863,0.5750540467243938
Corbélia,15/02/,0.7336000929667233,0.1030815449990766,27,0.2962962962962963,0.074074074074074,0.2592592592592592,0.7407407407407407,0.0,0.2592592592592592,Risco climático 30%,3259.840685288991,405.0967296059113,Alta produtividade prevista,3.8,-884.2519279717633,Viabilidade intermediária,16.845177389466734,183.71501171562048,1,0,1,2,0.9160999500555742,0.675557090168718,Baixo risco integrado,0.6618602181745281,0.6739243193813776
Corbélia,15/03/,0.7145295133901824,0.1082198363747604,27,0.4814814814814814,0.2962962962962963,0.2592592592592592,1.0,0.037037037037037,0.5185185185185185,Inapto (risco > 40%),3263.090646899645,395.72284993131075,Alta produtividade prevista,3.8,-869.5131422558862,Mais viável,31.58396310534382,198.4537974314976,3,0,0,3,0.5260981606796477,0.6033255240667252,Risco integrado intermediário,0.6626183538820397,0.610262778444338
Corbélia,25/02/,0.707974400308145,0.1087072479898137,27,0.3703703703703703,0.1111111111111111,0.2962962962962963,0.925925925925926,0.0,0.3703703703703703,Risco climático 40%,3258.373695237173,403.79817133337326,Alta produtividade prevista,3.8,-870.8800246555852,Mais viável,30.21708070564493,197.08691503179855,2,0,0,2,0.36660930190622704,0.5736918240822995,Risco integrado intermediário,0.643039394985592,0.5818790540901295
Corbélia,25/03/,0.7068008541913229,0.1223578582632227,27,0.5555555555555556,0.4814814814814814,0.1481481481481481,1.0,0.1481481481481481,0.4814814814814814,Inapto (risco > 40%),3243.6035219792184,379.25228067914856,Alta produtividade prevista,3.8,-877.5118845532038,Viabilidade intermediária,23.58522080802649,190.45505513418027,3,0,1,4,0.2773465037587419,0.5570320156525983,Risco integrado intermediário,0.6175302813404384,0.5641796898018178
Céu Azul,05/02/,0.7326195426621467,0.1189392537306219,27,0.3333333333333333,0.1851851851851851,0.2222222222222222,0.5185185185185185,0.0,0.3333333333333333,Risco climático 40%,3226.2392171500956,506.0895009819904,Produtividade prevista intermediária,3.8,-887.0589214133561,Viabilidade intermediária,14.038183947873971,180.90801827402777,2,1,1,4,0.7488313232505924,0.6444593280306855,Risco integrado intermediário,0.6381727945196997,0.64371489578037
Céu Azul,05/03/,0.7313249466905272,0.09548349731933,27,0.3703703703703703,0.2962962962962963,0.1481481481481481,1.0,0.0,0.5185185185185185,Risco climático 40%,3286.372866430226,497.10906218588906,Alta produtividade prevista,7.7,-850.3793771583304,Mais viável,50.71772820289969,217.58756252905343,2,0,0,2,0.983550394233632,0.6885023026989975,Baixo risco integrado,0.7544464839078073,0.6960699177634211
Céu Azul,15/02/,0.7321453356260016,0.097410978126033,27,0.2592592592592592,0.1111111111111111,0.1851851851851851,0.8518518518518519,0.0,0.3703703703703703,Risco climático 30%,3228.8573794916333,519.8831693282406,Produtividade prevista intermediária,7.7,-884.3269125964487,Viabilidade intermediária,16.770192764781367,183.64002709093515,1,1,1,3,0.7501952923924994,0.6447506368536623,Risco integrado intermediário,0.6459189092783052,0.6448883901939715
Céu Azul,15/03/,0.7403247117966058,0.0983623772755646,27,0.5555555555555556,0.4444444444444444,0.1111111111111111,1.0,0.037037037037037,0.5185185185185185,Inapto (risco > 40%),3273.528482984355,470.8892732975179,Alta produtividade prevista,7.7,-867.5694359465168,Mais viável,33.52766941471301,200.3975037408668,3,0,0,3,1.1182901054192862,0.7133319221458434,Baixo risco integrado,0.7274508483070722,0.7149775060316024
Céu Azul,25/02/,0.7236931136665788,0.098314623177204,27,0.2962962962962963,0.2222222222222222,0.1481481481481481,0.9629629629629628,0.0,0.4074074074074074,Risco climático 30%,3267.296940008811,464.2970234439204,Alta produtividade prevista,7.7,-857.1191595131281,Mais viável,43.977945848102,210.8477801742558,1,0,0,1,0.7386434543457805,0.642943357333771,Risco integrado intermediário,0.7136711626220087,0.6511631557038133
Céu Azul,25/03/,0.7413706820309821,0.1159364646913693,27,0.6296296296296297,0.5925925925925926,0.1111111111111111,1.0,0.1851851851851851,0.5555555555555556,Inapto (risco > 40%),3234.337909103004,456.9715716279871,Produtividade prevista intermediária,3.8,-874.2794653681956,Viabilidade intermediária,26.817639993034565,193.6874743191884,3,1,1,5,0.9696042996340569,0.6856310380571891,Baixo risco integrado,0.6947491894460422,0.6866997629190839
Diamante D'Oeste,05/02/,0.6725791217487554,0.1404638252627179,27,0.4814814814814814,0.2592592592592592,0.4074074074074074,0.2222222222222222,0.0,0.2592592592592592,Inapto (risco > 40%),2847.732436879439,569.0973710498206,Baixa produtividade prevista,3.8,-987.354874610504,Menos viável,-86.25776924927376,80.61206507687999,3,2,2,7,-2.1737496429736747,0.10039594370810394,Alto risco integrado,0.08238436977682508,0.09841319578950938
Diamante D'Oeste,05/03/,0.6850264488333935,0.1138339290514844,27,0.4444444444444444,0.3703703703703703,0.1851851851851851,0.925925925925926,0.0,0.4444444444444444,Inapto (risco > 40%),2931.331285909794,653.9195103835634,Baixa produtividade prevista,3.8,-950.863133846618,Menos viável,-49.76602848538804,117.10380584076572,3,2,2,7,-1.5454948507762851,0.21755215710748804,Alto risco integrado,0.24223276813125846,0.22057589511967332
Diamante D'Oeste,15/02/,0.6753336280949022,0.1191067434224431,27,0.4074074074074074,0.1481481481481481,0.2962962962962963,0.4814814814814814,0.0,0.3333333333333333,Inapto (risco > 40%),2903.13681971817,593.0449039031029,Baixa produtividade prevista,3.8,-967.6278434933216,Menos viável,-66.53073813209151,100.3390961940622,3,2,2,7,-1.8738338757423434,0.1563424334606449,Alto risco integrado,0.16350916530603454,0.15720214365957988
Diamante D'Oeste,15/03/,0.7042963443197316,0.1098182330519057,27,0.7037037037037037,0.5185185185185185,0.1851851851851851,1.0,0.0,0.4814814814814814,Inapto (risco > 40%),2884.566704793885,560.7816630401484,Baixa produtividade prevista,3.8,-982.9362338058376,Menos viável,-81.83912844460734,85.03070588154642,3,2,2,7,-1.3409732542647017,0.25516869861951913,Alto risco integrado,0.1875175285393662,0.24750852038173218
Diamante D'Oeste,25/02/,0.6714475147844282,0.1147763135401152,27,0.4074074074074074,0.2962962962962963,0.1851851851851851,0.7777777777777778,0.0,0.3703703703703703,Inapto (risco > 40%),2882.384842235164,597.440576985882,Baixa produtividade prevista,3.8,-958.949522466556,Menos viável,-57.8524171053259,109.01741722082784,3,2,2,7,-2.0466631643288373,0.1244455931558051,Alto risco integrado,0.1761911061142689,0.13154899111056056
Diamante D'Oeste,25/03/,0.7122999577748649,0.1239961966175386,27,0.7777777777777778,0.7407407407407407,0.1111111111111111,1.0,0.0,0.4444444444444444,Inapto (risco > 40%),2947.003902803163,566.3550358162327,Baixa produtividade prevista,3.8,-953.7102373506696,Menos viável,-52.61313198943932,114.25670233671444,3,2,2,7,-0.8991511843430049,0.3375363175468878,Alto risco integrado,0.2971632797296264,0.33286336138106226
Diamante do Sul,05/02/,0.7865006425967768,0.0986608237318847,27,0.3333333333333333,0.1481481481481481,0.2222222222222222,0.5925925925925926,0.037037037037037,0.2962962962962963,Risco climático 40%,3402.397197445286,261.13234332021847,Alta produtividade prevista,3.8,-835.8134452514701,Mais viável,65.28366010976015,232.15349443591387,2,0,0,2,2.6587247159219256,0.9963025239941301,Baixo risco integrado,0.9482686359316838,0.9818566827325372
Diamante do Sul,05/03/,0.7519850485996757,0.1062485579578874,27,0.2962962962962963,0.1851851851851851,0.1111111111111111,1.0,0.037037037037037,0.6296296296296297,Risco climático 30%,3386.3235637893736,341.00565327185257,Alta produtividade prevista,3.8,-831.2301668083676,Mais viável,69.86693855286238,236.73677287901617,1,0,0,1,1.8571484828272575,0.8509690194961775,Baixo risco integrado,0.8891073219735373,0.8551294244534261
Diamante do Sul,15/02/,0.7733917255924263,0.0906534499789454,27,0.2592592592592592,0.0,0.2592592592592592,0.8518518518518519,0.037037037037037,0.3333333333333333,Risco climático 30%,3436.3617278992424,327.45079139486717,Alta produtividade prevista,3.8,-825.2527468401834,Mais viável,75.84435852104664,242.71419284720048,1,0,0,1,2.5289725979509012,0.9758657987321049,Baixo risco integrado,0.9797605853593065,0.9762932275089005
Diamante do Sul,15/03/,0.7553618902848377,0.1046329687328264,27,0.3703703703703703,0.2592592592592592,0.1111111111111111,1.0,0.074074074074074,0.5925925925925926,Risco climático 40%,3361.4442684915434,297.74671117381206,Alta produtividade prevista,3.8,-840.9461693418815,Mais viável,60.150936019348784,227.02077034550243,2,0,0,2,1.8202525424852438,0.8440335749708935,Baixo risco integrado,0.8667473669212686,0.8465830008644688
Diamante do Sul,25/02/,0.7518248356174089,0.09822140529464,27,0.3333333333333333,0.1481481481481481,0.1851851851851851,0.9629629629629628,0.037037037037037,0.4074074074074074,Risco climático 40%,3398.627760808938,327.4225124486017,Alta produtividade prevista,3.8,-829.7111424279445,Mais viável,71.38596293328554,238.25579725943933,2,0,0,2,1.907393849314895,0.8603155100511541,Baixo risco integrado,0.8972540612206695,0.864329462927876
Diamante do Sul,25/03/,0.7505724164063592,0.1194022968498987,27,0.4444444444444444,0.3703703703703703,0.1111111111111111,1.0,0.1851851851851851,0.5925925925925926,Inapto (risco > 40%),3340.3466653312325,284.3830969532746,Alta produtividade prevista,3.8,-848.4157168890562,Mais viável,52.68138847217392,219.5512227983277,3,0,0,3,1.6267712095698332,0.8080096696651187,Baixo risco integrado,0.8284284920261459,0.8103383661096406
Entre Rios do Oeste,05/02/,0.670608836434018,0.1352887915620564,27,0.5555555555555556,0.2592592592592592,0.4814814814814814,0.1481481481481481,0.0,0.1481481481481481,Inapto (risco > 40%),2891.9934646475035,612.2513636830874,Baixa produtividade prevista,3.8,-975.8189592863451,Menos viável,-74.72185392511506,92.14798040103872,3,2,2,7,-2.0225482824804977,0.128613120044394,Alto risco integrado,0.1264068069233967,0.12835447294812147
Entre Rios do Oeste,05/03/,0.6647078922010426,0.1205975342705338,27,0.5185185185185185,0.4814814814814814,0.2222222222222222,0.925925925925926,0.0,0.3703703703703703,Inapto (risco > 40%),2962.9889874693645,619.3418774708641,Baixa produtividade prevista,3.8,-941.9974691629976,Menos viável,-40.900363801767575,125.96947052438624,3,2,2,7,-1.8381003994930798,0.16347267825227854,Alto risco integrado,0.24625689546273463,0.17516371667004205
Entre Rios do Oeste,15/02/,0.6742949522972731,0.1187660251113539,27,0.3333333333333333,0.074074074074074,0.2962962962962963,0.4814814814814814,0.0,0.2222222222222222,Risco climático 40%,2907.327841791437,630.8393280156756,Baixa produtividade prevista,3.8,-968.7835965893051,Menos viável,-67.68649122807531,99.18334309807852,2,2,2,6,-1.8775759432453971,0.15563072218711285,Alto risco integrado,0.15985664592490118,0.1561342430270968
Entre Rios do Oeste,15/03/,0.6757579894738112,0.1185876518580209,27,0.7037037037037037,0.5925925925925926,0.1481481481481481,1.0,0.0,0.2592592592592592,Inapto (risco > 40%),2897.794510167976,534.613228854736,Baixa produtividade prevista,3.8,-981.993166388873,Menos viável,-80.89606102764296,85.9737732985108,3,2,2,7,-1.8881303124688817,0.1535148231450807,Alto risco integrado,0.12572404740009238,0.15042963806292253
Entre Rios do Oeste,25/02/,0.6600834183685463,0.1202734418910496,27,0.4444444444444444,0.2592592592592592,0.2592592592592592,0.7777777777777778,0.0,0.2962962962962963,Inapto (risco > 40%),2975.2277180565106,601.4090980157553,Baixa produtividade prevista,3.8,-933.2152649688198,Menos viável,-32.11815960758958,134.75167471856415,3,2,2,7,-1.8827532458741425,0.15544830790342726,Alto risco integrado,0.27144801355340803,0.17318187856325945
Entre Rios do Oeste,25/03/,0.6836398239872663,0.1242487011671187,27,0.7407407407407407,0.6666666666666666,0.1481481481481481,1.0,0.0,0.3703703703703703,Inapto (risco > 40%),2953.701379571287,585.2085515929973,Baixa produtividade prevista,3.8,-955.2078374530976,Menos viável,-54.11073209186758,112.7591022342862,3,2,2,7,-1.4773584767846897,0.23013512522862212,Alto risco integrado,0.2358767189989831,0.23081788177413168
Formosa do Oeste,05/02/,0.7349893275277244,0.1174309023281426,27,0.4814814814814814,0.1851851851851851,0.4074074074074074,0.4074074074074074,0.0,0.1481481481481481,Inapto (risco > 40%),3213.8569160700026,400.00580633851536,Produtividade prevista intermediária,7.7,-885.7174615202829,Viabilidade intermediária,15.37964384094721,182.249478167101,3,1,1,5,0.745073770096789,0.6437803630667542,Risco integrado intermediário,0.6415626411828604,0.6435183724862784
Formosa do Oeste,05/03/,0.6966582932730057,0.1105926960973666,27,0.4444444444444444,0.2592592592592592,0.2222222222222222,1.0,0.0,0.4074074074074074,Inapto (risco > 40%),3192.2813238339118,454.0347456049433,Produtividade prevista intermediária,7.7,-880.9749729063612,Viabilidade intermediária,20.12213245486905,186.9919667810228,3,1,1,5,-0.16135065578992905,0.4755401991440281,Risco integrado intermediário,0.5655753186670851,0.4865537231754623
Formosa do Oeste,15/02/,0.7205828513635459,0.1027630829809282,27,0.2962962962962963,0.074074074074074,0.2592592592592592,0.7407407407407407,0.0,0.1851851851851851,Risco climático 30%,3196.6067780990447,397.105667775394,Produtividade prevista intermediária,3.8,-901.062980730857,Viabilidade intermediária,0.0341246303731238,166.90395895652694,1,1,1,3,0.3645488205601234,0.5729079331152794,Risco integrado intermediário,0.5624865019586179,0.5716745134988198
Formosa do Oeste,15/03/,0.7023875524916547,0.1083266847469085,27,0.4814814814814814,0.2962962962962963,0.2592592592592592,1.0,0.037037037037037,0.4814814814814814,Inapto (risco > 40%),3196.5299083538725,404.12306011717556,Produtividade prevista intermediária,7.7,-885.1204827115839,Viabilidade intermediária,15.97662264964606,182.8464569757998,3,1,1,5,-0.021406309905214093,0.5014602651751597,Risco integrado intermediário,0.5684895254275795,0.5094914841278411
Formosa do Oeste,25/02/,0.6963297178385169,0.1085598912305776,27,0.4074074074074074,0.1481481481481481,0.2962962962962963,0.925925925925926,0.0,0.3333333333333333,Inapto (risco > 40%),3202.203611566251,392.3058669830339,Produtividade prevista intermediária,3.8,-883.890772510132,Viabilidade intermediária,17.20633285109826,184.07616717725216,3,1,1,5,-0.12505752419949337,0.4822353410051572,Risco integrado intermediário,0.5616241754060837,0.49185724932707553
Formosa do Oeste,25/03/,0.694511795744387,0.1219376761870474,27,0.5555555555555556,0.4814814814814814,0.1481481481481481,1.0,0.1481481481481481,0.3703703703703703,Inapto (risco > 40%),3188.2090401479113,375.5430998450093,Produtividade prevista intermediária,3.8,-890.5102691355722,Viabilidade intermediária,10.58683622565788,177.45667055181158,3,1,1,5,-0.2245955530892189,0.4636634563742432,Risco integrado intermediário,0.534699983794921,0.4722660325626377
Foz do Iguaçu,05/02/,0.6456509609891825,0.1302578151324777,27,0.5185185185185185,0.2592592592592592,0.4444444444444444,0.4444444444444444,0.0,0.2592592592592592,Inapto (risco > 40%),2950.1082303995213,721.6516919423332,Baixa produtividade prevista,7.7,-961.7663471353718,Menos viável,-60.66924177414183,106.20059255201193,3,2,2,7,-2.298135687239113,0.07786265094011215,Alto risco integrado,0.1504501141171942,0.08953720607023291
Foz do Iguaçu,05/03/,0.6640004914891117,0.0975813792455261,27,0.6296296296296297,0.5185185185185185,0.2962962962962963,0.9629629629629628,0.0,0.2592592592592592,Inapto (risco > 40%),3198.9094795549117,616.6701075616508,Produtividade prevista intermediária,7.7,-864.4872985917622,Mais viável,36.60980676946794,203.47964109562164,3,1,0,4,-0.8245842825280444,0.352863494573835,Alto risco integrado,0.5431035639689568,0.38068415437302844
Foz do Iguaçu,15/02/,0.6467748365856786,0.1072235901142674,27,0.4814814814814814,0.1851851851851851,0.3703703703703703,0.7407407407407407,0.0,0.2592592592592592,Inapto (risco > 40%),3068.028718556969,705.6633851251484,Baixa produtividade prevista,7.7,-908.5801105819656,Viabilidade intermediária,-7.483005220735427,159.38682910541846,3,2,1,6,-1.7602361162934366,0.178830886635067,Alto risco integrado,0.35574572682209704,0.20820486514791628
Foz do Iguaçu,15/03/,0.689531941962335,0.0979806697631545,27,0.6666666666666666,0.5185185185185185,0.1851851851851851,1.0,0.037037037037037,0.4074074074074074,Inapto (risco > 40%),3162.393210109666,600.5228857590854,Produtividade prevista intermediária,7.7,-892.8468981078314,Viabilidade intermediária,8.250207253398667,175.12004157955246,3,1,1,5,-0.4426810500405006,0.423150412014957,Risco integrado intermediário,0.5078660648078903,0.4336208244752048
Foz do Iguaçu,25/02/,0.6503721144387202,0.0986435041349028,27,0.5555555555555556,0.4444444444444444,0.2592592592592592,0.8888888888888888,0.0,0.3333333333333333,Inapto (risco > 40%),3191.743283405202,615.7590965458264,Produtividade prevista intermediária,7.7,-863.4545231399866,Mais viável,37.64258222124382,204.5124165473976,3,1,0,4,-1.144657178493562,0.2937235997632652,Alto risco integrado,0.5184569314477031,0.3300081711938275
Foz do Iguaçu,25/03/,0.6964514592986083,0.1167491378793419,27,0.7037037037037037,0.6296296296296297,0.1111111111111111,1.0,0.1111111111111111,0.4074074074074074,Inapto (risco > 40%),3149.1522336959924,652.1503658828906,Produtividade prevista intermediária,7.7,-887.7455673274434,Viabilidade intermediária,13.351538033786692,180.2213723599404,3,1,1,5,-0.3537578039378361,0.4397306539833867,Risco integrado intermediário,0.5297343352228152,0.4508503976031456
Guaraniaçu,05/02/,0.7802500226320619,0.1019950446841577,27,0.3333333333333333,0.1481481481481481,0.2222222222222222,0.5185185185185185,0.0,0.2962962962962963,Risco climático 40%,3394.477472352792,317.8366350701548,Alta produtividade prevista,3.8,-840.8353850057622,Mais viável,60.26172035546793,227.1315546816217,2,0,0,2,2.4917264310993703,0.9685393053789529,Baixo risco integrado,0.9248029499202128,0.9607413361962711
Guaraniaçu,05/03/,0.7541153824807146,0.0975624513746745,27,0.3333333333333333,0.2222222222222222,0.1111111111111111,1.0,0.0,0.6296296296296297,Risco climático 40%,3383.099858395218,388.97624859426617,Alta produtividade prevista,3.8,-831.9850208061004,Mais viável,69.11208455513002,235.9819188812838,2,0,0,2,1.888243552840064,0.8567427396272602,Baixo risco integrado,0.8917727538420692,0.8605635490366943
Guaraniaçu,15/02/,0.7691029003139184,0.0915355544051,27,0.2962962962962963,0.037037037037037,0.2592592592592592,0.8518518518518519,0.0,0.3703703703703703,Risco climático 30%,3425.4881266526913,379.60729659452,Alta produtividade prevista,7.7,-830.5367662817191,Mais viável,70.5603390795111,237.4301734056649,1,0,0,1,2.3906738021238962,0.9501154779048891,Baixo risco integrado,0.9522978021079127,0.9503682601077483
Guaraniaçu,15/03/,0.7626763156889017,0.0985653594647989,27,0.3333333333333333,0.2222222222222222,0.1111111111111111,1.0,0.037037037037037,0.6296296296296297,Risco climático 40%,3378.672880045878,349.47753137555986,Alta produtividade prevista,7.7,-835.535125204841,Mais viável,65.56198015638905,232.43181448254285,2,0,0,2,2.0503790692572355,0.886842890761611,Baixo risco integrado,0.9040809796354763,0.8887627208324341
Guaraniaçu,25/02/,0.7492046239453259,0.0966724347293708,27,0.2592592592592592,0.1481481481481481,0.1481481481481481,0.9629629629629628,0.0,0.4814814814814814,Risco climático 30%,3404.0905150652716,378.1128418191548,Alta produtividade prevista,7.7,-825.7561079088935,Mais viável,75.34099745233674,242.21083177849053,1,0,0,1,1.875677866047621,0.8544398252785628,Baixo risco integrado,0.8972026342176253,0.8591112464206839
Guaraniaçu,25/03/,0.757137063845996,0.114446776324186,27,0.4074074074074074,0.3333333333333333,0.1111111111111111,1.0,0.1481481481481481,0.5925925925925926,Inapto (risco > 40%),3359.431752083506,337.8700771774006,Alta produtividade prevista,7.7,-840.3571520850758,Mais viável,60.73995327615432,227.60978760230805,3,0,0,3,1.8491008072152582,0.8493991500393465,Baixo risco integrado,0.8712235872326651,0.851847613376025
Guaíra,05/02/,0.6842628881325848,0.129102353003115,27,0.5185185185185185,0.1851851851851851,0.4074074074074074,0.2962962962962963,0.0,0.1481481481481481,Inapto (risco > 40%),2979.3959394204335,593.659263284252,Baixa produtividade prevista,7.7,-942.5475899420962,Menos viável,-41.450484580866174,125.41934974528758,3,2,2,7,-1.3521367932113204,0.25357383606780787,Alto risco integrado,0.28397039716564415,0.2572970801426532
Guaíra,05/03/,0.6670434774651709,0.1326764118577854,27,0.5185185185185185,0.4444444444444444,0.2592592592592592,0.9629629629629628,0.0,0.3703703703703703,Inapto (risco > 40%),2978.9629397832477,602.2619712689931,Baixa produtividade prevista,7.7,-935.2835491682288,Menos viável,-34.18644380699878,132.68339051915504,3,2,2,7,-1.7189621149930767,0.18569281744456018,Alto risco integrado,0.27628894630101203,0.19839199428399046
Guaíra,15/02/,0.6794023554896452,0.1199752685957056,27,0.3333333333333333,0.074074074074074,0.3333333333333333,0.6296296296296297,0.0,0.1851851851851851,Risco climático 40%,2942.26396170324,557.473697374314,Baixa produtividade prevista,3.8,-958.8914564633416,Menos viável,-57.79435110211132,109.0754832240425,2,2,2,6,-1.6170268379809136,0.2041497999402878,Alto risco integrado,0.21234650338214767,0.20512991546091924
Guaíra,15/03/,0.6703048887647804,0.1306361312861411,27,0.6296296296296297,0.5555555555555556,0.1851851851851851,1.0,0.0,0.2962962962962963,Inapto (risco > 40%),2938.4624526085236,515.5340652929283,Baixa produtividade prevista,3.8,-954.9874647364712,Menos viável,-53.89035937524096,112.97947495091282,3,2,2,7,-1.8264058595602446,0.16535846684462613,Alto risco integrado,0.2057904789191307,0.17056710417230136
Guaíra,25/02/,0.6636133264725662,0.130002577609979,27,0.4444444444444444,0.2592592592592592,0.2592592592592592,0.8148148148148148,0.0,0.3703703703703703,Inapto (risco > 40%),2977.800305123496,618.1959289224653,Baixa produtividade prevista,7.7,-935.6539561779388,Menos viável,-34.55685081670859,132.3129835094451,3,2,2,7,-1.7967272024406222,0.17128857763597358,Alto risco integrado,0.269514276786485,0.18547655306716757
Guaíra,25/03/,0.675307746797194,0.1333263961892099,27,0.6666666666666666,0.6296296296296297,0.1481481481481481,1.0,0.0,0.3333333333333333,Inapto (risco > 40%),3014.6938828201555,532.4178126954166,Baixa produtividade prevista,7.7,-925.091225528244,Menos viável,-23.99412016701373,142.87571415914002,3,2,2,7,-1.3880432485344454,0.24722794962729225,Alto risco integrado,0.33332525245722705,0.2586603548579101
Ibema,05/02/,0.7748101236789068,0.1017681978561257,27,0.3333333333333333,0.1481481481481481,0.2222222222222222,0.5185185185185185,0.0,0.2962962962962963,Risco climático 40%,3386.4725706500003,335.1502496708354,Alta produtividade prevista,3.8,-843.8054939999488,Mais viável,57.291611361281184,224.161445687435,2,0,0,2,2.3415387384061765,0.9407349228472712,Baixo risco integrado,0.906077254600595,0.9356856447602033
Ibema,05/03/,0.7511250351360975,0.0968123332523061,27,0.3333333333333333,0.2222222222222222,0.1111111111111111,1.0,0.0,0.6296296296296297,Risco climático 40%,3390.616089337122,391.00019577704626,Alta produtividade prevista,3.8,-830.7919305162819,Mais viável,70.30517484494834,237.1750091711021,2,0,0,2,1.8576353853000676,0.851062174369617,Baixo risco integrado,0.889764488834133,0.8552823480850876
Ibema,15/02/,0.763993496390163,0.0913544095708773,27,0.2962962962962963,0.037037037037037,0.2592592592592592,0.8518518518518519,0.0,0.3333333333333333,Risco climático 30%,3413.9271836589764,387.8656131311691,Alta produtividade prevista,7.7,-833.6080408612142,Mais viável,67.48906450001606,234.35889882616988,1,0,0,1,2.2319876613406118,0.9206031466764459,Baixo risco integrado,0.9281900061215649,0.9214641968811752
Ibema,15/03/,0.7588328656519933,0.098193934891794,27,0.3333333333333333,0.2222222222222222,0.1111111111111111,1.0,0.037037037037037,0.5925925925925926,Risco climático 40%,3386.8995611121186,361.2719533997801,Alta produtividade prevista,7.7,-833.0127233589993,Mais viável,68.08438200223075,234.9542163283845,2,0,0,2,2.0047880124252413,0.8783932048320536,Baixo risco integrado,0.9039405282994729,0.8811878901909549
Ibema,25/02/,0.7451315270622002,0.0962421490292281,27,0.2592592592592592,0.1481481481481481,0.1481481481481481,0.9629629629629628,0.0,0.4814814814814814,Risco climático 30%,3410.841034308547,377.3282821141975,Alta produtividade prevista,7.7,-823.2516955640424,Mais viável,77.84540979718787,244.71524412334156,1,0,0,1,1.8187844062163632,0.8438753031270008,Baixo risco integrado,0.8914766388055388,0.8491445924923468
Ibema,25/03/,0.7535101742285151,0.1142188311998169,27,0.4074074074074074,0.3333333333333333,0.1111111111111111,1.0,0.1481481481481481,0.5555555555555556,Inapto (risco > 40%),3373.1407102931125,348.6432386775169,Alta produtividade prevista,7.7,-837.3562957217405,Mais viável,63.7408096394895,230.61064396564325,3,0,0,3,1.8319996872945845,0.8462500165243283,Baixo risco integrado,0.875705087471708,0.8495105334031757
Iguatu,05/02/,0.7520861418483235,0.1164776281925608,27,0.4444444444444444,0.1481481481481481,0.3703703703703703,0.4074074074074074,0.0,0.2222222222222222,Inapto (risco > 40%),3267.6949231870717,414.1894830002033,Alta produtividade prevista,3.8,-872.3551506310531,Mais viável,28.74195473017657,195.6117890563304,3,0,0,3,1.3421229213642696,0.7548264568659981,Baixo risco integrado,0.7353554170480516,0.7524715589327674
Iguatu,05/03/,0.7120026447441471,0.1119467841179686,27,0.3333333333333333,0.1851851851851851,0.1851851851851851,1.0,0.0,0.4444444444444444,Risco climático 40%,3240.4812403743917,473.94619382315517,Alta produtividade prevista,7.7,-868.9837934909968,Mais viável,32.11331187023288,198.9831461963867,2,0,0,2,0.3739783065877041,0.5750838961021296,Risco integrado intermediário,0.6483744569964667,0.5837468781256534
Iguatu,15/02/,0.7387714699308018,0.1030928376301621,27,0.2962962962962963,0.037037037037037,0.2592592592592592,0.7407407407407407,0.0,0.2962962962962963,Risco climático 30%,3266.1665990447427,409.45866933161136,Alta produtividade prevista,3.8,-882.4804610254536,Viabilidade intermediária,18.616644335776808,185.48647866193053,1,0,1,2,1.0532771121775695,0.7010512441957761,Baixo risco integrado,0.6796608527516422,0.6984777086327235
Iguatu,15/03/,0.7187056881964966,0.10891636267495,27,0.4444444444444444,0.2962962962962963,0.2222222222222222,1.0,0.037037037037037,0.5185185185185185,Inapto (risco > 40%),3250.179722805617,397.56281689306314,Alta produtividade prevista,3.8,-871.8886458841899,Mais viável,29.208459477040183,196.07829380319396,3,0,0,3,0.5583195677697567,0.6092799494082,Risco integrado intermediário,0.6599940901829645,0.6152015354309577
