cidade,uf,ano,secao,item,custo_rs_ha,custo_rs_60kg,participacao_pct,produtividade_kg_ha,participacao_ct_pct,categoria_total,categoria_item,fator_deflator,custo_rs_ha_real,custo_rs_60kg_real
Campo Mourão,PR,2011,VI - RENDA DE FATORES,32 - Remuneração esperada sobre o capital fixo,63.68,1.27,10.35,3000.0,5.58,,,2.198259208362353,139.98514638851464,2.791789194620188
Campo Mourão,PR,2011,VI - RENDA DE FATORES,33 - Terra Própria,291.6,5.83,47.37,3000.0,25.56,,Terra,2.198259208362353,641.0123851584622,12.815851184752518
Campo Mourão,PR,2011,VI - RENDA DE FATORES,34 - Arrendamento,0.0,0.0,0.0,3000.0,0.0,,Arrendamento,2.198259208362353,0.0,0.0
Campo Mourão,PR,2011,VI - RENDA DE FATORES,TOTAL DE RENDA DE FATORES (I),355.28,7.1,57.72,3000.0,31.14,Total Renda de Fatores (I),,2.198259208362353,780.9975315469767,15.607640379372704
Campo Mourão,PR,2011,VI - RENDA DE FATORES,CUSTO TOTAL (H+I=J),1140.76,22.8,185.31,3000.0,,Custo Total (J),,2.198259208362353,2507.6861745314377,50.12030995066165
Campo Mourão,PR,2012,I - DESPESAS DE CUSTEIO DA LAVOURA,1 - Operação com animal,0.0,0.0,0.0,3000.0,0.0,,,2.085563039932625,0.0,0.0
Campo Mourão,PR,2012,I - DESPESAS DE CUSTEIO DA LAVOURA,2 - Operação com Avião,0.0,0.0,0.0,3000.0,0.0,,,2.085563039932625,0.0,0.0
Campo Mourão,PR,2012,3 - Operação com máquinas:,3.1 - Tratores e Colheitadeiras,137.25,2.74,22.44,3000.0,14.63,,,2.085563039932625,286.24352723075276,5.714442729415392
Campo Mourão,PR,2012,3 - Operação com máquinas:,3.2 - Conjunto de Irrigação,0.0,0.0,0.0,3000.0,0.0,,,2.085563039932625,0.0,0.0
Campo Mourão,PR,2012,3 - Operação com máquinas:,4 - Aluguel de Máquinas,0.0,0.0,0.0,3000.0,0.0,,Máquinas/Depreciação,2.085563039932625,0.0,0.0
Campo Mourão,PR,2012,3 - Operação com máquinas:,5 - Aluguel de Animais,0.0,0.0,0.0,3000.0,0.0,,,2.085563039932625,0.0,0.0
Campo Mourão,PR,2012,3 - Operação com máquinas:,6 - Mão-de-obra,0.0,0.0,0.0,3000.0,0.0,,Mão de obra,2.085563039932625,0.0,0.0
Campo Mourão,PR,2012,3 - Operação com máquinas:,7 - Administrador,0.0,0.0,0.0,3000.0,0.0,,Administração,2.085563039932625,0.0,0.0
Campo Mourão,PR,2012,3 - Operação com máquinas:,8 - Sementes,88.8,1.78,14.52,3000.0,9.47,,Sementes,2.085563039932625,185.19799794601707,3.7123022110800723
Campo Mourão,PR,2012,3 - Operação com máquinas:,8.1 - Royalties,0.0,0.0,0.0,3000.0,0.0,,,2.085563039932625,0.0,0.0
Campo Mourão,PR,2012,3 - Operação com máquinas:,9 - Fertilizantes,190.21,3.81,31.1,3000.0,20.27,,Fertilizantes,2.085563039932625,396.69494582558457,7.9459951821433
Campo Mourão,PR,2012,3 - Operação com máquinas:,10 - Agrotóxicos,20.89,0.42,3.42,3000.0,2.23,,Defensivos/Agrotóxicos,2.085563039932625,43.56741190419253,0.8759364767717024
Campo Mourão,PR,2012,3 - Operação com máquinas:,11 - Água,0.0,0.0,0.0,3000.0,0.0,,,2.085563039932625,0.0,0.0
Campo Mourão,PR,2012,3 - Operação com máquinas:,12 - Receita,0.0,0.0,0.0,3000.0,0.0,,,2.085563039932625,0.0,0.0
Campo Mourão,PR,2012,13 - Outros:,13.1 - Análise Foliar,0.0,0.0,0.0,3000.0,0.0,,,2.085563039932625,0.0,0.0
Campo Mourão,PR,2012,13 - Outros:,13.2 - Embalagens/Utensílios,0.0,0.0,0.0,3000.0,0.0,,,2.085563039932625,0.0,0.0
Campo Mourão,PR,2012,13 - Outros:,13.3 - Vernalização(Alho),0.0,0.0,0.0,3000.0,0.0,,,2.085563039932625,0.0,0.0
Campo Mourão,PR,2012,13 - Outros:,13.4 - Análise de Solo,0.0,0.0,0.0,3000.0,0.0,,,2.085563039932625,0.0,0.0
Campo Mourão,PR,2012,13 - Outros:,13.5 - Mudas,0.0,0.0,0.0,3000.0,0.0,,,2.085563039932625,0.0,0.0
Campo Mourão,PR,2012,13 - Outros:,13.6 - Taxas Ambientais,0.0,0.0,0.0,3000.0,0.0,,,2.085563039932625,0.0,0.0
Campo Mourão,PR,2012,13 - Outros:,13.7 - Demais Despesas,0.0,0.0,0.0,3000.0,0.0,,,2.085563039932625,0.0,0.0
Campo Mourão,PR,2012,13 - Outros:,13.8 - Implementos Manuais,0.0,0.0,0.0,3000.0,0.0,,Máquinas/Depreciação,2.085563039932625,0.0,0.0
Campo Mourão,PR,2012,13 - Outros:,14 - Serviços Diversos,0.0,0.0,0.0,3000.0,0.0,,,2.085563039932625,0.0,0.0
Campo Mourão,PR,2012,13 - Outros:,TOTAL DAS DESPESAS DE CUSTEIO DA LAVOURA (A),437.15,8.75,71.48,3000.0,46.6,Total Despesas de Custeio (A),,2.085563039932625,911.7038829065469,18.248676599410466
Campo Mourão,PR,2012,II - OUTRAS DESPESAS,15 - Transporte Externo,48.9,0.98,8.0,3000.0,5.21,,Transporte,2.085563039932625,101.98403265270535,2.043851779133972
Campo Mourão,PR,2012,16 - Despesas:,16.1 - Despesas Administrativas,0.0,0.0,0.0,3000.0,0.0,,Administração,2.085563039932625,0.0,0.0
Campo Mourão,PR,2012,16 - Despesas:,16.2 - Despesas de armazenagem,79.71,1.59,13.03,3000.0,8.5,,,2.085563039932625,166.2402299130295,3.316045233492874
Campo Mourão,PR,2012,16 - Despesas:,16.3 - Beneficiamento,0.0,0.0,0.0,3000.0,0.0,,,2.085563039932625,0.0,0.0
Campo Mourão,PR,2012,16 - Despesas:,17 - Seguro da Produção,0.0,0.0,0.0,3000.0,0.0,,Seguro,2.085563039932625,0.0,0.0
Campo Mourão,PR,2012,16 - Despesas:,18 - Seguro do crédito,0.0,0.0,0.0,3000.0,0.0,,Seguro,2.085563039932625,0.0,0.0
Campo Mourão,PR,2012,16 - Despesas:,19 - Assistência Técnica,0.0,0.0,0.0,3000.0,0.0,,,2.085563039932625,0.0,0.0
Campo Mourão,PR,2012,16 - Despesas:,20 - Classificação,0.0,0.0,0.0,3000.0,0.0,,,2.085563039932625,0.0,0.0
Campo Mourão,PR,2012,16 - Despesas:,21 - Outros Impostos/Taxas,0.0,0.0,0.0,3000.0,0.0,,,2.085563039932625,0.0,0.0
Campo Mourão,PR,2012,16 - Despesas:,22 - CDO,0.0,0.0,0.0,3000.0,0.0,,,2.085563039932625,0.0,0.0
Campo Mourão,PR,2012,16 - Despesas:,23 - CESSR,29.89,0.6,4.89,3000.0,3.19,,,2.085563039932625,62.337479263586154,1.251337823959575
Campo Mourão,PR,2012,16 - Despesas:,24 - FUNDECITRUS,0.0,0.0,0.0,3000.0,0.0,,,2.085563039932625,0.0,0.0
Campo Mourão,PR,2012,16 - Despesas:,TOTAL DAS OUTRAS DESPESAS (B),158.5,3.17,25.92,3000.0,16.9,Total Outras Despesas (B),,2.085563039932625,330.561741829321,6.61123483658642
Campo Mourão,PR,2012,III - DESPESAS FINANCEIRAS,25 - Juros do Financiamento,15.92,0.32,2.6,3000.0,1.7,,Juros/Financiamento,2.085563039932625,33.202163595727384,0.66738017277844
Campo Mourão,PR,2012,III - DESPESAS FINANCEIRAS,TOTAL DAS DESPESAS FINANCEIRAS (C),15.92,0.32,2.6,3000.0,1.7,Total Despesas Financeiras (C),,2.085563039932625,33.202163595727384,0.66738017277844
Campo Mourão,PR,2012,III - DESPESAS FINANCEIRAS,CUSTO VARIÁVEL (A+B+C=D),611.57,12.24,100.0,3000.0,65.2,Custo Variável (D),,2.085563039932625,1275.4677883315956,25.52729160877533
Campo Mourão,PR,2012,IV - DEPRECIAÇÕES,26 - Depreciação de benfeitorias/instalações,4.38,0.09,0.72,3000.0,0.47,,Máquinas/Depreciação,2.085563039932625,9.134766114904897,0.18770067359393622
Campo Mourão,PR,2012,IV - DEPRECIAÇÕES,27 - Depreciação de implementos,51.21,1.02,8.37,3000.0,5.46,,Máquinas/Depreciação,2.085563039932625,106.80168327494972,2.1272743007312775
Campo Mourão,PR,2012,IV - DEPRECIAÇÕES,28 - Depreciação de Máquinas,66.18,1.32,10.82,3000.0,7.05,,Máquinas/Depreciação,2.085563039932625,138.02256198274114,2.752943212711065
Campo Mourão,PR,2012,IV - DEPRECIAÇÕES,TOTAL DE DEPRECIAÇÕES (E),121.77,2.43,19.91,3000.0,12.98,Total Depreciações (E),Máquinas/Depreciação,2.085563039932625,253.9590113725957,5.067918187036279
Campo Mourão,PR,2012,V - OUTROS CUSTOS FIXOS,29 - Manutenção Periódica Benfeitorias/Instalações,1.94,0.04,0.32,3000.0,0.21,,,2.085563039932625,4.045992297469292,0.083422521597305
Campo Mourão,PR,2012,V - OUTROS CUSTOS FIXOS,30 - Encargos Sociais,0.0,0.0,0.0,3000.0,0.0,,,2.085563039932625,0.0,0.0
Campo Mourão,PR,2012,V - OUTROS CUSTOS FIXOS,31 - Seguro do capital fixo,7.29,0.15,1.19,3000.0,0.78,,Seguro,2.085563039932625,15.203754561108836,0.31283445598989373
Campo Mourão,PR,2012,V - OUTROS CUSTOS FIXOS,TOTAL DE OUTROS CUSTOS FIXOS (F),9.23,0.19,1.51,3000.0,0.99,Total Outros Custos Fixos (F),,2.085563039932625,19.249746858578128,0.39625697758719874
Campo Mourão,PR,2012,V - OUTROS CUSTOS FIXOS,CUSTO FIXO (E+F=G),131.0,2.62,21.42,3000.0,13.97,Custo Fixo (G),,2.085563039932625,273.2087582311739,5.4641751646234775
Campo Mourão,PR,2012,V - OUTROS CUSTOS FIXOS,CUSTO OPERACIONAL (D+G=H),742.57,14.86,121.42,3000.0,79.17,Custo Operacional (H),,2.085563039932625,1548.6765465627693,30.991466773398802
Campo Mourão,PR,2012,VI - RENDA DE FATORES,32 - Remuneração esperada sobre o capital fixo,64.0,1.28,10.46,3000.0,6.82,,,2.085563039932625,133.476034555688,2.66952069111376
Campo Mourão,PR,2012,VI - RENDA DE FATORES,33 - Terra Própria,131.6,2.63,21.52,3000.0,14.03,,Terra,2.085563039932625,274.4600960551334,5.485030795022803
Campo Mourão,PR,2012,VI - RENDA DE FATORES,34 - Arrendamento,0.0,0.0,0.0,3000.0,0.0,,Arrendamento,2.085563039932625,0.0,0.0
Campo Mourão,PR,2012,VI - RENDA DE FATORES,TOTAL DE RENDA DE FATORES (I),195.6,3.91,31.98,3000.0,20.85,Total Renda de Fatores (I),,2.085563039932625,407.9361306108214,8.154551486136564
Campo Mourão,PR,2012,VI - RENDA DE FATORES,CUSTO TOTAL (H+I=J),938.17,18.77,153.4,3000.0,,Custo Total (J),,2.085563039932625,1956.6126771735906,39.14601825953537
Campo Mourão,PR,2013,I - DESPESAS DE CUSTEIO DA LAVOURA,1 - Operação com animal,0.0,0.0,0.0,3000.0,0.0,,,1.9637289905416229,0.0,0.0
Campo Mourão,PR,2013,I - DESPESAS DE CUSTEIO DA LAVOURA,2 - Operação com Avião,0.0,0.0,0.0,3000.0,0.0,,,1.9637289905416229,0.0,0.0
Campo Mourão,PR,2013,3 - Operação com máquinas:,3.1 - Tratores e Colheitadeiras,137.25,2.74,22.66,3000.0,14.87,,,1.9637289905416229,269.52180395183774,5.380617434084047
Campo Mourão,PR,2013,3 - Operação com máquinas:,3.2 - Conjunto de Irrigação,0.0,0.0,0.0,3000.0,0.0,,,1.9637289905416229,0.0,0.0
Campo Mourão,PR,2013,3 - Operação com máquinas:,4 - Aluguel de Máquinas,0.0,0.0,0.0,3000.0,0.0,,Máquinas/Depreciação,1.9637289905416229,0.0,0.0
Campo Mourão,PR,2013,3 - Operação com máquinas:,5 - Aluguel de Animais,0.0,0.0,0.0,3000.0,0.0,,,1.9637289905416229,0.0,0.0
Campo Mourão,PR,2013,3 - Operação com máquinas:,6 - Mão-de-obra,0.0,0.0,0.0,3000.0,0.0,,Mão de obra,1.9637289905416229,0.0,0.0
Campo Mourão,PR,2013,3 - Operação com máquinas:,7 - Administrador,0.0,0.0,0.0,3000.0,0.0,,Administração,1.9637289905416229,0.0,0.0
Campo Mourão,PR,2013,3 - Operação com máquinas:,8 - Sementes,90.24,1.8,14.9,3000.0,9.78,,Sementes,1.9637289905416229,177.20690410647603,3.5347121829749213
Campo Mourão,PR,2013,3 - Operação com máquinas:,8.1 - Royalties,0.0,0.0,0.0,3000.0,0.0,,,1.9637289905416229,0.0,0.0
Campo Mourão,PR,2013,3 - Operação com máquinas:,9 - Fertilizantes,187.03,3.74,30.88,3000.0,20.26,,Fertilizantes,1.9637289905416229,367.2762331009997,7.34434642462567
Campo Mourão,PR,2013,3 - Operação com máquinas:,10 - Agrotóxicos,21.88,0.44,3.61,3000.0,2.37,,Defensivos/Agrotóxicos,1.9637289905416229,42.96639031305071,0.8640407558383141
Campo Mourão,PR,2013,3 - Operação com máquinas:,11 - Água,0.0,0.0,0.0,3000.0,0.0,,,1.9637289905416229,0.0,0.0
Campo Mourão,PR,2013,3 - Operação com máquinas:,12 - Receita,0.0,0.0,0.0,3000.0,0.0,,,1.9637289905416229,0.0,0.0
Campo Mourão,PR,2013,13 - Outros:,13.1 - Análise Foliar,0.0,0.0,0.0,3000.0,0.0,,,1.9637289905416229,0.0,0.0
Campo Mourão,PR,2013,13 - Outros:,13.2 - Embalagens/Utensílios,0.0,0.0,0.0,3000.0,0.0,,,1.9637289905416229,0.0,0.0
Campo Mourão,PR,2013,13 - Outros:,13.3 - Vernalização(Alho),0.0,0.0,0.0,3000.0,0.0,,,1.9637289905416229,0.0,0.0
Campo Mourão,PR,2013,13 - Outros:,13.4 - Análise de Solo,0.0,0.0,0.0,3000.0,0.0,,,1.9637289905416229,0.0,0.0
Campo Mourão,PR,2013,13 - Outros:,13.5 - Mudas,0.0,0.0,0.0,3000.0,0.0,,,1.9637289905416229,0.0,0.0
Campo Mourão,PR,2013,13 - Outros:,13.6 - Taxas Ambientais,0.0,0.0,0.0,3000.0,0.0,,,1.9637289905416229,0.0,0.0
Campo Mourão,PR,2013,13 - Outros:,13.7 - Demais Despesas,0.0,0.0,0.0,3000.0,0.0,,,1.9637289905416229,0.0,0.0
Campo Mourão,PR,2013,13 - Outros:,13.8 - Implementos Manuais,0.0,0.0,0.0,3000.0,0.0,,Máquinas/Depreciação,1.9637289905416229,0.0,0.0
Campo Mourão,PR,2013,13 - Outros:,14 - Serviços Diversos,0.0,0.0,0.0,3000.0,0.0,,,1.9637289905416229,0.0,0.0
Campo Mourão,PR,2013,13 - Outros:,TOTAL DAS DESPESAS DE CUSTEIO DA LAVOURA (A),436.4,8.72,72.05,3000.0,47.28,Total Despesas de Custeio (A),,1.9637289905416229,856.9713314723642,17.123716797522953
Campo Mourão,PR,2013,II - OUTRAS DESPESAS,15 - Transporte Externo,48.9,0.98,8.07,3000.0,5.3,,Transporte,1.9637289905416229,96.02634763748536,1.9244544107307904
Campo Mourão,PR,2013,16 - Despesas:,16.1 - Despesas Administrativas,0.0,0.0,0.0,3000.0,0.0,,Administração,1.9637289905416229,0.0,0.0
Campo Mourão,PR,2013,16 - Despesas:,16.2 - Despesas de armazenagem,79.13,1.58,13.06,3000.0,8.57,,,1.9637289905416229,155.3898750215586,3.1026918050557644
Campo Mourão,PR,2013,16 - Despesas:,16.3 - Beneficiamento,0.0,0.0,0.0,3000.0,0.0,,,1.9637289905416229,0.0,0.0
Campo Mourão,PR,2013,16 - Despesas:,17 - Seguro da Produção,0.0,0.0,0.0,3000.0,0.0,,Seguro,1.9637289905416229,0.0,0.0
Campo Mourão,PR,2013,16 - Despesas:,18 - Seguro do crédito,0.0,0.0,0.0,3000.0,0.0,,Seguro,1.9637289905416229,0.0,0.0
Campo Mourão,PR,2013,16 - Despesas:,19 - Assistência Técnica,0.0,0.0,0.0,3000.0,0.0,,,1.9637289905416229,0.0,0.0
Campo Mourão,PR,2013,16 - Despesas:,20 - Classificação,0.0,0.0,0.0,3000.0,0.0,,,1.9637289905416229,0.0,0.0
Campo Mourão,PR,2013,16 - Despesas:,21 - Outros Impostos/Taxas,0.0,0.0,0.0,3000.0,0.0,,,1.9637289905416229,0.0,0.0
Campo Mourão,PR,2013,16 - Despesas:,22 - CDO,0.0,0.0,0.0,3000.0,0.0,,,1.9637289905416229,0.0,0.0
Campo Mourão,PR,2013,16 - Despesas:,23 - CESSR,25.43,0.51,4.2,3000.0,2.75,,,1.9637289905416229,49.93762822947347,1.0015017851762278
Campo Mourão,PR,2013,16 - Despesas:,24 - FUNDECITRUS,0.0,0.0,0.0,3000.0,0.0,,,1.9637289905416229,0.0,0.0
Campo Mourão,PR,2013,16 - Despesas:,TOTAL DAS OUTRAS DESPESAS (B),153.46,3.07,25.33,3000.0,16.62,Total Outras Despesas (B),,1.9637289905416229,301.35385088851746,6.028648000962782
Campo Mourão,PR,2013,III - DESPESAS FINANCEIRAS,25 - Juros do Financiamento,15.82,0.32,2.61,3000.0,1.71,,Juros/Financiamento,1.9637289905416229,31.066192630368473,0.6283932769733194
Campo Mourão,PR,2013,III - DESPESAS FINANCEIRAS,TOTAL DAS DESPESAS FINANCEIRAS (C),15.82,0.32,2.61,3000.0,1.71,Total Despesas Financeiras (C),,1.9637289905416229,31.066192630368473,0.6283932769733194
Campo Mourão,PR,2013,III - DESPESAS FINANCEIRAS,CUSTO VARIÁVEL (A+B+C=D),605.68,12.11,99.99,3000.0,65.61,Custo Variável (D),,1.9637289905416229,1189.3913749912501,23.78075807545905
Campo Mourão,PR,2013,IV - DEPRECIAÇÕES,26 - Depreciação de benfeitorias/instalações,4.38,0.09,0.72,3000.0,0.47,,Máquinas/Depreciação,1.9637289905416229,8.601132978572307,0.17673560914874606
Campo Mourão,PR,2013,IV - DEPRECIAÇÕES,27 - Depreciação de implementos,51.21,1.02,8.45,3000.0,5.55,,Máquinas/Depreciação,1.9637289905416229,100.5625616056365,2.0030035703524556
Campo Mourão,PR,2013,IV - DEPRECIAÇÕES,28 - Depreciação de Máquinas,66.18,1.32,10.93,3000.0,7.17,,Máquinas/Depreciação,1.9637289905416229,129.95958459404463,2.5921222675149425
Campo Mourão,PR,2013,IV - DEPRECIAÇÕES,TOTAL DE DEPRECIAÇÕES (E),121.77,2.43,20.1,3000.0,13.19,Total Depreciações (E),Máquinas/Depreciação,1.9637289905416229,239.1232791782534,4.771861447016144
Campo Mourão,PR,2013,V - OUTROS CUSTOS FIXOS,29 - Manutenção Periódica Benfeitorias/Instalações,1.94,0.04,0.32,3000.0,0.21,,,1.9637289905416229,3.8096342416507483,0.07854915962166492
Campo Mourão,PR,2013,V - OUTROS CUSTOS FIXOS,30 - Encargos Sociais,0.0,0.0,0.0,3000.0,0.0,,,1.9637289905416229,0.0,0.0
Campo Mourão,PR,2013,V - OUTROS CUSTOS FIXOS,31 - Seguro do capital fixo,7.3,0.15,1.21,3000.0,0.79,,Seguro,1.9637289905416229,14.335221630953846,0.29455934858124344
Campo Mourão,PR,2013,V - OUTROS CUSTOS FIXOS,TOTAL DE OUTROS CUSTOS FIXOS (F),9.24,0.19,1.53,3000.0,1.0,Total Outros Custos Fixos (F),,1.9637289905416229,18.144855872604595,0.37310850820290836
Campo Mourão,PR,2013,V - OUTROS CUSTOS FIXOS,CUSTO FIXO (E+F=G),131.01,2.62,21.63,3000.0,14.19,Custo Fixo (G),,1.9637289905416229,257.268135050858,5.144969955219052
Campo Mourão,PR,2013,V - OUTROS CUSTOS FIXOS,CUSTO OPERACIONAL (D+G=H),736.69,14.73,121.62,3000.0,79.8,Custo Operacional (H),,1.9637289905416229,1446.6595100421082,28.925728030678105
Campo Mourão,PR,2013,VI - RENDA DE FATORES,32 - Remuneração esperada sobre o capital fixo,60.99,1.22,10.07,3000.0,6.61,,,1.9637289905416229,119.76783113313358,2.39574936846078
Campo Mourão,PR,2013,VI - RENDA DE FATORES,33 - Terra Própria,125.4,2.51,20.7,3000.0,13.58,,Terra,1.9637289905416229,246.25161541391952,4.928959766259473
Campo Mourão,PR,2013,VI - RENDA DE FATORES,34 - Arrendamento,0.0,0.0,0.0,3000.0,0.0,,Arrendamento,1.9637289905416229,0.0,0.0
Campo Mourão,PR,2013,VI - RENDA DE FATORES,TOTAL DE RENDA DE FATORES (I),186.39,3.73,30.77,3000.0,20.19,Total Renda de Fatores (I),,1.9637289905416229,366.01944654705306,7.324709134720253
Campo Mourão,PR,2013,VI - RENDA DE FATORES,CUSTO TOTAL (H+I=J),923.08,18.46,152.39,3000.0,,Custo Total (J),,1.9637289905416229,1812.6789565891613,36.25043716539836
Campo Mourão,PR,2014,I - DESPESAS DE CUSTEIO DA LAVOURA,1 - Operação com animal,0.0,0.0,0.0,3000.0,0.0,,,1.846839121244845,0.0,0.0
Campo Mourão,PR,2014,I - DESPESAS DE CUSTEIO DA LAVOURA,2 - Operação com Avião,0.0,0.0,0.0,3000.0,0.0,,,1.846839121244845,0.0,0.0
Campo Mourão,PR,2014,3 - Operação com máquinas:,3.1 - Tratores e Colheitadeiras,154.12,3.08,17.19,3000.0,10.3,,,1.846839121244845,284.6348453662555,5.688264493434122
Campo Mourão,PR,2014,3 - Operação com máquinas:,3.2 - Conjunto de Irrigação,0.0,0.0,0.0,3000.0,0.0,,,1.846839121244845,0.0,0.0
Campo Mourão,PR,2014,3 - Operação com máquinas:,4 - Aluguel de Máquinas,0.0,0.0,0.0,3000.0,0.0,,Máquinas/Depreciação,1.846839121244845,0.0,0.0
Campo Mourão,PR,2014,3 - Operação com máquinas:,5 - Aluguel de Animais,0.0,0.0,0.0,3000.0,0.0,,,1.846839121244845,0.0,0.0
Campo Mourão,PR,2014,3 - Operação com máquinas:,6 - Mão-de-obra,0.0,0.0,0.0,3000.0,0.0,,Mão de obra,1.846839121244845,0.0,0.0
Campo Mourão,PR,2014,3 - Operação com máquinas:,7 - Administrador,94.92,1.88,10.59,3000.0,6.34,,Administração,1.846839121244845,175.30196938856068,3.472057547940308
Campo Mourão,PR,2014,3 - Operação com máquinas:,8 - Sementes,243.84,4.88,27.2,3000.0,16.29,,Sementes,1.846839121244845,450.333251324343,9.012574911674843
Campo Mourão,PR,2014,3 - Operação com máquinas:,8.1 - Royalties,0.0,0.0,0.0,3000.0,0.0,,,1.846839121244845,0.0,0.0
Campo Mourão,PR,2014,3 - Operação com máquinas:,9 - Fertilizantes,188.18,3.77,20.99,3000.0,12.57,,Fertilizantes,1.846839121244845,347.53818583585496,6.962583487093066
Campo Mourão,PR,2014,3 - Operação com máquinas:,10 - Agrotóxicos,25.27,0.5,2.82,3000.0,1.69,,Defensivos/Agrotóxicos,1.846839121244845,46.66962459385723,0.9234195606224225
Campo Mourão,PR,2014,3 - Operação com máquinas:,11 - Água,0.0,0.0,0.0,3000.0,0.0,,,1.846839121244845,0.0,0.0
Campo Mourão,PR,2014,3 - Operação com máquinas:,12 - Receita,0.0,0.0,0.0,3000.0,0.0,,,1.846839121244845,0.0,0.0
Campo Mourão,PR,2014,13 - Outros:,13.1 - Análise Foliar,0.0,0.0,0.0,3000.0,0.0,,,1.846839121244845,0.0,0.0
Campo Mourão,PR,2014,13 - Outros:,13.2 - Embalagens/Utensílios,0.0,0.0,0.0,3000.0,0.0,,,1.846839121244845,0.0,0.0
Campo Mourão,PR,2014,13 - Outros:,13.3 - Vernalização(Alho),0.0,0.0,0.0,3000.0,0.0,,,1.846839121244845,0.0,0.0
Campo Mourão,PR,2014,13 - Outros:,13.4 - Análise de Solo,0.0,0.0,0.0,3000.0,0.0,,,1.846839121244845,0.0,0.0
Campo Mourão,PR,2014,13 - Outros:,13.5 - Mudas,0.0,0.0,0.0,3000.0,0.0,,,1.846839121244845,0.0,0.0
Campo Mourão,PR,2014,13 - Outros:,13.6 - Taxas Ambientais,0.0,0.0,0.0,3000.0,0.0,,,1.846839121244845,0.0,0.0
Campo Mourão,PR,2014,13 - Outros:,13.7 - Demais Despesas,0.0,0.0,0.0,3000.0,0.0,,,1.846839121244845,0.0,0.0
Campo Mourão,PR,2014,13 - Outros:,13.8 - Implementos Manuais,0.0,0.0,0.0,3000.0,0.0,,Máquinas/Depreciação,1.846839121244845,0.0,0.0
Campo Mourão,PR,2014,13 - Outros:,14 - Serviços Diversos,0.0,0.0,0.0,3000.0,0.0,,,1.846839121244845,0.0,0.0
Campo Mourão,PR,2014,13 - Outros:,TOTAL DAS DESPESAS DE CUSTEIO DA LAVOURA (A),706.33,14.11,78.79,3000.0,47.19,Total Despesas de Custeio (A),,1.846839121244845,1304.4778765088713,26.058900000764762
Campo Mourão,PR,2014,II - OUTRAS DESPESAS,15 - Transporte Externo,60.0,1.2,6.69,3000.0,4.01,,Transporte,1.846839121244845,110.8103472746907,2.216206945493814
Campo Mourão,PR,2014,16 - Despesas:,16.1 - Despesas Administrativas,0.0,0.0,0.0,3000.0,0.0,,Administração,1.846839121244845,0.0,0.0
Campo Mourão,PR,2014,16 - Despesas:,16.2 - Despesas de armazenagem,79.26,1.59,8.84,3000.0,5.3,,,1.846839121244845,146.38046874986642,2.9364742027793036
Campo Mourão,PR,2014,16 - Despesas:,16.3 - Beneficiamento,0.0,0.0,0.0,3000.0,0.0,,,1.846839121244845,0.0,0.0
Campo Mourão,PR,2014,16 - Despesas:,17 - Seguro da Produção,0.0,0.0,0.0,3000.0,0.0,,Seguro,1.846839121244845,0.0,0.0
Campo Mourão,PR,2014,16 - Despesas:,18 - Seguro do crédito,0.0,0.0,0.0,3000.0,0.0,,Seguro,1.846839121244845,0.0,0.0
Campo Mourão,PR,2014,16 - Despesas:,19 - Assistência Técnica,0.0,0.0,0.0,3000.0,0.0,,,1.846839121244845,0.0,0.0
Campo Mourão,PR,2014,16 - Despesas:,20 - Classificação,0.0,0.0,0.0,3000.0,0.0,,,1.846839121244845,0.0,0.0
Campo Mourão,PR,2014,16 - Despesas:,21 - Outros Impostos/Taxas,0.0,0.0,0.0,3000.0,0.0,,,1.846839121244845,0.0,0.0
Campo Mourão,PR,2014,16 - Despesas:,22 - CDO,0.0,0.0,0.0,3000.0,0.0,,,1.846839121244845,0.0,0.0
Campo Mourão,PR,2014,16 - Despesas:,23 - CESSR,26.43,0.53,2.95,3000.0,1.77,,,1.846839121244845,48.811957974501254,0.9788247342597679
Campo Mourão,PR,2014,16 - Despesas:,24 - FUNDECITRUS,0.0,0.0,0.0,3000.0,0.0,,,1.846839121244845,0.0,0.0
Campo Mourão,PR,2014,16 - Despesas:,TOTAL DAS OUTRAS DESPESAS (B),165.69,3.32,18.48,3000.0,11.08,Total Outras Despesas (B),,1.846839121244845,306.0027739990584,6.131505882532885
Campo Mourão,PR,2014,III - DESPESAS FINANCEIRAS,25 - Juros do Financiamento,24.55,0.49,2.74,3000.0,1.64,,Juros/Financiamento,1.846839121244845,45.339900426560945,0.904951169409974
Campo Mourão,PR,2014,III - DESPESAS FINANCEIRAS,TOTAL DAS DESPESAS FINANCEIRAS (C),24.55,0.49,2.74,3000.0,1.64,Total Despesas Financeiras (C),,1.846839121244845,45.339900426560945,0.904951169409974
Campo Mourão,PR,2014,III - DESPESAS FINANCEIRAS,CUSTO VARIÁVEL (A+B+C=D),896.57,17.92,100.01,3000.0,59.91,Custo Variável (D),,1.846839121244845,1655.8205509344907,33.09535705270763
Campo Mourão,PR,2014,IV - DEPRECIAÇÕES,26 - Depreciação de benfeitorias/instalações,5.25,0.1,0.59,3000.0,0.35,,Máquinas/Depreciação,1.846839121244845,9.695905386535436,0.1846839121244845
Campo Mourão,PR,2014,IV - DEPRECIAÇÕES,27 - Depreciação de implementos,59.83,1.2,6.67,3000.0,4.0,,Máquinas/Depreciação,1.846839121244845,110.49638462407907,2.216206945493814
