Fase,Tmin,Tmax,Tmed,Chuva,UR,ETc,ETR,ARM,DEF,EXC,N,PP,ISNA,PA,Data semeadura,Data maturação,Municipio,Ano,Latitude,Longitude,Altitude
1,17.734117647058824,28.117058823529412,22.925588235294118,55.86,77.23647058823529,20.962519785270224,15.026074208630497,8.783721342769189,5.936445576639727,37.35791432504996,12.39793265473502,1693.4218646434165,0.7168066798529107,6870.665177165363,2021-02-25,2021-06-04,Cascavel,2021,-25.02937098765911,-53.3797126987861,661
2,17.719285714285714,28.742142857142856,23.23071428571429,52.339999999999996,75.50607142857143,70.04685652201177,47.905554603272115,12.378926462670291,22.141301918739654,0.8392402768267822,11.837867555932378,2628.583062150077,0.6839072726728016,3613.01423556205,2021-02-25,2021-06-04,Cascavel,2021,-25.02937098765911,-53.3797126987861,661
3,14.012121212121212,27.1269696969697,20.56954545454545,24.91,67.33818181818181,94.14252027812248,22.098996612156807,15.189929850513485,72.04352366596567,0.0,11.121615226508297,2326.4816039312686,0.23473980244920564,2230.5662417320264,2021-02-25,2021-06-04,Cascavel,2021,-25.02937098765911,-53.3797126987861,661
4,11.409090909090908,24.369545454545456,17.889318181818183,25.3,70.88772727272728,34.759531927368705,18.05187653347008,22.438053317043405,16.707655393898627,0.0,10.631109815610705,1099.8945523082048,0.519336007492567,2016.1356666713832,2021-02-25,2021-06-04,Cascavel,2021,-25.02937098765911,-53.3797126987861,661
1,17.74411764705882,28.794117647058822,23.269117647058824,36.41,76.69176470588235,20.724892768375515,14.21487958215294,18.584055573926374,6.510013186222574,10.43462039947624,12.200197381356505,1659.2596020715507,0.6858843488852054,6397.6090676643025,2021-03-05,2021-06-12,Cascavel,2021,-25.02937098765911,-53.3797126987861,661
2,17.106428571428573,28.7475,22.926964285714288,28.46,72.50392857142857,64.45119500347946,36.10627293864909,8.022622706832868,28.344922064830357,2.915159928444413,11.64030346003592,2491.755760558766,0.5602110703564124,2177.212601445011,2021-03-05,2021-06-12,Cascavel,2021,-25.02937098765911,-53.3797126987861,661
3,12.533030303030301,26.208484848484847,19.370757575757576,26.95,66.81212121212121,86.24500149711608,21.460199363819367,13.5124233430135,64.78480213329671,0.0,10.958769013543389,2088.609628428027,0.24882832617884498,1359.4823843990307,2021-03-05,2021-06-12,Cascavel,2021,-25.02937098765911,-53.3797126987861,661
4,12.521818181818183,23.325454545454544,17.923636363636362,44.11,76.50727272727272,30.916564513477567,20.782921021385032,36.83950232162847,10.133643492092535,0.0,10.54184226627581,1077.3324121627643,0.6722260816632799,1270.3618107901873,2021-03-05,2021-06-12,Cascavel,2021,-25.02937098765911,-53.3797126987861,661
1,19.01529411764706,28.801176470588235,23.908235294117645,50.98,80.62823529411764,16.96337347286119,15.713015659045249,20.01464214189635,1.2503578138159415,20.400874814919568,11.949855616551645,1712.4555076631189,0.9262907336317082,6550.301017841935,2021-03-15,2021-06-22,Cascavel,2021,-25.02937098765911,-53.3797126987861,661
2,15.161071428571429,28.116071428571427,21.638571428571428,5.3100000000000005,66.90214285714286,57.71963955654238,20.895648978781182,4.428993163115167,36.82399057776121,0.0,11.400203047925629,2178.086814118125,0.3620197412756142,281.85691071382666,2021-03-15,2021-06-22,Cascavel,2021,-25.02937098765911,-53.3797126987861,661
3,11.766969696969698,24.90939393939394,18.338181818181816,44.54,69.02727272727273,76.49706405138322,28.5415723976103,20.42742076550487,47.95549165377292,0.0,10.779852451987637,1823.4021004173796,0.37310676888774286,193.50981597947177,2021-03-15,2021-06-22,Cascavel,2021,-25.02937098765911,-53.3797126987861,661
4,11.888181818181819,22.20590909090909,17.047045454545454,78.31,80.32681818181818,27.811153396020327,19.395735278266667,47.113365384612216,8.41541811775366,32.228320102625986,10.472177712239775,1035.350836450519,0.6974085181609952,181.79893158594749,2021-03-15,2021-06-22,Cascavel,2021,-25.02937098765911,-53.3797126987861,661
1,16.646470588235296,28.34941176470588,22.49794117647059,20.65,72.80529411764707,16.071304771493825,11.351710613185936,6.257217717700933,4.71959415830789,9.864627224668688,11.700469319765526,1490.0608017768989,0.7063341013432101,5181.30039925575,2021-03-25,2021-07-02,Cascavel,2021,-25.02937098765911,-53.3797126987861,661
