,Year,PlantingDate,YieldFresh_ton_ha,Municipio,WP,HI0,CCx,CGC,CDC
68,2023,02/15,13.042616311685299,Santa Helena,30.0,0.45,0.9,0.012,0.006
69,2024,02/15,12.780572079550902,Santa Helena,30.0,0.45,0.9,0.012,0.006
70,2015,02/15,12.848114625889746,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
71,2016,02/15,10.960409880815854,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
72,2017,02/15,12.489396977148758,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
73,2018,02/15,12.076256062477757,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
74,2019,02/15,13.122080920946093,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
75,2020,02/15,12.186518534543458,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
76,2021,02/15,13.078621913458065,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
77,2022,02/15,11.452307104638896,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
78,2023,02/15,12.877559225848579,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
79,2024,02/15,12.661331275121652,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
80,2015,02/15,12.527307002382866,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
81,2016,02/15,7.370893531985438,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
82,2017,02/15,12.108166510617712,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
83,2018,02/15,11.721459237628999,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
84,2019,02/15,12.82450302355654,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
85,2020,02/15,11.833687965279575,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
86,2021,02/15,12.745144383439316,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
87,2022,02/15,10.857531111979382,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
88,2023,02/15,12.39456243598225,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
89,2024,02/15,12.516331932182153,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
90,2015,02/15,12.76460355061624,Toledo,30.0,0.45,0.9,0.012,0.006
91,2016,02/15,8.527666619704117,Toledo,30.0,0.45,0.9,0.012,0.006
92,2017,02/15,12.32806923402413,Toledo,30.0,0.45,0.9,0.012,0.006
93,2018,02/15,12.16993617803157,Toledo,30.0,0.45,0.9,0.012,0.006
94,2019,02/15,13.014347108776338,Toledo,30.0,0.45,0.9,0.012,0.006
95,2020,02/15,12.516216918355115,Toledo,30.0,0.45,0.9,0.012,0.006
96,2021,02/15,13.049026182805436,Toledo,30.0,0.45,0.9,0.012,0.006
97,2022,02/15,11.289635325732338,Toledo,30.0,0.45,0.9,0.012,0.006
98,2023,02/15,12.675272030620738,Toledo,30.0,0.45,0.9,0.012,0.006
99,2024,02/15,12.88618253864124,Toledo,30.0,0.45,0.9,0.012,0.006
100,2015,02/15,12.576874970703562,Cascavel,30.0,0.45,0.9,0.012,0.007
101,2016,02/15,7.341182685015526,Cascavel,30.0,0.45,0.9,0.012,0.007
102,2017,02/15,11.949600842571497,Cascavel,30.0,0.45,0.9,0.012,0.007
103,2018,02/15,11.555615218603075,Cascavel,30.0,0.45,0.9,0.012,0.007
104,2019,02/15,12.740001430635184,Cascavel,30.0,0.45,0.9,0.012,0.007
105,2020,02/15,11.674833117335178,Cascavel,30.0,0.45,0.9,0.012,0.007
106,2021,02/15,12.518165309422203,Cascavel,30.0,0.45,0.9,0.012,0.007
107,2022,02/15,10.825063793000105,Cascavel,30.0,0.45,0.9,0.012,0.007
108,2023,02/15,12.027380085047303,Cascavel,30.0,0.45,0.9,0.012,0.007
109,2024,02/15,12.620181636619778,Cascavel,30.0,0.45,0.9,0.012,0.007
110,2015,02/15,12.848204610748471,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
111,2016,02/15,10.960391963154951,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
112,2017,02/15,12.489410836690242,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
113,2018,02/15,12.076246709102517,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
114,2019,02/15,13.12213375926082,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
115,2020,02/15,12.18659380698374,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
116,2021,02/15,13.078635044396854,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
117,2022,02/15,11.45235464880114,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
118,2023,02/15,12.87760334396853,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
119,2024,02/15,12.661361237618204,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
120,2015,02/15,12.99120729847737,Guaíra,30.0,0.45,0.9,0.012,0.007
121,2016,02/15,11.288010206756692,Guaíra,30.0,0.45,0.9,0.012,0.007
122,2017,02/15,12.640204474074437,Guaíra,30.0,0.45,0.9,0.012,0.007
123,2018,02/15,12.495343363718382,Guaíra,30.0,0.45,0.9,0.012,0.007
124,2019,02/15,13.191305174756891,Guaíra,30.0,0.45,0.9,0.012,0.007
125,2020,02/15,12.7298099307352,Guaíra,30.0,0.45,0.9,0.012,0.007
126,2021,02/15,13.133692373695638,Guaíra,30.0,0.45,0.9,0.012,0.007
127,2022,02/15,11.8253849498713,Guaíra,30.0,0.45,0.9,0.012,0.007
128,2023,02/15,12.907891754436601,Guaíra,30.0,0.45,0.9,0.012,0.007
129,2024,02/15,13.09569092648143,Guaíra,30.0,0.45,0.9,0.012,0.007
130,2015,02/15,12.980250984293955,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
131,2016,02/15,11.403590098804367,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
132,2017,02/15,12.704340316560936,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
133,2018,02/15,12.5832451241113,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
134,2019,02/15,13.214710116602802,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
135,2020,02/15,12.72768807026145,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
136,2021,02/15,13.251044313645199,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
137,2022,02/15,11.86002666333232,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
138,2023,02/15,12.996634402453015,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
139,2024,02/15,12.982978583115697,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
140,2015,02/15,12.665659157345852,Matelândia,30.0,0.45,0.9,0.012,0.007
141,2016,02/15,8.258947837813032,Matelândia,30.0,0.45,0.9,0.012,0.007
142,2017,02/15,12.238805191754823,Matelândia,30.0,0.45,0.9,0.012,0.007
143,2018,02/15,11.737235904780214,Matelândia,30.0,0.45,0.9,0.012,0.007
144,2019,02/15,12.950674139659403,Matelândia,30.0,0.45,0.9,0.012,0.007
145,2020,02/15,11.8363098176182,Matelândia,30.0,0.45,0.9,0.012,0.007
146,2021,02/15,12.842753404843496,Matelândia,30.0,0.45,0.9,0.012,0.007
147,2022,02/15,11.08553657032433,Matelândia,30.0,0.45,0.9,0.012,0.007
148,2023,02/15,12.54784975172554,Matelândia,30.0,0.45,0.9,0.012,0.007
149,2024,02/15,12.598435418388895,Matelândia,30.0,0.45,0.9,0.012,0.007
150,2015,02/15,12.847687671578612,Medianeira,30.0,0.45,0.9,0.012,0.007
151,2016,02/15,10.960510921791757,Medianeira,30.0,0.45,0.9,0.012,0.007
152,2017,02/15,12.489312558945711,Medianeira,30.0,0.45,0.9,0.012,0.007
153,2018,02/15,12.076322705791716,Medianeira,30.0,0.45,0.9,0.012,0.007
154,2019,02/15,13.12189341337763,Medianeira,30.0,0.45,0.9,0.012,0.007
155,2020,02/15,12.186133747847364,Medianeira,30.0,0.45,0.9,0.012,0.007
156,2021,02/15,13.07875699511174,Medianeira,30.0,0.45,0.9,0.012,0.007
157,2022,02/15,11.452157875801193,Medianeira,30.0,0.45,0.9,0.012,0.007
158,2023,02/15,12.877415457364563,Medianeira,30.0,0.45,0.9,0.012,0.007
159,2024,02/15,12.661103753369625,Medianeira,30.0,0.45,0.9,0.012,0.007
160,2015,02/15,12.942830840692269,Santa Helena,30.0,0.45,0.9,0.012,0.007
161,2016,02/15,11.424268184051664,Santa Helena,30.0,0.45,0.9,0.012,0.007
162,2017,02/15,12.729974729251426,Santa Helena,30.0,0.45,0.9,0.012,0.007
163,2018,02/15,12.474013496281787,Santa Helena,30.0,0.45,0.9,0.012,0.007
164,2019,02/15,13.205628036230788,Santa Helena,30.0,0.45,0.9,0.012,0.007
165,2020,02/15,12.624395235841671,Santa Helena,30.0,0.45,0.9,0.012,0.007
166,2021,02/15,12.93299596104786,Santa Helena,30.0,0.45,0.9,0.012,0.007
167,2022,02/15,11.864466371194869,Santa Helena,30.0,0.45,0.9,0.012,0.007
168,2023,02/15,13.042616311685299,Santa Helena,30.0,0.45,0.9,0.012,0.007
169,2024,02/15,12.780572079550902,Santa Helena,30.0,0.45,0.9,0.012,0.007
170,2015,02/15,12.848114625889746,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
171,2016,02/15,10.960409880815854,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
172,2017,02/15,12.489396977148758,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
173,2018,02/15,12.076256062477757,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
174,2019,02/15,13.122080920946093,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
175,2020,02/15,12.186518534543458,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
176,2021,02/15,13.078621913458065,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
177,2022,02/15,11.452307104638896,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
178,2023,02/15,12.877559225848579,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
179,2024,02/15,12.661331275121652,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
180,2015,02/15,12.527307002382866,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
181,2016,02/15,7.370893531985438,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
182,2017,02/15,12.108166510617712,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
183,2018,02/15,11.721459237628999,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
184,2019,02/15,12.82450302355654,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
185,2020,02/15,11.833687965279575,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
186,2021,02/15,12.745144383439316,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
187,2022,02/15,10.857531111979382,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
188,2023,02/15,12.39456243598225,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
189,2024,02/15,12.516331932182153,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
190,2015,02/15,12.76460355061624,Toledo,30.0,0.45,0.9,0.012,0.007
191,2016,02/15,8.527666619704117,Toledo,30.0,0.45,0.9,0.012,0.007
192,2017,02/15,12.32806923402413,Toledo,30.0,0.45,0.9,0.012,0.007
193,2018,02/15,12.16993617803157,Toledo,30.0,0.45,0.9,0.012,0.007
194,2019,02/15,13.014347108776338,Toledo,30.0,0.45,0.9,0.012,0.007
195,2020,02/15,12.516216918355115,Toledo,30.0,0.45,0.9,0.012,0.007
196,2021,02/15,13.049026182805436,Toledo,30.0,0.45,0.9,0.012,0.007
197,2022,02/15,11.289635325732338,Toledo,30.0,0.45,0.9,0.012,0.007
198,2023,02/15,12.675272030620738,Toledo,30.0,0.45,0.9,0.012,0.007
199,2024,02/15,12.88618253864124,Toledo,30.0,0.45,0.9,0.012,0.007
200,2015,02/15,12.576874970703562,Cascavel,30.0,0.45,0.9,0.013,0.006
201,2016,02/15,7.341182685015526,Cascavel,30.0,0.45,0.9,0.013,0.006
202,2017,02/15,11.949600842571497,Cascavel,30.0,0.45,0.9,0.013,0.006
203,2018,02/15,11.555615218603075,Cascavel,30.0,0.45,0.9,0.013,0.006
204,2019,02/15,12.740001430635184,Cascavel,30.0,0.45,0.9,0.013,0.006
205,2020,02/15,11.674833117335178,Cascavel,30.0,0.45,0.9,0.013,0.006
206,2021,02/15,12.518165309422203,Cascavel,30.0,0.45,0.9,0.013,0.006
207,2022,02/15,10.825063793000105,Cascavel,30.0,0.45,0.9,0.013,0.006
208,2023,02/15,12.027380085047303,Cascavel,30.0,0.45,0.9,0.013,0.006
209,2024,02/15,12.620181636619778,Cascavel,30.0,0.45,0.9,0.013,0.006
210,2015,02/15,12.848204610748471,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
211,2016,02/15,10.960391963154951,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
212,2017,02/15,12.489410836690242,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
213,2018,02/15,12.076246709102517,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
214,2019,02/15,13.12213375926082,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
215,2020,02/15,12.18659380698374,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
216,2021,02/15,13.078635044396854,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
217,2022,02/15,11.45235464880114,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
218,2023,02/15,12.87760334396853,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
219,2024,02/15,12.661361237618204,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
220,2015,02/15,12.99120729847737,Guaíra,30.0,0.45,0.9,0.013,0.006
221,2016,02/15,11.288010206756692,Guaíra,30.0,0.45,0.9,0.013,0.006
222,2017,02/15,12.640204474074437,Guaíra,30.0,0.45,0.9,0.013,0.006
223,2018,02/15,12.495343363718382,Guaíra,30.0,0.45,0.9,0.013,0.006
224,2019,02/15,13.191305174756891,Guaíra,30.0,0.45,0.9,0.013,0.006
225,2020,02/15,12.7298099307352,Guaíra,30.0,0.45,0.9,0.013,0.006
226,2021,02/15,13.133692373695638,Guaíra,30.0,0.45,0.9,0.013,0.006
227,2022,02/15,11.8253849498713,Guaíra,30.0,0.45,0.9,0.013,0.006
228,2023,02/15,12.907891754436601,Guaíra,30.0,0.45,0.9,0.013,0.006
229,2024,02/15,13.09569092648143,Guaíra,30.0,0.45,0.9,0.013,0.006
230,2015,02/15,12.980250984293955,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
231,2016,02/15,11.403590098804367,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
232,2017,02/15,12.704340316560936,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
233,2018,02/15,12.5832451241113,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
234,2019,02/15,13.214710116602802,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
235,2020,02/15,12.72768807026145,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
236,2021,02/15,13.251044313645199,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
237,2022,02/15,11.86002666333232,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
238,2023,02/15,12.996634402453015,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
239,2024,02/15,12.982978583115697,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
240,2015,02/15,12.665659157345852,Matelândia,30.0,0.45,0.9,0.013,0.006
241,2016,02/15,8.258947837813032,Matelândia,30.0,0.45,0.9,0.013,0.006
242,2017,02/15,12.238805191754823,Matelândia,30.0,0.45,0.9,0.013,0.006
243,2018,02/15,11.737235904780214,Matelândia,30.0,0.45,0.9,0.013,0.006
244,2019,02/15,12.950674139659403,Matelândia,30.0,0.45,0.9,0.013,0.006
245,2020,02/15,11.8363098176182,Matelândia,30.0,0.45,0.9,0.013,0.006
246,2021,02/15,12.842753404843496,Matelândia,30.0,0.45,0.9,0.013,0.006
247,2022,02/15,11.08553657032433,Matelândia,30.0,0.45,0.9,0.013,0.006
248,2023,02/15,12.54784975172554,Matelândia,30.0,0.45,0.9,0.013,0.006
249,2024,02/15,12.598435418388895,Matelândia,30.0,0.45,0.9,0.013,0.006
250,2015,02/15,12.847687671578612,Medianeira,30.0,0.45,0.9,0.013,0.006
251,2016,02/15,10.960510921791757,Medianeira,30.0,0.45,0.9,0.013,0.006
252,2017,02/15,12.489312558945711,Medianeira,30.0,0.45,0.9,0.013,0.006
253,2018,02/15,12.076322705791716,Medianeira,30.0,0.45,0.9,0.013,0.006
254,2019,02/15,13.12189341337763,Medianeira,30.0,0.45,0.9,0.013,0.006
255,2020,02/15,12.186133747847364,Medianeira,30.0,0.45,0.9,0.013,0.006
256,2021,02/15,13.07875699511174,Medianeira,30.0,0.45,0.9,0.013,0.006
257,2022,02/15,11.452157875801193,Medianeira,30.0,0.45,0.9,0.013,0.006
258,2023,02/15,12.877415457364563,Medianeira,30.0,0.45,0.9,0.013,0.006
259,2024,02/15,12.661103753369625,Medianeira,30.0,0.45,0.9,0.013,0.006
260,2015,02/15,12.942830840692269,Santa Helena,30.0,0.45,0.9,0.013,0.006
261,2016,02/15,11.424268184051664,Santa Helena,30.0,0.45,0.9,0.013,0.006
262,2017,02/15,12.729974729251426,Santa Helena,30.0,0.45,0.9,0.013,0.006
263,2018,02/15,12.474013496281787,Santa Helena,30.0,0.45,0.9,0.013,0.006
264,2019,02/15,13.205628036230788,Santa Helena,30.0,0.45,0.9,0.013,0.006
265,2020,02/15,12.624395235841671,Santa Helena,30.0,0.45,0.9,0.013,0.006
266,2021,02/15,12.93299596104786,Santa Helena,30.0,0.45,0.9,0.013,0.006
267,2022,02/15,11.864466371194869,Santa Helena,30.0,0.45,0.9,0.013,0.006
268,2023,02/15,13.042616311685299,Santa Helena,30.0,0.45,0.9,0.013,0.006
269,2024,02/15,12.780572079550902,Santa Helena,30.0,0.45,0.9,0.013,0.006
270,2015,02/15,12.848114625889746,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
271,2016,02/15,10.960409880815854,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
272,2017,02/15,12.489396977148758,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
273,2018,02/15,12.076256062477757,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
274,2019,02/15,13.122080920946093,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
275,2020,02/15,12.186518534543458,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
276,2021,02/15,13.078621913458065,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
277,2022,02/15,11.452307104638896,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
278,2023,02/15,12.877559225848579,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
279,2024,02/15,12.661331275121652,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
280,2015,02/15,12.527307002382866,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
281,2016,02/15,7.370893531985438,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
282,2017,02/15,12.108166510617712,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
283,2018,02/15,11.721459237628999,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
284,2019,02/15,12.82450302355654,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
285,2020,02/15,11.833687965279575,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
286,2021,02/15,12.745144383439316,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
287,2022,02/15,10.857531111979382,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
288,2023,02/15,12.39456243598225,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
289,2024,02/15,12.516331932182153,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
290,2015,02/15,12.76460355061624,Toledo,30.0,0.45,0.9,0.013,0.006
291,2016,02/15,8.527666619704117,Toledo,30.0,0.45,0.9,0.013,0.006
292,2017,02/15,12.32806923402413,Toledo,30.0,0.45,0.9,0.013,0.006
293,2018,02/15,12.16993617803157,Toledo,30.0,0.45,0.9,0.013,0.006
294,2019,02/15,13.014347108776338,Toledo,30.0,0.45,0.9,0.013,0.006
295,2020,02/15,12.516216918355115,Toledo,30.0,0.45,0.9,0.013,0.006
296,2021,02/15,13.049026182805436,Toledo,30.0,0.45,0.9,0.013,0.006
297,2022,02/15,11.289635325732338,Toledo,30.0,0.45,0.9,0.013,0.006
298,2023,02/15,12.675272030620738,Toledo,30.0,0.45,0.9,0.013,0.006
299,2024,02/15,12.88618253864124,Toledo,30.0,0.45,0.9,0.013,0.006
300,2015,02/15,12.576874970703562,Cascavel,30.0,0.45,0.9,0.013,0.007
301,2016,02/15,7.341182685015526,Cascavel,30.0,0.45,0.9,0.013,0.007
302,2017,02/15,11.949600842571497,Cascavel,30.0,0.45,0.9,0.013,0.007
303,2018,02/15,11.555615218603075,Cascavel,30.0,0.45,0.9,0.013,0.007
304,2019,02/15,12.740001430635184,Cascavel,30.0,0.45,0.9,0.013,0.007
