municipio,data_semeadura,isna_medio,isna_desvio,n_anos,freq_evento_adverso,freq_deficit_faseI,freq_deficit_faseIII,freq_frio_floracao,freq_geada,freq_excesso_faseIV,risco_climatico,produtividade_media_kg_ha,produtividade_desvio_kg_ha,classe_produtividade,pct_anos_cobre_custo,margem_media_rs_ha,risco_economico,score_clima,score_produtividade,score_economico,score_integrado,componente_agroclimatico,topsis_score,classe_risco_topsis
Diamante D'Oeste,05/02/,0.6725791217487554,0.1404638252627179,27,0.4814814814814814,0.2592592592592592,0.4074074074074074,0.2222222222222222,0.0,0.2592592592592592,Inapto (risco > 40%),2847.732436879439,569.0973710498206,Baixa produtividade prevista,42.3,-57.76269267923424,Menos viável,3,2,2,7,-2.1737496429736747,0.08622214201278401,Alto risco integrado
Diamante D'Oeste,05/03/,0.6850264488333935,0.1138339290514844,27,0.4444444444444444,0.3703703703703703,0.1851851851851851,0.925925925925926,0.0,0.4444444444444444,Inapto (risco > 40%),2931.331285909794,653.9195103835634,Baixa produtividade prevista,46.2,-21.27095191534859,Menos viável,3,2,2,7,-1.5454948507762851,0.237475250104517,Alto risco integrado
Diamante D'Oeste,15/02/,0.6753336280949022,0.1191067434224431,27,0.4074074074074074,0.1481481481481481,0.2962962962962963,0.4814814814814814,0.0,0.3333333333333333,Inapto (risco > 40%),2903.13681971817,593.0449039031029,Baixa produtividade prevista,46.2,-38.03566156205201,Menos viável,3,2,2,7,-1.8738338757423434,0.1621039485746399,Alto risco integrado
Diamante D'Oeste,15/03/,0.7042963443197316,0.1098182330519057,27,0.7037037037037037,0.5185185185185185,0.1851851851851851,1.0,0.0,0.4814814814814814,Inapto (risco > 40%),2884.566704793885,560.7816630401484,Baixa produtividade prevista,46.2,-53.34405187456785,Menos viável,3,2,2,7,-1.3409732542647017,0.20177640063996302,Alto risco integrado
Diamante D'Oeste,25/02/,0.6714475147844282,0.1147763135401152,27,0.4074074074074074,0.2962962962962963,0.1851851851851851,0.7777777777777778,0.0,0.3703703703703703,Inapto (risco > 40%),2882.384842235164,597.440576985882,Baixa produtividade prevista,46.2,-29.35734053528637,Menos viável,3,2,2,7,-2.0466631643288373,0.1670388768949123,Alto risco integrado
Diamante D'Oeste,25/03/,0.7122999577748649,0.1239961966175386,27,0.7777777777777778,0.7407407407407407,0.1111111111111111,1.0,0.0,0.4444444444444444,Inapto (risco > 40%),2947.003902803163,566.3550358162327,Baixa produtividade prevista,42.3,-24.11805541939984,Menos viável,3,2,2,7,-0.8991511843430049,0.3053759135665573,Alto risco integrado
Diamante do Sul,05/02/,0.7865006425967768,0.0986608237318847,27,0.3333333333333333,0.1481481481481481,0.2222222222222222,0.5925925925925926,0.037037037037037,0.2962962962962963,Risco climático 40%,3402.397197445286,261.13234332021847,Alta produtividade prevista,50.0,93.77873667979968,Mais viável,2,0,0,2,2.6587247159219256,0.9537503549077606,Baixo risco integrado
Diamante do Sul,05/03/,0.7519850485996757,0.1062485579578874,27,0.2962962962962963,0.1851851851851851,0.1111111111111111,1.0,0.037037037037037,0.6296296296296297,Risco climático 30%,3386.3235637893736,341.00565327185257,Alta produtividade prevista,50.0,98.36201512290184,Mais viável,1,0,0,1,1.8571484828272575,0.8808439965592966,Baixo risco integrado
Diamante do Sul,15/02/,0.7733917255924263,0.0906534499789454,27,0.2592592592592592,0.0,0.2592592592592592,0.8518518518518519,0.037037037037037,0.3333333333333333,Risco climático 30%,3436.3617278992424,327.45079139486717,Alta produtividade prevista,50.0,104.3394350910862,Mais viável,1,0,0,1,2.5289725979509012,0.9789300824855502,Baixo risco integrado
Diamante do Sul,15/03/,0.7553618902848377,0.1046329687328264,27,0.3703703703703703,0.2592592592592592,0.1111111111111111,1.0,0.074074074074074,0.5925925925925926,Risco climático 40%,3361.4442684915434,297.74671117381206,Alta produtividade prevista,50.0,88.64601258938828,Mais viável,2,0,0,2,1.8202525424852438,0.8619987326241562,Baixo risco integrado
Diamante do Sul,25/02/,0.7518248356174089,0.09822140529464,27,0.3333333333333333,0.1481481481481481,0.1851851851851851,0.9629629629629628,0.037037037037037,0.4074074074074074,Risco climático 40%,3398.627760808938,327.4225124486017,Alta produtividade prevista,50.0,99.88103950332506,Mais viável,2,0,0,2,1.907393849314895,0.889216717165765,Baixo risco integrado
Diamante do Sul,25/03/,0.7505724164063592,0.1194022968498987,27,0.4444444444444444,0.3703703703703703,0.1111111111111111,1.0,0.1851851851851851,0.5925925925925926,Inapto (risco > 40%),3340.3466653312325,284.3830969532746,Alta produtividade prevista,50.0,81.1764650422135,Mais viável,3,0,0,3,1.6267712095698332,0.8242284242570332,Baixo risco integrado
Entre Rios do Oeste,05/02/,0.670608836434018,0.1352887915620564,27,0.5555555555555556,0.2592592592592592,0.4814814814814814,0.1481481481481481,0.0,0.1481481481481481,Inapto (risco > 40%),2891.9934646475035,612.2513636830874,Baixa produtividade prevista,46.2,-46.22677735507552,Menos viável,3,2,2,7,-2.0225482824804977,0.1268484100099544,Alto risco integrado
Entre Rios do Oeste,05/03/,0.6647078922010426,0.1205975342705338,27,0.5185185185185185,0.4814814814814814,0.2222222222222222,0.925925925925926,0.0,0.3703703703703703,Inapto (risco > 40%),2962.9889874693645,619.3418774708641,Baixa produtividade prevista,50.0,-12.405287231728003,Menos viável,3,2,2,7,-1.8381003994930798,0.23181463711942635,Alto risco integrado
Entre Rios do Oeste,15/02/,0.6742949522972731,0.1187660251113539,27,0.3333333333333333,0.074074074074074,0.2962962962962963,0.4814814814814814,0.0,0.2222222222222222,Risco climático 40%,2907.327841791437,630.8393280156756,Baixa produtividade prevista,46.2,-39.19141465803576,Menos viável,2,2,2,6,-1.8775759432453971,0.1590231331276633,Alto risco integrado
Entre Rios do Oeste,15/03/,0.6757579894738112,0.1185876518580209,27,0.7037037037037037,0.5925925925925926,0.1481481481481481,1.0,0.0,0.2592592592592592,Inapto (risco > 40%),2897.794510167976,534.613228854736,Baixa produtividade prevista,42.3,-52.400984457603386,Menos viável,3,2,2,7,-1.8881303124688817,0.1316065035753347,Alto risco integrado
Entre Rios do Oeste,25/02/,0.6600834183685463,0.1202734418910496,27,0.4444444444444444,0.2592592592592592,0.2592592592592592,0.7777777777777778,0.0,0.2962962962962963,Inapto (risco > 40%),2975.2277180565106,601.4090980157553,Baixa produtividade prevista,46.2,-3.623083037550067,Menos viável,3,2,2,7,-1.8827532458741425,0.2521148049004919,Alto risco integrado
Entre Rios do Oeste,25/03/,0.6836398239872663,0.1242487011671187,27,0.7407407407407407,0.6666666666666666,0.1481481481481481,1.0,0.0,0.3703703703703703,Inapto (risco > 40%),2953.701379571287,585.2085515929973,Baixa produtividade prevista,42.3,-25.615655521828103,Menos viável,3,2,2,7,-1.4773584767846897,0.2347422048166679,Alto risco integrado
Formosa do Oeste,05/02/,0.7349893275277244,0.1174309023281426,27,0.4814814814814814,0.1851851851851851,0.4074074074074074,0.4074074074074074,0.0,0.1481481481481481,Inapto (risco > 40%),3213.8569160700026,400.00580633851536,Produtividade prevista intermediária,50.0,43.874720410986725,Viabilidade intermediária,3,1,1,5,0.745073770096789,0.6420034248449129,Risco integrado intermediário
Formosa do Oeste,05/03/,0.6966582932730057,0.1105926960973666,27,0.4444444444444444,0.2592592592592592,0.2222222222222222,1.0,0.0,0.4074074074074074,Inapto (risco > 40%),3192.2813238339118,454.0347456049433,Produtividade prevista intermediária,50.0,48.61720902490856,Viabilidade intermediária,3,1,1,5,-0.16135065578992905,0.5479294373599152,Risco integrado intermediário
Formosa do Oeste,15/02/,0.7205828513635459,0.1027630829809282,27,0.2962962962962963,0.074074074074074,0.2592592592592592,0.7407407407407407,0.0,0.1851851851851851,Risco climático 30%,3196.6067780990447,397.105667775394,Produtividade prevista intermediária,50.0,28.52920120041265,Viabilidade intermediária,1,1,1,3,0.3645488205601234,0.564554813278785,Risco integrado intermediário
Formosa do Oeste,15/03/,0.7023875524916547,0.1083266847469085,27,0.4814814814814814,0.2962962962962963,0.2592592592592592,1.0,0.037037037037037,0.4814814814814814,Inapto (risco > 40%),3196.5299083538725,404.12306011717556,Produtividade prevista intermediária,50.0,44.47169921968559,Viabilidade intermediária,3,1,1,5,-0.021406309905214093,0.5552064578909556,Risco integrado intermediário
Formosa do Oeste,25/02/,0.6963297178385169,0.1085598912305776,27,0.4074074074074074,0.1481481481481481,0.2962962962962963,0.925925925925926,0.0,0.3333333333333333,Inapto (risco > 40%),3202.203611566251,392.3058669830339,Produtividade prevista intermediária,50.0,45.70140942113783,Viabilidade intermediária,3,1,1,5,-0.12505752419949337,0.5459946456275447,Risco integrado intermediário
Formosa do Oeste,25/03/,0.694511795744387,0.1219376761870474,27,0.5555555555555556,0.4814814814814814,0.1481481481481481,1.0,0.1481481481481481,0.3703703703703703,Inapto (risco > 40%),3188.2090401479113,375.5430998450093,Produtividade prevista intermediária,50.0,39.08191279569736,Viabilidade intermediária,3,1,1,5,-0.2245955530892189,0.5207433523282067,Risco integrado intermediário
Foz do Iguaçu,05/02/,0.6456509609891825,0.1302578151324777,27,0.5185185185185185,0.2592592592592592,0.4444444444444444,0.4444444444444444,0.0,0.2592592592592592,Inapto (risco > 40%),2950.1082303995213,721.6516919423332,Baixa produtividade prevista,46.2,-32.1741652041023,Menos viável,3,2,2,7,-2.298135687239113,0.13887473035949172,Alto risco integrado
Foz do Iguaçu,05/03/,0.6640004914891117,0.0975813792455261,27,0.6296296296296297,0.5185185185185185,0.2962962962962963,0.9629629629629628,0.0,0.2592592592592592,Inapto (risco > 40%),3198.9094795549117,616.6701075616508,Produtividade prevista intermediária,50.0,65.1048833395074,Mais viável,3,1,0,4,-0.8245842825280444,0.5095063050311615,Risco integrado intermediário
Foz do Iguaçu,15/02/,0.6467748365856786,0.1072235901142674,27,0.4814814814814814,0.1851851851851851,0.3703703703703703,0.7407407407407407,0.0,0.2592592592592592,Inapto (risco > 40%),3068.028718556969,705.6633851251484,Baixa produtividade prevista,46.2,21.012071349304147,Viabilidade intermediária,3,2,1,6,-1.7602361162934366,0.32726293627134856,Alto risco integrado
Foz do Iguaçu,15/03/,0.689531941962335,0.0979806697631545,27,0.6666666666666666,0.5185185185185185,0.1851851851851851,1.0,0.037037037037037,0.4074074074074074,Inapto (risco > 40%),3162.393210109666,600.5228857590854,Produtividade prevista intermediária,46.2,36.7452838234381,Viabilidade intermediária,3,1,1,5,-0.4426810500405006,0.4914507187036893,Risco integrado intermediário
Foz do Iguaçu,25/02/,0.6503721144387202,0.0986435041349028,27,0.5555555555555556,0.4444444444444444,0.2592592592592592,0.8888888888888888,0.0,0.3333333333333333,Inapto (risco > 40%),3191.743283405202,615.7590965458264,Produtividade prevista intermediária,50.0,66.13765879128337,Mais viável,3,1,0,4,-1.144657178493562,0.48103327116788663,Risco integrado intermediário
Foz do Iguaçu,25/03/,0.6964514592986083,0.1167491378793419,27,0.7037037037037037,0.6296296296296297,0.1111111111111111,1.0,0.1111111111111111,0.4074074074074074,Inapto (risco > 40%),3149.1522336959924,652.1503658828906,Produtividade prevista intermediária,50.0,41.84661460382626,Viabilidade intermediária,3,1,1,5,-0.3537578039378361,0.512255060858988,Risco integrado intermediário
Guaraniaçu,05/02/,0.7802500226320619,0.1019950446841577,27,0.3333333333333333,0.1481481481481481,0.2222222222222222,0.5185185185185185,0.0,0.2962962962962963,Risco climático 40%,3394.477472352792,317.8366350701548,Alta produtividade prevista,50.0,88.75679692550742,Mais viável,2,0,0,2,2.4917264310993703,0.9313096148048573,Baixo risco integrado
Guaraniaçu,05/03/,0.7541153824807146,0.0975624513746745,27,0.3333333333333333,0.2222222222222222,0.1111111111111111,1.0,0.0,0.6296296296296297,Risco climático 40%,3383.099858395218,388.97624859426617,Alta produtividade prevista,50.0,97.60716112516955,Mais viável,2,0,0,2,1.888243552840064,0.8841940700664128,Baixo risco integrado
Guaraniaçu,15/02/,0.7691029003139184,0.0915355544051,27,0.2962962962962963,0.037037037037037,0.2592592592592592,0.8518518518518519,0.0,0.3703703703703703,Risco climático 30%,3425.4881266526913,379.60729659452,Alta produtividade prevista,50.0,99.05541564955068,Mais viável,1,0,0,1,2.3906738021238962,0.9518561252453918,Baixo risco integrado
Guaraniaçu,15/03/,0.7626763156889017,0.0985653594647989,27,0.3333333333333333,0.2222222222222222,0.1111111111111111,1.0,0.037037037037037,0.6296296296296297,Risco climático 40%,3378.672880045878,349.47753137555986,Alta produtividade prevista,50.0,94.0570567264286,Mais viável,2,0,0,2,2.0503790692572355,0.9004520131746551,Baixo risco integrado
Guaraniaçu,25/02/,0.7492046239453259,0.0966724347293708,27,0.2592592592592592,0.1481481481481481,0.1481481481481481,0.9629629629629628,0.0,0.4814814814814814,Risco climático 30%,3404.0905150652716,378.1128418191548,Alta produtividade prevista,50.0,103.8360740223762,Mais viável,1,0,0,1,1.875677866047621,0.8878994738769894,Baixo risco integrado
Guaraniaçu,25/03/,0.757137063845996,0.114446776324186,27,0.4074074074074074,0.3333333333333333,0.1111111111111111,1.0,0.1481481481481481,0.5925925925925926,Inapto (risco > 40%),3359.431752083506,337.8700771774006,Alta produtividade prevista,50.0,89.23502984619378,Mais viável,3,0,0,3,1.8491008072152582,0.8666594423557831,Baixo risco integrado
Guaíra,05/02/,0.6842628881325848,0.129102353003115,27,0.5185185185185185,0.1851851851851851,0.4074074074074074,0.2962962962962963,0.0,0.1481481481481481,Inapto (risco > 40%),2979.3959394204335,593.659263284252,Baixa produtividade prevista,46.2,-12.955408010826668,Menos viável,3,2,2,7,-1.3521367932113204,0.2781062826734257,Alto risco integrado
Guaíra,05/03/,0.6670434774651709,0.1326764118577854,27,0.5185185185185185,0.4444444444444444,0.2592592592592592,0.9629629629629628,0.0,0.3703703703703703,Inapto (risco > 40%),2978.9629397832477,602.2619712689931,Baixa produtividade prevista,50.0,-5.691367236959274,Menos viável,3,2,2,7,-1.7189621149930767,0.2603671476003743,Alto risco integrado
Guaíra,15/02/,0.6794023554896452,0.1199752685957056,27,0.3333333333333333,0.074074074074074,0.3333333333333333,0.6296296296296297,0.0,0.1851851851851851,Risco climático 40%,2942.26396170324,557.473697374314,Baixa produtividade prevista,50.0,-29.29927453207177,Menos viável,2,2,2,6,-1.6170268379809136,0.21073470538326797,Alto risco integrado
Guaíra,15/03/,0.6703048887647804,0.1306361312861411,27,0.6296296296296297,0.5555555555555556,0.1851851851851851,1.0,0.0,0.2962962962962963,Inapto (risco > 40%),2938.4624526085236,515.5340652929283,Baixa produtividade prevista,42.3,-25.39528280520145,Menos viável,3,2,2,7,-1.8264058595602446,0.19829673260337274,Alto risco integrado
Guaíra,25/02/,0.6636133264725662,0.130002577609979,27,0.4444444444444444,0.2592592592592592,0.2592592592592592,0.8148148148148148,0.0,0.3703703703703703,Inapto (risco > 40%),2977.800305123496,618.1959289224653,Baixa produtividade prevista,50.0,-6.061774246669048,Menos viável,3,2,2,7,-1.7967272024406222,0.25258191749108816,Alto risco integrado
Guaíra,25/03/,0.675307746797194,0.1333263961892099,27,0.6666666666666666,0.6296296296296297,0.1481481481481481,1.0,0.0,0.3333333333333333,Inapto (risco > 40%),3014.6938828201555,532.4178126954166,Baixa produtividade prevista,46.2,4.50095640302576,Menos viável,3,2,2,7,-1.3880432485344454,0.31758880603354406,Alto risco integrado
Ibema,05/02/,0.7748101236789068,0.1017681978561257,27,0.3333333333333333,0.1481481481481481,0.2222222222222222,0.5185185185185185,0.0,0.2962962962962963,Risco climático 40%,3386.4725706500003,335.1502496708354,Alta produtividade prevista,50.0,85.78668793132076,Mais viável,2,0,0,2,2.3415387384061765,0.911930713393464,Baixo risco integrado
Ibema,05/03/,0.7511250351360975,0.0968123332523061,27,0.3333333333333333,0.2222222222222222,0.1111111111111111,1.0,0.0,0.6296296296296297,Risco climático 40%,3390.616089337122,391.00019577704626,Alta produtividade prevista,50.0,98.80025141498793,Mais viável,2,0,0,2,1.8576353853000676,0.8813715658287711,Baixo risco integrado
Ibema,15/02/,0.763993496390163,0.0913544095708773,27,0.2962962962962963,0.037037037037037,0.2592592592592592,0.8518518518518519,0.0,0.3333333333333333,Risco climático 30%,3413.9271836589764,387.8656131311691,Alta produtividade prevista,50.0,95.98414107005556,Mais viável,1,0,0,1,2.2319876613406118,0.9266240842214116,Baixo risco integrado
Ibema,15/03/,0.7588328656519933,0.098193934891794,27,0.3333333333333333,0.2222222222222222,0.1111111111111111,1.0,0.037037037037037,0.5925925925925926,Risco climático 40%,3386.8995611121186,361.2719533997801,Alta produtividade prevista,50.0,96.57945857227033,Mais viável,2,0,0,2,2.0047880124252413,0.8984507575457408,Baixo risco integrado
Ibema,25/02/,0.7451315270622002,0.0962421490292281,27,0.2592592592592592,0.1481481481481481,0.1481481481481481,0.9629629629629628,0.0,0.4814814814814814,Risco climático 30%,3410.841034308547,377.3282821141975,Alta produtividade prevista,50.0,106.34048636722726,Mais viável,1,0,0,1,1.8187844062163632,0.8812173472962859,Baixo risco integrado
Ibema,25/03/,0.7535101742285151,0.1142188311998169,27,0.4074074074074074,0.3333333333333333,0.1111111111111111,1.0,0.1481481481481481,0.5555555555555556,Inapto (risco > 40%),3373.1407102931125,348.6432386775169,Alta produtividade prevista,50.0,92.23588620952904,Mais viável,3,0,0,3,1.8319996872945845,0.8694485846392869,Baixo risco integrado
Iguatu,05/02/,0.7520861418483235,0.1164776281925608,27,0.4444444444444444,0.1481481481481481,0.3703703703703703,0.4074074074074074,0.0,0.2222222222222222,Inapto (risco > 40%),3267.6949231870717,414.1894830002033,Alta produtividade prevista,50.0,57.23703130021614,Mais viável,3,0,0,3,1.3421229213642696,0.7391487534864989,Baixo risco integrado
Iguatu,05/03/,0.7120026447441471,0.1119467841179686,27,0.3333333333333333,0.1851851851851851,0.1851851851851851,1.0,0.0,0.4444444444444444,Risco climático 40%,3240.4812403743917,473.94619382315517,Alta produtividade prevista,50.0,60.60838844027248,Mais viável,2,0,0,2,0.3739783065877041,0.6336256362470676,Risco integrado intermediário
Iguatu,15/02/,0.7387714699308018,0.1030928376301621,27,0.2962962962962963,0.037037037037037,0.2592592592592592,0.7407407407407407,0.0,0.2962962962962963,Risco climático 30%,3266.1665990447427,409.45866933161136,Alta produtividade prevista,50.0,47.11172090581621,Viabilidade intermediária,1,0,1,2,1.0532771121775695,0.6838478174766847,Baixo risco integrado
Iguatu,15/03/,0.7187056881964966,0.10891636267495,27,0.4444444444444444,0.2962962962962963,0.2222222222222222,1.0,0.037037037037037,0.5185185185185185,Inapto (risco > 40%),3250.179722805617,397.56281689306314,Alta produtividade prevista,50.0,57.70353604707972,Mais viável,3,0,0,3,0.5583195677697567,0.649740954928196,Risco integrado intermediário
Iguatu,25/02/,0.7127013588256754,0.109067960648746,27,0.3333333333333333,0.1111111111111111,0.2592592592592592,0.925925925925926,0.0,0.3703703703703703,Risco climático 40%,3249.8866327281544,408.2659201635109,Alta produtividade prevista,50.0,56.33682614962952,Mais viável,2,0,0,2,0.4297897487926714,0.6318443867116753,Risco integrado intermediário
Iguatu,25/03/,0.7115496578421684,0.1225867666802412,27,0.5185185185185185,0.4444444444444444,0.1481481481481481,1.0,0.1481481481481481,0.4444444444444444,Inapto (risco > 40%),3228.874060710924,379.7031622680461,Produtividade prevista intermediária,50.0,48.90307062611718,Viabilidade intermediária,3,1,1,5,0.3137758429975782,0.6031025208590156,Risco integrado intermediário
Iracema do Oeste,05/02/,0.7347737080776653,0.1174130635017993,27,0.4814814814814814,0.1851851851851851,0.4074074074074074,0.4074074074074074,0.0,0.1481481481481481,Inapto (risco > 40%),3222.56682817161,397.55664413828885,Produtividade prevista intermediária,50.0,45.84385692928102,Viabilidade intermediária,3,1,1,5,0.7784754034865211,0.6501889608387189,Risco integrado intermediário
Iracema do Oeste,05/03/,0.6963608670398883,0.1106456604301704,27,0.4444444444444444,0.2592592592592592,0.2222222222222222,1.0,0.0,0.4074074074074074,Inapto (risco > 40%),3209.9417258267854,458.27305911506306,Produtividade prevista intermediária,50.0,53.123561337292976,Viabilidade intermediária,3,1,1,5,-0.09066263327987074,0.5650667513678596,Risco integrado intermediário
Iracema do Oeste,15/02/,0.7203413058412965,0.1027707999862205,27,0.2962962962962963,0.074074074074074,0.2592592592592592,0.7407407407407407,0.0,0.1851851851851851,Risco climático 30%,3208.0966200373796,398.2069764452128,Produtividade prevista intermediária,50.0,31.26673452614429,Viabilidade intermediária,1,1,1,3,0.40952024936947473,0.5757779018323037,Risco integrado intermediário
Iracema do Oeste,15/03/,0.702186966014458,0.1083293541002578,27,0.4814814814814814,0.2962962962962963,0.2592592592592592,1.0,0.037037037037037,0.4814814814814814,Inapto (risco > 40%),3215.156938197086,403.8504911603094,Produtividade prevista intermediária,50.0,48.42607936184552,Viabilidade intermediária,3,1,1,5,0.05554814220817341,0.5722494286393833,Risco integrado intermediário
Iracema do Oeste,25/02/,0.6960652195693321,0.1085542037833555,27,0.4074074074074074,0.1481481481481481,0.2962962962962963,0.925925925925926,0.0,0.3333333333333333,Inapto (risco > 40%),3216.3347419824363,394.2300505742478,Produtividade prevista intermediária,50.0,48.75750025589245,Viabilidade intermediária,3,1,1,5,-0.06905769975095162,0.558677912537095,Risco integrado intermediário
Iracema do Oeste,25/03/,0.6942882644790394,0.121953834703104,27,0.5555555555555556,0.4814814814814814,0.1851851851851851,1.0,0.1481481481481481,0.3703703703703703,Inapto (risco > 40%),3205.932343320855,377.9543706993982,Produtividade prevista intermediária,50.0,43.02908995235244,Viabilidade intermediária,3,1,1,5,-0.15206722477472293,0.5373276219358766,Risco integrado intermediário
Itaipulândia,05/02/,0.6553970683535913,0.1374706292888312,27,0.5185185185185185,0.2592592592592592,0.4444444444444444,0.2222222222222222,0.0,0.2222222222222222,Inapto (risco > 40%),2823.9001196751055,593.000336201586,Baixa produtividade prevista,42.3,-62.949290800974985,Menos viável,3,2,2,7,-2.6417938468637088,0.020548613867801865,Alto risco integrado
Itaipulândia,05/03/,0.6682330332641668,0.1111484393435729,27,0.5555555555555556,0.4074074074074074,0.2592592592592592,0.925925925925926,0.0,0.3703703703703703,Inapto (risco > 40%),2919.876113700932,657.9497611440546,Baixa produtividade prevista,46.2,-20.38098821432808,Menos viável,3,2,2,7,-1.9513436598294047,0.2001483824922419,Alto risco integrado
Itaipulândia,15/02/,0.6587776398023449,0.1148595896664594,27,0.4074074074074074,0.1481481481481481,0.2962962962962963,0.4814814814814814,0.0,0.2222222222222222,Inapto (risco > 40%),2870.794229813298,610.2629936245396,Baixa produtividade prevista,46.2,-43.35980283576772,Menos viável,3,2,2,7,-2.3657106404931767,0.10043318878478848,Alto risco integrado
Itaipulândia,15/03/,0.6873748312987056,0.1090909884591387,27,0.7037037037037037,0.5555555555555556,0.1851851851851851,1.0,0.0,0.4074074074074074,Inapto (risco > 40%),2867.8183350813983,593.2738650504915,Baixa produtividade prevista,46.2,-52.324655372634645,Menos viável,3,2,2,7,-1.7726128672438406,0.1466689490031068,Alto risco integrado
Itaipulândia,25/02/,0.6568726971726491,0.1113283654472642,27,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.7777777777777778,0.0,0.2962962962962963,Inapto (risco > 40%),2881.239796858395,596.524583609056,Baixa produtividade prevista,46.2,-27.58764815186657,Menos viável,3,2,2,7,-2.360544804214897,0.1488856675292806,Alto risco integrado
Itaipulândia,25/03/,0.6978257961538197,0.1224449576924722,27,0.7777777777777778,0.7407407407407407,0.1111111111111111,1.0,0.0,0.3333333333333333,Inapto (risco > 40%),2935.80428665549,587.698769984905,Baixa produtividade prevista,42.3,-25.614678496106556,Menos viável,3,2,2,7,-1.2547330359882913,0.26024478211228386,Alto risco integrado
Jesuítas,05/02/,0.7367959649254892,0.1173574701985914,27,0.4444444444444444,0.1851851851851851,0.3703703703703703,0.4074074074074074,0.0,0.1481481481481481,Inapto (risco > 40%),3222.903983273151,402.52462560317156,Produtividade prevista intermediária,50.0,45.566311063091725,Viabilidade intermediária,3,1,1,5,0.8228037218707327,0.654591481513574,Risco integrado intermediário
Jesuítas,05/03/,0.6982077712546247,0.1107533653056234,27,0.4444444444444444,0.2592592592592592,0.2222222222222222,1.0,0.0,0.4074074074074074,Inapto (risco > 40%),3207.9197094173946,460.5782378239623,Produtividade prevista intermediária,50.0,52.50286191941877,Viabilidade intermediária,3,1,1,5,-0.060335568818172765,0.5672753125082357,Risco integrado intermediário
Jesuítas,15/02/,0.7224205090062198,0.1028504409122772,27,0.2962962962962963,0.074074074074074,0.2592592592592592,0.7407407407407407,0.0,0.1851851851851851,Risco climático 30%,3208.120242716878,401.6962643151296,Produtividade prevista intermediária,50.0,30.97922445696357,Viabilidade intermediária,1,1,1,3,0.45368859129392747,0.5801238578904004,Risco integrado intermediário
Jesuítas,15/03/,0.7042952869668655,0.1082031668297551,27,0.4814814814814814,0.2962962962962963,0.2592592592592592,1.0,0.037037037037037,0.5185185185185185,Inapto (risco > 40%),3213.719161305364,405.1245117897855,Produtividade prevista intermediária,50.0,48.53806813125789,Viabilidade intermediária,3,1,1,5,0.09396253703276268,0.5768993595460772,Risco integrado intermediário
Jesuítas,25/02/,0.6980183959318849,0.1084685618076305,27,0.4074074074074074,0.1481481481481481,0.2962962962962963,0.925925925925926,0.0,0.3333333333333333,Inapto (risco > 40%),3214.930842796462,398.5745724872818,Produtividade prevista intermediária,50.0,48.30173852036858,Viabilidade intermediária,3,1,1,5,-0.03378365255969457,0.5617617520493615,Risco integrado intermediário
Jesuítas,25/03/,0.6962902905294324,0.1219568930303745,27,0.5555555555555556,0.4814814814814814,0.1481481481481481,1.0,0.1481481481481481,0.3703703703703703,Inapto (risco > 40%),3205.043848921071,384.249249725661,Produtividade prevista intermediária,50.0,42.76511752840288,Viabilidade intermediária,3,1,1,5,-0.11351095178465888,0.5411323159873315,Risco integrado intermediário
Lindoeste,05/02/,0.7417117965367299,0.1169697704114534,27,0.2962962962962963,0.1851851851851851,0.1481481481481481,0.5185185185185185,0.0,0.3703703703703703,Risco climático 30%,3159.2119094875225,613.4506990124008,Produtividade prevista intermediária,50.0,24.23651636553895,Viabilidade intermediária,1,1,1,3,0.6493177526771367,0.5865316497559055,Risco integrado intermediário
Lindoeste,05/03/,0.749197543437797,0.0884418712624777,27,0.3333333333333333,0.2592592592592592,0.1111111111111111,1.0,0.0,0.5555555555555556,Risco climático 40%,3250.654373775238,565.0218296505063,Alta produtividade prevista,53.8,72.64294852078635,Mais viável,2,0,0,2,1.206614526584893,0.7567244445187443,Baixo risco integrado
Lindoeste,15/02/,0.7425944183050469,0.0950285610144005,27,0.2592592592592592,0.1111111111111111,0.1851851851851851,0.8148148148148148,0.0,0.4074074074074074,Risco climático 30%,3236.1743889203103,603.4689499563812,Alta produtividade prevista,50.0,57.807403751636585,Mais viável,1,0,0,1,1.003545650773557,0.7022491747926626,Baixo risco integrado
Lindoeste,15/03/,0.7620880981383058,0.0911771357122431,27,0.4814814814814814,0.3703703703703703,0.1111111111111111,1.0,0.037037037037037,0.4814814814814814,Inapto (risco > 40%),3233.841025445634,539.0963214032605,Produtividade prevista intermediária,50.0,54.80692879140389,Viabilidade intermediária,3,1,1,5,1.4065103275595185,0.7402382175705782,Baixo risco integrado
Lindoeste,25/02/,0.7362594492130029,0.0934882232159068,27,0.2592592592592592,0.2222222222222222,0.1111111111111111,0.9629629629629628,0.0,0.5185185185185185,Risco climático 30%,3284.679979892379,476.31192811208473,Alta produtividade prevista,50.0,80.47867472783119,Mais viável,1,0,0,1,1.0807489846142648,0.755014911422329,Baixo risco integrado
Lindoeste,25/03/,0.7628880361993928,0.1082058369159477,27,0.4444444444444444,0.4074074074074074,0.074074074074074,1.0,0.1851851851851851,0.5555555555555556,Inapto (risco > 40%),3245.279809254036,553.6447129309076,Alta produtividade prevista,53.8,66.87543254611118,Mais viável,3,0,0,3,1.4733317304004168,0.7759608355468961,Baixo risco integrado
