municipio,data_semeadura,isna_medio,isna_desvio,n_anos,risco_climatico,pct_anos_cobre_custo,margem_media_rs_ha,risco_economico,score_clima,score_economico,score_combinado
Ouro Verde do Oeste,25/02/,0.7176936290410298,0.0999526589100476,27,Baixo risco climático,7.7,-865.5195952091913,Mais viável,0,0,0
Ouro Verde do Oeste,25/03/,0.7346310000958816,0.11739801658317338,27,Baixo risco climático,3.8,-884.0045331884168,Viabilidade intermediária,0,1,1
Palotina,05/02/,0.712338661245097,0.12516846430373318,27,Baixo risco climático,7.7,-911.2013819936818,Menos viável,0,2,2
Palotina,05/03/,0.6918335368686812,0.11183885856723975,27,Baixo risco climático,7.7,-908.6978595186938,Viabilidade intermediária,0,1,1
Palotina,15/02/,0.7078154158667481,0.10742901438708521,27,Baixo risco climático,3.8,-941.5645139707522,Menos viável,0,2,2
Palotina,15/03/,0.6984177182159819,0.11208068891045257,27,Baixo risco climático,7.7,-924.5923448285719,Menos viável,0,2,2
Palotina,25/02/,0.6895305269554322,0.10985614702917222,27,Baixo risco climático,7.7,-909.2745759904118,Viabilidade intermediária,0,1,1
Palotina,25/03/,0.6992151294415452,0.12220706164980934,27,Baixo risco climático,7.7,-916.0674645447148,Menos viável,0,2,2
Pato Bragado,05/02/,0.6614122516250295,0.13458194050084984,27,Baixo risco climático,3.8,-977.068707924356,Menos viável,0,2,2
Pato Bragado,05/03/,0.653973043056836,0.12008894523646774,27,Baixo risco climático,3.8,-940.5772652618028,Menos viável,0,2,2
Pato Bragado,15/02/,0.6637647753007861,0.11643583145442593,27,Baixo risco climático,3.8,-969.9973755495345,Menos viável,0,2,2
Pato Bragado,15/03/,0.6646844862249336,0.11865709973571764,27,Baixo risco climático,3.8,-979.5634419217945,Menos viável,0,2,2
Pato Bragado,25/02/,0.6492436018969505,0.11875919021709401,27,Médio risco climático,3.8,-933.2977962019272,Menos viável,1,2,3
Pato Bragado,25/03/,0.673269592188785,0.12373811583307644,27,Baixo risco climático,3.8,-954.5631183648889,Menos viável,0,2,2
Quatro Pontes,05/02/,0.7162465935721007,0.12515617200654938,27,Baixo risco climático,7.7,-904.8890252973731,Viabilidade intermediária,0,1,1
Quatro Pontes,05/03/,0.696074124835031,0.11236665775771346,27,Baixo risco climático,7.7,-895.9040362220222,Viabilidade intermediária,0,1,1
Quatro Pontes,15/02/,0.7120983978237301,0.10836818556951269,27,Baixo risco climático,3.8,-932.6153400970081,Menos viável,0,2,2
Quatro Pontes,15/03/,0.7025039744586068,0.11244477434717927,27,Baixo risco climático,7.7,-914.2573420819002,Menos viável,0,2,2
Quatro Pontes,25/02/,0.6934623444484596,0.11077651522000367,27,Baixo risco climático,7.7,-902.1378588274617,Viabilidade intermediária,0,1,1
Quatro Pontes,25/03/,0.7031286820829005,0.12228741456244557,27,Baixo risco climático,7.7,-907.581610354413,Viabilidade intermediária,0,1,1
Ramilândia,05/02/,0.6549348514244772,0.1373054595383687,27,Baixo risco climático,3.8,-986.5747315800579,Menos viável,0,2,2
Ramilândia,05/03/,0.6677578223845588,0.11107043589487235,27,Baixo risco climático,3.8,-948.463563726642,Menos viável,0,2,2
Ramilândia,15/02/,0.6583032216234513,0.11466668799323843,27,Baixo risco climático,3.8,-970.0980192297158,Menos viável,0,2,2
Ramilândia,15/03/,0.686852340565663,0.10902234199034984,27,Baixo risco climático,3.8,-978.4606401734521,Menos viável,0,2,2
Ramilândia,25/02/,0.6563997034909913,0.11117745758729923,27,Baixo risco climático,3.8,-955.3035086199538,Menos viável,0,2,2
Ramilândia,25/03/,0.6972587929802398,0.12238507201670444,27,Baixo risco climático,3.8,-953.2446149313438,Menos viável,0,2,2
Santa Helena,05/02/,0.6556869016440179,0.13785686545826664,27,Baixo risco climático,3.8,-997.509751424862,Menos viável,0,2,2
Santa Helena,05/03/,0.6666508153652239,0.11215118563921421,27,Baixo risco climático,3.8,-958.538247731083,Menos viável,0,2,2
Santa Helena,15/02/,0.6585580622638164,0.11580126381361325,27,Baixo risco climático,3.8,-978.9506495789926,Menos viável,0,2,2
Santa Helena,15/03/,0.6855020005870754,0.10986983202401136,27,Baixo risco climático,3.8,-990.9652373280866,Menos viável,0,2,2
Santa Helena,25/02/,0.6550089604543274,0.11193531302319702,27,Baixo risco climático,3.8,-967.687741310529,Menos viável,0,2,2
Santa Helena,25/03/,0.6947700192154924,0.12271750918206442,27,Baixo risco climático,3.8,-962.3596162698096,Menos viável,0,2,2
Santa Lúcia,05/02/,0.7414236274522125,0.11633300236653744,27,Baixo risco climático,7.7,-907.2801991763752,Viabilidade intermediária,0,1,1
Santa Lúcia,05/03/,0.7488996150186359,0.08837318662090225,27,Baixo risco climático,3.8,-858.5140782762056,Mais viável,0,0,0
Santa Lúcia,15/02/,0.7420738872101222,0.09469656282520433,27,Baixo risco climático,7.7,-873.924770748726,Mais viável,0,0,0
Santa Lúcia,15/03/,0.7616756587734085,0.09110063690065476,27,Baixo risco climático,7.7,-876.330701673282,Viabilidade intermediária,0,1,1
Santa Lúcia,25/02/,0.7361655600598944,0.09326881352410007,27,Baixo risco climático,7.7,-849.8042037650703,Mais viável,0,0,0
Santa Lúcia,25/03/,0.7624467070329765,0.10800468635647406,27,Baixo risco climático,7.7,-863.7747558806152,Mais viável,0,0,0
Santa Tereza do Oeste,05/02/,0.7260308758165017,0.1187366044898167,27,Baixo risco climático,3.8,-893.699226782196,Viabilidade intermediária,0,1,1
Santa Tereza do Oeste,05/03/,0.7245987603393343,0.09571900367208185,27,Baixo risco climático,7.7,-851.1547943038125,Mais viável,0,0,0
Santa Tereza do Oeste,15/02/,0.7259555874105287,0.09682165151708878,27,Baixo risco climático,7.7,-888.8975480408556,Viabilidade intermediária,0,1,1
Santa Tereza do Oeste,15/03/,0.7338530459477327,0.09866263682866686,27,Baixo risco climático,7.7,-868.211919274345,Mais viável,0,0,0
Santa Tereza do Oeste,25/02/,0.71767175719789,0.09804122908368683,27,Baixo risco climático,7.7,-860.355829095137,Mais viável,0,0,0
Santa Tereza do Oeste,25/03/,0.7350612753736546,0.11590676323108513,27,Baixo risco climático,7.7,-872.6547955466917,Mais viável,0,0,0
Santa Terezinha de Itaipu,05/02/,0.6680892962451869,0.13432809414557165,27,Baixo risco climático,7.7,-962.9195776394179,Menos viável,0,2,2
Santa Terezinha de Itaipu,05/03/,0.6889581567852093,0.09686177090058164,27,Baixo risco climático,7.7,-887.7174802776123,Viabilidade intermediária,0,1,1
Santa Terezinha de Itaipu,15/02/,0.6697945697606977,0.1117601972110626,27,Baixo risco climático,7.7,-920.9167033288583,Menos viável,0,2,2
Santa Terezinha de Itaipu,15/03/,0.7130803073422144,0.0984284243787278,27,Baixo risco climático,7.7,-923.642703744784,Menos viável,0,2,2
Santa Terezinha de Itaipu,25/02/,0.6723637534649567,0.10096602721427368,27,Baixo risco climático,7.7,-892.9330080488616,Viabilidade intermediária,0,1,1
Santa Terezinha de Itaipu,25/03/,0.7203342171037883,0.11726666104637012,27,Baixo risco climático,7.7,-904.581994920314,Viabilidade intermediária,0,1,1
Serranópolis do Iguaçu,05/02/,0.7329073115968427,0.11463541116795606,27,Baixo risco climático,7.7,-911.251629003252,Menos viável,0,2,2
Serranópolis do Iguaçu,05/03/,0.7411052224147255,0.08961214678993613,27,Baixo risco climático,3.8,-863.9331319024805,Mais viável,0,0,0
Serranópolis do Iguaçu,15/02/,0.7334176536309888,0.09487362076242602,27,Baixo risco climático,7.7,-877.8617299346502,Viabilidade intermediária,0,1,1
Serranópolis do Iguaçu,15/03/,0.754923071217524,0.09161365674406058,27,Baixo risco climático,7.7,-882.5971569058279,Viabilidade intermediária,0,1,1
Serranópolis do Iguaçu,25/02/,0.7306288685363386,0.09327952047132117,27,Baixo risco climático,7.7,-852.410977321426,Mais viável,0,0,0
Serranópolis do Iguaçu,25/03/,0.756643710116724,0.10774390254207236,27,Baixo risco climático,7.7,-867.5608049284638,Mais viável,0,0,0
São José das Palmeiras,05/02/,0.6733770103580988,0.14062047138594763,27,Baixo risco climático,3.8,-987.9676317964472,Menos viável,0,2,2
São José das Palmeiras,05/03/,0.6857583050377096,0.11403511219065282,27,Baixo risco climático,3.8,-952.7459692229339,Menos viável,0,2,2
São José das Palmeiras,15/02/,0.6761335423508418,0.1192905150255116,27,Baixo risco climático,3.8,-968.2550664962168,Menos viável,0,2,2
São José das Palmeiras,15/03/,0.7051712788679441,0.10983384867067256,27,Baixo risco climático,3.8,-985.0170474980072,Menos viável,0,2,2
São José das Palmeiras,25/02/,0.6722383645449128,0.11491774189220914,27,Baixo risco climático,3.8,-960.773309472416,Menos viável,0,2,2
São José das Palmeiras,25/03/,0.713115635435136,0.12409671215218658,27,Baixo risco climático,3.8,-956.2675582800465,Menos viável,0,2,2
São Miguel do Iguaçu,05/02/,0.6716371005235521,0.1353073142380041,27,Baixo risco climático,7.7,-964.8906606431391,Menos viável,0,2,2
São Miguel do Iguaçu,05/03/,0.6928003570755796,0.09666258634837671,27,Baixo risco climático,7.7,-897.0723904136631,Viabilidade intermediária,0,1,1
São Miguel do Iguaçu,15/02/,0.6736776003698409,0.11257474628118434,27,Baixo risco climático,7.7,-926.4149445120466,Menos viável,0,2,2
São Miguel do Iguaçu,15/03/,0.71692911731339,0.09854563554807295,27,Baixo risco climático,7.7,-936.0399108621187,Menos viável,0,2,2
São Miguel do Iguaçu,25/02/,0.675729527318358,0.10164780864111927,27,Baixo risco climático,7.7,-906.9329586239169,Viabilidade intermediária,0,1,1
São Miguel do Iguaçu,25/03/,0.7241587957017254,0.11732201795642762,27,Baixo risco climático,7.7,-909.9327254789462,Viabilidade intermediária,0,1,1
São Pedro do Iguaçu,05/02/,0.7281381832183518,0.11882897647500654,27,Baixo risco climático,3.8,-895.3819194935531,Viabilidade intermediária,0,1,1
São Pedro do Iguaçu,05/03/,0.7241781374052939,0.09736976370144457,27,Baixo risco climático,7.7,-853.9052605687847,Mais viável,0,0,0
São Pedro do Iguaçu,15/02/,0.7268197279293039,0.09871455155352482,27,Baixo risco climático,7.7,-890.4047469285198,Viabilidade intermediária,0,1,1
São Pedro do Iguaçu,15/03/,0.7338109475267349,0.10034494110106827,27,Baixo risco climático,7.7,-873.6788332240756,Mais viável,0,0,0
São Pedro do Iguaçu,25/02/,0.7170564259323897,0.09994506214646585,27,Baixo risco climático,7.7,-864.2891025955088,Mais viável,0,0,0
São Pedro do Iguaçu,25/03/,0.734020047138187,0.11742324909924096,27,Baixo risco climático,3.8,-882.3471710699712,Viabilidade intermediária,0,1,1
Terra Roxa,05/02/,0.6710074490662042,0.12842237744164467,27,Baixo risco climático,7.7,-944.4431493236726,Menos viável,0,2,2
Terra Roxa,05/03/,0.6518616354495171,0.13192467078284753,27,Baixo risco climático,7.7,-932.8863183610464,Menos viável,0,2,2
Terra Roxa,15/02/,0.6641770144463792,0.1191952333421362,27,Baixo risco climático,3.8,-953.7884369502415,Menos viável,0,2,2
Terra Roxa,15/03/,0.6559611189892308,0.129547861311253,27,Baixo risco climático,3.8,-950.9162532007315,Menos viável,0,2,2
Terra Roxa,25/02/,0.6487231165293196,0.12807008363425018,27,Médio risco climático,7.7,-928.9176398350353,Menos viável,1,2,3
Terra Roxa,25/03/,0.6612094557854067,0.1327027675730503,27,Baixo risco climático,7.7,-924.9964520841178,Menos viável,0,2,2
Toledo,05/02/,0.711456115918854,0.12512440627950602,27,Baixo risco climático,7.7,-903.336949507564,Viabilidade intermediária,0,1,1
Toledo,05/03/,0.6910329412107458,0.11195037786896717,27,Baixo risco climático,7.7,-891.2916088845354,Viabilidade intermediária,0,1,1
Toledo,15/02/,0.7070027585536595,0.10754276105254068,27,Baixo risco climático,3.8,-930.472856157349,Menos viável,0,2,2
Toledo,15/03/,0.6976167533640877,0.11213545487025509,27,Baixo risco climático,7.7,-912.8951464482153,Menos viável,0,2,2
Toledo,25/02/,0.6886692036236413,0.10997581084140282,27,Baixo risco climático,7.7,-896.0000850289127,Viabilidade intermediária,0,1,1
Toledo,25/03/,0.6984315530288908,0.12224621422391571,27,Baixo risco climático,7.7,-905.1614783357704,Viabilidade intermediária,0,1,1
Três Barras do Paraná,05/02/,0.7638841897538418,0.1039871055335007,27,Baixo risco climático,3.8,-871.3467532222579,Mais viável,0,0,0
Três Barras do Paraná,05/03/,0.7490680583886555,0.10038155619753299,27,Baixo risco climático,3.8,-839.199999463884,Mais viável,0,0,0
Três Barras do Paraná,15/02/,0.7546509958124629,0.0956986649509028,27,Baixo risco climático,3.8,-837.6082279240868,Mais viável,0,0,0
Três Barras do Paraná,15/03/,0.7578346788292323,0.10518119063354517,27,Baixo risco climático,3.8,-846.6613816861565,Mais viável,0,0,0
Três Barras do Paraná,25/02/,0.7410353523069971,0.09940196692393438,27,Baixo risco climático,3.8,-834.4535377461696,Mais viável,0,0,0
Três Barras do Paraná,25/03/,0.7523693704060767,0.11973472888986272,27,Baixo risco climático,3.8,-848.3453535187559,Mais viável,0,0,0
Tupãssi,05/02/,0.7117754159987635,0.12511950411814965,27,Baixo risco climático,7.7,-903.9934501541326,Viabilidade intermediária,0,1,1
Tupãssi,05/03/,0.6914119725590971,0.11203420907663884,27,Baixo risco climático,7.7,-892.9503989681187,Viabilidade intermediária,0,1,1
Tupãssi,15/02/,0.7073771874560774,0.10768189318346351,27,Baixo risco climático,3.8,-931.8955720610121,Menos viável,0,2,2
Tupãssi,15/03/,0.6979685499083607,0.11219903567396249,27,Baixo risco climático,7.7,-913.0333033004574,Menos viável,0,2,2
Tupãssi,25/02/,0.6890030589738807,0.11010557660241424,27,Baixo risco climático,7.7,-897.5935043522867,Viabilidade intermediária,0,1,1
Tupãssi,25/03/,0.6987848343676104,0.12227322132801176,27,Baixo risco climático,7.7,-904.3743382119818,Viabilidade intermediária,0,1,1
Vera Cruz do Oeste,05/02/,0.7278652638149666,0.11872013740557433,27,Baixo risco climático,3.8,-894.1433524701134,Viabilidade intermediária,0,1,1
Vera Cruz do Oeste,05/03/,0.7264414399999631,0.0955788521714298,27,Baixo risco climático,7.7,-853.9363160996206,Mais viável,0,0,0
Vera Cruz do Oeste,15/02/,0.7277630556463919,0.0968662826154794,27,Baixo risco climático,7.7,-890.2557437567792,Viabilidade intermediária,0,1,1
Vera Cruz do Oeste,15/03/,0.735616216540444,0.09851316470953406,27,Baixo risco climático,7.7,-871.6585979615415,Mais viável,0,0,0
Vera Cruz do Oeste,25/02/,0.7194589351419692,0.09799759633086254,27,Baixo risco climático,7.7,-861.9875014927476,Mais viável,0,0,0
Vera Cruz do Oeste,25/03/,0.7367762380559755,0.1158090216962403,27,Baixo risco climático,3.8,-876.8426267308291,Viabilidade intermediária,0,1,1
