municipio,data_semeadura,n_anos,pct_anos_cobre_custo,margem_media_rs_ha,risco_economico
Pato Bragado,05/03/,26,53.8,127.38967442558085,Menos viável
Pato Bragado,15/02/,26,53.8,97.96956413784946,Menos viável
Pato Bragado,15/03/,26,53.8,88.4034977655894,Menos viável
Pato Bragado,25/02/,26,53.8,134.66914348545686,Menos viável
Pato Bragado,25/03/,26,53.8,113.40382132249509,Menos viável
Quatro Pontes,05/02/,26,53.8,163.077914390011,Viabilidade intermediária
Quatro Pontes,05/03/,26,53.8,172.06290346536144,Viabilidade intermediária
Quatro Pontes,15/02/,26,53.8,135.3515995903757,Menos viável
Quatro Pontes,15/03/,26,53.8,153.70959760548354,Menos viável
Quatro Pontes,25/02/,26,53.8,165.82908085992221,Viabilidade intermediária
Quatro Pontes,25/03/,26,53.8,160.385329332971,Viabilidade intermediária
Ramilândia,05/02/,26,53.8,81.3922081073262,Menos viável
Ramilândia,05/03/,26,53.8,119.50337596074202,Menos viável
Ramilândia,15/02/,26,53.8,97.86892045766824,Menos viável
Ramilândia,15/03/,26,53.8,89.50629951393178,Menos viável
Ramilândia,25/02/,26,53.8,112.66343106743011,Menos viável
Ramilândia,25/03/,26,57.7,114.72232475603992,Menos viável
Santa Helena,05/02/,26,53.8,70.45718826252185,Menos viável
Santa Helena,05/03/,26,53.8,109.42869195630111,Menos viável
Santa Helena,15/02/,26,53.8,89.01629010839164,Menos viável
Santa Helena,15/03/,26,53.8,77.00170235929741,Menos viável
Santa Helena,25/02/,26,53.8,100.27919837685478,Menos viável
Santa Helena,25/03/,26,53.8,105.60732341757418,Menos viável
Santa Lúcia,05/02/,26,53.8,160.686740511009,Viabilidade intermediária
Santa Lúcia,05/03/,26,53.8,209.45286141117816,Mais viável
Santa Lúcia,15/02/,26,53.8,194.04216893865802,Mais viável
Santa Lúcia,15/03/,26,57.7,191.63623801410188,Viabilidade intermediária
Santa Lúcia,25/02/,26,57.7,218.16273592231363,Mais viável
Santa Lúcia,25/03/,26,57.7,204.19218380676872,Mais viável
Santa Tereza do Oeste,05/02/,26,53.8,174.26771290518798,Viabilidade intermediária
Santa Tereza do Oeste,05/03/,26,53.8,216.81214538357096,Mais viável
Santa Tereza do Oeste,15/02/,26,53.8,179.069391646528,Viabilidade intermediária
Santa Tereza do Oeste,15/03/,26,53.8,199.75502041303906,Mais viável
Santa Tereza do Oeste,25/02/,26,57.7,207.61111059224706,Mais viável
Santa Tereza do Oeste,25/03/,26,57.7,195.312144140692,Mais viável
Santa Terezinha de Itaipu,05/02/,26,53.8,105.0473620479661,Menos viável
Santa Terezinha de Itaipu,05/03/,26,53.8,180.24945940977173,Viabilidade intermediária
Santa Terezinha de Itaipu,15/02/,26,53.8,147.0502363585256,Menos viável
Santa Terezinha de Itaipu,15/03/,26,53.8,144.3242359426,Menos viável
Santa Terezinha de Itaipu,25/02/,26,53.8,175.03393163852238,Viabilidade intermediária
Santa Terezinha de Itaipu,25/03/,26,53.8,163.38494476707007,Viabilidade intermediária
Serranópolis do Iguaçu,05/02/,26,53.8,156.71531068413162,Menos viável
Serranópolis do Iguaçu,05/03/,26,53.8,204.0338077849034,Mais viável
Serranópolis do Iguaçu,15/02/,26,53.8,190.10520975273383,Viabilidade intermediária
Serranópolis do Iguaçu,15/03/,26,57.7,185.3697827815559,Viabilidade intermediária
Serranópolis do Iguaçu,25/02/,26,57.7,215.5559623659581,Mais viável
Serranópolis do Iguaçu,25/03/,26,57.7,200.40613475891985,Mais viável
São José das Palmeiras,05/02/,26,53.8,79.99930789093665,Menos viável
São José das Palmeiras,05/03/,26,53.8,115.22097046444972,Menos viável
São José das Palmeiras,15/02/,26,53.8,99.71187319116697,Menos viável
São José das Palmeiras,15/03/,26,53.8,82.9498921893768,Menos viável
São José das Palmeiras,25/02/,26,53.8,107.19363021496798,Menos viável
São José das Palmeiras,25/03/,26,57.7,111.6993814073372,Menos viável
São Miguel do Iguaçu,05/02/,26,53.8,103.07627904424488,Menos viável
São Miguel do Iguaçu,05/03/,26,53.8,170.89454927372083,Viabilidade intermediária
São Miguel do Iguaçu,15/02/,26,53.8,141.5519951753374,Menos viável
São Miguel do Iguaçu,15/03/,26,53.8,131.92702882526507,Menos viável
São Miguel do Iguaçu,25/02/,26,53.8,161.03398106346728,Viabilidade intermediária
São Miguel do Iguaçu,25/03/,26,53.8,158.03421420843765,Viabilidade intermediária
São Pedro do Iguaçu,05/02/,26,53.8,172.58502019383047,Viabilidade intermediária
São Pedro do Iguaçu,05/03/,26,53.8,214.0616791185992,Mais viável
São Pedro do Iguaçu,15/02/,26,53.8,177.56219275886417,Viabilidade intermediária
São Pedro do Iguaçu,15/03/,26,53.8,194.28810646330825,Mais viável
São Pedro do Iguaçu,25/02/,26,57.7,203.6778370918751,Mais viável
São Pedro do Iguaçu,25/03/,26,57.7,185.6197686174125,Viabilidade intermediária
Terra Roxa,05/02/,26,53.8,123.52379036371134,Menos viável
Terra Roxa,05/03/,26,53.8,135.08062132633756,Menos viável
Terra Roxa,15/02/,26,53.8,114.17850273714248,Menos viável
Terra Roxa,15/03/,26,53.8,117.05068648665262,Menos viável
Terra Roxa,25/02/,26,53.8,139.04929985234878,Menos viável
Terra Roxa,25/03/,26,57.7,142.97048760326635,Menos viável
Toledo,05/02/,26,53.8,164.62999017982017,Viabilidade intermediária
Toledo,05/03/,26,53.8,176.67533080284826,Viabilidade intermediária
Toledo,15/02/,26,53.8,137.49408353003494,Menos viável
Toledo,15/03/,26,53.8,155.07179323916873,Menos viável
Toledo,25/02/,26,53.8,171.96685465847116,Viabilidade intermediária
Toledo,25/03/,26,53.8,162.80546135161364,Viabilidade intermediária
Três Barras do Paraná,05/02/,26,57.7,196.62018646512612,Mais viável
Três Barras do Paraná,05/03/,26,57.7,228.76694022350014,Mais viável
Três Barras do Paraná,15/02/,26,57.7,230.35871176329704,Mais viável
