municipio,data_semeadura,isna_medio,isna_desvio,n_anos,freq_evento_adverso,freq_deficit_faseI,freq_deficit_faseIII,freq_frio_floracao,freq_geada,freq_excesso_faseIV,risco_climatico,produtividade_media_kg_ha,produtividade_desvio_kg_ha,classe_produtividade,pct_anos_cobre_custo,margem_media_rs_ha,risco_economico,score_clima,score_produtividade,score_economico,score_integrado
Braganey,15/02/,0.763423756721751,0.0927218903440827,27,0.2962962962962963,0.037037037037037,0.2592592592592592,0.8518518518518519,0.0,0.3333333333333333,Risco climático 30%,3395.729345951314,381.00761122278664,Alta produtividade prevista,7.7,-839.2737892555587,Mais viável,1,0,0,1
Braganey,15/03/,0.7566078904766572,0.1004810545849531,27,0.3333333333333333,0.2222222222222222,0.1111111111111111,1.0,0.037037037037037,0.5555555555555556,Risco climático 40%,3348.9461328085677,352.8185439211984,Alta produtividade prevista,7.7,-843.3367092900006,Mais viável,2,0,0,2
Braganey,25/02/,0.7429193238747942,0.0974770215229195,27,0.2962962962962963,0.1481481481481481,0.1851851851851851,0.9629629629629628,0.0,0.4444444444444444,Risco climático 30%,3378.969802601037,370.8114362196327,Alta produtividade prevista,7.7,-831.3947582862721,Mais viável,1,0,0,1
Braganey,25/03/,0.7499272613639866,0.115788185402448,27,0.4074074074074074,0.3333333333333333,0.1111111111111111,1.0,0.1481481481481481,0.5555555555555556,Inapto (risco > 40%),3328.580529333714,337.82344335946533,Alta produtividade prevista,7.7,-849.783212482782,Mais viável,3,0,0,3
Cafelândia,05/02/,0.7366026160824503,0.1173105635896937,27,0.4444444444444444,0.1851851851851851,0.3703703703703703,0.4074074074074074,0.0,0.1481481481481481,Inapto (risco > 40%),3239.6670544323447,399.9258979763857,Alta produtividade prevista,7.7,-879.2693566661035,Viabilidade intermediária,3,0,1,4
Cafelândia,05/03/,0.6978795579441178,0.1108465398763539,27,0.4444444444444444,0.2592592592592592,0.2222222222222222,1.0,0.0,0.4074074074074074,Inapto (risco > 40%),3243.840204626537,466.2335106186771,Alta produtividade prevista,7.7,-868.4197298233703,Mais viável,3,0,0,3
Cafelândia,15/02/,0.7222215252492826,0.1028729969288194,27,0.3333333333333333,0.074074074074074,0.2962962962962963,0.7407407407407407,0.0,0.1851851851851851,Risco climático 40%,3233.373896628187,402.56840492050895,Produtividade prevista intermediária,3.8,-891.5558833422352,Viabilidade intermediária,2,1,1,4
Cafelândia,15/03/,0.7041147518172529,0.1081771989122183,27,0.4814814814814814,0.2962962962962963,0.2592592592592592,1.0,0.037037037037037,0.5185185185185185,Inapto (risco > 40%),3251.0641624230143,408.1849379501957,Alta produtividade prevista,7.7,-872.6982557150956,Mais viável,3,0,0,3
Cafelândia,25/02/,0.6976990419455633,0.1084221259328206,27,0.4074074074074074,0.1481481481481481,0.2962962962962963,0.925925925925926,0.0,0.3333333333333333,Inapto (risco > 40%),3247.271964646299,400.12268525773123,Alta produtividade prevista,3.8,-873.3657130485026,Mais viável,3,0,0,3
Cafelândia,25/03/,0.6961101471277615,0.1219852063028276,27,0.5555555555555556,0.4814814814814814,0.1481481481481481,1.0,0.1481481481481481,0.3703703703703703,Inapto (risco > 40%),3239.827492618451,380.4866678276439,Alta produtividade prevista,3.8,-878.9851853766297,Viabilidade intermediária,3,0,1,4
