municipio,data_semeadura,isna_medio,isna_desvio,n_anos,freq_evento_adverso,freq_deficit_faseI,freq_deficit_faseIII,freq_frio_floracao,freq_geada,freq_excesso_faseIV,risco_climatico,produtividade_media_kg_ha,produtividade_desvio_kg_ha,classe_produtividade,pct_anos_cobre_custo,margem_media_rs_ha,risco_economico,score_clima,score_produtividade,score_economico,score_integrado
Cascavel,05/02/,0.7693786822379942,0.1016173243603964,27,0.3333333333333333,0.1481481481481481,0.2222222222222222,0.5185185185185185,0.0,0.2962962962962963,Risco climático 40%,3365.0667568560148,355.5049088701428,Alta produtividade prevista,50.0,78.02433717429996,Mais viável,2,0,0,2
Cascavel,05/03/,0.7469445789893377,0.0963326827484882,27,0.3333333333333333,0.2222222222222222,0.1111111111111111,1.0,0.0,0.5925925925925926,Risco climático 40%,3381.329356439191,397.58208526479,Alta produtividade prevista,50.0,95.86078329479189,Mais viável,2,0,0,2
Cascavel,15/02/,0.7584233851814239,0.0910195884039641,27,0.2962962962962963,0.037037037037037,0.2592592592592592,0.8518518518518519,0.0,0.3333333333333333,Risco climático 30%,3398.249201356796,397.0108684374167,Alta produtividade prevista,50.0,91.01565727657642,Mais viável,1,0,0,1
Cascavel,15/03/,0.7538578906509842,0.0979898937658732,27,0.3333333333333333,0.2222222222222222,0.1111111111111111,1.0,0.037037037037037,0.5925925925925926,Risco climático 40%,3384.8196955938747,375.99928592485446,Alta produtividade prevista,50.0,95.2303043363631,Mais viável,2,0,0,2
Cascavel,25/02/,0.7400430828606211,0.0958472604838534,27,0.2592592592592592,0.1481481481481481,0.1481481481481481,0.9629629629629628,0.0,0.4444444444444444,Risco climático 30%,3405.620391161045,382.0450526056972,Alta produtividade prevista,50.0,104.05224098926276,Mais viável,1,0,0,1
Cascavel,25/03/,0.7488311875001863,0.114201501355666,27,0.4074074074074074,0.3703703703703703,0.074074074074074,1.0,0.1481481481481481,0.5555555555555556,Inapto (risco > 40%),3378.3279614564462,352.8897452392822,Alta produtividade prevista,50.0,93.08754859791652,Mais viável,3,0,0,3
Catanduvas,05/02/,0.7784912185788306,0.1016497517187727,27,0.3333333333333333,0.1481481481481481,0.2222222222222222,0.5185185185185185,0.0,0.2962962962962963,Risco climático 40%,3400.938954915168,319.38239111372917,Alta produtividade prevista,50.0,90.94223597515904,Mais viável,2,0,0,2
Catanduvas,05/03/,0.7542836333084773,0.0969021991687501,27,0.3333333333333333,0.2222222222222222,0.1111111111111111,1.0,0.0,0.6296296296296297,Risco climático 40%,3395.4196595695853,384.9251612577065,Alta produtividade prevista,50.0,101.05320687329304,Mais viável,2,0,0,2
Catanduvas,15/02/,0.7678353843316913,0.0913229357238973,27,0.2962962962962963,0.037037037037037,0.2592592592592592,0.8518518518518519,0.0,0.3333333333333333,Risco climático 30%,3427.0191184730406,377.48254075678585,Alta produtividade prevista,50.0,99.51844285153658,Mais viável,1,0,0,1
Catanduvas,15/03/,0.7622109327481338,0.0981148310458775,27,0.3333333333333333,0.2222222222222222,0.1111111111111111,1.0,0.037037037037037,0.5925925925925926,Risco climático 40%,3385.463696234385,353.140928708334,Alta produtividade prevista,50.0,96.62841686834804,Mais viável,2,0,0,2
Catanduvas,25/02/,0.7486297998838322,0.0963385492468184,27,0.2592592592592592,0.1481481481481481,0.1481481481481481,0.9629629629629628,0.0,0.4814814814814814,Risco climático 30%,3414.119399583608,369.4934021367622,Alta produtividade prevista,50.0,106.97328058441684,Mais viável,1,0,0,1
Catanduvas,25/03/,0.7567560943570096,0.1141221678779873,27,0.4074074074074074,0.3333333333333333,0.1111111111111111,1.0,0.1481481481481481,0.5925925925925926,Inapto (risco > 40%),3367.5185790399564,344.2554323831227,Alta produtividade prevista,50.0,91.45885381909908,Mais viável,3,0,0,3
Corbélia,05/02/,0.7473366087974344,0.1167847648290243,27,0.4444444444444444,0.1481481481481481,0.3703703703703703,0.4074074074074074,0.0,0.2222222222222222,Inapto (risco > 40%),3261.8048139187354,408.92589702468274,Alta produtividade prevista,50.0,56.09776731515426,Mais viável,3,0,0,3
Corbélia,05/03/,0.7076953512032427,0.1116114609732139,27,0.3703703703703703,0.2222222222222222,0.1851851851851851,1.0,0.0,0.4444444444444444,Risco climático 40%,3249.4247725041705,470.3602152078763,Alta produtividade prevista,50.0,62.1258753226659,Mais viável,2,0,0,2
Corbélia,15/02/,0.7336000929667233,0.1030815449990766,27,0.2962962962962963,0.074074074074074,0.2592592592592592,0.7407407407407407,0.0,0.2592592592592592,Risco climático 30%,3259.840685288991,405.0967296059113,Alta produtividade prevista,50.0,45.34025395950611,Viabilidade intermediária,1,0,1,2
Corbélia,15/03/,0.7145295133901824,0.1082198363747604,27,0.4814814814814814,0.2962962962962963,0.2592592592592592,1.0,0.037037037037037,0.5185185185185185,Inapto (risco > 40%),3263.090646899645,395.72284993131075,Alta produtividade prevista,50.0,60.07903967538333,Mais viável,3,0,0,3
Corbélia,25/02/,0.707974400308145,0.1087072479898137,27,0.3703703703703703,0.1111111111111111,0.2962962962962963,0.925925925925926,0.0,0.3703703703703703,Risco climático 40%,3258.373695237173,403.79817133337326,Alta produtividade prevista,50.0,58.71215727568448,Mais viável,2,0,0,2
Corbélia,25/03/,0.7068008541913229,0.1223578582632227,27,0.5555555555555556,0.4814814814814814,0.1481481481481481,1.0,0.1481481481481481,0.4814814814814814,Inapto (risco > 40%),3243.6035219792184,379.25228067914856,Alta produtividade prevista,50.0,52.08029737806597,Viabilidade intermediária,3,0,1,4
Céu Azul,05/02/,0.7326195426621467,0.1189392537306219,27,0.3333333333333333,0.1851851851851851,0.2222222222222222,0.5185185185185185,0.0,0.3333333333333333,Risco climático 40%,3226.2392171500956,506.0895009819904,Produtividade prevista intermediária,50.0,42.53326051791351,Viabilidade intermediária,2,1,1,4
Céu Azul,05/03/,0.7313249466905272,0.09548349731933,27,0.3703703703703703,0.2962962962962963,0.1481481481481481,1.0,0.0,0.5185185185185185,Risco climático 40%,3286.372866430226,497.10906218588906,Alta produtividade prevista,50.0,79.21280477293924,Mais viável,2,0,0,2
Céu Azul,15/02/,0.7321453356260016,0.097410978126033,27,0.2592592592592592,0.1111111111111111,0.1851851851851851,0.8518518518518519,0.0,0.3703703703703703,Risco climático 30%,3228.8573794916333,519.8831693282406,Produtividade prevista intermediária,50.0,45.26526933482091,Viabilidade intermediária,1,1,1,3
Céu Azul,15/03/,0.7403247117966058,0.0983623772755646,27,0.5555555555555556,0.4444444444444444,0.1111111111111111,1.0,0.037037037037037,0.5185185185185185,Inapto (risco > 40%),3273.528482984355,470.8892732975179,Alta produtividade prevista,46.2,62.02274598475257,Mais viável,3,0,0,3
Céu Azul,25/02/,0.7236931136665788,0.098314623177204,27,0.2962962962962963,0.2222222222222222,0.1481481481481481,0.9629629629629628,0.0,0.4074074074074074,Risco climático 30%,3267.296940008811,464.2970234439204,Alta produtividade prevista,50.0,72.47302241814151,Mais viável,1,0,0,1
Céu Azul,25/03/,0.7413706820309821,0.1159364646913693,27,0.6296296296296297,0.5925925925925926,0.1111111111111111,1.0,0.1851851851851851,0.5555555555555556,Inapto (risco > 40%),3234.337909103004,456.9715716279871,Produtividade prevista intermediária,50.0,55.31271656307414,Viabilidade intermediária,3,1,1,5
Diamante D'Oeste,05/02/,0.6725791217487554,0.1404638252627179,27,0.4814814814814814,0.2592592592592592,0.4074074074074074,0.2222222222222222,0.0,0.2592592592592592,Inapto (risco > 40%),2847.732436879439,569.0973710498206,Baixa produtividade prevista,42.3,-57.76269267923424,Menos viável,3,2,2,7
Diamante D'Oeste,05/03/,0.6850264488333935,0.1138339290514844,27,0.4444444444444444,0.3703703703703703,0.1851851851851851,0.925925925925926,0.0,0.4444444444444444,Inapto (risco > 40%),2931.331285909794,653.9195103835634,Baixa produtividade prevista,46.2,-21.27095191534859,Menos viável,3,2,2,7
Diamante D'Oeste,15/02/,0.6753336280949022,0.1191067434224431,27,0.4074074074074074,0.1481481481481481,0.2962962962962963,0.4814814814814814,0.0,0.3333333333333333,Inapto (risco > 40%),2903.13681971817,593.0449039031029,Baixa produtividade prevista,46.2,-38.03566156205201,Menos viável,3,2,2,7
Diamante D'Oeste,15/03/,0.7042963443197316,0.1098182330519057,27,0.7037037037037037,0.5185185185185185,0.1851851851851851,1.0,0.0,0.4814814814814814,Inapto (risco > 40%),2884.566704793885,560.7816630401484,Baixa produtividade prevista,46.2,-53.34405187456785,Menos viável,3,2,2,7
Diamante D'Oeste,25/02/,0.6714475147844282,0.1147763135401152,27,0.4074074074074074,0.2962962962962963,0.1851851851851851,0.7777777777777778,0.0,0.3703703703703703,Inapto (risco > 40%),2882.384842235164,597.440576985882,Baixa produtividade prevista,46.2,-29.35734053528637,Menos viável,3,2,2,7
Diamante D'Oeste,25/03/,0.7122999577748649,0.1239961966175386,27,0.7777777777777778,0.7407407407407407,0.1111111111111111,1.0,0.0,0.4444444444444444,Inapto (risco > 40%),2947.003902803163,566.3550358162327,Baixa produtividade prevista,42.3,-24.11805541939984,Menos viável,3,2,2,7
Diamante do Sul,05/02/,0.7865006425967768,0.0986608237318847,27,0.3333333333333333,0.1481481481481481,0.2222222222222222,0.5925925925925926,0.037037037037037,0.2962962962962963,Risco climático 40%,3402.397197445286,261.13234332021847,Alta produtividade prevista,50.0,93.77873667979968,Mais viável,2,0,0,2
Diamante do Sul,05/03/,0.7519850485996757,0.1062485579578874,27,0.2962962962962963,0.1851851851851851,0.1111111111111111,1.0,0.037037037037037,0.6296296296296297,Risco climático 30%,3386.3235637893736,341.00565327185257,Alta produtividade prevista,50.0,98.36201512290184,Mais viável,1,0,0,1
Diamante do Sul,15/02/,0.7733917255924263,0.0906534499789454,27,0.2592592592592592,0.0,0.2592592592592592,0.8518518518518519,0.037037037037037,0.3333333333333333,Risco climático 30%,3436.3617278992424,327.45079139486717,Alta produtividade prevista,50.0,104.3394350910862,Mais viável,1,0,0,1
Diamante do Sul,15/03/,0.7553618902848377,0.1046329687328264,27,0.3703703703703703,0.2592592592592592,0.1111111111111111,1.0,0.074074074074074,0.5925925925925926,Risco climático 40%,3361.4442684915434,297.74671117381206,Alta produtividade prevista,50.0,88.64601258938828,Mais viável,2,0,0,2
Diamante do Sul,25/02/,0.7518248356174089,0.09822140529464,27,0.3333333333333333,0.1481481481481481,0.1851851851851851,0.9629629629629628,0.037037037037037,0.4074074074074074,Risco climático 40%,3398.627760808938,327.4225124486017,Alta produtividade prevista,50.0,99.88103950332506,Mais viável,2,0,0,2
Diamante do Sul,25/03/,0.7505724164063592,0.1194022968498987,27,0.4444444444444444,0.3703703703703703,0.1111111111111111,1.0,0.1851851851851851,0.5925925925925926,Inapto (risco > 40%),3340.3466653312325,284.3830969532746,Alta produtividade prevista,50.0,81.1764650422135,Mais viável,3,0,0,3
Entre Rios do Oeste,05/02/,0.670608836434018,0.1352887915620564,27,0.5555555555555556,0.2592592592592592,0.4814814814814814,0.1481481481481481,0.0,0.1481481481481481,Inapto (risco > 40%),2891.9934646475035,612.2513636830874,Baixa produtividade prevista,46.2,-46.22677735507552,Menos viável,3,2,2,7
Entre Rios do Oeste,05/03/,0.6647078922010426,0.1205975342705338,27,0.5185185185185185,0.4814814814814814,0.2222222222222222,0.925925925925926,0.0,0.3703703703703703,Inapto (risco > 40%),2962.9889874693645,619.3418774708641,Baixa produtividade prevista,50.0,-12.405287231728003,Menos viável,3,2,2,7
Entre Rios do Oeste,15/02/,0.6742949522972731,0.1187660251113539,27,0.3333333333333333,0.074074074074074,0.2962962962962963,0.4814814814814814,0.0,0.2222222222222222,Risco climático 40%,2907.327841791437,630.8393280156756,Baixa produtividade prevista,46.2,-39.19141465803576,Menos viável,2,2,2,6
Entre Rios do Oeste,15/03/,0.6757579894738112,0.1185876518580209,27,0.7037037037037037,0.5925925925925926,0.1481481481481481,1.0,0.0,0.2592592592592592,Inapto (risco > 40%),2897.794510167976,534.613228854736,Baixa produtividade prevista,42.3,-52.400984457603386,Menos viável,3,2,2,7
Entre Rios do Oeste,25/02/,0.6600834183685463,0.1202734418910496,27,0.4444444444444444,0.2592592592592592,0.2592592592592592,0.7777777777777778,0.0,0.2962962962962963,Inapto (risco > 40%),2975.2277180565106,601.4090980157553,Baixa produtividade prevista,46.2,-3.623083037550067,Menos viável,3,2,2,7
Entre Rios do Oeste,25/03/,0.6836398239872663,0.1242487011671187,27,0.7407407407407407,0.6666666666666666,0.1481481481481481,1.0,0.0,0.3703703703703703,Inapto (risco > 40%),2953.701379571287,585.2085515929973,Baixa produtividade prevista,42.3,-25.615655521828103,Menos viável,3,2,2,7
Formosa do Oeste,05/02/,0.7349893275277244,0.1174309023281426,27,0.4814814814814814,0.1851851851851851,0.4074074074074074,0.4074074074074074,0.0,0.1481481481481481,Inapto (risco > 40%),3213.8569160700026,400.00580633851536,Produtividade prevista intermediária,50.0,43.874720410986725,Viabilidade intermediária,3,1,1,5
Formosa do Oeste,05/03/,0.6966582932730057,0.1105926960973666,27,0.4444444444444444,0.2592592592592592,0.2222222222222222,1.0,0.0,0.4074074074074074,Inapto (risco > 40%),3192.2813238339118,454.0347456049433,Produtividade prevista intermediária,50.0,48.61720902490856,Viabilidade intermediária,3,1,1,5
Formosa do Oeste,15/02/,0.7205828513635459,0.1027630829809282,27,0.2962962962962963,0.074074074074074,0.2592592592592592,0.7407407407407407,0.0,0.1851851851851851,Risco climático 30%,3196.6067780990447,397.105667775394,Produtividade prevista intermediária,50.0,28.52920120041265,Viabilidade intermediária,1,1,1,3
Formosa do Oeste,15/03/,0.7023875524916547,0.1083266847469085,27,0.4814814814814814,0.2962962962962963,0.2592592592592592,1.0,0.037037037037037,0.4814814814814814,Inapto (risco > 40%),3196.5299083538725,404.12306011717556,Produtividade prevista intermediária,50.0,44.47169921968559,Viabilidade intermediária,3,1,1,5
Formosa do Oeste,25/02/,0.6963297178385169,0.1085598912305776,27,0.4074074074074074,0.1481481481481481,0.2962962962962963,0.925925925925926,0.0,0.3333333333333333,Inapto (risco > 40%),3202.203611566251,392.3058669830339,Produtividade prevista intermediária,50.0,45.70140942113783,Viabilidade intermediária,3,1,1,5
Formosa do Oeste,25/03/,0.694511795744387,0.1219376761870474,27,0.5555555555555556,0.4814814814814814,0.1481481481481481,1.0,0.1481481481481481,0.3703703703703703,Inapto (risco > 40%),3188.2090401479113,375.5430998450093,Produtividade prevista intermediária,50.0,39.08191279569736,Viabilidade intermediária,3,1,1,5
Foz do Iguaçu,05/02/,0.6456509609891825,0.1302578151324777,27,0.5185185185185185,0.2592592592592592,0.4444444444444444,0.4444444444444444,0.0,0.2592592592592592,Inapto (risco > 40%),2950.1082303995213,721.6516919423332,Baixa produtividade prevista,46.2,-32.1741652041023,Menos viável,3,2,2,7
Foz do Iguaçu,05/03/,0.6640004914891117,0.0975813792455261,27,0.6296296296296297,0.5185185185185185,0.2962962962962963,0.9629629629629628,0.0,0.2592592592592592,Inapto (risco > 40%),3198.9094795549117,616.6701075616508,Produtividade prevista intermediária,50.0,65.1048833395074,Mais viável,3,1,0,4
