,Year,PlantingDate,YieldFresh_ton_ha,Municipio,WP,HI0,CCx,CGC,CDC
75,2020,01/15,13.225515196221773,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
76,2021,01/15,12.820210748629965,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
77,2022,01/15,12.95227777395776,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
78,2023,01/15,13.351614082453603,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
79,2024,01/15,13.434124444283436,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
80,2015,01/15,13.169833341947099,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
81,2016,01/15,12.367908803603981,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
82,2017,01/15,13.00237602181351,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
83,2018,01/15,13.253699078214662,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
84,2019,01/15,13.301309412443741,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
85,2020,01/15,13.027465429317811,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
86,2021,01/15,13.346176398380521,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
87,2022,01/15,12.638549505247031,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
88,2023,01/15,13.169050002081768,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
89,2024,01/15,13.463126570371223,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
90,2015,01/15,13.232372465024122,Toledo,30.0,0.45,0.9,0.012,0.006
91,2016,01/15,12.58539926959073,Toledo,30.0,0.45,0.9,0.012,0.006
92,2017,01/15,13.120066242020755,Toledo,30.0,0.45,0.9,0.012,0.006
93,2018,01/15,13.311579607519702,Toledo,30.0,0.45,0.9,0.012,0.006
94,2019,01/15,13.358181461132697,Toledo,30.0,0.45,0.9,0.012,0.006
95,2020,01/15,13.322312646035359,Toledo,30.0,0.45,0.9,0.012,0.006
96,2021,01/15,13.439948495219946,Toledo,30.0,0.45,0.9,0.012,0.006
97,2022,01/15,12.831999651331278,Toledo,30.0,0.45,0.9,0.012,0.006
98,2023,01/15,13.298807459951197,Toledo,30.0,0.45,0.9,0.012,0.006
99,2024,01/15,13.579489769129562,Toledo,30.0,0.45,0.9,0.012,0.006
100,2015,01/15,13.178266599049813,Cascavel,30.0,0.45,0.9,0.012,0.007
101,2016,01/15,12.310623862662474,Cascavel,30.0,0.45,0.9,0.012,0.007
102,2017,01/15,12.896129684446052,Cascavel,30.0,0.45,0.9,0.012,0.007
103,2018,01/15,13.214791072541704,Cascavel,30.0,0.45,0.9,0.012,0.007
104,2019,01/15,13.335829450248108,Cascavel,30.0,0.45,0.9,0.012,0.007
105,2020,01/15,12.896073732012379,Cascavel,30.0,0.45,0.9,0.012,0.007
106,2021,01/15,13.304802936139103,Cascavel,30.0,0.45,0.9,0.012,0.007
107,2022,01/15,12.660492620818758,Cascavel,30.0,0.45,0.9,0.012,0.007
108,2023,01/15,13.019982072327947,Cascavel,30.0,0.45,0.9,0.012,0.007
109,2024,01/15,13.469177569457234,Cascavel,30.0,0.45,0.9,0.012,0.007
110,2015,01/15,13.268078168054581,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
111,2016,01/15,12.660728304855178,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
112,2017,01/15,13.212676027408438,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
113,2018,01/15,13.308380746763625,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
114,2019,01/15,13.321414613735676,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
115,2020,01/15,13.225524450741396,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
116,2021,01/15,12.824304922105199,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
117,2022,01/15,12.952407924884081,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
118,2023,01/15,13.351709844347806,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
119,2024,01/15,13.434239203058171,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
120,2015,01/15,13.278806085081685,Guaíra,30.0,0.45,0.9,0.012,0.007
121,2016,01/15,12.789275945382654,Guaíra,30.0,0.45,0.9,0.012,0.007
122,2017,01/15,13.218557657454008,Guaíra,30.0,0.45,0.9,0.012,0.007
123,2018,01/15,13.34082328958291,Guaíra,30.0,0.45,0.9,0.012,0.007
124,2019,01/15,13.362638015559071,Guaíra,30.0,0.45,0.9,0.012,0.007
125,2020,01/15,13.437270631412886,Guaíra,30.0,0.45,0.9,0.012,0.007
126,2021,01/15,13.452183174094154,Guaíra,30.0,0.45,0.9,0.012,0.007
127,2022,01/15,13.019312144250419,Guaíra,30.0,0.45,0.9,0.012,0.007
128,2023,01/15,13.427700800360235,Guaíra,30.0,0.45,0.9,0.012,0.007
129,2024,01/15,13.570186334415105,Guaíra,30.0,0.45,0.9,0.012,0.007
130,2015,01/15,13.291561439471957,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
131,2016,01/15,12.838277368671438,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
132,2017,01/15,13.24302542052651,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
133,2018,01/15,13.370384799913573,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
134,2019,01/15,13.345051776360485,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
135,2020,01/15,12.357254350512328,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
136,2021,01/15,13.476958376087815,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
137,2022,01/15,13.023967145744418,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
138,2023,01/15,13.46595753715459,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
139,2024,01/15,13.567861919546198,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
140,2015,01/15,13.228828904445473,Matelândia,30.0,0.45,0.9,0.012,0.007
141,2016,01/15,12.452291934718719,Matelândia,30.0,0.45,0.9,0.012,0.007
142,2017,01/15,13.073933641459364,Matelândia,30.0,0.45,0.9,0.012,0.007
143,2018,01/15,13.256790089292581,Matelândia,30.0,0.45,0.9,0.012,0.007
144,2019,01/15,13.309867422558531,Matelândia,30.0,0.45,0.9,0.012,0.007
145,2020,01/15,13.040934807517909,Matelândia,30.0,0.45,0.9,0.012,0.007
146,2021,01/15,13.39667466103948,Matelândia,30.0,0.45,0.9,0.012,0.007
147,2022,01/15,12.771014420885049,Matelândia,30.0,0.45,0.9,0.012,0.007
148,2023,01/15,13.232863760744277,Matelândia,30.0,0.45,0.9,0.012,0.007
149,2024,01/15,13.432676311207143,Matelândia,30.0,0.45,0.9,0.012,0.007
150,2015,01/15,13.267747402233043,Medianeira,30.0,0.45,0.9,0.012,0.007
151,2016,01/15,12.660228980864774,Medianeira,30.0,0.45,0.9,0.012,0.007
152,2017,01/15,13.212441015245505,Medianeira,30.0,0.45,0.9,0.012,0.007
153,2018,01/15,13.307879217996694,Medianeira,30.0,0.45,0.9,0.012,0.007
154,2019,01/15,13.32081255884493,Medianeira,30.0,0.45,0.9,0.012,0.007
155,2020,01/15,13.225492139470132,Medianeira,30.0,0.45,0.9,0.012,0.007
156,2021,01/15,12.786104496982619,Medianeira,30.0,0.45,0.9,0.012,0.007
157,2022,01/15,12.951679366678094,Medianeira,30.0,0.45,0.9,0.012,0.007
158,2023,01/15,13.351248928391177,Medianeira,30.0,0.45,0.9,0.012,0.007
159,2024,01/15,13.433642862889759,Medianeira,30.0,0.45,0.9,0.012,0.007
160,2015,01/15,13.320738882212062,Santa Helena,30.0,0.45,0.9,0.012,0.007
161,2016,01/15,12.802015774635962,Santa Helena,30.0,0.45,0.9,0.012,0.007
162,2017,01/15,13.272157536080856,Santa Helena,30.0,0.45,0.9,0.012,0.007
163,2018,01/15,13.34829394259519,Santa Helena,30.0,0.45,0.9,0.012,0.007
164,2019,01/15,13.317307782848665,Santa Helena,30.0,0.45,0.9,0.012,0.007
165,2020,01/15,12.706600172879916,Santa Helena,30.0,0.45,0.9,0.012,0.007
166,2021,01/15,12.22732956524562,Santa Helena,30.0,0.45,0.9,0.012,0.007
167,2022,01/15,13.040493873116517,Santa Helena,30.0,0.45,0.9,0.012,0.007
168,2023,01/15,13.473640968155834,Santa Helena,30.0,0.45,0.9,0.012,0.007
169,2024,01/15,13.285651896320614,Santa Helena,30.0,0.45,0.9,0.012,0.007
170,2015,01/15,13.268032833654056,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
171,2016,01/15,12.66065838817097,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
172,2017,01/15,13.21264289824542,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
173,2018,01/15,13.308288800756296,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
174,2019,01/15,13.3213143427742,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
175,2020,01/15,13.225515196221773,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
176,2021,01/15,12.820210748629965,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
177,2022,01/15,12.95227777395776,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
178,2023,01/15,13.351614082453603,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
179,2024,01/15,13.434124444283436,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
180,2015,01/15,13.169833341947099,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
181,2016,01/15,12.367908803603981,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
182,2017,01/15,13.00237602181351,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
183,2018,01/15,13.253699078214662,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
184,2019,01/15,13.301309412443741,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
185,2020,01/15,13.027465429317811,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
186,2021,01/15,13.346176398380521,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
187,2022,01/15,12.638549505247031,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
188,2023,01/15,13.169050002081768,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
189,2024,01/15,13.463126570371223,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
190,2015,01/15,13.232372465024122,Toledo,30.0,0.45,0.9,0.012,0.007
191,2016,01/15,12.58539926959073,Toledo,30.0,0.45,0.9,0.012,0.007
192,2017,01/15,13.120066242020755,Toledo,30.0,0.45,0.9,0.012,0.007
193,2018,01/15,13.311579607519702,Toledo,30.0,0.45,0.9,0.012,0.007
194,2019,01/15,13.358181461132697,Toledo,30.0,0.45,0.9,0.012,0.007
195,2020,01/15,13.322312646035359,Toledo,30.0,0.45,0.9,0.012,0.007
196,2021,01/15,13.439948495219946,Toledo,30.0,0.45,0.9,0.012,0.007
197,2022,01/15,12.831999651331278,Toledo,30.0,0.45,0.9,0.012,0.007
198,2023,01/15,13.298807459951197,Toledo,30.0,0.45,0.9,0.012,0.007
199,2024,01/15,13.579489769129562,Toledo,30.0,0.45,0.9,0.012,0.007
200,2015,01/15,13.178266599049813,Cascavel,30.0,0.45,0.9,0.013,0.006
201,2016,01/15,12.310623862662474,Cascavel,30.0,0.45,0.9,0.013,0.006
202,2017,01/15,12.896129684446052,Cascavel,30.0,0.45,0.9,0.013,0.006
203,2018,01/15,13.214791072541704,Cascavel,30.0,0.45,0.9,0.013,0.006
204,2019,01/15,13.335829450248108,Cascavel,30.0,0.45,0.9,0.013,0.006
205,2020,01/15,12.896073732012379,Cascavel,30.0,0.45,0.9,0.013,0.006
206,2021,01/15,13.304802936139103,Cascavel,30.0,0.45,0.9,0.013,0.006
207,2022,01/15,12.660492620818758,Cascavel,30.0,0.45,0.9,0.013,0.006
208,2023,01/15,13.019982072327947,Cascavel,30.0,0.45,0.9,0.013,0.006
209,2024,01/15,13.469177569457234,Cascavel,30.0,0.45,0.9,0.013,0.006
210,2015,01/15,13.268078168054581,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
211,2016,01/15,12.660728304855178,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
212,2017,01/15,13.212676027408438,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
213,2018,01/15,13.308380746763625,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
214,2019,01/15,13.321414613735676,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
215,2020,01/15,13.225524450741396,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
216,2021,01/15,12.824304922105199,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
217,2022,01/15,12.952407924884081,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
218,2023,01/15,13.351709844347806,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
219,2024,01/15,13.434239203058171,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
220,2015,01/15,13.278806085081685,Guaíra,30.0,0.45,0.9,0.013,0.006
221,2016,01/15,12.789275945382654,Guaíra,30.0,0.45,0.9,0.013,0.006
222,2017,01/15,13.218557657454008,Guaíra,30.0,0.45,0.9,0.013,0.006
223,2018,01/15,13.34082328958291,Guaíra,30.0,0.45,0.9,0.013,0.006
224,2019,01/15,13.362638015559071,Guaíra,30.0,0.45,0.9,0.013,0.006
225,2020,01/15,13.437270631412886,Guaíra,30.0,0.45,0.9,0.013,0.006
226,2021,01/15,13.452183174094154,Guaíra,30.0,0.45,0.9,0.013,0.006
227,2022,01/15,13.019312144250419,Guaíra,30.0,0.45,0.9,0.013,0.006
228,2023,01/15,13.427700800360235,Guaíra,30.0,0.45,0.9,0.013,0.006
229,2024,01/15,13.570186334415105,Guaíra,30.0,0.45,0.9,0.013,0.006
230,2015,01/15,13.291561439471957,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
231,2016,01/15,12.838277368671438,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
232,2017,01/15,13.24302542052651,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
233,2018,01/15,13.370384799913573,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
234,2019,01/15,13.345051776360485,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
235,2020,01/15,12.357254350512328,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
236,2021,01/15,13.476958376087815,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
237,2022,01/15,13.023967145744418,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
238,2023,01/15,13.46595753715459,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
239,2024,01/15,13.567861919546198,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
240,2015,01/15,13.228828904445473,Matelândia,30.0,0.45,0.9,0.013,0.006
241,2016,01/15,12.452291934718719,Matelândia,30.0,0.45,0.9,0.013,0.006
242,2017,01/15,13.073933641459364,Matelândia,30.0,0.45,0.9,0.013,0.006
243,2018,01/15,13.256790089292581,Matelândia,30.0,0.45,0.9,0.013,0.006
244,2019,01/15,13.309867422558531,Matelândia,30.0,0.45,0.9,0.013,0.006
245,2020,01/15,13.040934807517909,Matelândia,30.0,0.45,0.9,0.013,0.006
246,2021,01/15,13.39667466103948,Matelândia,30.0,0.45,0.9,0.013,0.006
247,2022,01/15,12.771014420885049,Matelândia,30.0,0.45,0.9,0.013,0.006
248,2023,01/15,13.232863760744277,Matelândia,30.0,0.45,0.9,0.013,0.006
249,2024,01/15,13.432676311207143,Matelândia,30.0,0.45,0.9,0.013,0.006
250,2015,01/15,13.267747402233043,Medianeira,30.0,0.45,0.9,0.013,0.006
251,2016,01/15,12.660228980864774,Medianeira,30.0,0.45,0.9,0.013,0.006
252,2017,01/15,13.212441015245505,Medianeira,30.0,0.45,0.9,0.013,0.006
253,2018,01/15,13.307879217996694,Medianeira,30.0,0.45,0.9,0.013,0.006
254,2019,01/15,13.32081255884493,Medianeira,30.0,0.45,0.9,0.013,0.006
255,2020,01/15,13.225492139470132,Medianeira,30.0,0.45,0.9,0.013,0.006
256,2021,01/15,12.786104496982619,Medianeira,30.0,0.45,0.9,0.013,0.006
257,2022,01/15,12.951679366678094,Medianeira,30.0,0.45,0.9,0.013,0.006
258,2023,01/15,13.351248928391177,Medianeira,30.0,0.45,0.9,0.013,0.006
259,2024,01/15,13.433642862889759,Medianeira,30.0,0.45,0.9,0.013,0.006
260,2015,01/15,13.320738882212062,Santa Helena,30.0,0.45,0.9,0.013,0.006
261,2016,01/15,12.802015774635962,Santa Helena,30.0,0.45,0.9,0.013,0.006
262,2017,01/15,13.272157536080856,Santa Helena,30.0,0.45,0.9,0.013,0.006
263,2018,01/15,13.34829394259519,Santa Helena,30.0,0.45,0.9,0.013,0.006
264,2019,01/15,13.317307782848665,Santa Helena,30.0,0.45,0.9,0.013,0.006
265,2020,01/15,12.706600172879916,Santa Helena,30.0,0.45,0.9,0.013,0.006
266,2021,01/15,12.22732956524562,Santa Helena,30.0,0.45,0.9,0.013,0.006
267,2022,01/15,13.040493873116517,Santa Helena,30.0,0.45,0.9,0.013,0.006
268,2023,01/15,13.473640968155834,Santa Helena,30.0,0.45,0.9,0.013,0.006
269,2024,01/15,13.285651896320614,Santa Helena,30.0,0.45,0.9,0.013,0.006
270,2015,01/15,13.268032833654056,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
271,2016,01/15,12.66065838817097,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
272,2017,01/15,13.21264289824542,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
273,2018,01/15,13.308288800756296,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
274,2019,01/15,13.3213143427742,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
275,2020,01/15,13.225515196221773,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
276,2021,01/15,12.820210748629965,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
277,2022,01/15,12.95227777395776,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
278,2023,01/15,13.351614082453603,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
279,2024,01/15,13.434124444283436,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
280,2015,01/15,13.169833341947099,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
281,2016,01/15,12.367908803603981,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
282,2017,01/15,13.00237602181351,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
283,2018,01/15,13.253699078214662,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
284,2019,01/15,13.301309412443741,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
285,2020,01/15,13.027465429317811,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
286,2021,01/15,13.346176398380521,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
287,2022,01/15,12.638549505247031,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
288,2023,01/15,13.169050002081768,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
289,2024,01/15,13.463126570371223,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
290,2015,01/15,13.232372465024122,Toledo,30.0,0.45,0.9,0.013,0.006
291,2016,01/15,12.58539926959073,Toledo,30.0,0.45,0.9,0.013,0.006
292,2017,01/15,13.120066242020755,Toledo,30.0,0.45,0.9,0.013,0.006
293,2018,01/15,13.311579607519702,Toledo,30.0,0.45,0.9,0.013,0.006
294,2019,01/15,13.358181461132697,Toledo,30.0,0.45,0.9,0.013,0.006
295,2020,01/15,13.322312646035359,Toledo,30.0,0.45,0.9,0.013,0.006
296,2021,01/15,13.439948495219946,Toledo,30.0,0.45,0.9,0.013,0.006
297,2022,01/15,12.831999651331278,Toledo,30.0,0.45,0.9,0.013,0.006
298,2023,01/15,13.298807459951197,Toledo,30.0,0.45,0.9,0.013,0.006
299,2024,01/15,13.579489769129562,Toledo,30.0,0.45,0.9,0.013,0.006
300,2015,01/15,13.178266599049813,Cascavel,30.0,0.45,0.9,0.013,0.007
301,2016,01/15,12.310623862662474,Cascavel,30.0,0.45,0.9,0.013,0.007
302,2017,01/15,12.896129684446052,Cascavel,30.0,0.45,0.9,0.013,0.007
303,2018,01/15,13.214791072541704,Cascavel,30.0,0.45,0.9,0.013,0.007
304,2019,01/15,13.335829450248108,Cascavel,30.0,0.45,0.9,0.013,0.007
