,Year,PlantingDate,YieldFresh_ton_ha,Municipio,WP,HI0,CCx,CGC,CDC
40,2015,01/25,13.120368927898499,Matelândia,30.0,0.45,0.9,0.012,0.006
41,2016,01/25,12.080341183856795,Matelândia,30.0,0.45,0.9,0.012,0.006
42,2017,01/25,12.99129517522626,Matelândia,30.0,0.45,0.9,0.012,0.006
43,2018,01/25,12.914458687626095,Matelândia,30.0,0.45,0.9,0.012,0.006
44,2019,01/25,13.237920846345675,Matelândia,30.0,0.45,0.9,0.012,0.006
45,2020,01/25,12.58692960498129,Matelândia,30.0,0.45,0.9,0.012,0.006
46,2021,01/25,13.21516487170036,Matelândia,30.0,0.45,0.9,0.012,0.006
47,2022,01/25,12.257799077793182,Matelândia,30.0,0.45,0.9,0.012,0.006
48,2023,01/25,13.159731722181903,Matelândia,30.0,0.45,0.9,0.012,0.006
49,2024,01/25,13.017233186151241,Matelândia,30.0,0.45,0.9,0.012,0.006
50,2015,01/25,13.19646659517714,Medianeira,30.0,0.45,0.9,0.012,0.006
51,2016,01/25,12.400108151715424,Medianeira,30.0,0.45,0.9,0.012,0.006
52,2017,01/25,13.15770320621633,Medianeira,30.0,0.45,0.9,0.012,0.006
53,2018,01/25,13.066024113726048,Medianeira,30.0,0.45,0.9,0.012,0.006
54,2019,01/25,13.316951943481017,Medianeira,30.0,0.45,0.9,0.012,0.006
55,2020,01/25,12.866660578491114,Medianeira,30.0,0.45,0.9,0.012,0.006
56,2021,01/25,13.29231698491689,Medianeira,30.0,0.45,0.9,0.012,0.006
57,2022,01/25,12.510035976722504,Medianeira,30.0,0.45,0.9,0.012,0.006
58,2023,01/25,13.35251612000034,Medianeira,30.0,0.45,0.9,0.012,0.006
59,2024,01/25,13.035489087563446,Medianeira,30.0,0.45,0.9,0.012,0.006
60,2015,01/25,13.276548599564489,Santa Helena,30.0,0.45,0.9,0.012,0.006
61,2016,01/25,12.631957347686027,Santa Helena,30.0,0.45,0.9,0.012,0.006
62,2017,01/25,13.241985432723123,Santa Helena,30.0,0.45,0.9,0.012,0.006
63,2018,01/25,13.206075432769737,Santa Helena,30.0,0.45,0.9,0.012,0.006
64,2019,01/25,13.348055367799459,Santa Helena,30.0,0.45,0.9,0.012,0.006
65,2020,01/25,12.714290439059727,Santa Helena,30.0,0.45,0.9,0.012,0.006
66,2021,01/25,12.667211892531263,Santa Helena,30.0,0.45,0.9,0.012,0.006
67,2022,01/25,12.672391214986265,Santa Helena,30.0,0.45,0.9,0.012,0.006
68,2023,01/25,13.490532300826425,Santa Helena,30.0,0.45,0.9,0.012,0.006
69,2024,01/25,13.202667753289514,Santa Helena,30.0,0.45,0.9,0.012,0.006
70,2015,01/25,13.19656175513965,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
71,2016,01/25,12.400188743627783,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
72,2017,01/25,13.15771267631077,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
73,2018,01/25,13.066540412730994,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
74,2019,01/25,13.317055030413641,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
75,2020,01/25,12.866676994889817,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
76,2021,01/25,13.300123639465697,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
77,2022,01/25,12.510608911083576,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
78,2023,01/25,13.352538966521008,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
79,2024,01/25,13.035715476822984,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.006
80,2015,01/25,13.063819520522337,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
81,2016,01/25,11.944908458805523,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
82,2017,01/25,12.914781802309044,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
83,2018,01/25,12.91870748197015,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
84,2019,01/25,13.186292660796596,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
85,2020,01/25,12.592758520985386,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
86,2021,01/25,13.137081204336386,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
87,2022,01/25,12.07251155394596,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
88,2023,01/25,13.085711135835542,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
89,2024,01/25,13.050044902511242,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.006
90,2015,01/25,13.168634739473971,Toledo,30.0,0.45,0.9,0.012,0.006
91,2016,01/25,12.259880770283525,Toledo,30.0,0.45,0.9,0.012,0.006
92,2017,01/25,13.05726025588049,Toledo,30.0,0.45,0.9,0.012,0.006
93,2018,01/25,13.071729743052305,Toledo,30.0,0.45,0.9,0.012,0.006
94,2019,01/25,13.279790859406313,Toledo,30.0,0.45,0.9,0.012,0.006
95,2020,01/25,13.046855357699531,Toledo,30.0,0.45,0.9,0.012,0.006
96,2021,01/25,13.326559866893513,Toledo,30.0,0.45,0.9,0.012,0.006
97,2022,01/25,12.341073269100987,Toledo,30.0,0.45,0.9,0.012,0.006
98,2023,01/25,13.266030040015506,Toledo,30.0,0.45,0.9,0.012,0.006
99,2024,01/25,13.318247600160015,Toledo,30.0,0.45,0.9,0.012,0.006
100,2015,01/25,13.08193407661772,Cascavel,30.0,0.45,0.9,0.012,0.007
101,2016,01/25,11.837301193611118,Cascavel,30.0,0.45,0.9,0.012,0.007
102,2017,01/25,12.797159273806502,Cascavel,30.0,0.45,0.9,0.012,0.007
103,2018,01/25,12.808536015141225,Cascavel,30.0,0.45,0.9,0.012,0.007
104,2019,01/25,13.170262916975128,Cascavel,30.0,0.45,0.9,0.012,0.007
105,2020,01/25,12.448901929963313,Cascavel,30.0,0.45,0.9,0.012,0.007
106,2021,01/25,13.030796053686947,Cascavel,30.0,0.45,0.9,0.012,0.007
107,2022,01/25,12.07763303873808,Cascavel,30.0,0.45,0.9,0.012,0.007
108,2023,01/25,12.84067973201106,Cascavel,30.0,0.45,0.9,0.012,0.007
109,2024,01/25,13.094964374594543,Cascavel,30.0,0.45,0.9,0.012,0.007
110,2015,01/25,13.196585689365293,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
111,2016,01/25,12.400209698786595,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
112,2017,01/25,13.15773724516939,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
113,2018,01/25,13.066667415093491,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
114,2019,01/25,13.31707437044132,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
115,2020,01/25,12.866690617729288,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
116,2021,01/25,13.302384285587433,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
117,2022,01/25,12.510763500129585,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
118,2023,01/25,13.35254319147883,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
119,2024,01/25,13.035792139621522,Foz do Iguaçu,30.0,0.45,0.9,0.012,0.007
120,2015,01/25,13.253624334508292,Guaíra,30.0,0.45,0.9,0.012,0.007
121,2016,01/25,12.578133478055513,Guaíra,30.0,0.45,0.9,0.012,0.007
122,2017,01/25,13.179987625722948,Guaíra,30.0,0.45,0.9,0.012,0.007
123,2018,01/25,13.171214686533462,Guaíra,30.0,0.45,0.9,0.012,0.007
124,2019,01/25,13.310340461476368,Guaíra,30.0,0.45,0.9,0.012,0.007
125,2020,01/25,13.206509271936703,Guaíra,30.0,0.45,0.9,0.012,0.007
126,2021,01/25,13.38507486077162,Guaíra,30.0,0.45,0.9,0.012,0.007
127,2022,01/25,12.647388193820767,Guaíra,30.0,0.45,0.9,0.012,0.007
128,2023,01/25,13.429808969591225,Guaíra,30.0,0.45,0.9,0.012,0.007
129,2024,01/25,13.368452214750043,Guaíra,30.0,0.45,0.9,0.012,0.007
130,2015,01/25,13.275108701027513,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
131,2016,01/25,12.648518259967295,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
132,2017,01/25,13.220088358751594,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
133,2018,01/25,13.25127598445422,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
134,2019,01/25,13.34845524366613,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
135,2020,01/25,12.34901333149115,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
136,2021,01/25,13.411054112385703,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
137,2022,01/25,12.666574312379025,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
138,2023,01/25,13.46828608675863,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
139,2024,01/25,13.350720359241619,Marechal Cândido Rondon,30.0,0.45,0.9,0.012,0.007
140,2015,01/25,13.120368927898499,Matelândia,30.0,0.45,0.9,0.012,0.007
141,2016,01/25,12.080341183856795,Matelândia,30.0,0.45,0.9,0.012,0.007
142,2017,01/25,12.99129517522626,Matelândia,30.0,0.45,0.9,0.012,0.007
143,2018,01/25,12.914458687626095,Matelândia,30.0,0.45,0.9,0.012,0.007
144,2019,01/25,13.237920846345675,Matelândia,30.0,0.45,0.9,0.012,0.007
145,2020,01/25,12.58692960498129,Matelândia,30.0,0.45,0.9,0.012,0.007
146,2021,01/25,13.21516487170036,Matelândia,30.0,0.45,0.9,0.012,0.007
147,2022,01/25,12.257799077793182,Matelândia,30.0,0.45,0.9,0.012,0.007
148,2023,01/25,13.159731722181903,Matelândia,30.0,0.45,0.9,0.012,0.007
149,2024,01/25,13.017233186151241,Matelândia,30.0,0.45,0.9,0.012,0.007
150,2015,01/25,13.19646659517714,Medianeira,30.0,0.45,0.9,0.012,0.007
151,2016,01/25,12.400108151715424,Medianeira,30.0,0.45,0.9,0.012,0.007
152,2017,01/25,13.15770320621633,Medianeira,30.0,0.45,0.9,0.012,0.007
153,2018,01/25,13.066024113726048,Medianeira,30.0,0.45,0.9,0.012,0.007
154,2019,01/25,13.316951943481017,Medianeira,30.0,0.45,0.9,0.012,0.007
155,2020,01/25,12.866660578491114,Medianeira,30.0,0.45,0.9,0.012,0.007
156,2021,01/25,13.29231698491689,Medianeira,30.0,0.45,0.9,0.012,0.007
157,2022,01/25,12.510035976722504,Medianeira,30.0,0.45,0.9,0.012,0.007
158,2023,01/25,13.35251612000034,Medianeira,30.0,0.45,0.9,0.012,0.007
159,2024,01/25,13.035489087563446,Medianeira,30.0,0.45,0.9,0.012,0.007
160,2015,01/25,13.276548599564489,Santa Helena,30.0,0.45,0.9,0.012,0.007
161,2016,01/25,12.631957347686027,Santa Helena,30.0,0.45,0.9,0.012,0.007
162,2017,01/25,13.241985432723123,Santa Helena,30.0,0.45,0.9,0.012,0.007
163,2018,01/25,13.206075432769737,Santa Helena,30.0,0.45,0.9,0.012,0.007
164,2019,01/25,13.348055367799459,Santa Helena,30.0,0.45,0.9,0.012,0.007
165,2020,01/25,12.714290439059727,Santa Helena,30.0,0.45,0.9,0.012,0.007
166,2021,01/25,12.667211892531263,Santa Helena,30.0,0.45,0.9,0.012,0.007
167,2022,01/25,12.672391214986265,Santa Helena,30.0,0.45,0.9,0.012,0.007
168,2023,01/25,13.490532300826425,Santa Helena,30.0,0.45,0.9,0.012,0.007
169,2024,01/25,13.202667753289514,Santa Helena,30.0,0.45,0.9,0.012,0.007
170,2015,01/25,13.19656175513965,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
171,2016,01/25,12.400188743627783,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
172,2017,01/25,13.15771267631077,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
173,2018,01/25,13.066540412730994,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
174,2019,01/25,13.317055030413641,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
175,2020,01/25,12.866676994889817,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
176,2021,01/25,13.300123639465697,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
177,2022,01/25,12.510608911083576,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
178,2023,01/25,13.352538966521008,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
179,2024,01/25,13.035715476822984,São Miguel do Iguaçu,30.0,0.45,0.9,0.012,0.007
180,2015,01/25,13.063819520522337,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
181,2016,01/25,11.944908458805523,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
182,2017,01/25,12.914781802309044,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
183,2018,01/25,12.91870748197015,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
184,2019,01/25,13.186292660796596,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
185,2020,01/25,12.592758520985386,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
186,2021,01/25,13.137081204336386,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
187,2022,01/25,12.07251155394596,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
188,2023,01/25,13.085711135835542,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
189,2024,01/25,13.050044902511242,São Pedro do Iguaçu,30.0,0.45,0.9,0.012,0.007
190,2015,01/25,13.168634739473971,Toledo,30.0,0.45,0.9,0.012,0.007
191,2016,01/25,12.259880770283525,Toledo,30.0,0.45,0.9,0.012,0.007
192,2017,01/25,13.05726025588049,Toledo,30.0,0.45,0.9,0.012,0.007
193,2018,01/25,13.071729743052305,Toledo,30.0,0.45,0.9,0.012,0.007
194,2019,01/25,13.279790859406313,Toledo,30.0,0.45,0.9,0.012,0.007
195,2020,01/25,13.046855357699531,Toledo,30.0,0.45,0.9,0.012,0.007
196,2021,01/25,13.326559866893513,Toledo,30.0,0.45,0.9,0.012,0.007
197,2022,01/25,12.341073269100987,Toledo,30.0,0.45,0.9,0.012,0.007
198,2023,01/25,13.266030040015506,Toledo,30.0,0.45,0.9,0.012,0.007
199,2024,01/25,13.318247600160015,Toledo,30.0,0.45,0.9,0.012,0.007
200,2015,01/25,13.08193407661772,Cascavel,30.0,0.45,0.9,0.013,0.006
201,2016,01/25,11.837301193611118,Cascavel,30.0,0.45,0.9,0.013,0.006
202,2017,01/25,12.797159273806502,Cascavel,30.0,0.45,0.9,0.013,0.006
203,2018,01/25,12.808536015141225,Cascavel,30.0,0.45,0.9,0.013,0.006
204,2019,01/25,13.170262916975128,Cascavel,30.0,0.45,0.9,0.013,0.006
205,2020,01/25,12.448901929963313,Cascavel,30.0,0.45,0.9,0.013,0.006
206,2021,01/25,13.030796053686947,Cascavel,30.0,0.45,0.9,0.013,0.006
207,2022,01/25,12.07763303873808,Cascavel,30.0,0.45,0.9,0.013,0.006
208,2023,01/25,12.84067973201106,Cascavel,30.0,0.45,0.9,0.013,0.006
209,2024,01/25,13.094964374594543,Cascavel,30.0,0.45,0.9,0.013,0.006
210,2015,01/25,13.196585689365293,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
211,2016,01/25,12.400209698786595,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
212,2017,01/25,13.15773724516939,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
213,2018,01/25,13.066667415093491,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
214,2019,01/25,13.31707437044132,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
215,2020,01/25,12.866690617729288,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
216,2021,01/25,13.302384285587433,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
217,2022,01/25,12.510763500129585,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
218,2023,01/25,13.35254319147883,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
219,2024,01/25,13.035792139621522,Foz do Iguaçu,30.0,0.45,0.9,0.013,0.006
220,2015,01/25,13.253624334508292,Guaíra,30.0,0.45,0.9,0.013,0.006
221,2016,01/25,12.578133478055513,Guaíra,30.0,0.45,0.9,0.013,0.006
222,2017,01/25,13.179987625722948,Guaíra,30.0,0.45,0.9,0.013,0.006
223,2018,01/25,13.171214686533462,Guaíra,30.0,0.45,0.9,0.013,0.006
224,2019,01/25,13.310340461476368,Guaíra,30.0,0.45,0.9,0.013,0.006
225,2020,01/25,13.206509271936703,Guaíra,30.0,0.45,0.9,0.013,0.006
226,2021,01/25,13.38507486077162,Guaíra,30.0,0.45,0.9,0.013,0.006
227,2022,01/25,12.647388193820767,Guaíra,30.0,0.45,0.9,0.013,0.006
228,2023,01/25,13.429808969591225,Guaíra,30.0,0.45,0.9,0.013,0.006
229,2024,01/25,13.368452214750043,Guaíra,30.0,0.45,0.9,0.013,0.006
230,2015,01/25,13.275108701027513,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
231,2016,01/25,12.648518259967295,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
232,2017,01/25,13.220088358751594,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
233,2018,01/25,13.25127598445422,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
234,2019,01/25,13.34845524366613,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
235,2020,01/25,12.34901333149115,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
236,2021,01/25,13.411054112385703,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
237,2022,01/25,12.666574312379025,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
238,2023,01/25,13.46828608675863,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
239,2024,01/25,13.350720359241619,Marechal Cândido Rondon,30.0,0.45,0.9,0.013,0.006
240,2015,01/25,13.120368927898499,Matelândia,30.0,0.45,0.9,0.013,0.006
241,2016,01/25,12.080341183856795,Matelândia,30.0,0.45,0.9,0.013,0.006
242,2017,01/25,12.99129517522626,Matelândia,30.0,0.45,0.9,0.013,0.006
243,2018,01/25,12.914458687626095,Matelândia,30.0,0.45,0.9,0.013,0.006
244,2019,01/25,13.237920846345675,Matelândia,30.0,0.45,0.9,0.013,0.006
245,2020,01/25,12.58692960498129,Matelândia,30.0,0.45,0.9,0.013,0.006
246,2021,01/25,13.21516487170036,Matelândia,30.0,0.45,0.9,0.013,0.006
247,2022,01/25,12.257799077793182,Matelândia,30.0,0.45,0.9,0.013,0.006
248,2023,01/25,13.159731722181903,Matelândia,30.0,0.45,0.9,0.013,0.006
249,2024,01/25,13.017233186151241,Matelândia,30.0,0.45,0.9,0.013,0.006
250,2015,01/25,13.19646659517714,Medianeira,30.0,0.45,0.9,0.013,0.006
251,2016,01/25,12.400108151715424,Medianeira,30.0,0.45,0.9,0.013,0.006
252,2017,01/25,13.15770320621633,Medianeira,30.0,0.45,0.9,0.013,0.006
253,2018,01/25,13.066024113726048,Medianeira,30.0,0.45,0.9,0.013,0.006
254,2019,01/25,13.316951943481017,Medianeira,30.0,0.45,0.9,0.013,0.006
255,2020,01/25,12.866660578491114,Medianeira,30.0,0.45,0.9,0.013,0.006
256,2021,01/25,13.29231698491689,Medianeira,30.0,0.45,0.9,0.013,0.006
257,2022,01/25,12.510035976722504,Medianeira,30.0,0.45,0.9,0.013,0.006
258,2023,01/25,13.35251612000034,Medianeira,30.0,0.45,0.9,0.013,0.006
259,2024,01/25,13.035489087563446,Medianeira,30.0,0.45,0.9,0.013,0.006
260,2015,01/25,13.276548599564489,Santa Helena,30.0,0.45,0.9,0.013,0.006
261,2016,01/25,12.631957347686027,Santa Helena,30.0,0.45,0.9,0.013,0.006
262,2017,01/25,13.241985432723123,Santa Helena,30.0,0.45,0.9,0.013,0.006
263,2018,01/25,13.206075432769737,Santa Helena,30.0,0.45,0.9,0.013,0.006
264,2019,01/25,13.348055367799459,Santa Helena,30.0,0.45,0.9,0.013,0.006
265,2020,01/25,12.714290439059727,Santa Helena,30.0,0.45,0.9,0.013,0.006
266,2021,01/25,12.667211892531263,Santa Helena,30.0,0.45,0.9,0.013,0.006
267,2022,01/25,12.672391214986265,Santa Helena,30.0,0.45,0.9,0.013,0.006
268,2023,01/25,13.490532300826425,Santa Helena,30.0,0.45,0.9,0.013,0.006
269,2024,01/25,13.202667753289514,Santa Helena,30.0,0.45,0.9,0.013,0.006
270,2015,01/25,13.19656175513965,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
271,2016,01/25,12.400188743627783,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
272,2017,01/25,13.15771267631077,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
273,2018,01/25,13.066540412730994,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
274,2019,01/25,13.317055030413641,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
275,2020,01/25,12.866676994889817,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
276,2021,01/25,13.300123639465697,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
277,2022,01/25,12.510608911083576,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
278,2023,01/25,13.352538966521008,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
279,2024,01/25,13.035715476822984,São Miguel do Iguaçu,30.0,0.45,0.9,0.013,0.006
280,2015,01/25,13.063819520522337,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
281,2016,01/25,11.944908458805523,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
282,2017,01/25,12.914781802309044,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
283,2018,01/25,12.91870748197015,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
284,2019,01/25,13.186292660796596,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
285,2020,01/25,12.592758520985386,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
286,2021,01/25,13.137081204336386,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
287,2022,01/25,12.07251155394596,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
288,2023,01/25,13.085711135835542,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
289,2024,01/25,13.050044902511242,São Pedro do Iguaçu,30.0,0.45,0.9,0.013,0.006
290,2015,01/25,13.168634739473971,Toledo,30.0,0.45,0.9,0.013,0.006
291,2016,01/25,12.259880770283525,Toledo,30.0,0.45,0.9,0.013,0.006
292,2017,01/25,13.05726025588049,Toledo,30.0,0.45,0.9,0.013,0.006
293,2018,01/25,13.071729743052305,Toledo,30.0,0.45,0.9,0.013,0.006
294,2019,01/25,13.279790859406313,Toledo,30.0,0.45,0.9,0.013,0.006
295,2020,01/25,13.046855357699531,Toledo,30.0,0.45,0.9,0.013,0.006
296,2021,01/25,13.326559866893513,Toledo,30.0,0.45,0.9,0.013,0.006
297,2022,01/25,12.341073269100987,Toledo,30.0,0.45,0.9,0.013,0.006
298,2023,01/25,13.266030040015506,Toledo,30.0,0.45,0.9,0.013,0.006
299,2024,01/25,13.318247600160015,Toledo,30.0,0.45,0.9,0.013,0.006
300,2015,01/25,13.08193407661772,Cascavel,30.0,0.45,0.9,0.013,0.007
301,2016,01/25,11.837301193611118,Cascavel,30.0,0.45,0.9,0.013,0.007
302,2017,01/25,12.797159273806502,Cascavel,30.0,0.45,0.9,0.013,0.007
303,2018,01/25,12.808536015141225,Cascavel,30.0,0.45,0.9,0.013,0.007
304,2019,01/25,13.170262916975128,Cascavel,30.0,0.45,0.9,0.013,0.007
