,Year,PlantingDate,HarvestDate,YieldDry_ton_ha,YieldFresh_ton_ha,YieldPotential_ton_ha,WP,HI0,CCx,CGC,CDC,Municipio
887,2023,02/25,2023-07-07,13.492412184668565,14.991569094076183,13.536351595718129,33.7,0.48,0.96,0.16312,0.11691,Toledo
888,2023,03/05,2023-07-15,13.35286625135874,14.836518057065266,13.393756331571405,33.7,0.48,0.96,0.16312,0.11691,Toledo
889,2023,03/15,2023-07-25,13.029641144624515,14.477379049582794,13.090825778354597,33.7,0.48,0.96,0.16312,0.11691,Toledo
890,2023,03/25,2023-08-04,12.909052265989857,14.343391406655396,12.950778119446966,33.7,0.48,0.96,0.16312,0.11691,Toledo
891,2024,01/05,2024-05-16,14.887175807476483,16.54130645275165,14.877851811640749,33.7,0.48,0.96,0.16312,0.11691,Toledo
892,2024,01/15,2024-05-26,14.820227339960542,16.466919266622824,14.840800630558988,33.7,0.48,0.96,0.16312,0.11691,Toledo
893,2024,01/25,2024-06-05,14.528756210162255,16.143062455735837,14.517142486632672,33.7,0.48,0.96,0.16312,0.11691,Toledo
894,2024,02/05,2024-06-16,14.186156619913561,15.7623962443484,14.218731143940454,33.7,0.48,0.96,0.16312,0.11691,Toledo
895,2024,02/15,2024-06-26,14.065240320740706,15.628044800823007,14.130910106894762,33.7,0.48,0.96,0.16312,0.11691,Toledo
896,2024,02/25,2024-07-06,13.959963926815416,15.511071029794905,14.036178815086155,33.7,0.48,0.96,0.16312,0.11691,Toledo
897,2024,03/05,2024-07-15,13.73625153260496,15.2625017028944,13.810149878662848,33.7,0.48,0.96,0.16312,0.11691,Toledo
898,2024,03/15,2024-07-25,13.155685685946343,14.61742853994038,13.23422299362293,33.7,0.48,0.96,0.16312,0.11691,Toledo
899,2024,03/25,2024-08-04,12.899792202072565,14.333102446747294,12.944029500146623,33.7,0.48,0.96,0.16312,0.11691,Toledo
