municipio,data_semeadura,isna_medio,isna_desvio,n_anos,freq_evento_adverso,freq_deficit_faseI,freq_deficit_faseIII,freq_frio_floracao,freq_geada,freq_excesso_faseIV,risco_climatico,pct_anos_cobre_custo,margem_media_rs_ha_operacional_conab,risco_economico,margem_media_rs_ha_100pct,margem_media_rs_ha_rateio50,margem_media_rs_ha_rateio_proporcional,score_clima,score_economico,score_combinado
Cafelândia,15/03/,0.7041147518172529,0.1081771989122183,27,0.4814814814814814,0.2962962962962963,0.2592592592592592,1.0,0.037037037037037,0.5185185185185185,Inapto (risco > 40%),50.0,56.89392621617405,Mais viável,-872.6982557150956,28.39884964613456,195.2686839722884,3,0,3
Cafelândia,25/02/,0.6976990419455633,0.1084221259328206,27,0.4074074074074074,0.1481481481481481,0.2962962962962963,0.925925925925926,0.0,0.3333333333333333,Inapto (risco > 40%),50.0,56.22646888276704,Mais viável,-873.3657130485025,27.731392312727465,194.6012266388813,3,0,3
Cafelândia,25/03/,0.6961101471277615,0.1219852063028276,27,0.5555555555555556,0.4814814814814814,0.1481481481481481,1.0,0.1481481481481481,0.3703703703703703,Inapto (risco > 40%),50.0,50.60699655463997,Viabilidade intermediária,-878.9851853766296,22.1119199846004,188.9817543107542,3,1,4
Campo Bonito,05/02/,0.7746723245647215,0.1022053621080676,27,0.3333333333333333,0.1481481481481481,0.2222222222222222,0.5185185185185185,0.0,0.2962962962962963,Risco climático 40%,50.0,81.17777941559483,Mais viável,-848.4144025156747,52.68270284555524,219.55253717170905,2,0,2
Campo Bonito,05/03/,0.7482613503434868,0.0988027641994627,27,0.3333333333333333,0.2222222222222222,0.1111111111111111,1.0,0.0,0.5925925925925926,Risco climático 40%,50.0,94.53422894703546,Mais viável,-835.0579529842342,66.03915237699594,232.90898670314976,2,0,2
Campo Bonito,15/02/,0.7630902088812243,0.0928599180021125,27,0.2962962962962963,0.037037037037037,0.2592592592592592,0.8518518518518519,0.0,0.3333333333333333,Risco climático 30%,50.0,91.86876350849982,Mais viável,-837.7234184227698,63.37368693846035,230.2435212646141,1,0,1
Campo Bonito,15/03/,0.7562647320319797,0.1006027511238373,27,0.3333333333333333,0.2222222222222222,0.1111111111111111,1.0,0.037037037037037,0.5555555555555556,Risco climático 40%,50.0,89.65726687661865,Mais viável,-839.9349150546507,61.162190306579184,228.03202463273288,2,0,2
Campo Bonito,25/02/,0.7425153588489667,0.0976013787639225,27,0.2962962962962963,0.1481481481481481,0.1851851851851851,0.9629629629629628,0.0,0.4444444444444444,Risco climático 30%,50.0,100.17301096535886,Mais viável,-829.4191709659111,71.6779343953193,238.547768721473,1,0,1
Campo Bonito,25/03/,0.7495703859038966,0.1158908910245871,27,0.4074074074074074,0.3333333333333333,0.1111111111111111,1.0,0.1481481481481481,0.5555555555555556,Inapto (risco > 40%),50.0,83.61838097905014,Mais viável,-845.9738009522196,55.12330440901064,221.99313873516445,3,0,3
Capitão Leônidas Marques,05/02/,0.7376015574398944,0.1148236618513721,27,0.2962962962962963,0.2222222222222222,0.1481481481481481,0.5185185185185185,0.0,0.4074074074074074,Risco climático 30%,50.0,20.12281504841671,Viabilidade intermediária,-909.4693668828533,-8.372261521622791,158.4975728045309,1,1,2
Capitão Leônidas Marques,05/03/,0.7446292840523315,0.0885818427538142,27,0.3333333333333333,0.2592592592592592,0.1111111111111111,1.0,0.0,0.5555555555555556,Risco climático 40%,53.8,68.50189585353696,Mais viável,-861.0902860777325,40.00681928349744,206.8766536096512,2,0,2
Capitão Leônidas Marques,15/02/,0.737455018213125,0.094127253314512,27,0.2962962962962963,0.1111111111111111,0.2222222222222222,0.8148148148148148,0.0,0.4074074074074074,Risco climático 30%,50.0,52.40392245667847,Viabilidade intermediária,-877.1882594745911,23.90884588663894,190.77868021279272,1,1,2
Capitão Leônidas Marques,15/03/,0.757396610128263,0.0912038283209195,27,0.4814814814814814,0.3703703703703703,0.1111111111111111,1.0,0.037037037037037,0.4814814814814814,Inapto (risco > 40%),50.0,50.401952110634255,Viabilidade intermediária,-879.1902298206353,21.90687554059477,188.77670986674852,3,1,4
Capitão Leônidas Marques,25/02/,0.7328525414600455,0.0929130870927183,27,0.2592592592592592,0.2222222222222222,0.1111111111111111,0.9629629629629628,0.0,0.5185185185185185,Risco climático 30%,46.2,78.42436112051051,Mais viável,-851.1678208107592,49.929284550471,216.7991188766248,1,0,1
Capitão Leônidas Marques,25/03/,0.7584358204781867,0.1077519170572786,27,0.5185185185185185,0.4814814814814814,0.074074074074074,1.0,0.1851851851851851,0.5925925925925926,Inapto (risco > 40%),53.8,63.39703085433491,Mais viável,-866.1951510769347,34.901954284295435,201.7717886104491,3,0,3
Cascavel,05/02/,0.7693786822379942,0.1016173243603964,27,0.3333333333333333,0.1481481481481481,0.2222222222222222,0.5185185185185185,0.0,0.2962962962962963,Risco climático 40%,50.0,78.02433717429996,Mais viável,-851.5678447569699,49.5292606042605,216.3990949304142,2,0,2
Cascavel,05/03/,0.7469445789893377,0.0963326827484882,27,0.3333333333333333,0.2222222222222222,0.1111111111111111,1.0,0.0,0.5925925925925926,Risco climático 40%,50.0,95.86078329479189,Mais viável,-833.7313986364776,67.36570672475233,234.2355410509061,2,0,2
Cascavel,15/02/,0.7584233851814239,0.0910195884039641,27,0.2962962962962963,0.037037037037037,0.2592592592592592,0.8518518518518519,0.0,0.3333333333333333,Risco climático 30%,50.0,91.01565727657642,Mais viável,-838.576524654693,62.52058070653696,229.3904150326907,1,0,1
Cascavel,15/03/,0.7538578906509842,0.0979898937658732,27,0.3333333333333333,0.2222222222222222,0.1111111111111111,1.0,0.037037037037037,0.5925925925925926,Risco climático 40%,50.0,95.2303043363631,Mais viável,-834.3618775949064,66.73522776632355,233.6050620924773,2,0,2
Cascavel,25/02/,0.7400430828606211,0.0958472604838534,27,0.2592592592592592,0.1481481481481481,0.1481481481481481,0.9629629629629628,0.0,0.4444444444444444,Risco climático 30%,50.0,104.05224098926276,Mais viável,-825.5399409420069,75.55716441922321,242.42699874537692,1,0,1
Cascavel,25/03/,0.7488311875001863,0.114201501355666,27,0.4074074074074074,0.3703703703703703,0.074074074074074,1.0,0.1481481481481481,0.5555555555555556,Inapto (risco > 40%),50.0,93.08754859791651,Mais viável,-836.5046333333531,64.592472027877,231.46230635403083,3,0,3
Catanduvas,05/02/,0.7784912185788306,0.1016497517187727,27,0.3333333333333333,0.1481481481481481,0.2222222222222222,0.5185185185185185,0.0,0.2962962962962963,Risco climático 40%,50.0,90.94223597515905,Mais viável,-838.6499459561105,62.4471594051195,229.31699373127336,2,0,2
