sercodigo,ano,mes,valor
DEPAE12_ATMI12,2012,3,27.0
DEPAE12_ATMI12,2012,4,27.0
DEPAE12_ATMI12,2012,5,25.5
DEPAE12_ATMI12,2012,6,23.5
DEPAE12_ATMI12,2012,7,27.0
DEPAE12_ATMI12,2012,8,33.2
DEPAE12_ATMI12,2012,9,34.0
DEPAE12_ATMI12,2012,10,34.58
DEPAE12_ATMI12,2012,11,35.65
DEPAE12_ATMI12,2012,12,36.18
DEPAE12_ATMI12,2013,1,36.06
DEPAE12_ATMI12,2013,2,32.95
DEPAE12_ATMI12,2013,3,32.75
DEPAE12_ATMI12,2013,4,30.88
DEPAE12_ATMI12,2013,5,29.8
DEPAE12_ATMI12,2013,6,29.88
DEPAE12_ATMI12,2013,7,29.34
DEPAE12_ATMI12,2013,8,28.0
DEPAE12_ATMI12,2013,9,25.73
DEPAE12_ATMI12,2013,10,25.04
DEPAE12_ATMI12,2013,11,25.58
DEPAE12_ATMI12,2013,12,25.63
DEPAE12_ATMI12,2014,1,25.42
DEPAE12_ATMI12,2014,2,25.83
DEPAE12_ATMI12,2014,3,27.08
DEPAE12_ATMI12,2014,4,27.8
DEPAE12_ATMI12,2014,5,27.88
DEPAE12_ATMI12,2014,6,27.28
DEPAE12_ATMI12,2014,7,25.73
DEPAE12_ATMI12,2014,8,22.2
DEPAE12_ATMI12,2014,9,21.75
DEPAE12_ATMI12,2014,10,22.76
DEPAE12_ATMI12,2014,11,24.0
DEPAE12_ATMI12,2014,12,24.75
DEPAE12_ATMI12,2015,1,26.32
DEPAE12_ATMI12,2015,2,27.0
DEPAE12_ATMI12,2015,3,27.5
DEPAE12_ATMI12,2015,4,28.0
DEPAE12_ATMI12,2015,5,28.1
DEPAE12_ATMI12,2015,6,26.88
DEPAE12_ATMI12,2015,7,26.4
DEPAE12_ATMI12,2015,8,26.93
DEPAE12_ATMI12,2015,9,27.38
DEPAE12_ATMI12,2015,10,28.44
DEPAE12_ATMI12,2015,11,33.48
DEPAE12_ATMI12,2015,12,34.2
DEPAE12_ATMI12,2016,1,36.12
DEPAE12_ATMI12,2016,2,38.15
DEPAE12_ATMI12,2020,3,55.39
DEPAE12_ATMI12,2020,4,49.66
DEPAE12_ATMI12,2020,5,48.26
DEPAE12_ATMI12,2020,6,45.23
DEPAE12_ATMI12,2020,7,47.01
DEPAE12_ATMI12,2020,8,54.3
DEPAE12_ATMI12,2020,9,57.15
DEPAE12_ATMI12,2020,10,68.86
DEPAE12_ATMI12,2020,11,76.84
DEPAE12_ATMI12,2020,12,70.89
DEPAE12_ATMI12,2021,1,80.91
DEPAE12_ATMI12,2021,2,80.03
DEPAE12_ATMI12,2021,3,87.28
DEPAE12_ATMI12,2021,4,94.38
DEPAE12_ATMI12,2021,5,99.82
DEPAE12_ATMI12,2021,6,92.09
DEPAE12_ATMI12,2021,7,95.08
DEPAE12_ATMI12,2021,8,94.21
DEPAE12_ATMI12,2021,9,90.15
DEPAE12_ATMI12,2021,10,86.64
DEPAE12_ATMI12,2021,11,82.96
DEPAE12_ATMI12,2021,12,87.03
DEPAE12_ATMI12,2022,1,95.41
DEPAE12_ATMI12,2022,2,96.67
DEPAE12_ATMI12,2022,3,97.36
DEPAE12_ATMI12,2022,4,87.42
DEPAE12_ATMI12,2022,5,87.39
DEPAE12_ATMI12,2022,6,87.33
DEPAE12_ATMI12,2022,7,80.7
DEPAE12_ATMI12,2022,8,80.63
DEPAE12_ATMI12,2022,9,82.02
DEPAE12_ATMI12,2022,10,83.53
DEPAE12_ATMI12,2022,11,83.37
DEPAE12_ATMI12,2022,12,84.9
DEPAE12_ATMI12,2023,1,85.26
DEPAE12_ATMI12,2023,2,83.11
DEPAE12_ATMI12,2023,3,81.41
DEPAE12_ATMI12,2023,4,73.07
DEPAE12_ATMI12,2023,5,55.62
DEPAE12_ATMI12,2023,6,53.38
DEPAE12_ATMI12,2023,7,53.75
DEPAE12_ATMI12,2023,8,51.18
DEPAE12_ATMI12,2023,9,53.08
DEPAE12_ATMI12,2023,10,55.39
DEPAE12_ATMI12,2023,11,56.62
DEPAE12_ATMI12,2023,12,65.65
DEPAE12_ATMI12,2024,1,66.42
DEPAE12_ATMI12,2024,2,59.79
DEPAE12_ATMI12,2024,3,58.51
DEPAE12_ATMI12,2024,4,57.21
DEPAE12_ATMI12,2024,5,56.77
DEPAE12_ATMI12,2024,6,56.22
DEPAE12_ATMI12,2024,7,51.87
DEPAE12_ATMI12,2024,8,52.42
DEPAE12_ATMI12,2024,9,56.29
DEPAE12_ATMI12,2024,10,64.51
DEPAE12_ATMI12,2024,11,70.63
DEPAE12_ATMI12,2024,12,69.94
DEPAE12_ATMI12,2025,1,71.38
DEPAE12_ATMI12,2025,2,73.48
DEPAE12_ATMI12,2025,3,84.43
DEPAE12_ATMI12,2025,4,82.52
DEPAE12_ATMI12,2025,5,75.51
DEPAE12_ATMI12,2025,6,66.06
DEPAE12_ATMI12,2025,7,63.53
DEPAE12_ATMI12,2025,8,61.3
DEPAE12_ATMI12,2025,9,59.23
DEPAE12_ATMI12,2025,10,58.66
DEPAE12_ATMI12,2025,11,60.84
DEPAE12_ATMI12,2025,12,63.23
DEPAE12_ATMI12,2026,1,63.72
DEPAE12_ATMI12,2026,2,63.5
DEPAE12_ATMI12,2026,3,66.64
DEPAE12_ATMI12,2026,4,63.29
DEPAE12_ATMI12,2026,5,60.53
