sercodigo,ano,mes,valor
DERAL12_ATMC12,2006,12,19.4419
DERAL12_ATMC12,2007,1,19.3056
DERAL12_ATMC12,2007,2,18.5569
DERAL12_ATMC12,2007,3,18.3075
DERAL12_ATMC12,2007,4,17.1444
DERAL12_ATMC12,2007,5,16.6701
DERAL12_ATMC12,2007,6,16.6534
DERAL12_ATMC12,2007,7,16.1334
DERAL12_ATMC12,2007,8,18.5932
DERAL12_ATMC12,2007,9,22.6376
DERAL12_ATMC12,2007,10,22.5687
DERAL12_ATMC12,2007,11,26.2768
DERAL12_ATMC12,2007,12,28.6884
DERAL12_ATMC12,2008,1,26.3027
DERAL12_ATMC12,2008,2,23.9758
DERAL12_ATMC12,2008,3,22.893
DERAL12_ATMC12,2008,4,23.0197
DERAL12_ATMC12,2008,5,23.0015
DERAL12_ATMC12,2008,6,22.9017
DERAL12_ATMC12,2008,7,24.2593
DERAL12_ATMC12,2008,8,21.0261
DERAL12_ATMC12,2008,9,20.264
DERAL12_ATMC12,2008,10,19.5853
DERAL12_ATMC12,2008,11,18.3003
DERAL12_ATMC12,2008,12,17.9311
DERAL12_ATMC12,2009,1,20.522
DERAL12_ATMC12,2009,2,20.0232
DERAL12_ATMC12,2009,3,18.5982
DERAL12_ATMC12,2009,4,19.0174
DERAL12_ATMC12,2009,5,20.1533
DERAL12_ATMC12,2009,6,19.9917
DERAL12_ATMC12,2009,7,18.1666
DERAL12_ATMC12,2009,8,17.1761
DERAL12_ATMC12,2009,9,17.1696
DERAL12_ATMC12,2009,10,18.0134
DERAL12_ATMC12,2009,11,18.3427
DERAL12_ATMC12,2009,12,17.659
DERAL12_ATMC12,2010,1,17.17
DERAL12_ATMC12,2010,2,16.42
DERAL12_ATMC12,2010,3,15.99
DERAL12_ATMC12,2010,4,15.94
DERAL12_ATMC12,2010,5,16.34
DERAL12_ATMC12,2010,6,16.57
DERAL12_ATMC12,2010,7,15.67
DERAL12_ATMC12,2010,8,16.84
DERAL12_ATMC12,2010,9,19.46
DERAL12_ATMC12,2010,10,21.32
DERAL12_ATMC12,2010,11,23.13
DERAL12_ATMC12,2010,12,22.69
DERAL12_ATMC12,2011,1,23.81
DERAL12_ATMC12,2011,2,25.2
DERAL12_ATMC12,2011,3,25.72
DERAL12_ATMC12,2011,4,26.38
DERAL12_ATMC12,2011,5,26.36
DERAL12_ATMC12,2011,6,26.88
DERAL12_ATMC12,2011,7,27.19
DERAL12_ATMC12,2011,8,25.19
DERAL12_ATMC12,2011,9,26.0
DERAL12_ATMC12,2011,10,24.86
DERAL12_ATMC12,2011,11,24.8
DERAL12_ATMC12,2011,12,23.2
DERAL12_ATMC12,2012,1,26.02
DERAL12_ATMC12,2012,2,26.09
DERAL12_ATMC12,2012,3,25.69
DERAL12_ATMC12,2012,4,24.21
DERAL12_ATMC12,2012,5,23.6664
DERAL12_ATMC12,2012,6,23.8705
DERAL12_ATMC12,2012,7,26.5767
DERAL12_ATMC12,2012,8,30.1851
DERAL12_ATMC12,2012,9,28.8726
DERAL12_ATMC12,2012,10,27.9956
DERAL12_ATMC12,2012,11,30.1221
DERAL12_ATMC12,2012,12,31.0008
DERAL12_ATMC12,2013,1,29.8564
DERAL12_ATMC12,2013,2,29.2428
DERAL12_ATMC12,2013,3,26.3302
DERAL12_ATMC12,2013,4,23.1685
DERAL12_ATMC12,2013,5,22.7282
DERAL12_ATMC12,2013,6,24.1645
DERAL12_ATMC12,2013,7,22.2691
DERAL12_ATMC12,2013,8,20.8488
DERAL12_ATMC12,2013,9,21.6853
DERAL12_ATMC12,2013,10,20.5986
DERAL12_ATMC12,2013,11,21.5139
DERAL12_ATMC12,2013,12,22.5407
DERAL12_ATMC12,2014,1,23.4962
DERAL12_ATMC12,2014,2,24.3899
DERAL12_ATMC12,2014,3,27.0209
DERAL12_ATMC12,2014,4,27.2723
DERAL12_ATMC12,2014,5,25.8546
DERAL12_ATMC12,2014,6,23.896
DERAL12_ATMC12,2014,7,22.1968
DERAL12_ATMC12,2014,8,21.4421
DERAL12_ATMC12,2014,9,20.9032
DERAL12_ATMC12,2014,10,21.0748
DERAL12_ATMC12,2014,11,23.9941
DERAL12_ATMC12,2014,12,24.9497
DERAL12_ATMC12,2015,1,24.4259
DERAL12_ATMC12,2015,2,24.3855
DERAL12_ATMC12,2015,3,25.006
DERAL12_ATMC12,2015,4,24.69
DERAL12_ATMC12,2015,5,23.0033
DERAL12_ATMC12,2015,6,23.3203
DERAL12_ATMC12,2015,7,24.5414
DERAL12_ATMC12,2015,8,24.9613
DERAL12_ATMC12,2015,9,27.3005
DERAL12_ATMC12,2015,10,28.9278
DERAL12_ATMC12,2015,11,28.7183
DERAL12_ATMC12,2015,12,29.3891
DERAL12_ATMC12,2016,1,36.5875
DERAL12_ATMC12,2016,2,38.6749
DERAL12_ATMC12,2016,3,41.079
DERAL12_ATMC12,2016,4,46.1061
DERAL12_ATMC12,2016,5,49.9607
DERAL12_ATMC12,2016,6,49.1355
DERAL12_ATMC12,2016,7,41.1457
DERAL12_ATMC12,2016,8,40.8645
DERAL12_ATMC12,2016,9,37.8565
DERAL12_ATMC12,2016,10,38.3183
DERAL12_ATMC12,2016,11,35.6299
DERAL12_ATMC12,2016,12,34.811
DERAL12_ATMC12,2017,1,32.9202
DERAL12_ATMC12,2017,2,30.2486
DERAL12_ATMC12,2017,3,27.8927
DERAL12_ATMC12,2017,4,25.6698
DERAL12_ATMC12,2017,5,25.6123
DERAL12_ATMC12,2017,6,24.3612
DERAL12_ATMC12,2017,7,22.8376
DERAL12_ATMC12,2017,8,22.3947
DERAL12_ATMC12,2017,9,24.6789
DERAL12_ATMC12,2017,10,26.0815
DERAL12_ATMC12,2017,11,27.2748
DERAL12_ATMC12,2017,12,27.8553
DERAL12_ATMC12,2018,1,28.3008
DERAL12_ATMC12,2018,2,29.2332
DERAL12_ATMC12,2018,3,36.4512
DERAL12_ATMC12,2018,4,37.6475
DERAL12_ATMC12,2018,5,38.9372
DERAL12_ATMC12,2018,6,38.4658
DERAL12_ATMC12,2018,7,35.4329
DERAL12_ATMC12,2018,8,36.8658
DERAL12_ATMC12,2018,9,37.5779
DERAL12_ATMC12,2018,10,34.7599
DERAL12_ATMC12,2018,11,33.5698
DERAL12_ATMC12,2018,12,33.9747
DERAL12_ATMC12,2019,1,35.2727
DERAL12_ATMC12,2019,2,35.8829
DERAL12_ATMC12,2019,3,35.4576
DERAL12_ATMC12,2019,4,32.9309
DERAL12_ATMC12,2019,5,31.6578
DERAL12_ATMC12,2019,6,34.6354
DERAL12_ATMC12,2019,7,35.0092
DERAL12_ATMC12,2019,8,34.044
DERAL12_ATMC12,2019,9,34.1063
DERAL12_ATMC12,2019,10,37.3267
DERAL12_ATMC12,2019,11,39.4916
DERAL12_ATMC12,2019,12,42.3588
DERAL12_ATMC12,2020,1,44.7391
DERAL12_ATMC12,2020,2,45.131
DERAL12_ATMC12,2020,3,48.6079
DERAL12_ATMC12,2020,4,46.5401
DERAL12_ATMC12,2020,5,46.278
DERAL12_ATMC12,2020,6,44.129
DERAL12_ATMC12,2020,7,46.4957
DERAL12_ATMC12,2020,8,51.5004
DERAL12_ATMC12,2020,9,56.1934
DERAL12_ATMC12,2020,10,66.3602
DERAL12_ATMC12,2020,11,75.5427
DERAL12_ATMC12,2020,12,71.4687
DERAL12_ATMC12,2021,1,80.3506
DERAL12_ATMC12,2021,2,80.5347
DERAL12_ATMC12,2021,3,86.3025
DERAL12_ATMC12,2021,4,99.1458
DERAL12_ATMC12,2021,5,100.8995
DERAL12_ATMC12,2021,6,89.3743
DERAL12_ATMC12,2021,7,97.853
DERAL12_ATMC12,2021,8,101.8814
DERAL12_ATMC12,2021,9,94.7212
DERAL12_ATMC12,2021,10,92.6121
DERAL12_ATMC12,2021,11,87.6898
DERAL12_ATMC12,2021,12,89.8403
DERAL12_ATMC12,2022,1,98.5597
DERAL12_ATMC12,2022,2,100.6947
DERAL12_ATMC12,2022,3,100.3957
DERAL12_ATMC12,2022,4,87.7836
DERAL12_ATMC12,2022,5,90.8155
DERAL12_ATMC12,2022,6,89.0898
DERAL12_ATMC12,2022,7,82.7058
DERAL12_ATMC12,2022,8,84.1626
DERAL12_ATMC12,2022,9,84.3832
DERAL12_ATMC12,2022,10,84.9275
DERAL12_ATMC12,2022,11,85.6721
DERAL12_ATMC12,2022,12,84.4365
DERAL12_ATMC12,2023,1,86.3886
DERAL12_ATMC12,2023,2,85.1778
DERAL12_ATMC12,2023,3,82.9865
DERAL12_ATMC12,2023,4,72.4819
DERAL12_ATMC12,2023,5,57.5304
DERAL12_ATMC12,2023,6,54.9661
DERAL12_ATMC12,2023,7,54.5087
DERAL12_ATMC12,2023,8,52.8013
DERAL12_ATMC12,2023,9,51.2668
DERAL12_ATMC12,2023,10,53.0133
DERAL12_ATMC12,2023,11,54.2497
DERAL12_ATMC12,2023,12,58.5973
DERAL12_ATMC12,2024,1,59.3137
DERAL12_ATMC12,2024,2,57.545
DERAL12_ATMC12,2024,3,56.5368
DERAL12_ATMC12,2024,4,57.3926
DERAL12_ATMC12,2024,5,57.9969
DERAL12_ATMC12,2024,6,58.0576
DERAL12_ATMC12,2024,7,57.5553
DERAL12_ATMC12,2024,8,58.8538
DERAL12_ATMC12,2024,9,60.2532
DERAL12_ATMC12,2024,10,65.4795
DERAL12_ATMC12,2024,11,69.644
DERAL12_ATMC12,2024,12,69.7939
DERAL12_ATMC12,2025,1,71.0393
DERAL12_ATMC12,2025,2,73.0828
DERAL12_ATMC12,2025,3,77.9034
DERAL12_ATMC12,2025,4,73.8384
DERAL12_ATMC12,2025,5,67.0529
DERAL12_ATMC12,2025,6,63.1698
DERAL12_ATMC12,2025,7,59.9562
DERAL12_ATMC12,2025,8,60.4028
DERAL12_ATMC12,2025,9,61.1322
DERAL12_ATMC12,2025,10,61.2954
DERAL12_ATMC12,2025,11,62.6804
DERAL12_ATMC12,2025,12,63.9917
DERAL12_ATMC12,2026,1,64.5807
DERAL12_ATMC12,2026,2,61.3713
DERAL12_ATMC12,2026,3,62.9179
DERAL12_ATMC12,2026,4,63.5772
DERAL12_ATMC12,2026,5,63.3271
DEPAE12_ATMI12,1982,1,3.56909090909091e-10
DEPAE12_ATMI12,1982,2,3.90545454545455e-10
DEPAE12_ATMI12,1982,3,4.24e-10
DEPAE12_ATMI12,1982,4,3.96363636363636e-10
DEPAE12_ATMI12,1982,5,3.90909090909091e-10
DEPAE12_ATMI12,1982,6,4.01454545454545e-10
DEPAE12_ATMI12,1982,7,4.32e-10
DEPAE12_ATMI12,1982,8,4.54545454545455e-10
DEPAE12_ATMI12,1982,9,4.92e-10
DEPAE12_ATMI12,1982,10,4.93090909090909e-10
DEPAE12_ATMI12,1982,11,5.23272727272727e-10
DEPAE12_ATMI12,1982,12,5.83636363636364e-10
DEPAE12_ATMI12,1983,1,7.05090909090909e-10
DEPAE12_ATMI12,1983,2,7.59272727272727e-10
DEPAE12_ATMI12,1983,3,7.50181818181818e-10
DEPAE12_ATMI12,1983,4,8.06909090909091e-10
DEPAE12_ATMI12,1983,5,9e-10
DEPAE12_ATMI12,1983,6,1.21454545454545e-09
DEPAE12_ATMI12,1983,7,1.37527272727273e-09
DEPAE12_ATMI12,1983,8,1.77090909090909e-09
DEPAE12_ATMI12,1983,9,3.25927272727273e-09
DEPAE12_ATMI12,1983,10,3.64109090909091e-09
DEPAE12_ATMI12,1983,11,3.41090909090909e-09
DEPAE12_ATMI12,1983,12,3.76836363636364e-09
DEPAE12_ATMI12,1984,1,4.032e-09
DEPAE12_ATMI12,1984,2,3.71272727272727e-09
DEPAE12_ATMI12,1984,3,3.34545454545455e-09
DEPAE12_ATMI12,1984,4,3.57272727272727e-09
DEPAE12_ATMI12,1984,5,3.58909090909091e-09
DEPAE12_ATMI12,1984,6,3.69090909090909e-09
DEPAE12_ATMI12,1984,7,4.45454545454545e-09
DEPAE12_ATMI12,1984,8,5.02909090909091e-09
DEPAE12_ATMI12,1984,9,5.40909090909091e-09
DEPAE12_ATMI12,1984,10,6.41090909090909e-09
DEPAE12_ATMI12,1984,11,8.09090909090909e-09
DEPAE12_ATMI12,1984,12,8.68181818181818e-09
DEPAE12_ATMI12,1985,1,9.32727272727273e-09
DEPAE12_ATMI12,1985,2,9.63636363636364e-09
DEPAE12_ATMI12,1985,3,1.08636363636364e-08
DEPAE12_ATMI12,1985,4,1.22727272727273e-08
DEPAE12_ATMI12,1985,5,1.21272727272727e-08
DEPAE12_ATMI12,1985,6,1.18865454545455e-08
DEPAE12_ATMI12,1985,7,1.35636363636364e-08
DEPAE12_ATMI12,1985,8,1.48636363636364e-08
DEPAE12_ATMI12,1985,9,1.53636363636364e-08
DEPAE12_ATMI12,1985,10,1.89454545454545e-08
DEPAE12_ATMI12,1985,11,2.28636363636364e-08
DEPAE12_ATMI12,1985,12,2.76818181818182e-08
DEPAE12_ATMI12,1986,1,3.81090909090909e-08
DEPAE12_ATMI12,1986,2,3.81818181818182e-08
DEPAE12_ATMI12,1986,3,3.42727272727273e-08
DEPAE12_ATMI12,1986,4,3.32e-08
DEPAE12_ATMI12,1986,5,3.23636363636364e-08
DEPAE12_ATMI12,1986,6,3.05454545454545e-08
DEPAE12_ATMI12,1986,7,3.20727272727273e-08
DEPAE12_ATMI12,1986,8,3.46363636363636e-08
DEPAE12_ATMI12,1986,9,3.47272727272727e-08
DEPAE12_ATMI12,1986,10,3.52727272727273e-08
DEPAE12_ATMI12,1986,11,3.65454545454545e-08
DEPAE12_ATMI12,1986,12,3.66909090909091e-08
DEPAE12_ATMI12,1987,1,3.81818181818182e-08
DEPAE12_ATMI12,1987,2,3.73636363636364e-08
DEPAE12_ATMI12,1987,3,3.78181818181818e-08
DEPAE12_ATMI12,1987,4,4.09090909090909e-08
DEPAE12_ATMI12,1987,5,5.30472727272727e-08
DEPAE12_ATMI12,1987,6,6.45454545454545e-08
DEPAE12_ATMI12,1987,7,6.94545454545455e-08
DEPAE12_ATMI12,1987,8,8.52290909090909e-08
DEPAE12_ATMI12,1987,9,1.02727272727273e-07
DEPAE12_ATMI12,1987,10,1.25090909090909e-07
DEPAE12_ATMI12,1987,11,1.48636363636364e-07
DEPAE12_ATMI12,1987,12,1.62545454545455e-07
DEPAE12_ATMI12,1988,1,1.95454545454545e-07
DEPAE12_ATMI12,1988,2,2.18181818181818e-07
DEPAE12_ATMI12,1988,3,2.41454545454545e-07
DEPAE12_ATMI12,1988,4,2.94090909090909e-07
DEPAE12_ATMI12,1988,5,3.71818181818182e-07
DEPAE12_ATMI12,1988,6,4.44727272727273e-07
DEPAE12_ATMI12,1988,7,5.65909090909091e-07
DEPAE12_ATMI12,1988,8,7.47272727272727e-07
DEPAE12_ATMI12,1988,9,1.02272727272727e-06
DEPAE12_ATMI12,1988,10,1.34545454545455e-06
DEPAE12_ATMI12,1988,11,1.77090909090909e-06
DEPAE12_ATMI12,1988,12,2.32727272727273e-06
DEPAE12_ATMI12,1989,1,2.76727272727273e-09
DEPAE12_ATMI12,1989,2,2.82909090909091e-06
DEPAE12_ATMI12,1989,3,2.76363636363636e-06
DEPAE12_ATMI12,1989,4,2.90909090909091e-06
DEPAE12_ATMI12,1989,5,3.70545454545455e-06
DEPAE12_ATMI12,1989,6,4.74909090909091e-06
DEPAE12_ATMI12,1989,7,4.72727272727273e-06
DEPAE12_ATMI12,1989,8,6.21818181818182e-06
DEPAE12_ATMI12,1989,9,9.59272727272727e-06
DEPAE12_ATMI12,1989,10,1.10909090909091e-05
DEPAE12_ATMI12,1989,11,1.49818181818182e-05
DEPAE12_ATMI12,1989,12,2.40909090909091e-05
DEPAE12_ATMI12,1990,1,4.60727272727273e-05
DEPAE12_ATMI12,1990,2,7.36363636363636e-05
DEPAE12_ATMI12,1990,3,0.000116970909090909
DEPAE12_ATMI12,1990,4,0.000123636363636364
DEPAE12_ATMI12,1990,5,0.000171636363636364
DEPAE12_ATMI12,1990,6,0.000181818181818182
DEPAE12_ATMI12,1990,7,0.000223181818181818
DEPAE12_ATMI12,1990,8,0.000281454545454545
DEPAE12_ATMI12,1990,9,0.000294545454545455
DEPAE12_ATMI12,1990,10,0.000326909090909091
DEPAE12_ATMI12,1990,11,0.000431818181818182
DEPAE12_ATMI12,1990,12,0.000481818181818182
DEPAE12_ATMI12,1991,1,0.000538181818181818
DEPAE12_ATMI12,1991,2,0.000590909090909091
DEPAE12_ATMI12,1991,3,0.000563636363636364
DEPAE12_ATMI12,1991,4,0.000697727272727273
DEPAE12_ATMI12,1991,5,0.000802909090909091
DEPAE12_ATMI12,1991,6,0.000790454545454545
DEPAE12_ATMI12,1991,7,0.000912
DEPAE12_ATMI12,1991,8,0.00116
DEPAE12_ATMI12,1991,9,0.00125681818181818
DEPAE12_ATMI12,1991,10,0.00179454545454545
DEPAE12_ATMI12,1991,11,0.002225
DEPAE12_ATMI12,1991,12,0.00271818181818182
DEPAE12_ATMI12,1992,1,0.00381818181818182
DEPAE12_ATMI12,1992,2,0.00405
DEPAE12_ATMI12,1992,3,0.00437727272727273
DEPAE12_ATMI12,1992,4,0.00498636363636364
DEPAE12_ATMI12,1992,5,0.00593636363636364
DEPAE12_ATMI12,1992,6,0.00686363636363636
DEPAE12_ATMI12,1992,7,0.00899272727272727
DEPAE12_ATMI12,1992,8,0.01275
DEPAE12_ATMI12,1992,9,0.0181818181818182
DEPAE12_ATMI12,1992,10,0.0222727272727273
DEPAE12_ATMI12,1992,11,0.0291818181818182
DEPAE12_ATMI12,1992,12,0.0392
DEPAE12_ATMI12,1993,1,0.0457727272727273
DEPAE12_ATMI12,1993,2,0.0471818181818182
DEPAE12_ATMI12,1993,3,0.0571636363636364
DEPAE12_ATMI12,1993,4,0.0811818181818182
DEPAE12_ATMI12,1993,5,0.100318181818182
DEPAE12_ATMI12,1993,6,0.133454545454545
DEPAE12_ATMI12,1993,7,0.190909090909091
DEPAE12_ATMI12,1993,8,0.271138181818182
DEPAE12_ATMI12,1993,9,0.355818181818182
DEPAE12_ATMI12,1993,10,0.497272727272727
DEPAE12_ATMI12,1993,11,0.680909090909091
DEPAE12_ATMI12,1993,12,0.925272727272727
DEPAE12_ATMI12,1994,1,1.11272727272727
DEPAE12_ATMI12,1994,2,1.33
DEPAE12_ATMI12,1994,3,2.03818181818182
DEPAE12_ATMI12,1994,4,2.91818181818182
DEPAE12_ATMI12,1994,5,3.89090909090909
DEPAE12_ATMI12,1994,6,5.75818181818182
DEPAE12_ATMI12,1994,7,7.83
DEPAE12_ATMI12,1994,8,7.69
DEPAE12_ATMI12,1994,9,8.03
DEPAE12_ATMI12,1994,10,8.69
DEPAE12_ATMI12,1994,11,9.03
DEPAE12_ATMI12,1994,12,8.5
DEPAE12_ATMI12,1995,1,8.06
DEPAE12_ATMI12,1995,2,7.4
DEPAE12_ATMI12,1995,3,6.92
DEPAE12_ATMI12,1995,4,7.075
DEPAE12_ATMI12,1995,5,6.79
DEPAE12_ATMI12,1995,6,6.7
DEPAE12_ATMI12,1995,7,7.39
DEPAE12_ATMI12,1995,8,6.88
DEPAE12_ATMI12,1995,9,7.225
DEPAE12_ATMI12,1995,10,8.0
DEPAE12_ATMI12,1995,11,8.14
DEPAE12_ATMI12,1995,12,7.98
DEPAE12_ATMI12,1996,1,9.08
DEPAE12_ATMI12,1996,2,8.175
DEPAE12_ATMI12,1996,3,7.875
DEPAE12_ATMI12,1996,4,8.375
DEPAE12_ATMI12,1996,5,9.34
DEPAE12_ATMI12,1996,6,8.66
DEPAE12_ATMI12,1996,7,8.96
DEPAE12_ATMI12,1996,8,9.38
DEPAE12_ATMI12,1996,9,9.4475
DEPAE12_ATMI12,1996,10,9.126
DEPAE12_ATMI12,1996,11,8.6075
DEPAE12_ATMI12,1996,12,7.9225
DEPAE12_ATMI12,1997,1,7.584
DEPAE12_ATMI12,1997,2,7.355
DEPAE12_ATMI12,1997,3,7.545
DEPAE12_ATMI12,1997,4,7.702
DEPAE12_ATMI12,1997,5,7.5775
DEPAE12_ATMI12,1997,6,7.7375
DEPAE12_ATMI12,1997,7,6.4
DEPAE12_ATMI12,1997,8,8.04
DEPAE12_ATMI12,1997,9,8.77
DEPAE12_ATMI12,1997,10,9.136
DEPAE12_ATMI12,1997,11,9.1375
DEPAE12_ATMI12,1997,12,9.73
DEPAE12_ATMI12,1998,1,10.592
DEPAE12_ATMI12,1998,2,9.305
DEPAE12_ATMI12,1998,3,9.2375
DEPAE12_ATMI12,1998,4,9.7
DEPAE12_ATMI12,1998,5,9.9625
DEPAE12_ATMI12,1998,6,9.175
DEPAE12_ATMI12,1998,7,9.05
DEPAE12_ATMI12,1998,8,8.82
DEPAE12_ATMI12,1998,9,9.02
DEPAE12_ATMI12,1998,10,9.3625
DEPAE12_ATMI12,1998,11,9.575
DEPAE12_ATMI12,1998,12,10.134
DEPAE12_ATMI12,1999,1,10.245
DEPAE12_ATMI12,1999,2,10.3125
DEPAE12_ATMI12,1999,3,9.57
DEPAE12_ATMI12,1999,4,9.7125
DEPAE12_ATMI12,1999,5,10.0625
DEPAE12_ATMI12,1999,6,10.73
DEPAE12_ATMI12,1999,7,10.875
DEPAE12_ATMI12,1999,8,11.1875
DEPAE12_ATMI12,1999,9,12.06
DEPAE12_ATMI12,1999,10,14.07
DEPAE12_ATMI12,1999,11,16.35
DEPAE12_ATMI12,1999,12,16.36
DEPAE12_ATMI12,2000,1,16.65
DEPAE12_ATMI12,2000,2,15.95
DEPAE12_ATMI12,2000,3,13.98
DEPAE12_ATMI12,2000,4,14.5
DEPAE12_ATMI12,2000,5,15.16
DEPAE12_ATMI12,2000,6,14.025
DEPAE12_ATMI12,2000,7,14.51
DEPAE12_ATMI12,2000,8,15.42
DEPAE12_ATMI12,2000,9,15.35
DEPAE12_ATMI12,2000,10,14.82
DEPAE12_ATMI12,2000,11,13.39
DEPAE12_ATMI12,2000,12,10.6375
DEPAE12_ATMI12,2001,1,9.83
DEPAE12_ATMI12,2001,2,8.95
DEPAE12_ATMI12,2001,3,9.7875
DEPAE12_ATMI12,2001,4,10.1625
DEPAE12_ATMI12,2001,5,9.42
DEPAE12_ATMI12,2001,6,9.9375
DEPAE12_ATMI12,2001,7,10.725
DEPAE12_ATMI12,2001,8,12.32
DEPAE12_ATMI12,2001,9,12.7
DEPAE12_ATMI12,2001,10,12.83
DEPAE12_ATMI12,2001,11,13.475
DEPAE12_ATMI12,2001,12,13.55
DEPAE12_ATMI12,2002,1,13.52
DEPAE12_ATMI12,2002,2,13.525
DEPAE12_ATMI12,2002,3,12.55
DEPAE12_ATMI12,2002,4,13.3125
DEPAE12_ATMI12,2002,5,14.37
DEPAE12_ATMI12,2002,6,14.75
DEPAE12_ATMI12,2002,7,15.7
DEPAE12_ATMI12,2002,8,17.475
DEPAE12_ATMI12,2002,9,19.48
DEPAE12_ATMI12,2002,10,24.84
DEPAE12_ATMI12,2002,11,30.78
DEPAE12_ATMI12,2002,12,28.86
DEPAE12_ATMI12,2003,1,27.94
DEPAE12_ATMI12,2003,2,24.88
DEPAE12_ATMI12,2003,3,23.8
DEPAE12_ATMI12,2003,4,22.9
DEPAE12_ATMI12,2003,5,18.06
DEPAE12_ATMI12,2003,6,17.85
DEPAE12_ATMI12,2003,7,16.0
DEPAE12_ATMI12,2003,8,16.83
DEPAE12_ATMI12,2003,9,18.31
DEPAE12_ATMI12,2003,10,17.46
DEPAE12_ATMI12,2003,11,18.82
DEPAE12_ATMI12,2003,12,19.12
DEPAE12_ATMI12,2004,1,19.25
DEPAE12_ATMI12,2004,2,17.78
DEPAE12_ATMI12,2004,3,18.45
DEPAE12_ATMI12,2004,4,21.46
DEPAE12_ATMI12,2004,5,20.78
DEPAE12_ATMI12,2004,6,19.27
DEPAE12_ATMI12,2004,7,17.32
DEPAE12_ATMI12,2004,8,17.95
DEPAE12_ATMI12,2004,9,18.11
DEPAE12_ATMI12,2004,10,17.15
DEPAE12_ATMI12,2004,11,16.66
DEPAE12_ATMI12,2004,12,16.58
DEPAE12_ATMI12,2005,1,17.3
DEPAE12_ATMI12,2005,2,16.82
DEPAE12_ATMI12,2005,3,18.45
DEPAE12_ATMI12,2005,4,19.31
DEPAE12_ATMI12,2005,5,17.88
DEPAE12_ATMI12,2005,6,18.45
DEPAE12_ATMI12,2005,7,18.47
DEPAE12_ATMI12,2005,8,17.97
DEPAE12_ATMI12,2005,9,17.62
DEPAE12_ATMI12,2005,10,16.94
DEPAE12_ATMI12,2005,11,15.744
DEPAE12_ATMI12,2005,12,16.46
DEPAE12_ATMI12,2006,1,17.7
DEPAE12_ATMI12,2006,2,15.8775
DEPAE12_ATMI12,2006,3,14.038
DEPAE12_ATMI12,2006,4,14.505
DEPAE12_ATMI12,2006,5,14.678
DEPAE12_ATMI12,2006,6,16.1475
DEPAE12_ATMI12,2006,7,16.0675
DEPAE12_ATMI12,2006,8,16.032
DEPAE12_ATMI12,2006,9,17.4475
DEPAE12_ATMI12,2006,10,20.31
DEPAE12_ATMI12,2006,11,21.615
DEPAE12_ATMI12,2006,12,23.826
DEPAE12_ATMI12,2007,1,24.395
DEPAE12_ATMI12,2007,2,21.79
DEPAE12_ATMI12,2007,3,19.502
DEPAE12_ATMI12,2007,4,18.49
DEPAE12_ATMI12,2007,5,18.1875
DEPAE12_ATMI12,2007,6,18.866
DEPAE12_ATMI12,2007,7,17.87
DEPAE12_ATMI12,2007,8,20.8
DEPAE12_ATMI12,2007,9,26.125
DEPAE12_ATMI12,2007,10,26.95
DEPAE12_ATMI12,2007,11,30.9
DEPAE12_ATMI12,2007,12,35.1666666666667
DEPAE12_ATMI12,2008,1,31.73
DEPAE12_ATMI12,2008,2,28.38
DEPAE12_ATMI12,2008,3,27.98
DEPAE12_ATMI12,2008,4,27.34
DEPAE12_ATMI12,2008,5,28.63
DEPAE12_ATMI12,2008,6,27.5
DEPAE12_ATMI12,2008,7,27.92
DEPAE12_ATMI12,2008,8,25.23
DEPAE12_ATMI12,2008,9,23.5
DEPAE12_ATMI12,2008,10,20.85
DEPAE12_ATMI12,2008,11,20.18
DEPAE12_ATMI12,2008,12,20.8
DEPAE12_ATMI12,2009,1,22.4
DEPAE12_ATMI12,2009,2,22.63
DEPAE12_ATMI12,2009,3,21.0
DEPAE12_ATMI12,2009,4,20.03
DEPAE12_ATMI12,2009,5,18.87
DEPAE12_ATMI12,2009,6,18.87
DEPAE12_ATMI12,2009,7,21.69
DEPAE12_ATMI12,2009,8,20.25
DEPAE12_ATMI12,2009,9,19.8
DEPAE12_ATMI12,2009,10,20.95
DEPAE12_ATMI12,2009,11,20.9
DEPAE12_ATMI12,2009,12,20.6
DEPAE12_ATMI12,2010,1,19.88
DEPAE12_ATMI12,2010,2,17.23
DEPAE12_ATMI12,2010,3,15.9
DEPAE12_ATMI12,2010,4,15.75
DEPAE12_ATMI12,2010,5,16.0
DEPAE12_ATMI12,2010,6,16.28
DEPAE12_ATMI12,2010,7,16.18
DEPAE12_ATMI12,2010,8,17.75
DEPAE12_ATMI12,2010,9,21.0
DEPAE12_ATMI12,2010,10,21.75
DEPAE12_ATMI12,2010,11,24.13
DEPAE12_ATMI12,2010,12,25.6
DEPAE12_ATMI12,2011,1,26.67
DEPAE12_ATMI12,2011,2,29.35
DEPAE12_ATMI12,2011,3,30.8
DEPAE12_ATMI12,2011,4,28.75
DEPAE12_ATMI12,2011,5,27.0
DEPAE12_ATMI12,2011,6,28.4
DEPAE12_ATMI12,2011,7,28.28
DEPAE12_ATMI12,2011,8,27.8
DEPAE12_ATMI12,2011,9,28.75
DEPAE12_ATMI12,2011,10,28.0
DEPAE12_ATMI12,2011,11,27.8
DEPAE12_ATMI12,2011,12,24.63
DEPAE12_ATMI12,2012,1,28.25
DEPAE12_ATMI12,2012,2,29.2
