municipio,data_semeadura,n_anos,pct_anos_cobre_custo,margem_media_rs_ha,risco_economico
Lindoeste,15/02/,26,50.0,29.312327181597084,Mais viável
Lindoeste,15/03/,26,46.2,26.311852221364408,Viabilidade intermediária
Lindoeste,25/02/,26,50.0,51.98359815779171,Mais viável
Lindoeste,25/03/,26,50.0,38.3803559760717,Mais viável
Marechal Cândido Rondon,05/02/,26,46.2,-71.53976629383068,Menos viável
Marechal Cândido Rondon,05/03/,26,46.2,-44.6034365877359,Menos viável
Marechal Cândido Rondon,15/02/,26,46.2,-63.291162864828706,Menos viável
Marechal Cândido Rondon,15/03/,26,42.3,-83.22855417581084,Menos viável
Marechal Cândido Rondon,25/02/,26,46.2,-29.65379745435766,Menos viável
Marechal Cândido Rondon,25/03/,26,46.2,-55.86762640054156,Menos viável
Maripá,05/02/,26,46.2,-6.49777334869273,Viabilidade intermediária
Maripá,05/03/,26,46.2,-0.6109324673157237,Viabilidade intermediária
Maripá,15/02/,26,46.2,-36.48809464205395,Menos viável
Maripá,15/03/,26,46.2,-18.743905481065948,Menos viável
Maripá,25/02/,26,46.2,-3.436796659855295,Viabilidade intermediária
Maripá,25/03/,26,46.2,-10.218145448016475,Menos viável
Matelândia,05/02/,26,50.0,-6.543686967290027,Viabilidade intermediária
Matelândia,05/03/,26,50.0,40.14529011691796,Mais viável
Matelândia,15/02/,26,50.0,25.092442617007656,Viabilidade intermediária
Matelândia,15/03/,26,50.0,21.366529400212883,Viabilidade intermediária
Matelândia,25/02/,26,53.8,50.26835798957224,Mais viável
Matelândia,25/03/,26,50.0,33.396550449003264,Mais viável
Medianeira,05/02/,26,46.2,-50.228380665997186,Menos viável
Medianeira,05/03/,26,50.0,15.268476165568874,Viabilidade intermediária
Medianeira,15/02/,26,46.2,-13.593023820268801,Menos viável
Medianeira,15/03/,26,42.3,-16.809825234350228,Menos viável
Medianeira,25/02/,26,42.3,5.74970360749624,Viabilidade intermediária
Medianeira,25/03/,26,53.8,4.008417847895719,Viabilidade intermediária
Mercedes,05/02/,26,46.2,-73.84981778920874,Menos viável
Mercedes,05/03/,26,46.2,-49.585328709409254,Menos viável
Mercedes,15/02/,26,46.2,-66.82226982103035,Menos viável
Mercedes,15/03/,26,42.3,-87.5201500104779,Menos viável
Mercedes,25/02/,26,46.2,-36.02758670757161,Menos viável
Mercedes,25/03/,26,46.2,-59.01069988898281,Menos viável
Missal,05/02/,26,46.2,-90.38331930335427,Menos viável
Missal,05/03/,26,42.3,-52.091669615288346,Menos viável
Missal,15/02/,26,42.3,-73.2380978576561,Menos viável
Missal,15/03/,26,42.3,-83.83454358858734,Menos viável
Missal,25/02/,26,38.5,-58.69378107551177,Menos viável
Missal,25/03/,26,46.2,-56.0292125474596,Menos viável
Nova Aurora,05/02/,26,50.0,19.194462686832175,Viabilidade intermediária
Nova Aurora,05/03/,26,46.2,26.164318041611367,Viabilidade intermediária
Nova Aurora,15/02/,26,50.0,5.396508419015635,Viabilidade intermediária
Nova Aurora,15/03/,26,46.2,22.831961014133096,Viabilidade intermediária
Nova Aurora,25/02/,26,46.2,21.74874344781427,Viabilidade intermediária
Nova Aurora,25/03/,26,50.0,16.490802456108597,Viabilidade intermediária
Nova Santa Rosa,05/02/,26,46.2,-6.677275791335135,Viabilidade intermediária
Nova Santa Rosa,05/03/,26,46.2,-1.5524297705379082,Viabilidade intermediária
Nova Santa Rosa,15/02/,26,46.2,-36.70833909309076,Menos viável
Nova Santa Rosa,15/03/,26,46.2,-18.679398774012864,Menos viável
Nova Santa Rosa,25/02/,26,46.2,-4.819240387812704,Viabilidade intermediária
Nova Santa Rosa,25/03/,26,46.2,-10.099683234421281,Viabilidade intermediária
Ouro Verde do Oeste,05/02/,26,46.2,4.801293908821558,Viabilidade intermediária
Ouro Verde do Oeste,05/03/,26,46.2,46.0515115421115,Mais viável
Ouro Verde do Oeste,15/02/,26,46.2,9.440075358759906,Viabilidade intermediária
Ouro Verde do Oeste,15/03/,26,46.2,26.127704514263648,Viabilidade intermediária
Ouro Verde do Oeste,25/02/,26,50.0,35.57751015203899,Mais viável
Ouro Verde do Oeste,25/03/,26,46.2,17.092572172813334,Viabilidade intermediária
Palotina,05/02/,26,46.2,-10.104276632451747,Menos viável
Palotina,05/03/,26,46.2,-7.600754157463668,Viabilidade intermediária
Palotina,15/02/,26,46.2,-40.467408609522096,Menos viável
Palotina,15/03/,26,46.2,-23.49523946734196,Menos viável
Palotina,25/02/,26,46.2,-8.17747062918154,Viabilidade intermediária
Palotina,25/03/,26,46.2,-14.970359183484648,Menos viável
Pato Bragado,05/02/,26,46.2,-75.97160256312551,Menos viável
Pato Bragado,05/03/,26,46.2,-39.480159900572865,Menos viável
Pato Bragado,15/02/,26,46.2,-68.90027018830422,Menos viável
Pato Bragado,15/03/,26,42.3,-78.46633656056434,Menos viável
Pato Bragado,25/02/,26,46.2,-32.20069084069696,Menos viável
Pato Bragado,25/03/,26,46.2,-53.466013003658695,Menos viável
Quatro Pontes,05/02/,26,46.2,-3.791919936142764,Viabilidade intermediária
Quatro Pontes,05/03/,26,46.2,5.193069139207637,Viabilidade intermediária
Quatro Pontes,15/02/,26,46.2,-31.518234735777977,Menos viável
Quatro Pontes,15/03/,26,46.2,-13.16023672067018,Menos viável
Quatro Pontes,25/02/,26,46.2,-1.0407534662313782,Viabilidade intermediária
Quatro Pontes,25/03/,26,46.2,-6.484504993182816,Viabilidade intermediária
Ramilândia,05/02/,26,46.2,-85.47762621882757,Menos viável
Ramilândia,05/03/,26,42.3,-47.366458365411674,Menos viável
Ramilândia,15/02/,26,42.3,-69.0009138684856,Menos viável
Ramilândia,15/03/,26,42.3,-77.36353481222204,Menos viável
Ramilândia,25/02/,26,38.5,-54.20640325872369,Menos viável
Ramilândia,25/03/,26,46.2,-52.14750957011382,Menos viável
Santa Helena,05/02/,26,46.2,-96.41264606363194,Menos viável
Santa Helena,05/03/,26,42.3,-57.441142369852585,Menos viável
Santa Helena,15/02/,26,38.5,-77.85354421776205,Menos viável
